Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Tomasello M.","","The cultural origins of human cognition",1999,"The Cultural Origins of Human Cognition",,,,"","",,3339,,,,"Tomasello, M.",[No abstract available],,,,,,Scopus,2-s2.0-0003943906
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,,,"Dryden, I.L.; Mardia, K.V.",[No abstract available],,,,,,Scopus,2-s2.0-0003489720
"Thompson D.W.","",[No title available],1917,"On Growth and Form",,,,"","",,2265,,,,"Thompson, D.W.",[No abstract available],,,,,,Scopus,2-s2.0-0003720769
"Bookstein Fred L.","7004606384;","Principal warps: Thin-plate splines and the decomposition of deformations",1992,"IEEE Transactions on Pattern Analysis and Machine Intelligence","v","n",,"567","585",,1644,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250830971&partnerID=40&md5=fa6e9678132442da34d318864bc4f57e","Univ of Michigan, Cent for Human, Growth & Dev, Ann Arbor, MI, USA","Bookstein, Fred L., Univ of Michigan, Cent for Human, Growth & Dev, Ann Arbor, MI, USA","The decomposition of deformations by principal warps is demonstrated. The method is extended to deal with curving edges between landmarks. This formulation is related to other applications of splines current in computer vision. How they might aid in the extraction of features for analysis, comparison, and diagnosis of biological and medical images is indicated.",,"Biomedical Engineering--Imaging Techniques; Vision--Artificial; Computer Vision; Decomposition of Deformations; Principal Warps; Thin Plate Splines; Image Processing",Article,"Final",,Scopus,2-s2.0-34250830971
"Gower J.C.","26643448300;","Generalized procrustes analysis",1975,"Psychometrika","40","1",,"33","51",,1620,"10.1007/BF02291478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001886818&doi=10.1007%2fBF02291478&partnerID=40&md5=c7113fae6e77ffaebc62f66ce8c103be","Rothamsted Experimental Station, Harpenden, Herts, United Kingdom","Gower, J.C., Rothamsted Experimental Station, Harpenden, Herts, United Kingdom","Suppose Pi(i) (i = 1, 2, ..., m, j = 1, 2, ..., n) give the locations of mn points in p-dimensional space. Collectively these may be regarded as m configurations, or scalings, each of n points in p-dimensions. The problem is investigated of translating, rotating, reflecting and scaling the m configurations to minimize the goodness-of-fit criterion Σi=1m Σi=1n Δ2(Pj(i)Gi), where Gi is the centroid of the m points Pi(i) (i = 1, 2, ..., m). The rotated positions of each configuration may be regarded as individual analyses with the centroid configuration representing a consensus, and this relationship with individual scaling analysis is discussed. A computational technique is given, the results of which can be summarized in analysis of variance form. The special case m = 2 corresponds to Classical Procrustes analysis but the choice of criterion that fits each configuration to the common centroid configuration avoids difficulties that arise when one set is fitted to the other, regarded as fixed. © 1975 Psychometric Society.",,,Article,"Final",,Scopus,2-s2.0-0001886818
"Clarke D.L.","",[No title available],1968,"Analytical Archaeology",,,,"","",,751,,,,"Clarke, D.L.",[No abstract available],,,,,,Scopus,2-s2.0-0004131192
"Byrne R.W., Russon A.E., Bauer P.J., Chen M., Chartrand T.L., Lee-Chai A.Y., Bargh J.A., Colman A.M., Cummins D.D., Decety J., Grezes J., De Waal F.B.M., Fishbein H.D., Gardner M., Heyes C., Gattis M., Bekkering H., Wohlschlager A., Hayne H., Heimann M., Huber L., Jorion P.J.M., Kuczai II S.A., Gory J.D., Xitco M.J. Jr., Mac Aogain E., Matheson M.D., Fragaszy D.M., Midford P.E., Miklosi A., Mitchell R.W., Motomora N., Roitblat H.L., Todt D., Tomasello M., Vereijken B., Whiting H.T.A., Vogt S., Carey D., Want S.C., Harris P.L., Whiten A., Zentall T.R.","56969100600;6603182200;7203018930;56134480600;6602090842;6506136412;7003636643;7005337320;20133635300;57203106154;6602098335;7006497218;6701853697;7401638489;7007120930;6602507217;55154252600;6603705410;7003550311;57203077493;7102868913;57152726100;6504678230;6507891922;55664893600;6506448992;57202599100;7004271317;6603048400;7003466993;7403973858;6504586460;6603714080;7004208544;7004816726;6603601384;7003960887;7101896584;7101938313;6701781521;7403636494;7004657792;7006063404;","Learning by imitation: A hierarchical approach",1998,"Behavioral and Brain Sciences","21","5",,"667","721",,464,"10.1017/S0140525X98001745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032426663&doi=10.1017%2fS0140525X98001745&partnerID=40&md5=74b429bcd3ec85fb170439d8713b253c","Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom","Byrne, R.W., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Russon, A.E., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Bauer, P.J., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Chen, M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Chartrand, T.L., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Lee-Chai, A.Y., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Bargh, J.A., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Colman, A.M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Cummins, D.D., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Decety, J., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Grezes, J., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; De Waal, F.B.M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Fishbein, H.D., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Gardner, M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Heyes, C., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Gattis, M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Bekkering, H., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Wohlschlager, A., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Hayne, H., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Heimann, M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Huber, L., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Jorion, P.J.M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Kuczai II, S.A., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Gory, J.D., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Xitco M.J., Jr., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Mac Aogain, E., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Matheson, M.D., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Fragaszy, D.M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Midford, P.E., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Miklosi, A., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Mitchell, R.W., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Motomora, N., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Roitblat, H.L., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Todt, D., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Tomasello, M., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Vereijken, B., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Whiting, H.T.A., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Vogt, S., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Carey, D., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Want, S.C., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Harris, P.L., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Whiten, A., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom; Zentall, T.R., Scottish Primate Research Group, School of Psychology, University of St. Andrews, Fife KY16 9JU, United Kingdom","To explain social learning without invoking the cognitively complex concept of imitation, many learning mechanisms have been proposed. Borrowing an idea used routinely in cognitive psychology, we argue that most of these alternatives can be subsumed under a single process, priming, in which input increases the activation of stored internal representations. Imitation itself has generally been seen as a 'special faculty.' This has diverted much research towards the all-or-none question of whether an animal can imitate, with disappointingly inconclusive results. In the great apes, however, voluntary, learned behaviours is organized hierarchically. This means that imitation can occur at various levels, of which we single out two clearly distinct ones: the 'action level,' a rather detailed and linear specification of sequential acts, and the 'program level,' a broader description of subroutine structure and the hierarchical layout of a behavioural 'program.' Program level imitation is a high-level, constructive mechanism, adapted for the efficient learning of complex skills and thus not evident in the simple manipulations used to test for imitation in the laboratory. As examples, we describe the food-preparation techniques of wild mountain gorillas and the imitative behaviour of orangutans undergoing 'rehabilitation' to the wild. Representing and manipulating relations between objects seems to be one basic building block in their hierarchical programs. There is evidence that great apes suffer from a stricter capacity limit than humans in the hierarchical depth of planning. We re-interpret some chimpanzee behaviour previously described as 'emulation' and suggest that all great apes may be able to imitate at the program level. Action level imitation is seldom observed in great ape skill learning, and may have a largely social role, even in humans.","Emulation; Great apes; Hierarchical organisation; Imitation; Priming","article; behavior; human; imitation; learning; psychology; psychophysiology; Animals; Behavior, Animal; Humans; Imitative Behavior; Learning; Rats; Social Perception",Article,"Final",,Scopus,2-s2.0-0032426663
"Gamble C.","",[No title available],1999,"The Palaeolithic Societies of Europe",,,,"","",,411,,,,"Gamble, C.",[No abstract available],,,,,,Scopus,2-s2.0-0003946692
"Slice D.E.","6603334019;","Geometric morphometrics",2007,"Annual Review of Anthropology","36",,,"261","281",,330,"10.1146/annurev.anthro.34.081804.120613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36048942133&doi=10.1146%2fannurev.anthro.34.081804.120613&partnerID=40&md5=5f0b0e37354cef031f810f2f68366c4a","Department of Anthropology, University of Vienna, A-1091 Vienna, Austria","Slice, D.E., Department of Anthropology, University of Vienna, A-1091 Vienna, Austria","Morphometrics, the field of biological shape analysis, has undergone major change in recent years. Most of this change has been due to the development and adoption of methods to analyze the Cartesian coordinates of anatomical landmarks. These geometric morphometric (GM) methods focus on the retention of geometric information throughout a study and provide efficient, statistically powerful analyses that can readily relate abstract, multivariate results to the physical structure of the original specimens. Physical anthropology has played a central role in both the development and the early adoption of these methods, just as it has done in the realm of general statistics, where it has served as a major motivating and contributing force behind much innovation. This review surveys the current state of GM, the role of authropologists in its development, recent applications of GM in physical anthropology, and GM-based methods newly introduced to, or by, anthropology, which are likely to impact future research. Copyright © 2007 by Annual Reviews. All rights reserved.","Allometry; Asymmetry; HTU; Landmarks; Procrustes analysis; Shape","allometry; anthropology; geometry; morphometry; multivariate analysis",Review,"Final",,Scopus,2-s2.0-36048942133
