Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Andrefsky W., Jr.","16201699100;","Lithics: Macroscopic approaches to analysis: Second edition",2005,"Lithics: Macroscopic Approaches to Analysis: Second Edition",,,,"1","301",,177,"10.1017/CBO9780511810244",2-s2.0-84924149615
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Assaf E., Barkai R., Gopher A.","56326603900;6603406279;6603903307;","Knowledge transmission and apprentice flint-knappers in the Acheulo-Yabrudian: A case study from Qesem Cave, Israel",2016,"Quaternary International","398",,,"70","85",,16,"10.1016/j.quaint.2015.02.028",2-s2.0-84925355276
"Bamforth D.B., Finlay N.","6506290181;23967759200;","Introduction: Archaeological approaches to lithic production skill and craft learning",2008,"Journal of Archaeological Method and Theory","15","1",,"1","27",,70,"10.1007/s10816-007-9043-3",2-s2.0-40249091915
"Bookstein F.L.","","The measurement of biological shape and shape change",1978,"Lecture Notes in Biomathematics","24",,,"","",,90,,2-s2.0-0003290392
"Bookstein F.L., Chernoff B., Elder R.L., Humphries J.M. Jr., Smith G.R., Strauss R.E.","",[No title available],1985,"Morphometrics in Evolutionary Biology",,,,"","",,493,,2-s2.0-0004180435
"Bordes F.","",[No title available],1961,"Typologie du Paléolithique Ancien et Moyen",,,,"","",,485,,2-s2.0-0003911253
"Boyd R., Richerson P.J.","","Culture and human evolution",1993,"The Origin and Evolution of Humans and Humanness",,,,"119","134",,5,,2-s2.0-84887365836
"Brande S., Saragusti I.","","Amorphometric model and landmark analysis of acheulian hand axes from Norhern Israel",1996,"Advances in Morphometrics",,,,"423","435",,14,,2-s2.0-33751048406
"Chase P.G.","","Form, function, and mental templates in Paleolithic lithic analysis",2008,,,,,"","",,1,,2-s2.0-85019994639
"Costa A.G.","36999872500;","A geometric morphometric assessment of plan shape in bone and stone acheulean bifaces from the Middle Pleistocene site of Castel di Guido, Latium, Italy",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"23","41",,58,"10.1007/978-1-4419-6861-6_2",2-s2.0-80051798141
"Debénath A., Dibble H.L.","","Handbook of Paleolithic Typology: Lower and Middle Paleolithic of Europe",1994,"Handbook of Paleolithic Typology: Lower and Middle Paleolithic of Europe",,,,"","",,105,,2-s2.0-0004217891
"Doronichev V., Golovanova L.","6507961286;24597157400;","Beyond the Acheulean: A view on the Lower Paleolithic occupation of Western Eurasia",2010,"Quaternary International","223-224",,,"327","344",,35,"10.1016/j.quaint.2009.12.003",2-s2.0-77956063984
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,2-s2.0-0003489720
"Eren M.I., Lycett S.J.","23975681200;9434693200;","Why Levallois? A morphometric comparison of experimental 'preferential' Levallois flakes versus debitage flakes",2012,"PLoS ONE","7","1", e29273,"","",,81,"10.1371/journal.pone.0029273",2-s2.0-84856112566
"Finlay N.","23967759200;","Blank concerns: Issues of skill and consistency in the replication of Scottish later Mesolithic blades",2008,"Journal of Archaeological Method and Theory","15","1",,"68","90",,24,"10.1007/s10816-007-9048-y",2-s2.0-40249102029
