Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"Zelditch M., Swiderski D., Sheets H., Fink W.","6701615282;35493322600;55663863700;7005590403;","Geometric Morphometrics for Biologists",2004,"Geometric Morphometrics for Biologists",,,,"1","443",,1396,"10.1016/B978-0-12-778460-1.X5000-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902728366&doi=10.1016%2fB978-0-12-778460-1.X5000-5&partnerID=40&md5=bbfcd38d36d5bc6566def6d8fd5dec57","Museum of Paleontology, University of Michigan, MI, United States; Mammal Division, Museum of Zoology, University of Michigan, MI, United States; Department of Physics, Canisius College, Buffalo NY, United States","Zelditch, M., Museum of Paleontology, University of Michigan, MI, United States; Swiderski, D., Mammal Division, Museum of Zoology, University of Michigan, MI, United States; Sheets, H., Department of Physics, Canisius College, Buffalo NY, United States; Fink, W., Mammal Division, Museum of Zoology, University of Michigan, MI, United States","Geometric Morphometrics for Biologists is an introductory textbook for a course on geometric morphometrics, written for graduate students and upper division undergraduates, covering both theory of shape analysis and methods of multivariate analysis. It is designed for students with minimal math background; taking them from the process of data collection through basic and more advanced statistical analyses. Many examples are given, beginning with simple although realistic case-studies, through examples of complex analyses requiring several different kinds of methods. The book also includes URLâs for free software and step-by-step instructions for using the software. © 2004 Elsevier Inc. All rights reserved.",,,Book,"Final",,Scopus,2-s2.0-84902728366
"James Rohlf F., Marcus L.F.","24518567800;7005305240;","A revolution morphometrics",1993,"Trends in Ecology and Evolution","8","4",,"129","132",,1268,"10.1016/0169-5347(93)90024-J","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242462501&doi=10.1016%2f0169-5347%2893%2990024-J&partnerID=40&md5=14afd83efbc93ae5f62d49a4829a5597","Dept of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Dept of Biology, Queen's College, CUNY, Flushing, NY 11367, United States","James Rohlf, F., Dept of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Marcus, L.F., Dept of Biology, Queen's College, CUNY, Flushing, NY 11367, United States","We are now in the midst of a revolution in morphometric methodology. The new approaches are more effective in capturing information about the shape of an organism and result in more powerful statistical procedures for testing for differences in s shape. They are also more effective in enabling a researcher to visualize differences in shape and in suggesting simple traditional measurements that could be used in future studies. In this review we emphasize applications to exploratory studies in taxonomy and evolution. © 1993.",,,Review,"Final",,Scopus,2-s2.0-0242462501
"Phenice T.W.","6507474253;","A newly developed visual method of sexing the os pubis",1969,"American Journal of Physical Anthropology","30","2",,"297","301",,764,"10.1002/ajpa.1330300214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014487643&doi=10.1002%2fajpa.1330300214&partnerID=40&md5=6af4e65eea1f9ffd0c3209b1a1aff75f","Department of Anthropology, University of Kansas, United States","Phenice, T.W., Department of Anthropology, University of Kansas, United States","Preliminary investigation has indicated that the use of the ventral arc, subpubic concavity, and medial aspect of the ischio‐pubic ramus as sexing criteria allows one to sex the os pubis with an accuracy in excess of 95%. The method described here is simple and objective enough to allow the beginning researcher to sex hip bones accurately while requiring the presence of only a small fragment of the bone. Copyright © 1969 Wiley‐Liss, Inc., A Wiley Company",,"article; female; hip; histology; human; male; pelvimetry; pelvis; pubic bone; sex determination; technique; Female; Hip; Human; Male; Methods; Pelvimetry; Pelvis; Pubic Bone; Sex Determination (Analysis)",Article,"Final",,Scopus,2-s2.0-0014487643
"Ferembach D., Schwidetzky I., Stloukal M.","","Recommendations for age and sex diagnoses of skeletons",1980,"J Hum Evol","9",,,"517","549",,612,,,,"Ferembach, D.; Schwidetzky, I.; Stloukal, M.",[No abstract available],,,,,,Scopus,2-s2.0-0000884253
"Bruzek J.","6602595244;","A method for visual determination of sex, using the human hip bone",2002,"American Journal of Physical Anthropology","117","2",,"157","168",,530,"10.1002/ajpa.10012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036159009&doi=10.1002%2fajpa.10012&partnerID=40&md5=5950a75aee2e3507d3ea6cf08fffca6f","U.M.R. 5809 du C.N.R.S., Laboratoire d'Anthropologie des Populations du Passé, Université Bordeaux I, 33405 Talence, France; Laboratoire d'Anthropologie des Populations du Passé, UMR 5809 du CNRS, Université Bordeaux I, Avenue des Facultés, 33405 Talence, France","Bruzek, J., U.M.R. 5809 du C.N.R.S., Laboratoire d'Anthropologie des Populations du Passé, Université Bordeaux I, 33405 Talence, France, Laboratoire d'Anthropologie des Populations du Passé, UMR 5809 du CNRS, Université Bordeaux I, Avenue des Facultés, 33405 Talence, France","A new visual method for the determination of sex using the human hip bone (os coxae) is proposed, based on a revision of several previous approaches which scored isolated characters of this bone. The efficacy of the methodology is tested on a sample of 402 adults of known sex and age of French and Portuguese origins. With the simultaneous use of five characters of the hip bone, it is possible to provide a correct sexual diagnosis in 95% of all cases, with an error of 2% and an inability to identify sex in only 3%. The advantage of this new method is a reduction in observer subjectivity, since the evaluation procedure cannot involve any anticipation of the result. In addition, this method of sex determination increases the probability of a correct diagnosis with isolated fragments of the hip bone, provided that a combination of elements of one character is found to be typically male or female. © 2002 Wiley-Liss, Inc.","Human pelvis; Method; Morphological traits; Sex determination","article; controlled study; error; female; hip; human; male; methodology; sex determination; visual system",Article,"Final",,Scopus,2-s2.0-0036159009
"Slice D.E.","6603334019;","Geometric morphometrics",2007,"Annual Review of Anthropology","36",,,"261","281",,330,"10.1146/annurev.anthro.34.081804.120613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36048942133&doi=10.1146%2fannurev.anthro.34.081804.120613&partnerID=40&md5=5f0b0e37354cef031f810f2f68366c4a","Department of Anthropology, University of Vienna, A-1091 Vienna, Austria","Slice, D.E., Department of Anthropology, University of Vienna, A-1091 Vienna, Austria","Morphometrics, the field of biological shape analysis, has undergone major change in recent years. Most of this change has been due to the development and adoption of methods to analyze the Cartesian coordinates of anatomical landmarks. These geometric morphometric (GM) methods focus on the retention of geometric information throughout a study and provide efficient, statistically powerful analyses that can readily relate abstract, multivariate results to the physical structure of the original specimens. Physical anthropology has played a central role in both the development and the early adoption of these methods, just as it has done in the realm of general statistics, where it has served as a major motivating and contributing force behind much innovation. This review surveys the current state of GM, the role of authropologists in its development, recent applications of GM in physical anthropology, and GM-based methods newly introduced to, or by, anthropology, which are likely to impact future research. Copyright © 2007 by Annual Reviews. All rights reserved.","Allometry; Asymmetry; HTU; Landmarks; Procrustes analysis; Shape","allometry; anthropology; geometry; morphometry; multivariate analysis",Review,"Final",,Scopus,2-s2.0-36048942133
"Murail P., Bruzek J., Houët F., Cunha E.","","DSP: a tool for probabilistic sex diagnosis using worldwide variability in hip-bone measurements",2005,"Bulletins et Mémoires de la Société d'Anthropologie de Paris","17","3-4",,"167","176",,234,,,,"Murail, P.; Bruzek, J.; Houët, F.; Cunha, E.",[No abstract available],,,,"Final",,Scopus,2-s2.0-60749126664
"WASHBURN S.L.","7006299763;","Tools and human evolution.",1960,"Scientific American","203",,,"63","75",,213,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548531623&partnerID=40&md5=f3c4f0bb6a1c4318e4e3842d6320a51e",,"WASHBURN, S.L.",[No abstract available],,"article; evolution; EVOLUTION; Evolution",Article,"Final",,Scopus,2-s2.0-34548531623
