Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Atchley W.R., Hall B.K.","7005029326;57203106489;","A model for development and evolution of complex morphological structures",1991,"Biological Reviews of the Cambridge Philosophical Society","66","2",,"101","157",,412,"10.1111/j.1469-185X.1991.tb01138.x",2-s2.0-0025825184
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Brace C.L., Rosenberg K.R., Hunt K.D.","25940836500;57215449131;7201475573;","Gradual change in human tooth size in the Late Pleistocene and post-Pleistocene.",1987,"Evolution","41","4",,"705","720",,112,,2-s2.0-0023466507
"Brace C.L., Smith S.L., Hunt K.D.","","What big teeth you had grandma! Human tooth size, past and present",1991,"Advances in Dental Anthropology",,,,"33","57",,67,,2-s2.0-0040103413
"Buikstra J.E., Ubelaker D.H.","","Standards for data collection from human skeletal remains",1994,"Standards for Data Collection from Human Skeletal Remains",,,,"","",,2464,,2-s2.0-0003655056
"Cabrera P.","",[No title available],1929,"Los Aborígenes del País de Cuyo",,,,"","",,2,,2-s2.0-33744958396
"Canals Frau S.","","Etnología histórica de la provincia de Mendoza",1937,"Rel Soc Argent Antropol","1",,,"91","106",,2,,2-s2.0-33744958994
"Canals Frau S.","","Las poblaciones indígenas de la Argentina: Su orígen, su pasado, su presente",1953,"Las Poblaciones Indígenas de la Argentina",,,,"","",,41,,2-s2.0-17744393085
"Capasso L., Kennedy K.A.R., Wilczak C.A.","","Atlas of occupational markers on human remains (Journal of Paleopathology) (Monographic publication 3)",1999,,,,,"","",,1,,2-s2.0-84953636813
"Carlson D.S.","7403297673;","Temporal variation in prehistoric Nubian crania",1976,"American Journal of Physical Anthropology","45","3",,"467","484",,69,"10.1002/ajpa.1330450308",2-s2.0-0017171440
"Carlson D.S., Van Gerven D.P.","7403297673;6701410150;","Masticatory function and post‐pleistocene evolution in Nubia",1977,"American Journal of Physical Anthropology","46","3",,"495","506",,176,"10.1002/ajpa.1330460316",2-s2.0-0017754936
"Cassidy C.M.","","Skeletal evidence for prehistoric subsistence adaptation in the Central Ohio River Valley",1984,"Paleopathology at the Origins of Agriculture",,,,"307","345",,52,,2-s2.0-0348250588
"Cheverud J.M.","","Phenotypic, genetic, and environmental morphological integration in the cranium",1982,"Evolution","36",,,"499","516",,518,,2-s2.0-0001618604
"Corruccini R.S.","",[No title available],1999,"How Anthropology Informs the Orthodontic Diagnosis of Malocclusion's Causes",,,,"","",,30,,2-s2.0-0442273327
"Corruccini R.S., Handler J.S.","7005424430;7102793703;","Temporomandibular Joint Size Decrease in American Blacks: Evidence from Barbados",1980,"Journal of Dental Research","59","9",,"1528","",,15,"10.1177/00220345800590092001",2-s2.0-0019187436
"Corruccini R.S., Henderson A.M., Kaul S.S.","7005424430;7403098076;7403092640;","Bite-force variation related to occlusal variation in rural and urban Punjabis (North India)",1985,"Archives of Oral Biology","30","1",,"65","69",,25,"10.1016/0003-9969(85)90026-3",2-s2.0-0021982353
"Delaere O., Dhem A.","57199337235;7006519849;","Prenatal development of the human pelvis and acetabulum",1999,"Acta Orthopaedica Belgica","65","3",,"255","260",,29,,2-s2.0-0032852943
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,2-s2.0-0003489720
"Durán V.","","Las poblaciones indígenas del sur mendocino durante los siglos XVI y XVII",2015,"An Arqueol Etnol","46-47",,,"9","40",,3,,2-s2.0-33744948168
"Enlow D.H.","",[No title available],1990,"Facial Growth",,,,"","",,526,,2-s2.0-0004206227
"Falconer D.S.","",[No title available],2005,"Introduction to Quantitative Genetics",,,,"","",,17741,,2-s2.0-0003995062
"Foster K.D., Woda A., Peyron M.A.","8248724200;7006750762;7004142428;","Effect of texture of plastic and elastic model foods on the parameters of mastication",2006,"Journal of Neurophysiology","95","6",,"3469","3479",,166,"10.1152/jn.01003.2005",2-s2.0-33744931097
"Gambier M.","",[No title available],1993,"Prehistoria de San Juan",,,,"","",,25,,2-s2.0-28544440910
"Gómez-Valdés J.A., Quinto-Sánchez M., Menéndez Garmendia A., Veleminska J., Sánchez-Mejorada G., Bruzek J.","16063951800;55214951500;55214951600;6505794954;55989730100;6602595244;","Comparison of methods to determine sex by evaluating the greater sciatic notch: Visual, angular and geometric morphometrics",2012,"Forensic Science International","221","1-3",,"156.e1","156.e7",,18,"10.1016/j.forsciint.2012.04.027",2-s2.0-84864326754
"González-José R., Ramírez-Rozzi F., Sardi M., Martínez-Abadías N., Hernández M., Pucciarelli H.M.","6602423911;6602722066;6604049533;9739700800;7401971749;7003446232;","Functional-cranial approach to the influence of economic strategy on skull morphology",2005,"American Journal of Physical Anthropology","128","4",,"757","771",,80,"10.1002/ajpa.20161",2-s2.0-28544444471
"González-José R., Van Der Molen S.V., González-Pérez E., Hernández M.","6602423911;7003355277;6602570951;7401971749;","Patterns of Phenotypic Covariation and Correlation in Modern Humans as Viewed from Morphological Integration",2004,"American Journal of Physical Anthropology","123","1",,"69","77",,90,"10.1002/ajpa.10302",2-s2.0-0347419489
"Goodall C.","","Procrustes methods in the statistical analysis of shape",1991,"J. R. Statist. Soc. B","53","2",,"285","339",,1198,,2-s2.0-0000142472
"Griffin J.B.","","Foreword",1978,"Mississippian Settlement Patterns",,,,"15","22",,2,,2-s2.0-75149152976
"Hannam A.G., Wood W.W.","7003996385;7402697300;","Relationships between the size and spatial morphology of human masseter and medial pterygoid muscles, the craniofacial skeleton, and jaw biomechanics",1989,"American Journal of Physical Anthropology","80","4",,"429","445",,135,"10.1002/ajpa.1330800404",2-s2.0-0024842184
"Hall B.K., Herring S.W.","57203106489;7005704548;","Paralysis and growth of the musculoskeletal system in the embryonic chick",1990,"Journal of Morphology","206","1",,"45","56",,169,"10.1002/jmor.1052060105",2-s2.0-0025029366
