Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
[No author name available],[No author id available],[No title available],2012,"R: A Language and Environment for Statistical Computing",,,,"","",,79302,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-84863304598
"Hammer Ø., Harper D.A.T., Ryan P.D.","25624260900;55745283900;7402922193;","Past: Paleontological statistics software package for education and data analysis",2001,"Palaeontologia Electronica","4","1",,"XIX","XX",,14188,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748886657&partnerID=40&md5=b32644b1c039465d71cd1c90d0cd42e6","Paleontological Museum, University of Oslo, Sars gate 1, 0562 Oslo, Norway; Geological Museum, University of Copenhagen, Øster Voldgade 5-7, DK-1350 Copenhagen K, Denmark; Department of Geology, National University of Ireland, Galway, Ireland","Hammer, Ø., Paleontological Museum, University of Oslo, Sars gate 1, 0562 Oslo, Norway; Harper, D.A.T., Geological Museum, University of Copenhagen, Øster Voldgade 5-7, DK-1350 Copenhagen K, Denmark; Ryan, P.D., Department of Geology, National University of Ireland, Galway, Ireland","A comprehensive, but simple-to-use software package for executing a range of standard numerical analysis and operations used in quantitative paleontology has been developed. The program, called PAST (PAleontological STatistics), runs on standard Windows computers and is available free of charge. PAST integrates spreadsheettype data entry with univariate and multivariate statistics, curve fitting, time-series analysis, data plotting, and simple phylogenetic analysis. Many of the functions are specific to paleontology and ecology, and these functions are not found in standard, more extensive, statistical packages. PAST also includes fourteen case studies (data files and exercises) illustrating use of the program for paleontological problems, making it a complete educational package for courses in quantitative methods. Copyright: Palaeontological Association, 22 June 2001.","Data analysis; Education; Software",,Article,"Final",,Scopus,2-s2.0-34748886657
"Kuhl F.P., Giardina C.R.","7003979887;35548158500;","Elliptic Fourier features of a closed contour",1982,"Computer Graphics and Image Processing","18","3",,"236","258",,1115,"10.1016/0146-664X(82)90034-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019999399&doi=10.1016%2f0146-664X%2882%2990034-X&partnerID=40&md5=ea63cbddf26061fc35c2e16d85041161","U.S. Army Armament Research and Development Command, Dover, NJ 07801, United States; Fairleigh Dickinson University, Teaneck, NJ 07070, United States","Kuhl, F.P., U.S. Army Armament Research and Development Command, Dover, NJ 07801, United States; Giardina, C.R., Fairleigh Dickinson University, Teaneck, NJ 07070, United States","A direct procedure for obtaining the Fourier coefficients of a chain-encoded contour is presented. Advantages of the procedure are that it does not require integration or the use of fast Fourier transform techniques, and that bounds on the accuracy of the image contour reconstruction are easy to specify. Elliptic properties of the Fourier coefficients are shown and used for a convenient and intuitively pleasing procedure of normalizing a Fourier contour representation. Extension of the contour representation to arbitrary objects at arbitrary aspect angle is discussed. The procedures have direct application to a variety of pattern recognition problems that involve analysis of well-defined image contours. © 1982.",,"accuracy; closed contour; Fourier coefficients; image; pattern recognition; PATTERN RECOGNITION SYSTEMS",Article,"Final",,Scopus,2-s2.0-0019999399
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031107378&doi=10.1016%2fS1361-8415%2897%2985012-8&partnerID=40&md5=13e7bb81c1f834c67647b53d0eefa883","Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Bookstein, F.L., Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Morphometrics, a new branch of statistics, combines tools from geometry, computer graphics and biometrics in techniques for the multivariate analysis of biological shape variation. Although medical image analysts typically prefer to represent scenes by way of curving outlines or surfaces, the most recent developments in this associated statistical methodology have emphasized the domain of landmark data: size and shape of configurations of discrete, named points in two or three dimensions. This paper introduces a combination of Procrustes analysis and thin-plate splines, the two most powerful tools of landmark-based morphometrics, for multivariate analysis of curving outlines in samples of biomedical images. The thin-plate spline is used to assign point-to-point correspondences, called semi-landmarks, between curves of similar but variable shape, while the standard algorithm for Procrustes shape averages and shape coordinates is altered to accord with the ways in which semi-landmarks formally differ from more traditional landmark loci. Subsequent multivariate statistics and visualization proceed mainly as in the landmark-based methods. The combination provides a range of complementary filters, from high pass to low pass, for effects on outline shape in grouped studies. The low-pass version is based on the spectrum of the spline, the high pass, on a familiar special case of Procrustes analysis. This hybrid method is demonstrated in a comparison of the shape of the corpus callosum from mid-sagittal sections of MRI of 25 human brains, 12 normal and 13 with schizophrenia.","Morphometrics; Multivariate analysis; Outlines; Procrustes analysis; Thin-plate spline","algorithm; article; corpus callosum; histology; human; image processing; methodology; multivariate analysis; nuclear magnetic resonance imaging; pathology; schizophrenia; statistics; Algorithms; Corpus Callosum; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Multivariate Analysis; Schizophrenia",Article,"Final",,Scopus,2-s2.0-0031107378
"Gunz P., Mitteroecker P., Bookstein F.L.","","Semilandmarks in three dimensions",2005,"Modern Morphometrics in Physical Anthropology",,,,"73","98",,432,,,,"Gunz, P.; Mitteroecker, P.; Bookstein, F.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-18944380089
"Noble W., Davidson I.","",[No title available],1996,"Human Evolution, Language and Mind",,,,"","",,304,,,,"Noble, W.; Davidson, I.",[No abstract available],,,,,,Scopus,2-s2.0-0003654239
"Boëda E., Geneste J.-M., Meignen L.","","Identification de chaînes opératoires lithiques du Paléolithique ancien et moyen",1990,"Paléo","2",,,"43","80",,268,,,,"Boëda, E.; Geneste, J.-M.; Meignen, L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0002581902
"Bar-Yosef O., Kuhn S.L.","57204304503;7103392233;","The big deal about blades: Laminar technologies and human evolution",1999,"American Anthropologist","101","2",,"322","338",,238,"10.1525/aa.1999.101.2.322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033407794&doi=10.1525%2faa.1999.101.2.322&partnerID=40&md5=c42bc0142049500bc0b695860f7dcf94","Peabody Museum, Harvard University, Cambridge, MA 02138, United States; Department of Anthropology, University of Arizona, Tucson, AZ 85721, United States","Bar-Yosef, O., Peabody Museum, Harvard University, Cambridge, MA 02138, United States; Kuhn, S.L., Department of Anthropology, University of Arizona, Tucson, AZ 85721, United States","Despite the rapid expansion of archaeological knowledge of the Paleolithic over the past several decades, some generalized interpretive frameworks inherited from previous generations of researchers are remarkably tenacious. One of the most persistent of these is the assumed correlation between blade technologies, Upper Paleolithic industries, and anatomically (and behaviorally) modern humans. In this paper, we review some of the evidence for the production of early blade technologies in Eurasia and Africa dating to the late Lower and the Middle Paleolithic. The basic techniques for blade production appeared thousands of years before the Upper Paleolithic, and there is no justification for linking blades per se to any particular aspect of hominid anatomy or to any major change in the behavioral capacities of hominids. It is true that blades came to dominate the archaeological records of western Eurasia and Africa after 40,000 years ago, perhaps as a consequence of increasing reliance on complex composite tools during the Upper Paleolithic. At the same time, evidence from other regions of the world demonstrates that evolutionary trends in Pleistocene Eurasia were historically contingent and not universal. [Middle Paleolithic, Upper Paleolithic, blade technology, human evolution, hominid behavior and capacities].",,,Article,"Final",,Scopus,2-s2.0-0033407794
"Boëda E.","","Le débitage discoïde et le débitage Levallois récurrent centripète",1993,"Bulletin de la Société Préhistorique Française","90","6",,"392","404",,238,,,,"Boëda, E.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0000220717
"CRAMPTON J.S.","7005574651;","Elliptic Fourier shape analysis of fossil bivalves: some practical considerations",1995,"Lethaia","28","2",,"179","186",,226,"10.1111/j.1502-3931.1995.tb01611.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029535455&doi=10.1111%2fj.1502-3931.1995.tb01611.x&partnerID=40&md5=012aa80c7ba9a17168f73f4f198140cc","Institute of Geological and Nuclear Sciences, PO Box 30 368, Lower Hutt, New Zealand","CRAMPTON, J.S., Institute of Geological and Nuclear Sciences, PO Box 30 368, Lower Hutt, New Zealand","Elliptic Fourier shape analysis is a powerful, though under‐utilized, biometric tool that is particularly suited for the description of fossils lacking many homologous landmarks, such as several common bivalve groups. The method is conceptually more parsimonious than more traditional biometric methods based on discrete linear and angular measurements. Most importantly, however, shape analysis captures a much higher proportion of the morphological information resident in any fossil than analyses based on discrete measurements. The number of harmonics required in an elliptic Fourier analysis can be estimated from a series of inverse Fourier reconstructions, or from the power spectrum. In most studies it is appropriate to normalize Fourier coefficients for size, although this information can be reincorporated at a later stage. The coefficients should probably not be standardized, unless there is evidence to suggest that high‐frequency information was genetically as important as low‐frequency information. Depending upon the aims of a particular study and the morphological disparity of the fossils in question, it might be appropriate to eliminate the first harmonic (‘best‐fitting’) ellipse from an analysis. Meaningful comparison of the left and right valves of bivalves requires the digitized coordinates of one or other to be mirrored prior to computation of the Fourier coefficients. □Biometric analysis, Bivalvia, elliptic Fourier analysis, morphometrics. Copyright © 1995, Wiley Blackwell. All rights reserved",,"biometric analysis; bivalve; Fourier shape analysis; morphometrics",Article,"Final",,Scopus,2-s2.0-0029535455
