Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031107378&doi=10.1016%2fS1361-8415%2897%2985012-8&partnerID=40&md5=13e7bb81c1f834c67647b53d0eefa883","Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Bookstein, F.L., Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Morphometrics, a new branch of statistics, combines tools from geometry, computer graphics and biometrics in techniques for the multivariate analysis of biological shape variation. Although medical image analysts typically prefer to represent scenes by way of curving outlines or surfaces, the most recent developments in this associated statistical methodology have emphasized the domain of landmark data: size and shape of configurations of discrete, named points in two or three dimensions. This paper introduces a combination of Procrustes analysis and thin-plate splines, the two most powerful tools of landmark-based morphometrics, for multivariate analysis of curving outlines in samples of biomedical images. The thin-plate spline is used to assign point-to-point correspondences, called semi-landmarks, between curves of similar but variable shape, while the standard algorithm for Procrustes shape averages and shape coordinates is altered to accord with the ways in which semi-landmarks formally differ from more traditional landmark loci. Subsequent multivariate statistics and visualization proceed mainly as in the landmark-based methods. The combination provides a range of complementary filters, from high pass to low pass, for effects on outline shape in grouped studies. The low-pass version is based on the spectrum of the spline, the high pass, on a familiar special case of Procrustes analysis. This hybrid method is demonstrated in a comparison of the shape of the corpus callosum from mid-sagittal sections of MRI of 25 human brains, 12 normal and 13 with schizophrenia.","Morphometrics; Multivariate analysis; Outlines; Procrustes analysis; Thin-plate spline","algorithm; article; corpus callosum; histology; human; image processing; methodology; multivariate analysis; nuclear magnetic resonance imaging; pathology; schizophrenia; statistics; Algorithms; Corpus Callosum; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Multivariate Analysis; Schizophrenia",Article,"Final",,Scopus,2-s2.0-0031107378
"Adams D.C., Otárola-Castillo E.","7404054540;25629989200;","Geomorph: An r package for the collection and analysis of geometric morphometric shape data",2013,"Methods in Ecology and Evolution","4","4",,"393","399",,799,"10.1111/2041-210X.12035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875761771&doi=10.1111%2f2041-210X.12035&partnerID=40&md5=2d3144c1d1d4ec733b4b43b8717c4368","Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States; Department of Statistics, Iowa State University, Ames, IA, 50011, United States; Department of Human Evolutionary Biology, Department of Statistics, Harvard University, Cambridge, MA, 02138, United States","Adams, D.C., Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States, Department of Statistics, Iowa State University, Ames, IA, 50011, United States; Otárola-Castillo, E., Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States, Department of Human Evolutionary Biology, Department of Statistics, Harvard University, Cambridge, MA, 02138, United States","Many ecological and evolutionary studies seek to explain patterns of shape variation and its covariation with other variables. Geometric morphometrics is often used for this purpose, where a set of shape variables are obtained from landmark coordinates following a Procrustes superimposition. We introduce geomorph: a software package for performing geometric morphometric shape analysis in the r statistical computing environment. Geomorph provides routines for all stages of landmark-based geometric morphometric analyses in two and three-dimensions. It is an open source package to read, manipulate, and digitize landmark data, generate shape variables via Procrustes analysis for points, curves and surfaces, perform statistical analyses of shape variation and covariation, and to provide graphical depictions of shapes and patterns of shape variation. An important contribution of geomorph is the ability to perform Procrustes superimposition on landmark points, as well as semilandmarks from curves and surfaces. A wide range of statistical methods germane to testing ecological and evolutionary hypotheses of shape variation are provided. These include standard multivariate methods such as principal components analysis, and approaches for multivariate regression and group comparison. Methods for more specialized analyses, such as for assessing shape allometry, comparing shape trajectories, examining morphological integration, and for assessing phylogenetic signal, are also included. Several functions are provided to graphically visualize results, including routines for examining variation in shape space, visualizing allometric trajectories, comparing specific shapes to one another and for plotting phylogenetic changes in morphospace. Finally, geomorph participates to make available advanced geometric morphometric analyses through the r statistical computing platform. © 2013 The Authors. Methods in Ecology and Evolution © 2013 British Ecological Society.","Evolutionary biology; Macroevolution; Statistics",,Article,"Final",,Scopus,2-s2.0-84875761771
"Relethford J.H., Blangero J.","7005172819;7006574110;","Detection of differential gene flow from patterns of quantitative variation",1990,"Human Biology","62","1",,"5","25",,225,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025144359&partnerID=40&md5=6cee9354165c647e48aa83e1e4ef74c3","Department of Genetics, Southwest Foundation for Biomedical Research, P.O. Box 28147, San Antonio, TX 78284, United States","Relethford, J.H., Department of Genetics, Southwest Foundation for Biomedical Research, P.O. Box 28147, San Antonio, TX 78284, United States; Blangero, J., Department of Genetics, Southwest Foundation for Biomedical Research, P.O. Box 28147, San Antonio, TX 78284, United States","A major goal in anthropological genetics is the assessment of the effects of different microevolutionary forces. Harpending and Ward (1982) developed a model that aids in this effort by comparing observed and expected heterozygosity within populations in a local region. The expected heterozygosity within a population is a function of the total heterozygosity of the entire region and the distance of the population from the regional mean centroid of allele frequencies. Greater than average gene flow from an external source will result in a population having greater heterozygosity than expected. Less than average gene flow from an external source will result in a population having less heterozygosity than expected. We extend the Harpending-Ward model to quantitative traits using an equal and additive effects model of inheritance. Here the additive genetic variance within a population is directly proportional to heterozygosity, and its expectation is directly proportional to the genetic distance from the centroid. Under certain assumptions the expectations for phenotypic variances are similar. Observed and expected genetic or phenotypic variance can then be compared to assess the effects of differential external gene flow. When the additive genetic covariance matrix or heritabilities are not known, the phenotypic covariance matrix can be used to provide a conservative application of the model. In addition, we develop new methods for estimation of the genetic relationship matrix (R) from quantitative traits. We apply these models to two data sets: (1) six principal components derived from twenty dermatoglyphic ridge count measures for nine villages in Nepal and (2) ten anthropometric measurements for seven isolated populations in western Ireland. In both cases both the univariate and multivariate analyses provide results that can be directly interpreted in terms of historically known patterns of gene flow.",,"anthropometry; conference paper; heterozygosity; human; india; ireland; mathematical model; population research; quantitative assay; Anthropology, Physical; Anthropometry; Dermatoglyphics; Gene Frequency; Genetics, Population; Human; Models, Genetic; Nepal; Northern Ireland; Support, U.S. Gov't, Non-P.H.S.; Variation (Genetics)",Conference Paper,"Final",,Scopus,2-s2.0-0025144359
"Wenxiang W., Tungsheng L.","35254615500;7405912762;","Possible role of the ""Holocene Event 3"" on the collapse of Neolithic Cultures around the Central Plain of China",2004,"Quaternary International","117","1",,"153","166",,205,"10.1016/S1040-6182(03)00125-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1042290106&doi=10.1016%2fS1040-6182%2803%2900125-3&partnerID=40&md5=e711cf00eebeabde74a08a7f7fb11aa7","College of Environmental Sciences, Peking University, Beijing 100871, China; Institute of Geology and Geophysics, Chinese Academy of Sciences, Beijing 100029, China","Wenxiang, W., College of Environmental Sciences, Peking University, Beijing 100871, China, Institute of Geology and Geophysics, Chinese Academy of Sciences, Beijing 100029, China; Tungsheng, L., Institute of Geology and Geophysics, Chinese Academy of Sciences, Beijing 100029, China","Profound archaeological transformations that mark the collapse of Neolithic Cultures around Central China during the late third millennium BC have been identified widely. However, the causes for their collapse have been disputed. In this paper, paleoclimatic data are synthesized to show that an interval of severe climatic anomalies occurred across much of China, which were synchronous with a climatic event identified at least in the Northern Hemisphere. Our syntheses also indicate that this climatic interval was not only one of several climatic events during the Holocene, but marked the middle Holocene climatic transition (the ending of Holocene optimum). Based on geological evidences and analysis of relationships between variations in the intensity of the East Asian monsoon and changes in distributional pattern of monsoon-related rain belts in eastern China, we suggest that this climatic anomaly was superimposed on the middle Holocene transition and significantly altered the hydrological regime. This generated an environmental framework of drought in the north and flooding in the south of China, which was mainly responsible for the collapse of Neolithic Cultures around the Central Plain. © 2003 Published by Elsevier Ltd.",,"archaeological evidence; climate change; extinction; Holocene; hydrological regime; Neolithic; paleoclimate; Asia; China; Eurasia; Far East",Article,"Final",,Scopus,2-s2.0-1042290106
"Gunz P., Mitteroecker P., Neubauer S., Weber G.W., Bookstein F.L.","6506472733;6507135382;7102853256;7402213147;7004606384;","Principles for the virtual reconstruction of hominin crania",2009,"Journal of Human Evolution","57","1",,"48","62",,204,"10.1016/j.jhevol.2009.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649976615&doi=10.1016%2fj.jhevol.2009.04.004&partnerID=40&md5=c5d8a22b44037eb149fad6df0d0a4178","Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany; Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Department of Theoretical Biology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, A-3422 Altenberg, Austria; Department of Statistics, University of Washington, Seattle, WA, United States","Gunz, P., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany, Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Mitteroecker, P., Department of Theoretical Biology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria, Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, A-3422 Altenberg, Austria; Neubauer, S., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany, Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Weber, G.W., Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Bookstein, F.L., Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria, Department of Statistics, University of Washington, Seattle, WA, United States","Fossils are usually discovered broken or distorted, therefore reconstruction is inevitably the first step towards any comparative analysis. We outline a general methodological framework by which missing information about biological specimens can be estimated using geometric morphometric methods and discuss how this relates to effective paleoanthropological use of incomplete and distorted crania. Combining digital data resources with geometric morphometrics, we go beyond the assembly of fragments on the computer. As in a three-dimensional jigsaw puzzle, we first assemble the virtual pieces manually. Then we use landmarks, several hundred semilandmarks, and information from complete specimens to estimate missing coordinates and correct for distortion simultaneously. One can thus incorporate information from incomplete specimens in a comparative morphometric analysis while keeping track of the uncertainties that result from partial preservation or deformation. We exemplify our approach by reconstructing the fossil crania Arago XXI, Taung, and KNM-WT 15000. As different assumptions and algorithms lead to different estimations, there exists no ""all-purpose"" reconstruction. Instead one creates multiple reconstructions-a posterior distribution in a Bayesian sense. This distribution reflects uncertainty due to missing data values and sensitivity to prior assumptions. While there will typically be shape differences among equally plausible reconstructions, these different estimates might still support a single conclusion. © 2009 Elsevier Ltd. All rights reserved.","Arago; Geometric morphometrics; Missing data; Nariokotome; Procrustes; Semilandmarks; Taung; Thin-plate spline; Virtual reconstruction","anthropology; biometry; comparative study; computer simulation; coordinate; cranium; data set; fossil record; hominid; morphometry; paleontology; preservation; reconstruction; uncertainty analysis; Crania",Article,"Final",,Scopus,2-s2.0-67649976615
"Relethford Dr.J.H., Harpending H.C.","57191436431;55502975700;","Craniometric variation, genetic theory, and modern human origins",1994,"American Journal of Physical Anthropology","95","3",,"249","270",,200,"10.1002/ajpa.1330950302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028114464&doi=10.1002%2fajpa.1330950302&partnerID=40&md5=b65a4208b7de96a6bac3c42897dbc5c4","Department of Anthropology, State University of New York College at Oneonta, Oneonta, New York, 13820, United States; Department of Anthropology, Pennsylvania State University, University Park, Pennsylvania, 16802, United States","Relethford, Dr.J.H., Department of Anthropology, State University of New York College at Oneonta, Oneonta, New York, 13820, United States; Harpending, H.C., Department of Anthropology, Pennsylvania State University, University Park, Pennsylvania, 16802, United States","Recent controversies surrounding models of modern human origins have focused on among‐group variation, particularly the reconstruction of phylogenetic trees from mitochondrial DNA (mtDNA) and, the dating of population divergence. Problems in tree estimation have been seen as weakening the case for a replacement model and favoring a multiregional evolution model. There has been less discussion of patterns of within‐group variation, although the mtDNA evidence has consistently shown the greatest diversity within African populations. Problems of interpretation abound given the numerous factors that can influence within‐group variation, including the possibility of earlier divergence, differences in population size, patterns of population expansion, and variation in migration rates. We present a model of within‐group phenotypic variation and apply it to a large set of craniometric data representing major Old World geographic regions (57 measurements for 1,159 cases in four regions: Europe, Sub‐Saharan Africa, Australasia, and the Far East). The model predicts a linear relationship between variation within populations (the average within‐group variance) and variation between populations (the genetic distance of populations to pooled phenotypic means). On a global level this relationship should hold if the long‐term effective population sizes of each region are correctly specified. Other potential effects on withingroup variation are accounted for by the model. Comparison of observed and expected variances under the assumption of equal effective sizes for four regions indicates significantly greater within‐group variation in Africa and significantly less within‐group variation in Europe. These results suggest that the long‐term effective population size was greatest in Africa. Closer examination of the model suggests that the long‐term African effective size was roughly three times that of any other geographic region. Using these estimates of relative population size, we present a method for analyzing ancient population structure, which provides estimates of ancient migration. This method allows us to reconstruct migration history between geographic regions after adjustment for the effect of genetic drift on interpopulational distances. Our results show a clear isolation of Africa from other regions. We then present a method that allows direct estimation of the ancient migration matrix, thus providing us with information on the actual extent of interregional migration. These methods also provide estimates of time frames necessary to reach genetic equilibrium. The ultimate goal is extracting as much information from present‐day patterns of human variation relevannt to issues of human origins. Our results are in agreement with mismatch distribution analysis of mtDNA, and they support a “weak Garden o Eden” model. In this model, modern‐day variation can be explained by divergence from an initial source (perhaps Africa) into a number o small isolated populations, followed by later population expansion throughout our species. The major populationn expansions of Homo sapiens during and after the late Pleistocene have had the effect of “freezing” ancient patterns of population structure. While this is not the only possible scenario, we do note the close agreement with ecent analyses of mtDNA mismatch distibutions. © 1994 Wiley‐Liss, Inc. Copyright © 1994 Wiley‐Liss, Inc., A Wiley Company","Ancient population structure; Craniometrics; Effective population size; Migration; Modern human origins","mitochondrial dna; africa; article; craniometry; europe; evolution; human; migration; population dynamics; population genetics; population model; population structure; Africa; Anthropology, Physical; Craniometry; Emigration and Immigration; Evolution; Human; Models, Genetic; Population Density; Support, Non-U.S. Gov't",Article,"Final",,Scopus,2-s2.0-0028114464
"Carlson D.S., Van Gerven D.P.","7403297673;6701410150;","Masticatory function and post‐pleistocene evolution in Nubia",1977,"American Journal of Physical Anthropology","46","3",,"495","506",,176,"10.1002/ajpa.1330460316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017754936&doi=10.1002%2fajpa.1330460316&partnerID=40&md5=f8de2005e17e067cc232a5b89cad2022","Center for Human Growth and Development, University of Michigan, Ann Arbor, Michigan, 48109, United States; Department of Anthropology, University of Colorado, Boulder, Colorado, 80302, United States","Carlson, D.S., Center for Human Growth and Development, University of Michigan, Ann Arbor, Michigan, 48109, United States, Department of Anthropology, University of Colorado, Boulder, Colorado, 80302, United States; Van Gerven, D.P., Center for Human Growth and Development, University of Michigan, Ann Arbor, Michigan, 48109, United States, Department of Anthropology, University of Colorado, Boulder, Colorado, 80302, United States","The present research focuses on craniofacial variation in Nubia over approximately 10,000 years. Samples were grouped according to their temporal location and subsistence pattern, and represent a transition from a hunting‐gathering adaptation (Mesolithic) to a transitional hunting‐gathering‐agricultural adaptation (A‐C Group) and finally to a fully agricultural adaptation (Meroitic/X‐Group/Christian). The purposes were: (1) to compare the Mesolithic sample with the later Nubian populations; and (2) to evaluate further the hypothesis that change in Nubian craniofacial morphology was due to changing functional demands associated with the progressive change in subsistence adaptation and associated behavior. The results tend to support recent views that the Nubian Mesolithic population is probably ancestral to later Nubian groups, and that the masticatory‐functional hypothesis can best account for craniofacial change among the Nubians since 12,000 B.P. According to this hypothesis systematic reduction in functional demand placed on the masticatory complex from the Mesolithic led, secondarily, to an alteration of the growth of the maxillomandibular complex such that the face became progressively less robust and more inferoposteriorly located relative to the cranial vault. Both the increase in the height of the vault relative to its length, producing a more “globular” appearance, and the reduction in dental size were tertiary, compensatory responses to altered facial size and position. Copyright © 1977 Wiley‐Liss, Inc., A Wiley Company","Craniofacial evolution; Mastication; Nubia","craniometry; evolution; fossil; mastication; methodology; Craniometry; Egypt; Evolution; History of Medicine, Ancient; Human; Mastication; Negroid Race; Paleontology; Support, U.S. Gov't, P.H.S.",Article,"Final",,Scopus,2-s2.0-0017754936
"Roseman C.C., Weaver T.D.","6701907722;57214027910;","Multivariate apportionment of global human craniometric diversity",2004,"American Journal of Physical Anthropology","125","3",,"257","263",,142,"10.1002/ajpa.10424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5444225001&doi=10.1002%2fajpa.10424&partnerID=40&md5=368c347c75f964ed596a1e838f360862","Dept. of Anthropological Sciences, Stanford University, Stanford, CA 94305-2117, United States; Department of Zoology, University of Wisconsin-Madison, Madison, WI 53706, United States; Dept. of Anthropological Sciences, Stanford University, 450 Serra Mall, Stanford, CA 94305-2117, United States","Roseman, C.C., Dept. of Anthropological Sciences, Stanford University, Stanford, CA 94305-2117, United States, Dept. of Anthropological Sciences, Stanford University, 450 Serra Mall, Stanford, CA 94305-2117, United States; Weaver, T.D., Department of Zoology, University of Wisconsin-Madison, Madison, WI 53706, United States","Extensive research in human genetics on presumably neutral loci has shown that the overwhelming majority of human diversity is found among individuals within local populations. Previous apportionments of craniometric diversity are similar to these genetic apportionments, implying that interregionally differing selection pressures have played a limited role in producing contemporary human cranial diversity. Here we show that when cranial variation is independently partitioned using principal components analysis of Mosimann shape variables, some estimates of interregional craniometric differentiation are larger than those for most genetic loci. These estimates are similar to estimates for genetic loci where interregionally differing selection pressures are implicated in producing the observed patterns of variation within and among regions. These results suggest that differences among regions in at least some cranial features, particularly in the nasal region, are in part the product of interregionally differing selection pressures. Moreover, these results have implications for assessing the biological affinities of prehistoric samples that are temporally separated from contemporary human reference populations. © 2004 Wiley-Liss, Inc.","FST; Human diversification; Principal components; Race; Regional continuity; Shape","article; craniometry; gene locus; genetic drift; genetic model; genetic variability; human; human tissue; multivariate analysis; principal component analysis; quantitative genetics; race difference; sampling; Cephalometry; Humans; Multivariate Analysis; Skull; Variation (Genetics)",Article,"Final",,Scopus,2-s2.0-5444225001
"Powell J.F., Neves W.A.","7403541390;7004541389;","Craniofacial morphology of the first Americans: Pattern and process in the peopling of the New World",1999,"Yearbook of Physical Anthropology","42",,,"153","188",,142,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001293290&partnerID=40&md5=81c62d02c2726efce95b35e1a11277ba","Dept. Anthropol. Maxwell Mus. A., University of New Mexico, Albuquerque, NM 87106, United States; Lab. de Estudos Evolutivos Humanos, Instituto de Biosciências, Universidade de São Paulo, C.P. 11461, 05422.970 São Paulo, SP, Brazil","Powell, J.F., Dept. Anthropol. Maxwell Mus. A., University of New Mexico, Albuquerque, NM 87106, United States; Neves, W.A., Lab. de Estudos Evolutivos Humanos, Instituto de Biosciências, Universidade de São Paulo, C.P. 11461, 05422.970 São Paulo, SP, Brazil","The peopling of the New World has been the focus of anthropological attention since the last century. Proponents of multiple migration models have claimed that patterns of variation among extant New World populations reflect ancient, discrete migrations to the Americas during the terminal Pleistocene. Although multiple migration models appear to explain patterns of both past and present craniometric variation, this interpretation rests on a number of key assumptions that require further investigation. We examined a series of Paleoindian (n = 11) and Archaic (n = 384) crania from North and South America, and compare these early samples to a large worldwide sample of late Holocene (n = 6,742) remains to assess within-and among-group variability in early samples, and to determine how patterns of variation could be viewed as a reflection of both population history and population structure. Analyses included univariate and multivariate analysis of variance, principal component analysis, calculation of biological distances, and multivariate allocation methods. We also performed model-bound analyses of these data, including Relethford-Blangero analysis and calculation of FST. Our results indicate that under the assumptions of migration/founder models, the data are consistent with Paleoindians having derived from an undifferentiated Asian population that was not ancestral to modern American Indians. This view can be accommodated into existing models of multiple founders (migrations) in the New World. However, the assumptions required for such an interpretation are not realistic, and the diversity of early populations could as easily reflect population structuring processes such as genetic drift, demographic growth, and other phenomena. When the data were analyzed controlling for the effects of genetic drift (i.e., with smaller long-term effective population sizes for Paleoindians), the Paleoindian samples were no longer distinct from modern Native American populations. Other factors that need to be considered include processes involved in craniofacial change and adaptation during the past 10,000 years. Finally, patterns of variation in the North and South American Paleoindian samples are different, suggesting that the process of New World colonization is more complex than previously assumed. Yrbk Phys Anthropol 42:153-188, 1999. © 1999 Wiley-Liss, Inc.","Ancient population structure; Craniometrics; Multivariate analysis; Paleoindians; Peopling of the Americas","American Indian; anthropometry; article; Asia; evolution; face; founder effect; genetic variability; histology; human; migration; multivariate analysis; North America; skull; Anthropometry; Asia; Emigration and Immigration; Evolution; Face; Founder Effect; Humans; Indians, North American; Multivariate Analysis; North America; Skull; Variation (Genetics)",Article,"Final",,Scopus,2-s2.0-0001293290
"Von Cramon-Taubadel N., Frazier B.C., Lahr M.M.","23471109300;18634276700;6603894491;","The problem of assessing landmark error in geometric morphometrics: Theory, methods, and modifications",2007,"American Journal of Physical Anthropology","134","1",,"24","35",,131,"10.1002/ajpa.20616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547911458&doi=10.1002%2fajpa.20616&partnerID=40&md5=4f5b57f9e5ef962caaee12a749b64827","Leverhulme Centre for Human Evolutionary Studies, University of Cambridge, Cambridge CB2 1QH, United Kingdom; Department of Anthropology, Penn State University, PA 16802, United States; Leverhulme Centre for Human Evolutionary Studies, University of Cambridge, Henry Wellcome Building, Fitzwilliam street, Cambridge CB2 1QH, United Kingdom","Von Cramon-Taubadel, N., Leverhulme Centre for Human Evolutionary Studies, University of Cambridge, Cambridge CB2 1QH, United Kingdom, Leverhulme Centre for Human Evolutionary Studies, University of Cambridge, Henry Wellcome Building, Fitzwilliam street, Cambridge CB2 1QH, United Kingdom; Frazier, B.C., Department of Anthropology, Penn State University, PA 16802, United States; Lahr, M.M., Leverhulme Centre for Human Evolutionary Studies, University of Cambridge, Cambridge CB2 1QH, United Kingdom","Geometric morphometric methods rely on the accurate identification and quantification of landmarks on biological specimens. As in any empirical analysis, the assessment of inter- and intra-observer error is desirable. A review of methods currently being employed to assess measurement error in geometric morphometrics was conducted and three general approaches to the problem were identified. One such approach employs Generalized Procrustes Analysis to superimpose repeatedly digitized landmark configurations, thereby establishing whether repeat measures fall within an acceptable range of variation. The potential problem of this error assessment method (the ""Pinocchio effect"") is demonstrated and its effect on error studies discussed. An alternative approach involves employing Euclidean distances between the configuration centroid and repeat measures of a landmark to assess the relative repeatability of individual landmarks. This method is also potentially problematic as the inherent geometric properties of the specimen can result in misleading estimates of measurement error. A third approach involved the repeated digitization of landmarks with the specimen held in a constant orientation to assess individual landmark precision. This latter approach is an ideal method for assessing individual landmark precision, but is restrictive in that it does not allow for the incorporation of instrumentally defined or Type III landmarks. Hence, a revised method for assessing landmark error is proposed and described with the aid of worked empirical examples. © 2007 Wiley-Liss, Inc.","Measurement error; Morphometrics; Pinocchio effect; Precision","accuracy; analytical error; article; empiricism; geometry; morphometrics; quantitative analysis; theory; Anthropometry; Bone and Bones; Reproducibility of Results; Research Design",Article,"Final",,Scopus,2-s2.0-34547911458
