Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Tabachnick B.G., Fidell L.S.","",[No title available],1996,"Using Multivariate Statistics",,,,"","",,41182,,,,"Tabachnick, B.G.; Fidell, L.S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003976359
"Field A.","",[No title available],2005,"Discovering Statistics Using SPSS",,,,"","",,19299,,,,"Field, A.",[No abstract available],,,,"Final",,Scopus,2-s2.0-30444440069
"Core Team R.","","R: A language and environment for statistical computing",2013,"R: A Language and Environment for Statistical Computing",,,,"","",,15289,,,,"Core Team, R.",[No abstract available],,,,"Final",,Scopus,2-s2.0-84914179053
"Quinn G.P., Keough M.J.","",[No title available],2002,"Experimental Design and Data Analysis for Biologists",,,,"","",,7965,,,,"Quinn, G.P.; Keough, M.J.",[No abstract available],,,,,,Scopus,2-s2.0-0003462293
"Fox J., Weisberg S.","",[No title available],2011,"An R Companion to Applied Regression",,,,"","",,5137,,,,"Fox, J.; Weisberg, S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77955132153
"Zuur A.F., Ieno E.N., Elphick C.S.","","A protocol for data exploration to avoid common statistical problems",2010,"Methods in Ecology and Evolution","1","1",,"3","14",,2747,,,,"Zuur, A.F.; Ieno, E.N.; Elphick, C.S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77957104527
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2394,"10.2307/2992207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860428591&doi=10.2307%2f2992207&partnerID=40&md5=74ce7a85fe27c8da218b0b8e0fbb6d49","Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States; Slice, D., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Superimposition methods for comparing configurations of landmarks in two or more specimens are reviewed. These methods show differences in shape among specimens as residuals after rotation, translation, and scaling them so that they align as well as possible. A new method is presented that generalizes Siegel and Benson's (1982) resistant-fit theta-rho analysis so that more than two objects can be compared at the same time. Both least-squares and resistant-fit approaches are generalized to allow for affine transformations (uniform shape change). The methods are compared, using artificial data and data on 18 landmarks on the wings of 127 species of North American mosquitoes. Graphical techniques are also presented to help summarize the patterns of differences in shape among the objects being compared. © 1990 Society of Systematic Zoology.",,,Article,"Final",,Scopus,2-s2.0-84860428591
"Schielzeth H.","","Simple means to improve the interpretability of regression coefficients",2010,"Methods in Ecology and Evolution","1","2",,"103","113",,1169,,,,"Schielzeth, H.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77956069051
"Mitteroecker P., Gunz P.","6507135382;6506472733;","Advances in Geometric morphometrics",2009,"Evolutionary Biology","36","2",,"235","247",,576,"10.1007/s11692-009-9055-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69449097227&doi=10.1007%2fs11692-009-9055-x&partnerID=40&md5=b3ed371cd9636aa0a4ab33d0e92745b7","Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, Altenberg A-3422, Austria; Department of Theoretical Biology, University of Vienna, Althanstrasse 14, Vienna A-1091, Austria; Department of Human Evolution, Max-Planck-Institute for Evolutionary Anthropology, Deutscher Platz 6, Leipzig D-04103, Germany","Mitteroecker, P., Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, Altenberg A-3422, Austria, Department of Theoretical Biology, University of Vienna, Althanstrasse 14, Vienna A-1091, Austria; Gunz, P., Department of Human Evolution, Max-Planck-Institute for Evolutionary Anthropology, Deutscher Platz 6, Leipzig D-04103, Germany","Geometric morphometrics is the statistical analysis of form based on Cartesian landmark coordinates. After separating shape from overall size, position, and orientation of the landmark configurations, the resulting Procrustes shape coordinates can be used for statistical analysis. Kendall shape space, the mathematical space induced by the shape coordinates, is a metric space that can be approximated locally by a Euclidean tangent space. Thus, notions of distance (similarity) between shapes or of the length and direction of developmental and evolutionary trajectories can be meaningfully assessed in this space. Results of statistical techniques that preserve these convenient properties-such as principal component analysis, multivariate regression, or partial least squares analysis-can be visualized as actual shapes or shape deformations. The Procrustes distance between a shape and its relabeled reflection is a measure of bilateral asymmetry. Shape space can be extended to form space by augmenting the shape coordinates with the natural logarithm of Centroid Size, a measure of size in geometric morphometrics that is uncorrelated with shape for small isotropic landmark variation. The thin-plate spline interpolation function is the standard tool to compute deformation grids and 3D visualizations. It is also central to the estimation of missing landmarks and to the semilandmark algorithm, which permits to include outlines and surfaces in geometric morphometric analysis. The powerful visualization tools of geometric morphometrics and the typically large amount of shape variables give rise to a specific exploratory style of analysis, allowing the identification and quantification of previously unknown shape features. © The Author(s) 2009.","Asymmetry; Form space; Kendall shape space; Procrustes; Semilandmarks; Thin-plate spline",,Article,"Final",Open Access,Scopus,2-s2.0-69449097227
"Henshilwood C.S., D'Errico F., Yates R., Jacobs Z., Tribolo C., Duller G.A.T., Mercier N., Sealy J.C., Valladas H., Watts I., Wintle A.G.","6603544431;57215198704;9636451400;23392343600;6507847161;7006321448;7006333948;6701859033;7004899709;7003776874;7005930050;","Emergence of modern human behavior: Middle stone age engravings from South Africa",2002,"Science","295","5558",,"1278","1280",,524,"10.1126/science.1067575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18244371467&doi=10.1126%2fscience.1067575&partnerID=40&md5=018e8edc146c8a98a8a010e1dbc803ab","Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa","Henshilwood, C.S., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; D'Errico, F., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Yates, R., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Jacobs, Z., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Tribolo, C., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Duller, G.A.T., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Mercier, N., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Sealy, J.C., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Valladas, H., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Watts, I., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa; Wintle, A.G., Iziko Museums of Cape Town, South African Museum, Post Office Box 61, Cape Town 8000, South Africa","In the Eurasian Upper Paleolithic after about 35,000 years ago, abstract or depictional images provide evidence for cognitive abilities considered integral to modern human behavior. Here we report on two abstract representations engraved on pieces of red ochre recovered from the Middle Stone Age layers at Blombos Cave in South Africa. A mean date of 77,000 years was obtained for the layers containing the engraved ochres by thermoluminescence dating of burnt lithics, and the stratigraphic integrity was confirmed by an optically stimulated luminescence age of 70,000 years on an overlying dune. These engravings support the emergence of modern human behavior in Africa at least 35,000 years before the start of the Upper Paleolithic.",,"Cognitive systems; Stratigraphy; Thermoluminescence; Human behaviours; Human engineering; human behavior; Paleolithic; Stone Age; archeology; article; behavior; cognition; printing; priority journal; South Africa; stratigraphy; thermoluminescence; Aluminum Silicates; Animals; Archaeology; Behavior; Cognition; Engraving and Engravings; Geologic Sediments; Hominidae; Humans; South Africa; Time; South Africa",Article,"Final",,Scopus,2-s2.0-18244371467
"Powell A., Shennan S., Thomas M.G.","56655954600;6602927062;8606206600;","Late pleistocene demography and the appearance of modern human behavior",2009,"Science","324","5932",,"1298","1301",,513,"10.1126/science.1170165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66749174651&doi=10.1126%2fscience.1170165&partnerID=40&md5=70ecdd26219a7ee27a5451dafe2e55e8","Research Department of Genetics, Evolution, and Environment, University College London, Wolfson House, 4 Stephenson Way, London NW1 2HE, United Kingdom; Institute of Archaeology, University College London, 31-34 Gordon Square, London WC1H OPY, United Kingdom; Centre for the Evolution of Cultural Diversity, Institute of Archaeology, University College London, 31-34 Gordon Square, London WC1H OPY, United Kingdom","Powell, A., Research Department of Genetics, Evolution, and Environment, University College London, Wolfson House, 4 Stephenson Way, London NW1 2HE, United Kingdom, Centre for the Evolution of Cultural Diversity, Institute of Archaeology, University College London, 31-34 Gordon Square, London WC1H OPY, United Kingdom; Shennan, S., Institute of Archaeology, University College London, 31-34 Gordon Square, London WC1H OPY, United Kingdom, Centre for the Evolution of Cultural Diversity, Institute of Archaeology, University College London, 31-34 Gordon Square, London WC1H OPY, United Kingdom; Thomas, M.G., Research Department of Genetics, Evolution, and Environment, University College London, Wolfson House, 4 Stephenson Way, London NW1 2HE, United Kingdom, Centre for the Evolution of Cultural Diversity, Institute of Archaeology, University College London, 31-34 Gordon Square, London WC1H OPY, United Kingdom","The origins of modern human behavior are marked by increased symbolic and technological complexity in the archaeological record. In western Eurasia this transition, the Upper Paleolithic, occurred about 45,000 years ago, but many of its features appear transiently in southern Africa about 45,000 years earlier. We show that demography is a major determinant in the maintenance of cultural complexity and that variation in regional subpopulation density and/or migratory activity results in spatial structuring of cultural skill accumulation. Genetic estimates of regional population size over time show that densities in early Upper Paleolithic Europe were similar to those in sub-Saharan Africa when modern behavior first appeared. Demographic factors can thus explain geographic variation in the timing of the first appearance of modern behavior without invoking increased cognitive capacity.",,"archaeological evidence; cognition; culture; demographic history; geographical variation; human behavior; Paleolithic; Pleistocene; Africa; article; behavior; cognition; cultural anthropology; demography; Europe; genetics; geographical variation (species); human; population size; priority journal; skill; Upper Pleistocene; Africa; Anthropology, Cultural; Archaeology; Asia; Cultural Evolution; Emigration and Immigration; Europe; Evolution; Humans; Middle East; Models, Theoretical; Population Density; Population Dynamics; Social Behavior; Time; Africa; Eurasia; Sub-Saharan Africa",Article,"Final",,Scopus,2-s2.0-66749174651
"Gunz P., Mitteroecker P., Bookstein F.L.","","Semilandmarks in three dimensions",2005,"Modern Morphometrics in Physical Anthropology",,,,"73","98",,432,,,,"Gunz, P.; Mitteroecker, P.; Bookstein, F.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-18944380089
"Jacobs Z., Roberts R.G., Galbraith R.F., Deacon H.J., Grün R., Mackay A., Mitchell P., Vogelsang R., Wadley L.","23392343600;7404281684;7102411712;24315977100;7005143323;35942229400;7402933573;36942882500;6602838148;","Ages for the Middle Stone Age of southern Africa: Implications for human behavior and dispersal",2008,"Science","322","5902",,"733","735",,365,"10.1126/science.1162219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55349145250&doi=10.1126%2fscience.1162219&partnerID=40&md5=727b26574c1c21c1b901682f528de29f","GeoQuEST Research Centre, School of Earth and Environmental Sciences, University of Wollongong, Wollongong, NSW 2522, Australia; Department of Statistical Science, University College London, London WC1E 6BT, United Kingdom; Iziko Museums of Cape Town, Cape Town 8000, South Africa; Research School of Earth Sciences, Australian National University, Canberra, ACT 0200, Australia; School of Archaeology and Anthropology, Australian National University, Canberra, ACT 0200, Australia; School of Archaeology, University of Oxford, Oxford OX1 2PG, United Kingdom; Institute of Prehistoric Archaeology, African Archaeology Unit, University of Cologne, Köln 50823, Germany; School of Geography, Archaeology and Environmental Sciences, Institute for Human Evolution, University of the Witwatersrand, WITS 2050, South Africa","Jacobs, Z., GeoQuEST Research Centre, School of Earth and Environmental Sciences, University of Wollongong, Wollongong, NSW 2522, Australia; Roberts, R.G., GeoQuEST Research Centre, School of Earth and Environmental Sciences, University of Wollongong, Wollongong, NSW 2522, Australia; Galbraith, R.F., Department of Statistical Science, University College London, London WC1E 6BT, United Kingdom; Deacon, H.J., Iziko Museums of Cape Town, Cape Town 8000, South Africa; Grün, R., Research School of Earth Sciences, Australian National University, Canberra, ACT 0200, Australia; Mackay, A., School of Archaeology and Anthropology, Australian National University, Canberra, ACT 0200, Australia; Mitchell, P., School of Archaeology, University of Oxford, Oxford OX1 2PG, United Kingdom; Vogelsang, R., Institute of Prehistoric Archaeology, African Archaeology Unit, University of Cologne, Köln 50823, Germany; Wadley, L., School of Geography, Archaeology and Environmental Sciences, Institute for Human Evolution, University of the Witwatersrand, WITS 2050, South Africa","The expansion of modern human populations in Africa 80,000 to 60,000 years ago and their initial exodus out of Africa have been tentatively linked to two phases of technological and behavioral innovation within the Middle Stone Age of southern Africa - the Still Bay and Howieson's Poort industries - that are associated with early evidence for symbols and personal ornaments. Establishing the correct sequence of events, however, has been hampered by inadequate chronologies. We report ages for nine sites from varied climatic and ecological zones across southern Africa that show that both industries were short-lived (5000 years or less), separated by about 7000 years, and coeval with genetic estimates of population expansion and exit times. Comparison with climatic records shows that these bursts of innovative behavior cannot be explained by environmental factors alone.",,"behavioral response; chronology; climate variation; comparative study; dispersal; environmental factor; genetic structure; hominid; Mesolithic; population growth; age; article; behavior; chronology; climate; cultural anthropology; documentation; human; Mesolithic; population dispersal; population migration; population movement pattern; priority journal; South Africa; Africa, Southern; Anthropology, Physical; Archaeology; Behavior; Climate; Culture; Emigration and Immigration; Geologic Sediments; History, Ancient; Humans; Population Dynamics; Africa",Article,"Final",,Scopus,2-s2.0-55349145250
