Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Aiken L.S., West S.G.","","Multiple regression: Testing and interpreting interactions",1991,"Multiple Regression: Testing and Interpreting Interactions",,,,"","",,27339,,,,"Aiken, L.S.; West, S.G.",[No abstract available],,,,,,Scopus,2-s2.0-0003622514
"Field A.","",[No title available],2005,"Discovering Statistics Using SPSS",,,,"","",,19299,,,,"Field, A.",[No abstract available],,,,"Final",,Scopus,2-s2.0-30444440069
"Wickham H.","",[No title available],2009,"Ggplot2: Elegant Graphics for Data Analysis",,,,"","",,11573,,,,"Wickham, H.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77749296886
"Quinn G.P., Keough M.J.","",[No title available],2002,"Experimental Design and Data Analysis for Biologists",,,,"","",,7965,,,,"Quinn, G.P.; Keough, M.J.",[No abstract available],,,,,,Scopus,2-s2.0-0003462293
"Fox J., Weisberg S.","",[No title available],2011,"An R Companion to Applied Regression",,,,"","",,5137,,,,"Fox, J.; Weisberg, S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77955132153
[No author name available],[No author id available],[No title available],2017,"R: A Language and Environment for Statistical Computing",,,,"","",,3427,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-85026846968
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2394,"10.2307/2992207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860428591&doi=10.2307%2f2992207&partnerID=40&md5=74ce7a85fe27c8da218b0b8e0fbb6d49","Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States; Slice, D., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Superimposition methods for comparing configurations of landmarks in two or more specimens are reviewed. These methods show differences in shape among specimens as residuals after rotation, translation, and scaling them so that they align as well as possible. A new method is presented that generalizes Siegel and Benson's (1982) resistant-fit theta-rho analysis so that more than two objects can be compared at the same time. Both least-squares and resistant-fit approaches are generalized to allow for affine transformations (uniform shape change). The methods are compared, using artificial data and data on 18 landmarks on the wings of 127 species of North American mosquitoes. Graphical techniques are also presented to help summarize the patterns of differences in shape among the objects being compared. © 1990 Society of Systematic Zoology.",,,Article,"Final",,Scopus,2-s2.0-84860428591
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031107378&doi=10.1016%2fS1361-8415%2897%2985012-8&partnerID=40&md5=13e7bb81c1f834c67647b53d0eefa883","Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Bookstein, F.L., Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Morphometrics, a new branch of statistics, combines tools from geometry, computer graphics and biometrics in techniques for the multivariate analysis of biological shape variation. Although medical image analysts typically prefer to represent scenes by way of curving outlines or surfaces, the most recent developments in this associated statistical methodology have emphasized the domain of landmark data: size and shape of configurations of discrete, named points in two or three dimensions. This paper introduces a combination of Procrustes analysis and thin-plate splines, the two most powerful tools of landmark-based morphometrics, for multivariate analysis of curving outlines in samples of biomedical images. The thin-plate spline is used to assign point-to-point correspondences, called semi-landmarks, between curves of similar but variable shape, while the standard algorithm for Procrustes shape averages and shape coordinates is altered to accord with the ways in which semi-landmarks formally differ from more traditional landmark loci. Subsequent multivariate statistics and visualization proceed mainly as in the landmark-based methods. The combination provides a range of complementary filters, from high pass to low pass, for effects on outline shape in grouped studies. The low-pass version is based on the spectrum of the spline, the high pass, on a familiar special case of Procrustes analysis. This hybrid method is demonstrated in a comparison of the shape of the corpus callosum from mid-sagittal sections of MRI of 25 human brains, 12 normal and 13 with schizophrenia.","Morphometrics; Multivariate analysis; Outlines; Procrustes analysis; Thin-plate spline","algorithm; article; corpus callosum; histology; human; image processing; methodology; multivariate analysis; nuclear magnetic resonance imaging; pathology; schizophrenia; statistics; Algorithms; Corpus Callosum; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Multivariate Analysis; Schizophrenia",Article,"Final",,Scopus,2-s2.0-0031107378
"Adams D.C., Otárola-Castillo E.","7404054540;25629989200;","Geomorph: An r package for the collection and analysis of geometric morphometric shape data",2013,"Methods in Ecology and Evolution","4","4",,"393","399",,799,"10.1111/2041-210X.12035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875761771&doi=10.1111%2f2041-210X.12035&partnerID=40&md5=2d3144c1d1d4ec733b4b43b8717c4368","Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States; Department of Statistics, Iowa State University, Ames, IA, 50011, United States; Department of Human Evolutionary Biology, Department of Statistics, Harvard University, Cambridge, MA, 02138, United States","Adams, D.C., Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States, Department of Statistics, Iowa State University, Ames, IA, 50011, United States; Otárola-Castillo, E., Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States, Department of Human Evolutionary Biology, Department of Statistics, Harvard University, Cambridge, MA, 02138, United States","Many ecological and evolutionary studies seek to explain patterns of shape variation and its covariation with other variables. Geometric morphometrics is often used for this purpose, where a set of shape variables are obtained from landmark coordinates following a Procrustes superimposition. We introduce geomorph: a software package for performing geometric morphometric shape analysis in the r statistical computing environment. Geomorph provides routines for all stages of landmark-based geometric morphometric analyses in two and three-dimensions. It is an open source package to read, manipulate, and digitize landmark data, generate shape variables via Procrustes analysis for points, curves and surfaces, perform statistical analyses of shape variation and covariation, and to provide graphical depictions of shapes and patterns of shape variation. An important contribution of geomorph is the ability to perform Procrustes superimposition on landmark points, as well as semilandmarks from curves and surfaces. A wide range of statistical methods germane to testing ecological and evolutionary hypotheses of shape variation are provided. These include standard multivariate methods such as principal components analysis, and approaches for multivariate regression and group comparison. Methods for more specialized analyses, such as for assessing shape allometry, comparing shape trajectories, examining morphological integration, and for assessing phylogenetic signal, are also included. Several functions are provided to graphically visualize results, including routines for examining variation in shape space, visualizing allometric trajectories, comparing specific shapes to one another and for plotting phylogenetic changes in morphospace. Finally, geomorph participates to make available advanced geometric morphometric analyses through the r statistical computing platform. © 2013 The Authors. Methods in Ecology and Evolution © 2013 British Ecological Society.","Evolutionary biology; Macroevolution; Statistics",,Article,"Final",,Scopus,2-s2.0-84875761771
"deMenocal P.B.","6602677728;","African climate change and faunal evolution during the Pliocene-Pleistocene",2004,"Earth and Planetary Science Letters","220","1-2",,"3","24",,771,"10.1016/S0012-821X(04)00003-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842481416&doi=10.1016%2fS0012-821X%2804%2900003-2&partnerID=40&md5=fa53e6e6d079089465fc47f66e2e586a","Lamont-Doherty Earth Observatory, Palisades, NY 10964, United States","deMenocal, P.B., Lamont-Doherty Earth Observatory, Palisades, NY 10964, United States","Environmental theories of African faunal evolution state that important evolutionary changes during the Pliocene-Pleistocene interval (the last ca. 5.3 million years) were mediated by changes in African climate or shifts in climate variability. Marine sediment sequences demonstrate that subtropical African climate periodically oscillated between markedly wetter and drier conditions, paced by earth orbital variations, with evidence for step-like (± 0.2 Ma) increases in African climate variability and aridity near 2.8 Ma, 1.7 Ma, and 1.0 Ma, coincident with the onset and intensification of high-latitude glacial cycles. Analysis of the best dated and most complete African mammal fossil databases indicates African faunal assemblage and, perhaps, speciation changes during the Pliocene-Pleistocene, suggesting more varied and open habitats at 2.9-2.4 Ma and after 1.8 Ma. These intervals correspond to key junctures in early hominid evolution, including the emergence of our genus Homo. Pliocene-Pleistocene shifts in African climate, vegetation, and faunal assemblages thus appear to be roughly contemporary, although detailed comparisons are hampered by sampling gaps, dating uncertainties, and preservational biases in the fossil record. Further study of possible relations between African faunal and climatic change will benefit from the accelerating pace of important new fossil discoveries, emerging molecular biomarker methods for reconstructing African paleovegetation changes, tephra correlations between terrestrial and marine sequences, as well as continuing collaborations between the paleoclimatic and paleoanthropological communities. © 2004 Elsevier B.V. All rights reserved.","Africa; Eolian dust; Human evolution; Monsoon; Orbital forcing; Paleoclimate; Savannah hypothesis; Speciation","evolution; fossil assemblage; orbital forcing; paleoclimate; Pleistocene; Pliocene; speciation (biology); Africa",Article,"Final",,Scopus,2-s2.0-1842481416
