Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Leroi-Gourhan A.","",[No title available],1965,"Treasures of Prehistoric Art",,,,"","",,32,,2-s2.0-84965625182
"Leroi-Gourhan A., Michelson A.","","The Hands of Gargas: towards a general study",1986,"Annette Michelson","37",,,"18","34",,3,,2-s2.0-84968150862
"Lewis-Williams D.","",[No title available],2002,"The Mind in the Cave: Consciousness and the Origins of Art",,,,"","",,407,,2-s2.0-0013296095
"Mackie M.E.","55657191000;","Estimating age and sex: Paleodemographic identification using rock art hand sprays, an application in Johnson County, Wyoming",2015,"Journal of Archaeological Science: Reports","3",,,"333","341",,5,"10.1016/j.jasrep.2015.06.023",2-s2.0-84933504477
"Manhire A.","","The role of hand prints in the rock art of the southwestern Cape",1998,"South African Archaeological Bulletin","53","168",,"98","108",,15,,2-s2.0-55449122200
"Manning J.T.","","Digit Ratio: A Pointer to Fertility, Behavior and Health",2002,"Digit Ratio: A Pointer to Fertility, Behavior, and Health",,,,"","",,586,,2-s2.0-0004010792
"Manning J.T., Churchill A.J.G., Peters M.","7202089668;7006917123;7402416038;","The effects of sex, ethnicity, and sexual orientation on self-measured digit ratio (2D:4D)",2007,"Archives of Sexual Behavior","36","2",,"223","233",,165,"10.1007/s10508-007-9171-6",2-s2.0-34247605618
"Manning J.T., Scutt D., Wilson J., Lewis-Jones D.I.","7202089668;6603279547;56164777000;35546454500;","The ratio of 2nd to 4th digit length: A predictor of sperm numbers and concentrations of testosterone, luteinizing hormone and oestrogen",1998,"Human Reproduction","13","11",,"3000","3004",,900,"10.1093/humrep/13.11.3000",2-s2.0-0031783419
"McDonald J.","","Looking for a woman's touch: Indications of gender in shelter sites in the Sydney Basin",1995,"Gendered Archaeology: The Second Australian Women in Archaeology Conference","26",,,"92","96",,4,,2-s2.0-80051956090
"McIntyre M.H.","7101739459;","The use of digit ratios as markers for perinatal androgen action",2006,"Reproductive Biology and Endocrinology","4",, 10,"","",9,214,"10.1186/1477-7827-4-10",2-s2.0-33645147860
"Mitteroecker P., Gunz P.","6507135382;6506472733;","Advances in Geometric morphometrics",2009,"Evolutionary Biology","36","2",,"235","247",,573,"10.1007/s11692-009-9055-x",2-s2.0-69449097227
"Moore D.","","The hand stencil as symbol",1977,"Form in Indigenous Art",,,,"318","324",,7,,2-s2.0-77953560718
"Nelson E.C., Manning J.T., Sinclair A.G.M.","","Using the length of the 2nd to 4th digit ratio (2D:4D) to sex cave art hand stencils: factors to consider",2006,"Before Farming","1","6",,"1","7",,8,,2-s2.0-84887170775
"O'Higgins P., Jones N.","7004722122;57199321878;","Facial growth in Cercocebus torquatus: An application of three-dimensional geometric morphometric techniques to the study of morphological variation",1998,"Journal of Anatomy","193","2",,"251","272",,277,"10.1017/S0021878298003975",2-s2.0-0031724058
"Pala M., Olivieri A., Achilli A., Accetturo M., Metspalu E., Reidla M., Tamm E., Karmin M., Reisberg T., Kashani B.H., Perego U.A., Carossa V., Gandini F., Pereira J.B., Soares P., Angerhofer N., Rychkov S., Al-Zahery N., Carelli V., Sanati M.H., Houshmand M., Hatina J., MacAulay V., Pereira L., Woodward S.R., Davies W., Gamble C., Baird D., Semino O., Villems R., Torroni A., Richards M.B.","7005045607;8330210300;6701652869;12771204500;6603276067;8790151600;24451285300;8937652000;6506067965;23501623100;8531773600;26643714600;54890582200;26530688400;15061713600;25931458100;57189550284;6507031248;7005210889;56071497500;9434981100;19336772700;7006609633;57189891644;7103313666;25926251700;7005920124;14826440900;6603787734;7004629464;7005843426;7402054812;","Mitochondrial DNA signals of late glacial recolonization of europe from near eastern refugia",2012,"American Journal of Human Genetics","90","5",,"915","924",,105,"10.1016/j.ajhg.2012.04.003",2-s2.0-84860740251
"Pettitt P., Castillejo A.M., Arias P., Peredo R.O., Harrison R.","7004264547;56099926300;8777556900;56100666100;55464596000;","New views on old hands: The context of stencils in El Castillo and la Garma caves (Cantabria, Spain)",2014,"Antiquity","88","339",,"47","63",,12,"10.1017/S0003598X00050213",2-s2.0-84897666045
"Pettitt P., Arias P., García-Diez M., Hoffmann D., Castillejo A.M., Ontañon-Peredo R., Pike A., Zilhão J.","","Are hand stencils in European cave art older than we think? An evaluation of the existing data and their potential implications",2015,"Prehistoric Art as Prehistoric Culture",,,,"31","43",,5,,2-s2.0-85010265708
"Pereira L., Richards M., Goios A., Alonso A., Albarrán C., Garcia O., Behar D.M., Gölge M., Hatina J., Al-Gazali L., Bradley D.G., Macaulay V., Amorim A.","57189891644;7402054812;8524167700;55726372500;6701737478;7102412860;7005936911;6603395809;19336772700;7005896722;7403122733;7006609633;57205507230;","High-resolution mtDNA evidence for the late-glacial resettlement of Europe from an Iberian refugium",2005,"Genome Research","15","1",,"19","24",,118,"10.1101/gr.3182305",2-s2.0-19944431813
"Pinhasi R., Thomas M.G., Hofreiter M., Currat M., Burger J.","10041187600;8606206600;6701450663;6507303401;12778968400;","The genetic history of Europeans",2012,"Trends in Genetics","28","10",,"496","505",,85,"10.1016/j.tig.2012.06.006",2-s2.0-84866370867
"Pradel L.","","Les mains incompletes de gargas, tibiran et maltravieso",1975,"Quartär","26",,,"159","166",,3,,2-s2.0-4243481177
"Raghavan M., Skoglund P., Graf K.E., Metspalu M., Albrechtsen A., Moltke I., Rasmussen S., Stafford Jr T.W., Orlando L., Metspalu E., Karmin M., Tambets K., Rootsi S., Mägi R., Campos P.F., Balanovska E., Balanovsky O., Khusnutdinova E., Litvinov S., Osipova L.P., Fedorova S.A., Voevoda M.I., Degiorgio M., Sicheritz-Ponten T., Brunak Sø., Demeshchenko S., Kivisild T., Villems R., Nielsen R., Jakobsson M., Willerslev E.","35488646800;36465559000;25222970300;57205450001;23032972200;24437405900;8977364800;7004919386;7006472586;6603276067;8937652000;8790150900;6506947123;56813518300;16244107300;57205450032;57215688518;35381528600;26654389500;57203881313;35306925400;57195959148;26028770000;6602257307;7005477388;55930613300;55804366500;7004629464;56008936500;55122106300;56273625000;","Upper palaeolithic Siberian genome reveals dual ancestry of native Americans",2014,"Nature","505","7481",,"87","91",,315,"10.1038/nature12736",2-s2.0-84892367625
"Randolph-Quinney P.S., Berry R., Rynn C., Black S.","","Forensic characteristics of hand shape: analysis of individuating potential and sexual dimorphism using geometric morphometrics",2010,"Proceedings of the American Academy of Forensic Sciences, Annual Scientific Meeting Seattle WA. Colorado Springs. Am. Acad. Forensic Sci",,,,"407","408",,1,,2-s2.0-85010269489
"Rohlf J.F.","","TPS Digit Program. Ecology and Evolution",2008,"tpsDig Program. Ecology and Evolution.",,,,"","",,1,,2-s2.0-84908289752
"Rouillon A.","15049887300;","During the Gravettian, in the Cosquer cave (Marseille, Bouches-du-Rhône), has the Man counted on his fingers? [Au Gravettien, dans la grotte Cosquer (Marseille, Bouches-du-Rhône), l'Homme a-t-il compté sur ses doigts ?]",2006,"Anthropologie","110","4",,"500","509",,9,"10.1016/j.anthro.2006.07.003",2-s2.0-33750518802
"Sanfilippo P.G., Hewitt A.W., Mountain J.A., Mackey D.A.","6701687565;12142162700;54416148000;36909266400;","A geometric morphometric assessment of hand shape and comparison to the 2D: 4D digit ratio as a marker of sexual dimorphism",2013,"Twin Research and Human Genetics","16","2",,"590","600",,3,"10.1017/thg.2013.5",2-s2.0-84875970336
"Semino O., Passarino G., Oefner P.J., Lin A.A., Arbuzova S., Beckman L.E., De Benedictis G., Francalacci P., Kouvatsi A., Limborska S., Marcikiae M., Mika A., Mika B., Primorac D., Santachiara-Benerecetti A.S., Cavalli-Sforza L.L., Underhill P.A.","6603787734;7005577555;7006514762;7402061828;7003663167;20633514100;56276685500;6602869869;6603831134;7004201095;6506398769;8859693700;6506838046;7004285928;7003610331;7102319481;7004998555;","The genetic legacy of paleolithic Homo sapiens sapiens in extant europeans: A Y chromosome perspective",2000,"Science","290","5494",,"1155","1159",,601,"10.1126/science.290.5494.1155",2-s2.0-0034634349
"Seguin-Orlando A., Korneliussen T.S., Sikora M., Malaspinas A.-S., Manica A., Moltke I., Albrechtsen A., Ko A., Margaryan A., Moiseyev V., Goebel T., Westaway M., Lambert D., Khartanovich V., Wall J.D., Nigst P.R., Foley R.A., Lahr M.M., Nielsen R., Orlando L., Willerslev E.","55266529300;26639439000;23670766800;36772368200;6603416293;24437405900;23032972200;56437333800;56437418300;6701863618;7004650092;57202564941;55622057800;36473395600;7201352010;53064275000;7102887389;6603894491;56008936500;7006472586;56273625000;","Genomic structure in Europeans dating back at least 36,200 years",2014,"Science","346","6213",,"1113","1118",,138,"10.1126/science.aaa0114",2-s2.0-84914675035
"Skoglund P., Malmström H., Raghavan M., Storå J., Hall P., Willerslev E., Gilbert M.T.P., Götherström A., Jakobsson M.","36465559000;8946822300;35488646800;6603141325;7403694791;56273625000;7202762494;6602916497;55122106300;","Origins and genetic legacy of neolithic farmers and hunter-gatherers in Europe",2012,"Science","336","6080",,"466","469",,299,"10.1126/science.1216304",2-s2.0-84860132302
"Small C.G.","",[No title available],1996,"The Statistical Theory of Shape",,,,"","",,368,,2-s2.0-0003943715
"Snow D.R.","7103259263;","Sexual dimorphism in Upper Palaeolithic hand stencils",2006,"Antiquity","80","308",,"390","404",,26,"10.1017/S0003598X00093704",2-s2.0-33749425245
"Snow D.R.","7103259263;","Sexual dimorphism in European upper paleolithic cave art",2013,"American Antiquity","78","4",,"746","761",,23,"10.7183/0002-7316.78.4.746",2-s2.0-84896055578
"Soares P., Achilli A., Semino O., Davies W., Macaulay V., Bandelt H.-J., Torroni A., Richards M.B.","15061713600;6701652869;6603787734;25926251700;7006609633;7003956536;7005843426;7402054812;","The Archaeogenetics of Europe",2010,"Current Biology","20","4",,"R174","R183",,184,"10.1016/j.cub.2009.11.054",2-s2.0-76749111003
"Torroni A., Bandelt H.-J., Macaulay V., Richards M., Cruciani F., Rengo C., Martinez-Cabrera V., Villems R., Kivisild T., Metspalu E., Parik J., Tolk H.-V., Tambets K., Forster P., Karger B., Francalacci P., Rudan P., Janicijevic B., Rickards O., Savontaus M.-L., Huoponen K., Laitinen V., Koivumäki S., Sykes B., Hickey E., Novelletto A., Moral P., Sellitto D., Coppa A., Al-Zaheri N., Santachiara-Benerecetti A.S., Semino O., Scozzari R.","7005843426;7003956536;7006609633;7402054812;7003996362;7004156544;6504194122;7004629464;55804366500;6603276067;6602137590;6506741317;8790150900;35725329700;57198049452;6602869869;35834450700;6701450685;7003318108;7005296741;6701669732;6507999689;24402491300;55439551900;57197432395;7004732668;7006300482;6602088023;7003606765;6505627897;7003610331;6603787734;57201337467;","A signal, from human mtDNA, of postglacial recolonization in Europe",2001,"American Journal of Human Genetics","69","4",,"844","852",,217,"10.1086/323485",2-s2.0-0034822098
"Ucko P.J., Rosenfeld A.","","Palaeolithic Cave Art",1967,"Palaeolithic Cave Art",,,,"","",,96,,2-s2.0-0039279700
"Voracek M.","7003718328;","Why digit ratio (2D:4D) is inappropriate for sex determination in medicolegal investigations",2009,"Forensic Science International","185","1-3",,"e29","e30",,18,"10.1016/j.forsciint.2009.01.002",2-s2.0-60449103099
"Wildgoose M., Hadingham E., Hooper A.","6504049084;7801397965;7101963418;","The prehistoric hand pictures at gargas: Attempts at simulation",1982,"Medical History","26","2",,"205","207",,2,"10.1017/S0025727300041193",2-s2.0-0019918363
"Wang J.Z., Ge W., Snow D.R., Mitra P., Giles C.L.","7701309571;17345415900;7103259263;35582720000;55665046700;","Determining the sexual identities of prehistoric cave artists using digitized handprints: A machine learning approach",2010,"MM'10 - Proceedings of the ACM Multimedia 2010 International Conference",,,,"1325","1332",,6,"10.1145/1873951.1874214",2-s2.0-78650971537
"Zelditch M., Swiderski D., Sheets H., Fink W.","6701615282;35493322600;55663863700;7005590403;","Geometric Morphometrics for Biologists",2004,"Geometric Morphometrics for Biologists",,,,"1","443",,1395,"10.1016/B978-0-12-778460-1.X5000-5",2-s2.0-84902728366
"Zheng U., Cohn M.J.","15727139900;7202308318;","Developmental basis of sexually dimorphic digit ratios",2011,"Proceedings of the National Academy of Sciences of the United States of America","108","39",,"16289","16294",,348,"10.1073/pnas.1108312108",2-s2.0-80053629822
