Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,,,"Dryden, I.L.; Mardia, K.V.",[No abstract available],,,,,,Scopus,2-s2.0-0003489720
"James Rohlf F., Marcus L.F.","24518567800;7005305240;","A revolution morphometrics",1993,"Trends in Ecology and Evolution","8","4",,"129","132",,1268,"10.1016/0169-5347(93)90024-J","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242462501&doi=10.1016%2f0169-5347%2893%2990024-J&partnerID=40&md5=14afd83efbc93ae5f62d49a4829a5597","Dept of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Dept of Biology, Queen's College, CUNY, Flushing, NY 11367, United States","James Rohlf, F., Dept of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Marcus, L.F., Dept of Biology, Queen's College, CUNY, Flushing, NY 11367, United States","We are now in the midst of a revolution in morphometric methodology. The new approaches are more effective in capturing information about the shape of an organism and result in more powerful statistical procedures for testing for differences in s shape. They are also more effective in enabling a researcher to visualize differences in shape and in suggesting simple traditional measurements that could be used in future studies. In this review we emphasize applications to exploratory studies in taxonomy and evolution. © 1993.",,,Review,"Final",,Scopus,2-s2.0-0242462501
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1201,"10.1080/11250000409356545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242321708&doi=10.1080%2f11250000409356545&partnerID=40&md5=74fa0a4ec02d5ccc6f34b38d4e228cd8","Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria; Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","Adams, D.C., Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Slice, D.E., Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria, Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","The analysis of shape is a fundamental part of much biological research. As the field of statistics developed, so have the sophistication of the analysis of these types of data. This lead to multivariate morphometrics in which suites of measurements were analyzed together using canonical variates analysis, principal components analysis, and related methods. In the 1980s, a fundamental change began in the nature of the data gathered and analyzed. This change focused on the coordinates of landmarks and the geometric information about their relative positions. As a by-product of such an approach, results of multivariate analyses could be visualized as configurations of landmarks back in the original space of the organism rather than only as statistical scatter plots. This new approach, called “geometric morphometrics”;, had benefits that lead Rohlf and Marcus (1993) to proclaim a “revolution”; in morphometrics. In this paper, we briefly update the discussion in that paper and summarize the advances in the ten years since the paper by Rohlf and Marcus. We also speculate on future directions in morphometric analysis. © 2004 Taylor & Francis Group, LLC.","Generalized Procrustes analysis; Geometric morphometrics; Shape analysis","geometry; morphometry; zoology; Procrustes",Article,"Final",Open Access,Scopus,2-s2.0-1242321708
"Spoor C.F., Zonneveld F.W., Macho G.A.","6701714814;7004905270;7003284673;","Linear measurements of cortical bone and dental enamel by computed tomography: Applications and problems",1993,"American Journal of Physical Anthropology","91","4",,"469","484",,295,"10.1002/ajpa.1330910405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027162186&doi=10.1002%2fajpa.1330910405&partnerID=40&md5=c09bc0c345ed41923ea30824c93b9bd5","Hominid Palaeontology Research Group, Department of Human Anatomy and Cell Biology, University of Liverpool, Liverpool, L69 3BX, United Kingdom; Department of Radiology, Utrecht University Hospital, Netherlands","Spoor, C.F., Hominid Palaeontology Research Group, Department of Human Anatomy and Cell Biology, University of Liverpool, Liverpool, L69 3BX, United Kingdom; Zonneveld, F.W., Department of Radiology, Utrecht University Hospital, Netherlands; Macho, G.A., Hominid Palaeontology Research Group, Department of Human Anatomy and Cell Biology, University of Liverpool, Liverpool, L69 3BX, United Kingdom","This paper explores the potential of high‐resolution computed tomography (CT) as a morphometric tool in paleoanthropology. The accuracy of linear measurements of enamel thickness and cortical bone thickness taken from CT scans is evaluated by making comparison with measurements taken directly from physical sections. The measurements of cortical bone are taken on extant and fossil specimens with and without attached matrix, and the dental specimens studied include a sample of 12 extant human molars. Local CT numbers (representing X‐ray, attenuation) are used to determine the exact position of the boundaries of a structure. Using this technique most studied dimensions, including four of human molar enamel thickness, could be obtained from CT scans with a maximum error range of ±0.1 mm. The limitations of the method are discussed with special reference to problems associated with highly mineralized fossils. © 1993 Wiley‐Liss, Inc. Copyright © 1993 Wiley‐Liss, Inc., A Wiley Company","CT scans; Dimensions; Fossils; Long bones; Morphometry; Teeth","article; computer assisted tomography; controlled study; enamel; fossil; human; human tissue; long bone; molar tooth; morphometrics; paleoanthropology; tooth; Animal; Anthropology, Physical; Anthropometry; Bone and Bones; Cuspid; Dental Enamel; Fossils; Human; Humerus; Incisor; Molar; Tibia; Tomography, X-Ray Computed",Article,"Final",,Scopus,2-s2.0-0027162186
"Rak Y.","",[No title available],1983,"The Australopithecine Face",,,,"","",,275,,,,"Rak, Y.",[No abstract available],,,,,,Scopus,2-s2.0-0003854669
"Lieberman D.E.","",[No title available],2011,"The Evolution of the Human Head",,,,"","",,258,,,,"Lieberman, D.E.",[No abstract available],,,,"Final",,Scopus,2-s2.0-70349507124
"Rayfield E.J.","7003569471;","Finite element analysis and understanding the biomechanics and evolution of living and fossil organisms",2007,"Annual Review of Earth and Planetary Sciences","35",,,"541","576",,235,"10.1146/annurev.earth.35.031306.140104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250674405&doi=10.1146%2fannurev.earth.35.031306.140104&partnerID=40&md5=c766e1bf0943ba44065dab090b410ceb","Department of Earth Sciences, University of Bristol, Queens Road, Bristol BS8 1RJ, United Kingdom","Rayfield, E.J., Department of Earth Sciences, University of Bristol, Queens Road, Bristol BS8 1RJ, United Kingdom","Finite element analysis (FEA) is a technique that reconstructs stress, strain, and deformation in a digital structure. Although common-place in engineering and orthopedic science for more than 30 years, only recently has it begun to be adopted in the zoological and paleontological sciences to address questions of organismal morphology, function, and evolution. Current research tends to focus on either deductive studies that assume a close relationship between form and function or inductive studies that aim to test this relationship, although explicit hypothesis-testing bridges these two standpoints. Validation studies have shown congruence between in vivo or in vitro strain and FE-inferred strain. Future validation work on a broad range of taxa will assist in phylogenetically bracketing our extinct animal FE-models to increase confidence in our input parameters, although currently, FEA has much potential in addressing questions of form-function relationships, providing appropriate questions are asked of the existing data. Copyright © 2007 by Annual Reviews. All rights reserved.","Biomechanics; Feeding; Functional morphology; Skull; Strain; Stress","Biomechanics; Deformation; Finite element method; Mathematical models; Morphology; Strain; Stresses; Fossil organisms; Functional morphology; Organismal morphology; Paleontological science; Zoological science; Geochronology; biomechanics; evolution; finite element method; fossil; functional morphology; hypothesis testing; paleontology; phylogenetics; strain; stress; Animalia",Article,"Final",,Scopus,2-s2.0-34250674405
"Bookstein F.L.","","The measurement of biological shape and shape change",1978,"The Measurement of Biological Shape and Shape Change",,,,"","",,210,,,,"Bookstein, F.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003521971
"Strait D.S., Wang Q., Dechow P.C., Ross C.F., Richmond B.G., Spencer M.A., Patel B.A.","6602753762;55698305700;7004134347;7402593882;7006651844;36117180600;8632154600;","Modeling elastic properties in finite-element analysis: How much precision is needed to produce an accurate model?",2005,"Anatomical Record - Part A Discoveries in Molecular, Cellular, and Evolutionary Biology","283","2",,"275","287",,205,"10.1002/ar.a.20172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-16444362747&doi=10.1002%2far.a.20172&partnerID=40&md5=6ce29709ef5c8395b49d79019765ed9e","Department of Anthropology, University at Albany, Albany, NY, United States; Department of Biomedical Sciences, Baylor College of Dentistry, Texas A and M Health Science Center, Dallas, TX, United States; Dept. of Organismal Biol. and Anat., University of Chicago, Chicago, IL, United States; Ctr. Adv. Stud. Hominid Palbio., Department of Anthropology, George Washington University, Washington, DC, United States; Department of Anthropology, Institute of Human Origins, Arizona State University, Tempe, AZ, United States; Interdepartmental Doctoral Program, Stony Brook University, Stony Brook, NY, United States; Department of Anthropology, University at Albany, 1400 Washington Avenue, Albany, NY 12222, United States","Strait, D.S., Department of Anthropology, University at Albany, Albany, NY, United States, Department of Anthropology, University at Albany, 1400 Washington Avenue, Albany, NY 12222, United States; Wang, Q., Department of Biomedical Sciences, Baylor College of Dentistry, Texas A and M Health Science Center, Dallas, TX, United States; Dechow, P.C., Department of Biomedical Sciences, Baylor College of Dentistry, Texas A and M Health Science Center, Dallas, TX, United States; Ross, C.F., Dept. of Organismal Biol. and Anat., University of Chicago, Chicago, IL, United States; Richmond, B.G., Ctr. Adv. Stud. Hominid Palbio., Department of Anthropology, George Washington University, Washington, DC, United States; Spencer, M.A., Department of Anthropology, Institute of Human Origins, Arizona State University, Tempe, AZ, United States; Patel, B.A., Interdepartmental Doctoral Program, Stony Brook University, Stony Brook, NY, United States","The influence of elastic properties on finite-element analysis was investigated using a finite-element model of a Macaco fascicularis skull. Four finite-element analyses were performed in which the model was assigned different sets of elastic properties. In analysis 1, elastic properties were modeled isotropically using published data obtained from human limb bones. Analyses 2-4 used data obtained from skulls of a closely allied species, M. mulatta, but varied as to how those data were incorporated into the model. In analysis 2, the model was assigned a single set of isotropic elastic properties. In analysis 3, each region within the model was assigned its own set of isotropic elastic properties. Finally, in analysis 4, each region received its own set of orthotropic elastic properties. Although a qualitative assessment indicates that the locations of strain concentrations across the model are broadly similar in all analyses, a quantitative assessment of strain indicates some differences between the analyses. When strain data from the finite-element analyses were compared to strain data derived from in vivo experiments, it was found that the model deformed most realistically using the orthotropic elastic properties employed in analysis 4. Results suggest that finite-element analyses can be adversely affected when elastic properties are modeled imprecisely, and that modelers should attempt to obtain elastic properties data about the species and skeletal elements that are the subjects of their analyses. © 2005 Wiley-Liss, Inc.","Elastic properties; Finite-element analysis; Mastication","accuracy; conference paper; elasticity; finite element analysis; human; in vivo study; limb; Macaca; mastication; mathematical model; nonhuman; priority journal; qualitative analysis; quantitative analysis; skull; species difference; Anatomy; Animals; Body Patterning; Elasticity; Finite Element Analysis; Humans; Macaca fascicularis; Macaca mulatta; Male; Masseter Muscle; Mastication; Models, Biological; Pterygoid Muscles; Reproducibility of Results; Skull; Weight-Bearing",Conference Paper,"Final",,Scopus,2-s2.0-16444362747
"Gunz P., Mitteroecker P., Neubauer S., Weber G.W., Bookstein F.L.","6506472733;6507135382;7102853256;7402213147;7004606384;","Principles for the virtual reconstruction of hominin crania",2009,"Journal of Human Evolution","57","1",,"48","62",,204,"10.1016/j.jhevol.2009.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649976615&doi=10.1016%2fj.jhevol.2009.04.004&partnerID=40&md5=c5d8a22b44037eb149fad6df0d0a4178","Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany; Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Department of Theoretical Biology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, A-3422 Altenberg, Austria; Department of Statistics, University of Washington, Seattle, WA, United States","Gunz, P., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany, Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Mitteroecker, P., Department of Theoretical Biology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria, Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, A-3422 Altenberg, Austria; Neubauer, S., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany, Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Weber, G.W., Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Bookstein, F.L., Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria, Department of Statistics, University of Washington, Seattle, WA, United States","Fossils are usually discovered broken or distorted, therefore reconstruction is inevitably the first step towards any comparative analysis. We outline a general methodological framework by which missing information about biological specimens can be estimated using geometric morphometric methods and discuss how this relates to effective paleoanthropological use of incomplete and distorted crania. Combining digital data resources with geometric morphometrics, we go beyond the assembly of fragments on the computer. As in a three-dimensional jigsaw puzzle, we first assemble the virtual pieces manually. Then we use landmarks, several hundred semilandmarks, and information from complete specimens to estimate missing coordinates and correct for distortion simultaneously. One can thus incorporate information from incomplete specimens in a comparative morphometric analysis while keeping track of the uncertainties that result from partial preservation or deformation. We exemplify our approach by reconstructing the fossil crania Arago XXI, Taung, and KNM-WT 15000. As different assumptions and algorithms lead to different estimations, there exists no ""all-purpose"" reconstruction. Instead one creates multiple reconstructions-a posterior distribution in a Bayesian sense. This distribution reflects uncertainty due to missing data values and sensitivity to prior assumptions. While there will typically be shape differences among equally plausible reconstructions, these different estimates might still support a single conclusion. © 2009 Elsevier Ltd. All rights reserved.","Arago; Geometric morphometrics; Missing data; Nariokotome; Procrustes; Semilandmarks; Taung; Thin-plate spline; Virtual reconstruction","anthropology; biometry; comparative study; computer simulation; coordinate; cranium; data set; fossil record; hominid; morphometry; paleontology; preservation; reconstruction; uncertainty analysis; Crania",Article,"Final",,Scopus,2-s2.0-67649976615
