Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Adams D.C., Collyer M.L.","7404054540;57074630100;","A general framework for the analysis of phenotypic trajectories in evolutionary studies",2009,"Evolution","63","5",,"1143","1154",,144,"10.1111/j.1558-5646.2009.00649.x",2-s2.0-64749098726
"Bonhomme V., Picq S., Gaucherel C., Claude J.","55581390500;36091924200;12244504200;7102687004;","Momocs: Outline analysis using R",2014,"Journal of Statistical Software","56","13",,"1","24",,149,"10.18637/jss.v056.i13",2-s2.0-84894280909
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Bouby L., Bonhomme V., Ivorra S., Pastor T., Rovira N., Tillier M., Pagnoux C., Terral J.-F.","",[No title available],0000,,,,,"","",,1,,2-s2.0-85031714417
"Bouby L., Figueiral I., Bouchette A., Rovira N., Ivorra S., Lacombe T., Pastor T., Picq S., Marinval P., Terral J.-F.","6602374494;6603067806;6505820481;56585834500;14828273200;23485802300;36128801200;36091924200;7801592623;6603580109;","Bioarchaeological Insights into the Process of Domestication of Grapevine (Vitis vinifera L.) during Roman Times in Southern France",2013,"PLoS ONE","8","5", e63195,"","",,39,"10.1371/journal.pone.0063195",2-s2.0-84877726949
"Braadbaart F.","6602398886;","Carbonisation and morphological changes in modern dehusked and husked Triticum dicoccum and Triticum aestivum grains",2008,"Vegetation History and Archaeobotany","17","1",,"155","166",,42,"10.1007/s00334-007-0134-6",2-s2.0-36649026092
"Brown T.A.","7404319948;","How ancient DNA may help in understanding the origin and spread of agriculture",1999,"Philosophical Transactions of the Royal Society B: Biological Sciences","354","1379",,"89","98",,61,"10.1098/rstb.1999.0362",2-s2.0-0033613661
"Brown T.A., Jones M.K., Powell W., Allaby R.G.","7404319948;7501846936;7202937952;6602620692;","The complex origins of domesticated crops in the Fertile Crescent",2009,"Trends in Ecology and Evolution","24","2",,"103","109",,156,"10.1016/j.tree.2008.09.008",2-s2.0-58349089712
"Burger P., Terral J.-F., Ruas M.-P., Ivorra S., Picq S.","44760988400;6603580109;12764302600;14828273200;36091924200;","Assessing past agrobiodiversity of Prunus avium L. (Rosaceae): A morphometric approach focussed on the stones from the archaeological site Hôtel-Dieu (16th century, Tours, France)",2011,"Vegetation History and Archaeobotany","20","5",,"447","458",,15,"10.1007/s00334-011-0310-6",2-s2.0-80051860613
"Charles M., Forster E., Wallace M., Jones G.","7201434799;57189696846;55621822700;8761946200;","“Nor ever lightning char thy grain”1: establishing archaeologically relevant charring conditions and their effect on glume wheat grain morphology",2015,"Science and Technology of Archaeological Research","1","1",,"1","6",,24,"10.1179/2054892315Y.0000000008",2-s2.0-84979554154
"Colledge S.","","Plant exploitation on Epipalaeolithic and early Neolithic sites in the Levant",2001,"Plant Exploitation on Epipalaeolithic and Early Neolithic Sites in the Levant",,,,"","",,88,,2-s2.0-0042901866
