Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Darwin C.","",[No title available],1859,"On the Origin of Species by Means of Natural Selection",,,,"","",,11332,,,,"Darwin, C.",[No abstract available],,,,,,Scopus,2-s2.0-0003668973
"Boyd R., Richerson P.J.","",[No title available],1985,"Culture and the Evolutionary Process",,,,"","",,3943,,,,"Boyd, R.; Richerson, P.J.",[No abstract available],,,,,,Scopus,2-s2.0-0004245022
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2394,"10.2307/2992207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860428591&doi=10.2307%2f2992207&partnerID=40&md5=74ce7a85fe27c8da218b0b8e0fbb6d49","Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States; Slice, D., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Superimposition methods for comparing configurations of landmarks in two or more specimens are reviewed. These methods show differences in shape among specimens as residuals after rotation, translation, and scaling them so that they align as well as possible. A new method is presented that generalizes Siegel and Benson's (1982) resistant-fit theta-rho analysis so that more than two objects can be compared at the same time. Both least-squares and resistant-fit approaches are generalized to allow for affine transformations (uniform shape change). The methods are compared, using artificial data and data on 18 landmarks on the wings of 127 species of North American mosquitoes. Graphical techniques are also presented to help summarize the patterns of differences in shape among the objects being compared. © 1990 Society of Systematic Zoology.",,,Article,"Final",,Scopus,2-s2.0-84860428591
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"Laland K.N.","7003969474;","Social learning strategies",2004,"Learning and Behavior","32","1",,"4","14",,734,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342458309&partnerID=40&md5=7ff8fb813d5d320351b682fd99876603","University of St. Andrews, St. Andrews, United Kingdom; Ctr. for Social Lrng./Cogn. Evol., School of Biology, University of St. Andrews, Queen's Terrace, St. Andrews, Fife KY16 9TS, United Kingdom","Laland, K.N., University of St. Andrews, St. Andrews, United Kingdom, Ctr. for Social Lrng./Cogn. Evol., School of Biology, University of St. Andrews, Queen's Terrace, St. Andrews, Fife KY16 9TS, United Kingdom","In most studies of social learning in animals, no attempt has been made to examine the nature of the strategy adopted by animals when they copy others. Researchers have expended considerable effort in exploring the psychological processes that underlie social learning and amassed extensive data banks recording purported social learning in the field, but the contexts under which animals copy others remain unexplored. Yet, theoretical models used to investigate the adaptive advantages of social learning lead to the conclusion that social learning cannot be indiscriminate and that individuals should adopt strategies that dictate the circumstances under which they copy others and from whom they learn. In this article, I discuss a number of possible strategies that are predicted by theoretical analyses, including copy when uncertain, copy the majority, and copy if better, and consider the empirical evidence in support of each, drawing from both the animal and human social learning literature. Reliance on social learning strategies may be organized hierarchically, their being employed by animals when unlearned and asocially learned strategies prove ineffective but before animals take recourse in innovation.",,"animal behavior; imitation; nonhuman; reliability; review; social learning; theoretical model; theoretical study; Adaptation, Psychological; Animal Communication; Animals; Appetitive Behavior; Behavior, Animal; Columbidae; Humans; Imitative Behavior; Imprinting (Psychology); Learning; Psychological Theory; Social Environment; Social Facilitation; Songbirds",Review,"Final",,Scopus,2-s2.0-2342458309
"Hammer O., Harper D.A.T., Ryan P.D.","",[No title available],2012,"PAST - Palaeontological Statistics",,,,"","",,703,,,,"Hammer, O.; Harper, D.A.T.; Ryan, P.D.",[No abstract available],,,,"Final",,Scopus,2-s2.0-9144264592
"Rohlf F.J.","",[No title available],2006,"TpsDig, Version 2.10",,,,"","",,561,,,,"Rohlf, F.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-46749110881
"Waters M.R., Stafford Jr. T.W.","7202770627;7004919386;","Redefining the age of Clovis: Implications for the peopling of the Americas",2007,"Science","315","5815",,"1122","1126",,450,"10.1126/science.1137166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847255950&doi=10.1126%2fscience.1137166&partnerID=40&md5=db87669f8d9a296ad52d988147f12a29","Department of Anthropology, Center for the Study of the First Americans, Texas A and M University, College Station, TX 77843-4352, United States; Stafford Research Laboratories, 200 Acadia Avenue, Lafayette, CO 80026, United States","Waters, M.R., Department of Anthropology, Center for the Study of the First Americans, Texas A and M University, College Station, TX 77843-4352, United States; Stafford Jr., T.W., Stafford Research Laboratories, 200 Acadia Avenue, Lafayette, CO 80026, United States","The Clovis complex is considered to be the oldest unequivocal evidence of humans in the Americas, dating between 11,500 and 10,900 radiocarbon years before the present (14C yr B.P.). Adjusted 14C dates and a reevaluation of the existing Clovis date record revise the Clovis time range to 11,050 to 10,800 14C yr B.P. In as few as 200 calendar years, Clovis technology originated and spread throughout North America. The revised age range for Clovis overlaps non-Clovis sites in North and South America. This and other evidence imply that humans already lived in the Americas before Clovis.",,"carbon 14; artifact; historical time (human history); prehistoric; settlement history; anthropology; archeology; article; calibration; human; isotope labeling; migration; priority journal; South America; technology; travel; United States; Archaeology; Culture; Emigration and Immigration; History, Ancient; Humans; North America; Population Dynamics; South America; Time; Clovis; New Mexico; North America; South America; United States",Article,"Final",,Scopus,2-s2.0-33847255950
"Williams J.W., Shuman B.N., Webb III T., Bartlein P.J., Leduc P.L.","35427386200;6604022111;35550805300;7004069409;8070615300;","Late-Quaternary vegetation dynamics in north America: Scaling from taxa to biomes",2004,"Ecological Monographs","74","2",,"309","334",,380,"10.1890/02-4045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3843107544&doi=10.1890%2f02-4045&partnerID=40&md5=04aedaf48af60b77532c0354ccdfa480","Natl. Ctr. Ecol. Anal. and Synthesis, University of California, Santa Barbara, CA 93101, United States; Department of Geography, University of Oregon, Eugene, OR 97403, United States; Department of Geological Sciences, Brown University, Providence, RI 02912, United States; Limnological Research Center, Department of Geology and Geophysics, University of Minnesota, Minneapolis, MN 55455-0219, United States; Department of Geography, University of Minnesota, Minneapolis, MN 55455, United States","Williams, J.W., Natl. Ctr. Ecol. Anal. and Synthesis, University of California, Santa Barbara, CA 93101, United States, Limnological Research Center, Department of Geology and Geophysics, University of Minnesota, Minneapolis, MN 55455-0219, United States; Shuman, B.N., Department of Geography, University of Oregon, Eugene, OR 97403, United States, Department of Geography, University of Minnesota, Minneapolis, MN 55455, United States; Webb III, T., Department of Geological Sciences, Brown University, Providence, RI 02912, United States; Bartlein, P.J., Department of Geography, University of Oregon, Eugene, OR 97403, United States; Leduc, P.L., Department of Geological Sciences, Brown University, Providence, RI 02912, United States","This paper integrates recent efforts to map the distribution of biomes for the late Quaternary with the detailed evidence that plant species have responded individualistically to climate change at millennial timescales. Using a fossil-pollen data set of over 700 sites, we review late-Quaternary vegetation history in northern and eastern North America across levels of ecological organization from individual taxa to biomes, and apply the insights gained from this review to critically examine the biome maps generated from the pollen data. Higher-order features of the vegetation (e.g., plant associations, physiognomy) emerge from individualistic responses of plant taxa to climate change, and different representations of vegetation history reveal different aspects of vegetation dynamics. Vegetation distribution and composition were relatively stable during full-glacial times (21 000-17 000 yr BP) [calendar years] and during the mid- to late Holocene (7000-500 yr BP), but changed rapidly during the late-glacial period and early Holocene (16 000-8 000 yr BP) and after 500 yr BR Shifts in plant taxon distributions were characterized by individualistic changes in population abundances and ranges and included large east-west shifts in distribution in addition to the northward redistribution of most taxa. Modern associations such as Fagus-Tsuga and Picea-Alnus-Betula date to the early Holocene, whereas other associations common to the late-glacial period (e.g., Picea-Cyperaceae-Fraxinus-Ostrya/ Carpinus) no longer exist. Biomes are dynamic entities that have changed in distribution, composition, and structure over time. The late-Pleistocene suite of biomes is distinct from those that grew during the Holocene. The pollen-based biome reconstructions are able to capture the major features of late-Quaternary vegetation but downplay the magnitude and variety of vegetational responses to climate change by (1) limiting apparent land-cover change to ecotones, (2) masking internal variations in biome composition, and (3) obscuring the range shifts and changes in abundance among individual taxa. The compositional and structural differences between full-glacial and recent biomes of the same type are similar to or greater than the spatial heterogeneity in the composition and structure of present-day biomes. This spatial and temporal heterogeneity allows biome maps to accommodate individualistic behavior among species but masks climatically important variations in taxonomic composition as well as structural differences between modern biomes and their ancient counterparts.","Biome maps; Biome reconstruction; Fossil pollen data; North America; Paleoecology; Plant functional types; Pollen-based; Quaternary; Vegetation dynamics; Vegetation history","biomass; biome; climate change; paleoecology; Quaternary; vegetation history; vegetation mapping; North America; Alnus; Alnus; Betula; Betula; Betulaceae; Carpinus; Carpinus; Cyperaceae; Fagus; Fagus; Fraxinus; Fraxinus; Ostrya; Ostrya; Picea; Picea; Tsuga; Tsuga",Review,"Final",,Scopus,2-s2.0-3843107544
"Mesoudi A.","",[No title available],2011,"Cultural Evolution: How Darwinian Theory Can Explain Human Culture and Synthesize the Social Sciences",,,,"","",,354,,,,"Mesoudi, A.",[No abstract available],,,,"Final",,Scopus,2-s2.0-80855148506
