Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
[No author name available],[No author id available],"R: A language and environment for statistical computing",2015,"R: A Language and Environment for Statistical Computing",,,,"","",,25440,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-84964927929
"Venables W.N., Ripley B.D.","",[No title available],1994,"Modern Applied Statistics with S-Plus",,,,"","",,14942,,,,"Venables, W.N.; Ripley, B.D.",[No abstract available],,,,,,Scopus,2-s2.0-0003895851
"Wickham H.","",[No title available],2009,"Ggplot2: Elegant Graphics for Data Analysis",,,,"","",,11573,,,,"Wickham, H.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77749296886
"Adams D.C., Otárola-Castillo E.","7404054540;25629989200;","Geomorph: An r package for the collection and analysis of geometric morphometric shape data",2013,"Methods in Ecology and Evolution","4","4",,"393","399",,799,"10.1111/2041-210X.12035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875761771&doi=10.1111%2f2041-210X.12035&partnerID=40&md5=2d3144c1d1d4ec733b4b43b8717c4368","Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States; Department of Statistics, Iowa State University, Ames, IA, 50011, United States; Department of Human Evolutionary Biology, Department of Statistics, Harvard University, Cambridge, MA, 02138, United States","Adams, D.C., Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States, Department of Statistics, Iowa State University, Ames, IA, 50011, United States; Otárola-Castillo, E., Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States, Department of Human Evolutionary Biology, Department of Statistics, Harvard University, Cambridge, MA, 02138, United States","Many ecological and evolutionary studies seek to explain patterns of shape variation and its covariation with other variables. Geometric morphometrics is often used for this purpose, where a set of shape variables are obtained from landmark coordinates following a Procrustes superimposition. We introduce geomorph: a software package for performing geometric morphometric shape analysis in the r statistical computing environment. Geomorph provides routines for all stages of landmark-based geometric morphometric analyses in two and three-dimensions. It is an open source package to read, manipulate, and digitize landmark data, generate shape variables via Procrustes analysis for points, curves and surfaces, perform statistical analyses of shape variation and covariation, and to provide graphical depictions of shapes and patterns of shape variation. An important contribution of geomorph is the ability to perform Procrustes superimposition on landmark points, as well as semilandmarks from curves and surfaces. A wide range of statistical methods germane to testing ecological and evolutionary hypotheses of shape variation are provided. These include standard multivariate methods such as principal components analysis, and approaches for multivariate regression and group comparison. Methods for more specialized analyses, such as for assessing shape allometry, comparing shape trajectories, examining morphological integration, and for assessing phylogenetic signal, are also included. Several functions are provided to graphically visualize results, including routines for examining variation in shape space, visualizing allometric trajectories, comparing specific shapes to one another and for plotting phylogenetic changes in morphospace. Finally, geomorph participates to make available advanced geometric morphometric analyses through the r statistical computing platform. © 2013 The Authors. Methods in Ecology and Evolution © 2013 British Ecological Society.","Evolutionary biology; Macroevolution; Statistics",,Article,"Final",,Scopus,2-s2.0-84875761771
"Keeley L.H.","",[No title available],1980,"Experimental Determination of Stone Tool Uses: A Microwear Analysis",,,,"","",,695,,,,"Keeley, L.H.",[No abstract available],,,,,,Scopus,2-s2.0-0003436999
"Zelditch M.L., Swiderski D.L., Sheets H.D., Fink W.L.","",[No title available],2004,"Geometric Morphometrics for Biologists: A Primer",,,,"","",,689,,,,"Zelditch, M.L.; Swiderski, D.L.; Sheets, H.D.; Fink, W.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-85013705089
"Hay R.L.","",[No title available],1976,"Geology of the Olduvai Gorge",,,,"","",,492,,,,"Hay, R.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003904043
"Semenov S.A.","",[No title available],1964,"Prehistoric Technology",,,,"","",,469,,,,"Semenov, S.A.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0004168479
"Shipman P., Rose J.","7004475336;7404390659;","Early hominid hunting, butchering, and carcass-processing behaviors: Approaches to the fossil record",1983,"Journal of Anthropological Archaeology","2","1",,"57","98",,322,"10.1016/0278-4165(83)90008-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002170703&doi=10.1016%2f0278-4165%2883%2990008-9&partnerID=40&md5=f1f2d7ae90180cf9580c9a630030c6b0","Department of Cell Biology and Anatomy, The Johns Hopkins University School of Medicine, 725 North Wolfe Street, Baltimore, MD 21205, United States","Shipman, P., Department of Cell Biology and Anatomy, The Johns Hopkins University School of Medicine, 725 North Wolfe Street, Baltimore, MD 21205, United States; Rose, J., Department of Cell Biology and Anatomy, The Johns Hopkins University School of Medicine, 725 North Wolfe Street, Baltimore, MD 21205, United States","A major aim of paleoanthropology is to learn what ancient behaviors were related to the acquisition, processing, and consumption of meat and when these behaviors arose. For this reason, studies focusing on purported early hominid hunting and butchery sites are important if rigorous criteria for recognizing such sites are used. Different criteria currently used as evidence of hominid involvement with ancient bones are reviewed and it is concluded that the presence of cutmarks, verified by scanning electron microscope (SEM) inspection, is the most reliable. Successful application of this criterion depends upon a thorough knowledge of the normal variations in microscopic morphology of different types of marks that are found on bones. Therefore, variations in microscopic and gross morphology within and among a large sample of known stone tool cutmarks, carnivore tooth scratches, and rodent gnawing marks are documented. The effects of sedimentary abrasion, as caused by fluvial transport of bones, are also presented. Guidelines are presented for using microscopic criteria to identify unknown marks on fossils and possible applications of this approach are discussed. Further, it is suggested that evidence of hominid carcass-processing activities can be placed into one of three ranked categories of certainty according to the type of data used. Explicitly stating the category and type of evidence used to deduce hominid activities, and by extension to define site types (i.e., butchery, kill, base camp), may improve the clarity of hypotheses about and interpretations of early hominid behaviors. © 1983.",,,Article,"Final",,Scopus,2-s2.0-0002170703
"Luhmann T., Robson S., Kyle S., Boehm J.","",[No title available],2014,"Close-Range Photogrammetry and 3D Imaging",,,,"","",,270,,,,"Luhmann, T.; Robson, S.; Kyle, S.; Boehm, J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-84906683753
