Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Lycett S.J., von Cramon-Taubadel N., Foley R.A.","9434693200;23471109300;7102887389;","A crossbeam co-ordinate caliper for the morphometric analysis of lithic nuclei: A description, test and empirical examples of application",2006,"Journal of Archaeological Science","33","6",,"847","861",,77,"10.1016/j.jas.2005.10.014",2-s2.0-33645078897
"Rovner I.","","Complex measurements made easy: Morphometric analysis of artifacts using Expert Vision Systems",1995,"Computer Applications and Quantitative Methods in Archaeology 1993",,,,"31","37",,3,,2-s2.0-6544268784
"Brande S., Saragusti I.","","Amorphometric model and landmark analysis of acheulian hand axes from Norhern Israel",1996,"Advances in Morphometrics",,,,"423","435",,14,,2-s2.0-33751048406
"Lycett S.J.","","Quantifying transitions: morphometric approaches to Palaeolithic variability and technological change",2009,"Sourcebook of Palaeolithic Transitions: Methods, Theories, and Interpretations",,,,"79","92",,24,,2-s2.0-77649190779
"Lycett S.J., Chauhan P.R.","9434693200;23391897300;","New perspectives on old stones: Analytical approaches to paleolithic technologies",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"1","345",,11,"10.1007/978-1-4419-6861-6",2-s2.0-84892012624
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Lycett S.J., Cramon-Taubadel N.v., Gowlett J.A.J.","9434693200;23471109300;6603228354;","A comparative 3D geometric morphometric analysis of Victoria West cores: implications for the origins of Levallois technology",2010,"Journal of Archaeological Science","37","5",,"1110","1117",,57,"10.1016/j.jas.2009.12.011",2-s2.0-77649192918
"Buchanan B., Collard M.","11241802300;7102608373;","A geometric morphometrics-based assessment of blade shape differences among Paleoindian projectile point types from western North America",2010,"Journal of Archaeological Science","37","2",,"350","359",,71,"10.1016/j.jas.2009.09.047",2-s2.0-70449670300
"Costa A.G.","36999872500;","A geometric morphometric assessment of plan shape in bone and stone acheulean bifaces from the Middle Pleistocene site of Castel di Guido, Latium, Italy",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"23","41",,58,"10.1007/978-1-4419-6861-6_2",2-s2.0-80051798141
"Buchanan B., Collard M., Hamilton M.J., O'Brien M.J.","11241802300;7102608373;8578778600;36128081000;","Points and prey: A quantitative test of the hypothesis that prey size influences early Paleoindian projectile point form",2011,"Journal of Archaeological Science","38","4",,"852","864",,47,"10.1016/j.jas.2010.11.007",2-s2.0-79251608170
"Bretzke K., Conard N.J.","55123427600;6603626316;","Evaluating morphological variability in lithic assemblages using 3D models of stone artifacts",2012,"Journal of Archaeological Science","39","12",,"3741","3749",,39,"10.1016/j.jas.2012.06.039",2-s2.0-84865044023
"Eren M.I., Lycett S.J.","23975681200;9434693200;","Why Levallois? A morphometric comparison of experimental 'preferential' Levallois flakes versus debitage flakes",2012,"PLoS ONE","7","1", e29273,"","",,81,"10.1371/journal.pone.0029273",2-s2.0-84856112566
