Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Buikstra J.E., Ubelaker D.H.","","Standards for data collection from human skeletal remains",1994,"Standards for Data Collection from Human Skeletal Remains",,,,"","",,2465,,,,"Buikstra, J.E.; Ubelaker, D.H.",[No abstract available],,,,,,Scopus,2-s2.0-0003655056
"Zelditch M., Swiderski D., Sheets H., Fink W.","6701615282;35493322600;55663863700;7005590403;","Geometric Morphometrics for Biologists",2004,"Geometric Morphometrics for Biologists",,,,"1","443",,1396,"10.1016/B978-0-12-778460-1.X5000-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902728366&doi=10.1016%2fB978-0-12-778460-1.X5000-5&partnerID=40&md5=bbfcd38d36d5bc6566def6d8fd5dec57","Museum of Paleontology, University of Michigan, MI, United States; Mammal Division, Museum of Zoology, University of Michigan, MI, United States; Department of Physics, Canisius College, Buffalo NY, United States","Zelditch, M., Museum of Paleontology, University of Michigan, MI, United States; Swiderski, D., Mammal Division, Museum of Zoology, University of Michigan, MI, United States; Sheets, H., Department of Physics, Canisius College, Buffalo NY, United States; Fink, W., Mammal Division, Museum of Zoology, University of Michigan, MI, United States","Geometric Morphometrics for Biologists is an introductory textbook for a course on geometric morphometrics, written for graduate students and upper division undergraduates, covering both theory of shape analysis and methods of multivariate analysis. It is designed for students with minimal math background; taking them from the process of data collection through basic and more advanced statistical analyses. Many examples are given, beginning with simple although realistic case-studies, through examples of complex analyses requiring several different kinds of methods. The book also includes URLâs for free software and step-by-step instructions for using the software. © 2004 Elsevier Inc. All rights reserved.",,,Book,"Final",,Scopus,2-s2.0-84902728366
"Brothwell D.R.","",[No title available],1981,"Digging Up Bones",,,,"","",,1043,,,,"Brothwell, D.R.",[No abstract available],,,,,,Scopus,2-s2.0-0004130575
"Olson E.C., Miller R.L.","",[No title available],1958,"Morphological Integration",,,,"","",,575,,,,"Olson, E.C.; Miller, R.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003981781
"Enlow D.H., Hans M.G.","","Essentials of facial growth",1996,"Essentials of Facial Growth",,,,"","",,502,,,,"Enlow, D.H.; Hans, M.G.",[No abstract available],,,,,,Scopus,2-s2.0-0004287239
"Björk A.","7004401263;","Cranial base development. A follow-up x-ray study of the individual variation in growth occurring between the ages of 12 and 20 years and its relation to brain case and face development",1955,"American Journal of Orthodontics","41","3",,"198","225",,274,"10.1016/0002-9416(55)90005-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50449134123&doi=10.1016%2f0002-9416%2855%2990005-1&partnerID=40&md5=751bf95fd8fe85f8bb29eeaa9b750a68",,"Björk, A.","The purpose of this investigation is to analyze the growth mechanism of the cranial base during the period of adolescence in Swedish boys. The material on which the investigation is based consists of two series of standardized lateral head x-ray pictures of 243 individuals, who were first examined at the age of 12 and later subjected to a follow-up study at the age of 20. The investigation takes the form of a quantitative estimate of the magnitude of the individual growth changes within the cranial base during the growth period in question and the extent and manner in which these growth changes are coordinated with the development of the brain case and the facial development. Other questions that have been analyzed are the relation between variations in form and changes in form during the growth period and the relation between size and linear growth. The results of the investigation have been summarized as follows: 1. 1. The general growth pattern which has been calculated by comparing the mean values for the two stages of development, 12 and 20 years, shows that the cranial base is elongated ventrally by frontal apposition in the glabella region, without any appreciable longitudinal, sutural increment of the anterior cranial fossa. The dorsal elongation of the cranial base, in the medial region due to enchondral growth of the clivus, is accompanied by a dorsal displacement due to sutural growth of the lateral regions of the cranial base and the brain case, forming the median and the posterior cranial fossae and a simultaneous lowering of these regions in relation to the anterior cranial fossa. There is, on an average, an insignificant straightening of the cranial base and there is a virtually parallel lowering of foramen magnum (Fig. 4). 2. 2. The general growth pattern does not give any clue to the dynamic development, which becomes evident only through analysis of the individual growth patterns. Variations in the individual growth with age have been expressed through the standard deviations for the individual age changes (sD). The discussion includes the variation in the cranial base and face as a whole. 2.1. A. The individual variation in form with age (sD) is found definitely to be correlated with the range of variation in form (s12). The individual variations of the age changes in form of the cranial base and the facial structure between the ages of 12 and 20 amount roughly to 55 per cent of the variation in form at the age of 12 (Fig. 8, a). A similar relation is found to exist between the variation in linear increment (sD) and the variation in size (s12) (Fig. 8, b). 2.2. B. The individual age changes in form vary in magnitude irrespective of whether or not the average form for a given feature changes with age (Fig. 9, a). On the other hand, the average size increases with age in proportion to the variation in linear growth (Fig. 9, b). 2.3. C. The variation in form increases somewhat with age and in definite proportion to the individual variations in the growth changes (Fig. 10, a). The variation in size is also proportional to the variation in linear increment (Fig. 10, b). 2.4. D. A coordination in form or size also expresses a coordination of the individual age changes. 2.5. E. The relation between shape and its change with age in the bite departs in many ways from the corresponding relation in the facial structure and the cranial base. The reason for this is that the age changes within the bite are due largely to functional modifications that occur with age. 3. 3. The shape of the cranial base may be considered on an average, to remain stable with age. It shows, however, a marked individual variation with age as regards increased or diminished bending in individual cases; that is, it varies in either direction. 3.1. A. Rotation of the medial regions of the cranial base has for its center the spheno-occipital synchondrosis. This rotation is coordinated with a rotation due to sutural growth of the lateral regions of the cranial base and the brain case. 3.2. B. The shape of the brain case varies greatly in relation to the shape of the cranial base. A flattening of the cranial base usually has, as a result, a low brain case, the total height of which, measured from basion to bregma, is low. The radius of the brain case, measured from sella to bregma, is increased, however, and this is accompanied by a marked reduction in the radius, measured from sella to basion, causing the posterior and median cranial fossae to be raised in relation to the anterior one. Rotation of the cranial base and the brain case does not result, however, in any raising or lowering of the anterior cranial fossa. Foramen magnum is displaced backward and upward and the foramen angle increases, resulting in an upward tilt of the face (Fig. 11). The rotation of the cranial base seems not to be coordinated with the growth in width of the head and facial structure. 4. 4. In coordination with the rotation of the cranial base and the brain case, there is also a rotation of the facial structure. 4.1. A. The temporal bone, and hence the glenoid fossa, is displaced downward and forward or backward and upward as a result of the cranial base rotation and consequently brings about changes in the mandibular position. The direction of growth at the condyle will influence the general shape of the mandible. A more upward direction will increase the vertical height; a backward direction will increase the sagittal length. The size of the gonial angle will depend on the amount of condylar growth as well as on its direction in relation to the amount of appositional growth at the gonial angle (Fig. 14). 4.2. B. The body of the maxilla increases in length toward the palatine bone and is lowered as a result of the growth which occurs between the palatine bone and the pterygoid processes. In the individual this lowering may be forward and downward or rearward and downward, a variation in the growth direction of the maxilla which is coordinated with the cranial base rotation and with the sutural growth of the upper facial structure (Fig. 15). 5. 5. During the period of adolescence, the relation between the nasion-sella line and the deepest median contour of the anterior cranial fossa remains noticeably constant, whereas tuberculum sellae and dorsum sellae appear to be raised in relation to the center of the sella. For this reason, the n-s line appears to be particularly suitable as a reference line during the adolescent period in man. Its suitability as a reference line for investigations into earlier growth periods remains to be investigated. © 1955.",,,Article,"Final",,Scopus,2-s2.0-50449134123
"Lieberman D.E., Pearson O.M., Mowbray K.M.","7202460412;7006231212;6602804788;","Basicranial influence on overall cranial shape",2000,"Journal of Human Evolution","38","2",,"291","315",,206,"10.1006/jhev.1999.0335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034070524&doi=10.1006%2fjhev.1999.0335&partnerID=40&md5=57b57ec61414f9077f310832b491960f","Department of Anthropology, George Washington University, 2110 G St, NW, Washington, DC 20052, United States; Human Origins Program, National Museum of National History, Smithsonian Institution, Washington, DC 20560, United States; Department of Anthropology, University of New Mexico, Albuquerque, NM 87131, United States; Department of Anthropology, American Museum of Natural History, Central Park West at 79th, New York, NY 10024, United States","Lieberman, D.E., Department of Anthropology, George Washington University, 2110 G St, NW, Washington, DC 20052, United States, Human Origins Program, National Museum of National History, Smithsonian Institution, Washington, DC 20560, United States; Pearson, O.M., Department of Anthropology, University of New Mexico, Albuquerque, NM 87131, United States; Mowbray, K.M., Department of Anthropology, American Museum of Natural History, Central Park West at 79th, New York, NY 10024, United States","This study examines the extent to which the major dimensions of the cranial base (maximum length, maximum breadth, and flexion) interact with brain volume to influence major proportions of the neurocranium and face. A model is presented for developmental interactions that occur during ontogeny between the brain and the cranial base and neurocranium, and between the neurobasicranial complex (NBC) and the face. The model is tested using exocranial and radiographic measurements of adult crania sampled from five geographically and craniometrically diverse populations. The results indicate that while variations in the breadth, length and flexion of the cranial base are mutually independent, only the maximum breadth of the cranial base (POB) has significant effects on overall cranial proportions, largely through its interactions with brain volume which influence NBC breadth. These interactions also have a slight influence on facial shape because NBC width constrains facial width, and because narrow-faced individuals tend to have antero-posteriorly longer faces relative to facial breadth than wide-faced individuals. Finally, the model highlights how integration between the cranial base and the brain may help to account for the developmental basis of some morphological variations such as occipital bunning. Among modern humans, the degree of posterior projection of the occipital bone appears to be a consequence of having a large brain on a relatively narrow cranial base. Occipital buns in Neanderthals, who have wide cranial bases relative to endocranial volume, may not be entirely homologous with the morphology occasionally evident in Homo sapiens.","Basicranium; Cranium; Integration; Neurocranium; Occipital bun; Skull","morphometry; skull; Crania; Hominidae; Hominidae; Homo sapiens; Primates",Article,"Final",,Scopus,2-s2.0-0034070524
"Moyers R.E., Bookstein F.L.","7003469201;7004606384;","The inappropriateness of conventional cephalometrics",1979,"American Journal of Orthodontics","75","6",,"599","617",,203,"10.1016/0002-9416(79)90093-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018726498&doi=10.1016%2f0002-9416%2879%2990093-9&partnerID=40&md5=58d7c0eb038a14431fe30f2f085d9ee4","Center for Human Growth and Development, The University of Michigan, Ann Arbor, MI, United States","Moyers, R.E., Center for Human Growth and Development, The University of Michigan, Ann Arbor, MI, United States; Bookstein, F.L., Center for Human Growth and Development, The University of Michigan, Ann Arbor, MI, United States","1. 1. Cephalometric conventions today may have little basis in either biology or biometrics. 2. 2. There is no theory of cephalometrics, only conventions which involve landmarks and straight lines only. These fail to capture the curving of form and its changes, exclude proper measures of size for bent structures, and misrepresent growth, portraying it as vector displacement rather than a generalized distortion. 3. 3. Conventional cephalometric procedures misinform by fabrication of misleading geometric quantities, by camouflage, particularly of remodeling, by confusion about what is happening (analysis of rotations, treating shape separately from size, and registering angles on landmarks as vertices), and by subtraction as a representation of growth. 4. 4. We suggest that the present systems offer little real hope of improvement sufficient to meet our needs in craniofacial growth research. We call attention to three possible techniques to be included in future cephalometric conventions: (1) tangents and curvatures, (2) Blum's medial axis (""skeleton""), and (3) biorthogonal grids. © 1979.",,"bone; cephalometry; diagnosis; methodology; soft tissue; Biometry; Cephalometry; Craniometry; Face; Human; Jaw; Maxillofacial Development; Models, Biological; Skull",Article,"Final",,Scopus,2-s2.0-0018726498
"Bailey R.C., Byrnes J.","25030380100;7005120707;","A new, old method for assessing measurement error in both univariate and multivariate morphometric studies",1990,"Systematic Zoology","39","2",,"124","130",,181,"10.2307/2992450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959834963&doi=10.2307%2f2992450&partnerID=40&md5=79dbe2a21618e6c9f1ec85f55bb7e682","Ecology and Evolution Group, Department of Zoology, University of Western Ontario, London, ON, N6A 5B7, Canada","Bailey, R.C., Ecology and Evolution Group, Department of Zoology, University of Western Ontario, London, ON, N6A 5B7, Canada; Byrnes, J., Ecology and Evolution Group, Department of Zoology, University of Western Ontario, London, ON, N6A 5B7, Canada","A new approach to assessing percent measurement error (%ME), using an old statistical technique (Model II Analyses of Variance and Covariance: ANOVA/ANCOVA), was developed using both weight and linear measurements made three times each on 87 freshwater snails (Cipangopaludina chinensis; Vivipariidae). Variability of each measurement, as well as covariability between pairs of measurements, was partitioned into among- and within-snail (i.e., measurement error) components. The %ME varied by two orders of magnitude across the ten measurement variables considered. Shell weight had the lowest %ME (0.059%), while body whorl height had the highest (3.88%). There was a low correlation between %ME and the among-snail coefficient of variation for each variable (r = −0.28; P &gt; 0.20). Within-snail correlations between pairs of measurement variables were uniformly low (rwithin ≤ 0.20), while among-snail correlations were generally very high (r = 0.74 to 0.99) due to the large size range of snails in the sample. In any morphometric study, if %ME is found to be high for a particular variable, it should either be deleted from the study or remeasured a number of times on every individual to be included in the dataset. © 1990 Society of Systematic Zoology.","Measurement error; Model II ANOVA/ANCOVA; Morphhometrics",,Article,"Final",,Scopus,2-s2.0-84959834963
