Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Legendre P., Legendre L.","",[No title available],1998,"Numerical Ecology",,,,"","",,11425,,,,"Legendre, P.; Legendre, L.",[No abstract available],,,,,,Scopus,2-s2.0-0004170691
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"Bookstein Fred L.","7004606384;","Principal warps: Thin-plate splines and the decomposition of deformations",1992,"IEEE Transactions on Pattern Analysis and Machine Intelligence","v","n",,"567","585",,1644,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250830971&partnerID=40&md5=fa6e9678132442da34d318864bc4f57e","Univ of Michigan, Cent for Human, Growth & Dev, Ann Arbor, MI, USA","Bookstein, Fred L., Univ of Michigan, Cent for Human, Growth & Dev, Ann Arbor, MI, USA","The decomposition of deformations by principal warps is demonstrated. The method is extended to deal with curving edges between landmarks. This formulation is related to other applications of splines current in computer vision. How they might aid in the extraction of features for analysis, comparison, and diagnosis of biological and medical images is indicated.",,"Biomedical Engineering--Imaging Techniques; Vision--Artificial; Computer Vision; Decomposition of Deformations; Principal Warps; Thin Plate Splines; Image Processing",Article,"Final",,Scopus,2-s2.0-34250830971
"Borcard D., Gillet F., Legendre P.","",[No title available],2011,"Numerical Ecology with R",,,,"","",,1629,,,,"Borcard, D.; Gillet, F.; Legendre, P.",[No abstract available],,,,"Final",,Scopus,2-s2.0-79957643023
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1201,"10.1080/11250000409356545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242321708&doi=10.1080%2f11250000409356545&partnerID=40&md5=74fa0a4ec02d5ccc6f34b38d4e228cd8","Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria; Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","Adams, D.C., Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Slice, D.E., Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria, Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","The analysis of shape is a fundamental part of much biological research. As the field of statistics developed, so have the sophistication of the analysis of these types of data. This lead to multivariate morphometrics in which suites of measurements were analyzed together using canonical variates analysis, principal components analysis, and related methods. In the 1980s, a fundamental change began in the nature of the data gathered and analyzed. This change focused on the coordinates of landmarks and the geometric information about their relative positions. As a by-product of such an approach, results of multivariate analyses could be visualized as configurations of landmarks back in the original space of the organism rather than only as statistical scatter plots. This new approach, called “geometric morphometrics”;, had benefits that lead Rohlf and Marcus (1993) to proclaim a “revolution”; in morphometrics. In this paper, we briefly update the discussion in that paper and summarize the advances in the ten years since the paper by Rohlf and Marcus. We also speculate on future directions in morphometric analysis. © 2004 Taylor & Francis Group, LLC.","Generalized Procrustes analysis; Geometric morphometrics; Shape analysis","geometry; morphometry; zoology; Procrustes",Article,"Final",Open Access,Scopus,2-s2.0-1242321708
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031107378&doi=10.1016%2fS1361-8415%2897%2985012-8&partnerID=40&md5=13e7bb81c1f834c67647b53d0eefa883","Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Bookstein, F.L., Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Morphometrics, a new branch of statistics, combines tools from geometry, computer graphics and biometrics in techniques for the multivariate analysis of biological shape variation. Although medical image analysts typically prefer to represent scenes by way of curving outlines or surfaces, the most recent developments in this associated statistical methodology have emphasized the domain of landmark data: size and shape of configurations of discrete, named points in two or three dimensions. This paper introduces a combination of Procrustes analysis and thin-plate splines, the two most powerful tools of landmark-based morphometrics, for multivariate analysis of curving outlines in samples of biomedical images. The thin-plate spline is used to assign point-to-point correspondences, called semi-landmarks, between curves of similar but variable shape, while the standard algorithm for Procrustes shape averages and shape coordinates is altered to accord with the ways in which semi-landmarks formally differ from more traditional landmark loci. Subsequent multivariate statistics and visualization proceed mainly as in the landmark-based methods. The combination provides a range of complementary filters, from high pass to low pass, for effects on outline shape in grouped studies. The low-pass version is based on the spectrum of the spline, the high pass, on a familiar special case of Procrustes analysis. This hybrid method is demonstrated in a comparison of the shape of the corpus callosum from mid-sagittal sections of MRI of 25 human brains, 12 normal and 13 with schizophrenia.","Morphometrics; Multivariate analysis; Outlines; Procrustes analysis; Thin-plate spline","algorithm; article; corpus callosum; histology; human; image processing; methodology; multivariate analysis; nuclear magnetic resonance imaging; pathology; schizophrenia; statistics; Algorithms; Corpus Callosum; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Multivariate Analysis; Schizophrenia",Article,"Final",,Scopus,2-s2.0-0031107378
"Rangel T.F., Diniz-Filho J.A.F., Bini L.M.","9336605900;7004620621;7005544280;","SAM: A comprehensive application for Spatial Analysis in Macroecology",2010,"Ecography","33","1",,"46","50",,862,"10.1111/j.1600-0587.2009.06299.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953931276&doi=10.1111%2fj.1600-0587.2009.06299.x&partnerID=40&md5=64f973d12d382def2174de8f058cb354","Dept of Ecology and Evolutionary Biology, University of Connecticut, Storrs, CT, United States; Depto de Ecologia, University Federal de Goiás, Goiânia, Goiás, Brazil","Rangel, T.F., Dept of Ecology and Evolutionary Biology, University of Connecticut, Storrs, CT, United States; Diniz-Filho, J.A.F., Depto de Ecologia, University Federal de Goiás, Goiânia, Goiás, Brazil; Bini, L.M., Depto de Ecologia, University Federal de Goiás, Goiânia, Goiás, Brazil","SAM (Spatial Analysis in Macroecology) is a freeware application that offers a comprehensive array of spatial statistical methods, focused primarily on surface pattern spatial analysis. SAM is a compact, but powerful stand-alone software, with a user-friendly, menu-driven graphical interface. The methods available in SAM are the most commonly used in macroecology and geographical ecology, and range from simple tools for exploratory graphical analysis (e.g. mapping and graphing) and descriptive statistics of spatial patterns (e.g. autocorrelation metrics), to advanced spatial regression models (e.g. autoregression and eigenvector filtering). Download of the software, along with the user manual, can be downloaded online at the SAM website: <www.ecoevol.ufg.br> (permanent URL at <http://purl.oclc.org/sam/>). © 2010 The Author. Journal compilation © 2010 Ecography.",,"graphical method; Internet; macroecology; numerical model; regression analysis; software; spatial analysis",Article,"Final",,Scopus,2-s2.0-77953931276
"Borcard D., Legendre P., Avois-Jacquet C., Tuomisto H.","6701574138;7102941427;8250520200;56329177400;","Dissecting the spatial structure of ecological data at multiple scales",2004,"Ecology","85","7",,"1826","1832",,581,"10.1890/03-3111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4444374541&doi=10.1890%2f03-3111&partnerID=40&md5=b19da797e460a153cee5fd22fa982583","Dépt. de Sciences Biologiques, Université de Montréal, succursale Centre-ville, Montréal, Qué. H3C 3J7, Canada; Station d'Hydrobiologie Lacustre, INRA, BP 511, F-74203 Thonon-les-Bains Cedex, France; Department of Biology, University of Turku, FIN-20014 Turku, Finland","Borcard, D., Dépt. de Sciences Biologiques, Université de Montréal, succursale Centre-ville, Montréal, Qué. H3C 3J7, Canada; Legendre, P., Dépt. de Sciences Biologiques, Université de Montréal, succursale Centre-ville, Montréal, Qué. H3C 3J7, Canada; Avois-Jacquet, C., Dépt. de Sciences Biologiques, Université de Montréal, succursale Centre-ville, Montréal, Qué. H3C 3J7, Canada, Station d'Hydrobiologie Lacustre, INRA, BP 511, F-74203 Thonon-les-Bains Cedex, France; Tuomisto, H., Department of Biology, University of Turku, FIN-20014 Turku, Finland","Spatial structures may not only result from ecological interactions, they may also play an essential functional role in organizing the interactions. Modeling spatial patterns at multiple spatial and temporal scales is thus a crucial step to understand the functioning of ecological communities. PCNM (principal coordinates of neighbor matrices) analysis achieves a spectral decomposition of the spatial relationships among the sampling sites, creating variables that correspond to all the spatial scales that can be perceived in a given data set. The analysis then finds the scales to which a data table of interest responds. The significant PCNM variables can be directly interpreted in terms of spatial scales, or included in a procedure of variation decomposition with respect to spatial and environmental components. This paper presents four applications of PCNM analysis to ecological data representing combinations of: transect or surface data, regular or irregular sampling schemes, univariate or multivariate data. The data sets include Amazonian ferns, tropical marine zooplankton, chlorophyll in a marine lagoon, and oribatid mites in a peat bog. In each case, new ecological knowledge was obtained through PCNM analysis.","Chlorophyll a; Oribatid mites; Principal coordinates of neighbor matrices (PCNM); Sampling design; Scale; Spatial analysis; Tropical ferns; Tropical zooplankton; Variation partitioning","community ecology; ecosystem function; principal component analysis; scale effect; spatial analysis; Acari; Filicophyta; Oribatida",Article,"Final",,Scopus,2-s2.0-4444374541
"Rohlf F.J.","",[No title available],2006,"TpsDig, Version 2.10",,,,"","",,561,,,,"Rohlf, F.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-46749110881
