Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Albarella U., Dobney K., Rowley-Conwy P.","8267110000;6602595568;57204378841;","Size and shape of the Eurasian wild boar (Sus scrofa), with a view to the reconstruction of its Holocene history",2009,"Environmental Archaeology","14","2",,"103","136",,45,"10.1179/146141009X12481709928283",2-s2.0-73949130124
"Albarella U., Johnstone C., Vickers K.","8267110000;8300397000;12040286400;","The development of animal husbandry from the Late Iron Age to the end of the Roman period: a case study from South-East Britain",2008,"Journal of Archaeological Science","35","7",,"1828","1848",,43,"10.1016/j.jas.2007.11.016",2-s2.0-43249094952
"Baylac M.","","Rmorph: A R geometric and multivariate morphometrics library.",2012,"Rmorph: A R Geometric and Multivariate Morphometrics Library",,,,"","",,57,,2-s2.0-55349130219
"Baylac M., Friess M.","","Fourier descriptors, Procrustes superimposition, and data dimensionality: An example of cranial shape analysis in modern human populations",2005,"Modern Morphometrics in Physical Anthropology",,,,"145","165",,90,,2-s2.0-14744301944
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8",2-s2.0-0031107378
"Caumul R., Polly P.D.","9742023200;9841533000;","Phylogenetic and environmental components of morphological variation: Skull, mandible, and molar shape in marmots (Marmota, Rodentia)",2005,"Evolution","59","11",,"2460","2472",,163,"10.1111/j.0014-3820.2005.tb00955.x",2-s2.0-28644436181
"Colomer A., Gardeisen A.","","La consommation des aniinaux d'élevage et de chasse dans la ville de Lattara (fin du IVe s. av. n. È.-milieu du Ic s. de n. è.)",1992,"Lattara","5",,,"91","110",,7,,2-s2.0-0345749506
"Colominas L., Saña M.","","Animal husbandry in the north-east of catalonia from the 1 to the 5 century ad: Improvement and importation",2009,"Stud. World Roman Period","4",,,"9","26",,2,,2-s2.0-84926041264
"Colominas L., Schlumbaum A., Saña M.","55837242500;14045945100;25227013200;","The impact of the Roman Empire on animal husbandry practices: study of the changes in cattle morphology in the north-east of the Iberian Peninsula through osteometric and ancient DNA analyses",2014,"Archaeological and Anthropological Sciences","6","1",,"1","16",,11,"10.1007/s12520-013-0116-9",2-s2.0-84961289581
"Cucchi T., Barnett R., Martínková N., Renaud S., Renvoisé E., Evin A., Sheridan A., Mainland I., Wickham-Jones C., Tougard C., Quéré J.P., Pascal M., Pascal M., Heckel G., O'Higgins P., Searle J.B., Dobney K.M.","6506822509;36776853100;6602917577;7103131750;23502206400;23977570900;57193173658;6506246320;6506865607;23394014700;7003533648;7101622903;55841654300;6602994529;7004722122;7102976955;6602595568;","The changing pace of insular life: 5000 years of microevolution in the orkney vole (microtus arvalis orcadensis)",2014,"Evolution","68","10",,"2804","2820",,36,"10.1111/evo.12476",2-s2.0-84908068182
"Cucchi T., Fujita M., Dobney K.","6506822509;18041913000;6602595568;","New insights into pig taxonomy, domestication and human dispersal in Island South East Asia: Molar shape analysis of Sus remains from Niah Caves, Sarawak",2009,"International Journal of Osteoarchaeology","19","4",,"508","530",,55,"10.1002/oa.974",2-s2.0-70349639859
"Cucchi T., Hulme-Beaman A., Yuan J., Dobney K.","6506822509;36627224600;56988201600;6602595568;","Early Neolithic pig domestication at Jiahu, Henan Province, China: Clues from molar shape analyses using geometric morphometric approaches",2011,"Journal of Archaeological Science","38","1",,"11","22",,79,"10.1016/j.jas.2010.07.024",2-s2.0-78049286754
"Dray S., Dufour A.-B.","7006516345;8291830900;","The ade4 package: Implementing the duality diagram for ecologists",2007,"Journal of Statistical Software","22","4",,"1","20",,2364,"10.18637/jss.v022.i04",2-s2.0-37649024043
"Duval C.","","Évolution et diversité de la forme du cochon entre l'âge du Fer et la période moderne en Gaule et en France",2017,"Evolution et diversité de la forme du cochon entre la fin de l’âge du Fer et la période moderne en Gaule et en France",,,,"","",,2,,2-s2.0-85025086517
"Duval C., Frémondeau D., Lepetz S., Horard-Herbin M.-P.","","L'élevage du porc: un savoir-faire gaulois ? Apport croisé des études isotopique et ostéométrique des os de cochon",2014,"Évolution des sociétés gauloises du second âge du Fer, entre mutations internes et influences externes, Actes du 38e colloque international de l'AFEAF (Amiens, 29 mai-1er juin 2014)",,,,"","",,1,,2-s2.0-85030421081
"Duval C., Horard-Herbin M.-P., Lepetz S.","55701507500;6504583713;26036377000;","Morphological changes in domestic cattle in Gaul, from the second century BC to the fifth century AD: Diversity of herds in the Seine valley (France) and northern Gaul",2013,"Journal of Archaeological Science","40","11",,"3977","3990",,9,"10.1016/j.jas.2013.04.016",2-s2.0-84881247300
"Duval C., Lepetz S., Horard-Herbin M.-P.","","Diversité des cheptels et diversification des morphotypes bovins dans le tiers nord-ouest des Gaules entre la fin de l’âge du Fer et la période romaine",2012,"Gallia","69","2",,"79","114",,7,,2-s2.0-84925994391
