Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Domínguez-Rodrigo M., Pickering T.R.","","A multivariate approach for discriminating bone accumulations created by spotted hyenas and leopards: harnessing actualistic data from East and Southern Africa",2010,"Journal of Taphonomy","8","2-3",,"155","179",,33,,2-s2.0-84858072560
"Domínguez-Rodrigo M., Piqueras A.","6603679662;6603798493;","The use of tooth pits to identify carnivore taxa in tooth-marked archaeofaunas and their relevance to reconstruct hominid carcass processing behaviours",2003,"Journal of Archaeological Science","30","11",,"1385","1391",,176,"10.1016/S0305-4403(03)00027-X",2-s2.0-0141976193
"Domínguez-Rodrigo M., Barba R., Egeland C.P.","","Deconstructing Olduvai",2007,"Deconstructing Olduvai: A Taphonomic Study of the Bed I Sites",,,,"","",,154,,2-s2.0-55949107976
"Domínguez-Rodrigo M., Mabulla A.Z.P., Bunn H.T., Diez-Martin F., Baquedano E., Barboni D., Barba R., Domínguez-Solera S., Sánchez P., Ashley G.M., Yravedra J.","6603679662;18133831000;7103073015;24823717300;36237883200;55881667400;21734480700;26658922700;24825724000;7004452828;56962776200;","Disentangling hominin and carnivore activities near a spring at FLK North (Olduvai Gorge, Tanzania)",2010,"Quaternary Research","74","3",,"363","375",,35,"10.1016/j.yqres.2010.07.004",2-s2.0-78649333664
"Domínguez-Rodrigo M., Pickering T.R., Baquedano E., Mabulla A., Mark D.F., Musiba C., Bunn H.T., Uribelarrea D., Smith V., Diez-Martin F., Pérez-González A., Sánchez P., Santonja M., Barboni D., Gidna A., Ashley G., Yravedra J., Heaton J.L., Arriaza M.C.","6603679662;35570740600;36237883200;18133831000;8839623400;6505461049;7103073015;6507093504;7401798754;24823717300;55148343400;24825724000;6507934601;55881667400;55123224100;7004452828;56962776200;15725167000;56786056800;","First partial skeleton of a 1.34-million-year-old Paranthropus boiseifrom Bed II, Olduvai Gorge, Tanzania",2013,"PLoS ONE","8","12", e80347,"","",,78,"10.1371/journal.pone.0080347",2-s2.0-84891917532
"Domínguez-Rodrigo M., Yravedra J., Organista E., Gidna A., Fourvel J.-B., Baquedano E.","6603679662;56962776200;55839096100;55123224100;37022869600;36237883200;","A new methodological approach to the taphonomic study of paleontological and archaeological faunal assemblages: A preliminary case study from Olduvai gorge (tanzania)",2015,"Journal of Archaeological Science","59",,,"35","53",,24,"10.1016/j.jas.2015.04.007",2-s2.0-84925415246
"Fraser C.S.","7401516165;","Multiple focal setting self-calibration of close-range metric cameras.",1980,"Photogrammetric Engineering & Remote Sensing","46","9",,"1161","1171",,20,,2-s2.0-0019229377
"Freidline S.E., Gunz P., Harvati K., Hublin J.-J.","35321002600;6506472733;57203032637;6602606027;","Middle Pleistocene human facial morphology in an evolutionary and developmental context",2012,"Journal of Human Evolution","63","5",,"723","740",,39,"10.1016/j.jhevol.2012.08.002",2-s2.0-84867478569
"Gidna A., Yravedra J., Domínguez-Rodrigo M.","55123224100;56962776200;6603679662;","A cautionary note on the use of captive carnivores to model wild predator behavior: A comparison of bone modification patterns on long bones by captive and wild lions",2013,"Journal of Archaeological Science","40","4",,"1903","1910",,55,"10.1016/j.jas.2012.11.023",2-s2.0-84872443465
"Girardeau-Montaut D.","","Cloudcompare, a 3D Point Cloud and Mesh Processing Free Software",2014,"CloudCompare, 3D Point Cloud andMesh Processing Software",,,,"","",,84,,2-s2.0-84899820938
"González-Aguilera D., López-Fernández L., Rodriguez-Gonzalvez P., Guerrero D., Hernandez-Lopez D., Remondino F., Menna F., Nocerino E., Toschi I., Ballabeni A., Gaiani M.","24477009700;56875325000;25650877600;57190386318;55327100200;6507122674;35976590400;44061832600;56487797400;56823524800;6508103706;","Development of an all-purpose free photogrammetric tool",2016,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","41",,,"31","38",,25,"10.5194/isprsarchives-XLI-B6-31-2016",2-s2.0-84979633275
"González-Aguilera D., López-Fernández L., Rodríguez-González P., Guerrero-Sevilla D., Hernández-López D., Menna F., Nocerino E., Toschi I., Remondino F., Ballabeni A., Gaiani M.","","InteGRAted PHOtogrammetric Suite, GRAPHOS. Congress: CATCON7-ISPRS",2016,"Congress: CATCON7-ISPRS",,,,"","",,7,,2-s2.0-85015769815
"Gunz P., Bulygina E.","6506472733;15020199800;","The Mousterian child from Teshik-Tash is a Neanderthal: A geometric morphometric study of the frontal bone",2012,"American Journal of Physical Anthropology","149","3",,"365","379",,8,"10.1002/ajpa.22133",2-s2.0-84867580443
"Hall B.K.","57203106489;","Descent with modification: The unity underlying homology and homoplasy as seen through an analysis of development and evolution",2003,"Biological Reviews of the Cambridge Philosophical Society","78","3",,"409","433",,189,"10.1017/S1464793102006097",2-s2.0-0141594724
"Haynes G.","","Bone Modifications and Skeletal Disturbances by Natural Agencies: Studies in North America",1981,"Bone Modifications and Skeletal Disturbances by Natural Agencies: Studies in North America",,,,"","",,33,,2-s2.0-17744365241
"Horwitz L.K., Smith P.","7102048481;55723632400;","The effects of striped hyaena activity on human remains",1988,"Journal of Archaeological Science","15","5",,"471","481",,50,"10.1016/0305-4403(88)90077-5",2-s2.0-0024159425
"Klingenberg C.P.","7004588456;","Novelty and ""homology-free"" morphometrics: What's in a name?",2008,"Evolutionary Biology","35","3",,"186","190",,60,"10.1007/s11692-008-9029-4",2-s2.0-69549116333
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1766,"10.1111/j.1755-0998.2010.02924.x",2-s2.0-78650839801
"Klingenberg C.P., Montero L.R.","7004588456;7103010498;","Distances and directions in multidimensional shape spaces: Implications for morphometric applications",2005,"Systematic Biology","54","4",,"678","688",,229,"10.1080/10635150590947258",2-s2.0-15244360917
"Lycett S.J., Cramon-Taubadel N.v., Gowlett J.A.J.","9434693200;23471109300;6603228354;","A comparative 3D geometric morphometric analysis of Victoria West cores: implications for the origins of Levallois technology",2010,"Journal of Archaeological Science","37","5",,"1110","1117",,57,"10.1016/j.jas.2009.12.011",2-s2.0-77649192918
"Maté González M.T., Yravedra J., González-Aguilera D., Palomeque-González J.F., Domínguez-Rodrigo M.","56780291300;56962776200;24477009700;56780262200;6603679662;","Micro-photogrammetric characterization of cut marks on bones",2015,"Journal of Archaeological Science","62",,,"128","142",,58,"10.1016/j.jas.2015.08.006",2-s2.0-84939196614
"Maté-González M.Á., Palomeque-González J.F., Yravedra J., González-Aguilera D., Domínguez-Rodrigo M.","56780291300;56780262200;56962776200;24477009700;6603679662;","Micro-photogrammetric and morphometric differentiation of cut marks on bones using metal knives, quartzite, and flint flakes",2018,"Archaeological and Anthropological Sciences","10","4",,"805","816",,31,"10.1007/s12520-016-0401-5",2-s2.0-85030220578
"MatÉ-GonzÁlez M.Á., Aramendi J., Yravedra J., Blasco R., Rosell J., GonzÁlez-Aguilera D., DomÍnguez-Rodrigo M.","56780291300;55827562600;56962776200;23099008800;35747067100;24477009700;6603679662;","Assessment of statistical agreement of three techniques for the study of cut marks: 3D digital microscope, laser scanning confocal microscopy and micro-photogrammetry",2017,"Journal of Microscopy","267","3",,"356","370",,24,"10.1111/jmi.12575",2-s2.0-85018756590
"Milner G.R., Smith V.G.","7006680434;55435420900;","Carnivore alteration of human bone from a late prehistoric site in illinois",1989,"American Journal of Physical Anthropology","79","1",,"43","49",,40,"10.1002/ajpa.1330790105",2-s2.0-0024553303
"Münzel S.C., Stiller M., Hofreiter M., Mittnik A., Conard N.J., Bocherens H.","6507370782;21834940400;6701450663;37124461600;6603626316;7006654386;","Pleistocene bears in the Swabian Jura (Germany): Genetic replacement, ecological displacement, extinctions and survival",2011,"Quaternary International","245","2",,"225","237",,53,"10.1016/j.quaint.2011.03.060",2-s2.0-82755189603
"Nelson E., Hall J., Randolph-Quinney P., Sinclair A.","35105614600;57192811548;56862348800;56358638800;","Beyond size: The potential of a geometric morphometric analysis of shape and form for the assessment of sex in hand stencils in rock art",2017,"Journal of Archaeological Science","78",,,"202","213",,8,"10.1016/j.jas.2016.11.001",2-s2.0-85008168812
"Njau J.K., Blumenschine R.J.","6504092583;6602434690;","A diagnosis of crocodile feeding traces on larger mammal bone, with fossil examples from the Plio-Pleistocene Olduvai Basin, Tanzania",2006,"Journal of Human Evolution","50","2",,"142","162",,132,"10.1016/j.jhevol.2005.08.008",2-s2.0-32144452367
"Njau J.K., Blumenschine R.J.","6504092583;6602434690;","Crocodylian and mammalian carnivore feeding traces on hominid fossils from FLK 22 and FLK NN 3, Plio-Pleistocene, Olduvai Gorge, Tanzania",2012,"Journal of Human Evolution","63","2",,"408","417",,35,"10.1016/j.jhevol.2011.05.008",2-s2.0-84861069950
"O'Higgins P., Johnson J.","","The quantitative description and comparison of biological forms",1988,"Crit. Rev. Anat. Sci.","1",,,"149","170",,17,,2-s2.0-0042532625
"O'Higgins P., Jones N.","7004722122;57199321878;","Facial growth in Cercocebus torquatus: An application of three-dimensional geometric morphometric techniques to the study of morphological variation",1998,"Journal of Anatomy","193","2",,"251","272",,277,"10.1017/S0021878298003975",2-s2.0-0031724058
"Pante M.C., Muttart M.V., Keevil T.L., Blumenschine R.J., Njau J.K., Merritt S.R.","21733442900;57192594999;57192595276;6602434690;6504092583;56600134900;","A new high-resolution 3-D quantitative method for identifying bone surface modifications with implications for the Early Stone Age archaeological record",2017,"Journal of Human Evolution","102",,,"1","11",,37,"10.1016/j.jhevol.2016.10.002",2-s2.0-85006943933
"Espigares M.P., Martínez-Navarro B., Palmqvist P., Ros-Montoya S., Toro I., Agustí J., Sala R.","9250643200;6603538110;56051321800;9250643300;7005596749;7003703213;7005992902;","Homo vs. Pachycrocuta: Earliest evidence of competition for an elephant carcass between scavengers at Fuente Nueva-3 (Orce, Spain)",2013,"Quaternary International","295",,,"113","125",,69,"10.1016/j.quaint.2012.09.032",2-s2.0-84876727090
"Richtsmeier J.T., DeLeon V.B., Lele S.R.","7004651665;6603220772;35966285500;","The promise of geometric morphometrics",2002,"Yearbook of Physical Anthropology","45",,,"63","91",,204,"10.1002/ajpa.10174",2-s2.0-0040074359
"Rohlf F.J.","7003281107;","Shape statistics: Procrustes superimpositions and tangent spaces",1999,"Journal of Classification","16","2",,"197","223",,537,"10.1007/s003579900054",2-s2.0-0033235691
"Rohlf F.J., Corti M.","7003281107;56232198800;","Use of two-block partial least-squares to study covariation in shape",2000,"Systematic Biology","49","4",,"740","753",,459,"10.1080/106351500750049806",2-s2.0-0034351393
"James Rohlf F., Marcus L.F.","24518567800;7005305240;","A revolution morphometrics",1993,"Trends in Ecology and Evolution","8","4",,"129","132",,1263,"10.1016/0169-5347(93)90024-J",2-s2.0-0242462501
"Sala N., Arsuaga J.L., Haynes G.","55206743000;6506247114;57205970221;","Taphonomic comparison of bone modifications caused by wild and captive wolves (Canis lupus)",2014,"Quaternary International","330","1",,"126","135",,35,"10.1016/j.quaint.2013.08.017",2-s2.0-84898823620
"Saladié P.","","Mossegades d'omnívors. Aproximació experimental i aplicació zooarqueològica als jaciments de la Sierra de Atapuerca",2009,"Ph.D. Dissertation",,,,"","",,31,,2-s2.0-68349093059
"Saladié P., Rodríguez-Hidalgo A., Díez C., Martín-Rodríguez P., Carbonell E.","16639666300;36140426200;7006280825;55474866700;7004942023;","Range of bone modifications by human chewing",2013,"Journal of Archaeological Science","40","1",,"380","397",,50,"10.1016/j.jas.2012.08.002",2-s2.0-84867908957
"Selvaggio M.M., Wilder J.","6602273528;57212353876;","Identifying the involvement of multiple carnivore taxa with archaeological bone assemblages",2001,"Journal of Archaeological Science","28","5",,"465","470",,136,"10.1006/jasc.2000.0557",2-s2.0-0035003742
"Shipman P.","",[No title available],1981,"Life History of a Fossil: An Introduction to Taphonomy and Paleoecology",,,,"","",,433,,2-s2.0-0003545416
"Slice D.E.","6603334019;","Landmark coordinates aligned by procrustes analysis do not lie in Kendall's shape space",2001,"Systematic Biology","50","1",,"141","149",,158,"10.1080/10635150119110",2-s2.0-0035527386
"Slice D.E.","","Modern morphometrics",2005,"Modern Morphometrics in Physical Anthropology",,,,"1","45",,103,,2-s2.0-33645027471
"Straus L.G.","","Carnivores and cave sites in Cantabrian Spain",1982,"Journal of Anthropological Research","38","1",,"75","96",,53,,2-s2.0-0002259535
"Sutcliffe A.J.","7005644760;","Spotted hyaena: Crusher, Gnawer, digester and collector of bones",1970,"Nature","227","5263",,"1110","1113",,223,"10.1038/2271110a0",2-s2.0-0014942692
"Timm N.H.","",[No title available],2002,"Applied Multivariate Analysis",,,,"","",,468,,2-s2.0-0012607226
"Turner E.","57198108343;","The carnivore and human occupations of the Wildscheuer cave, an Upper Pleistocene ""des. res."" in Hesse, Germany",2004,"Revue de Paleobiologie","23","2",,"897","925",,1,,2-s2.0-17844388125
"Valente M.J.","54382399000;","Humans and carnivores in the Early Upper Paleolithic in Portugal: Data from Pego do Diabo Cave",2004,"Revue de Paleobiologie","23","2",,"611","626",,11,,2-s2.0-17744363652
"Yravedra J.","","Aprovechamiento cárnico de lince (Lynx pardina) durante el Pleistoceno Superior en el interior de la Península Ibérica",2005,"Munibe","57",,,"303","311",,12,,2-s2.0-77954034248
"Yravedra J.","","Chasing carnivores. The Taphonomist's Corner",2007,"Journal of Taphonomy","3",,,"149","",,2,,2-s2.0-85033342907
"Yravedra J., Domínguez-Rodrigo M., Santonja M., Pérez-González A., Panera J., Rubio-Jara S., Baquedano E.","56962776200;6603679662;6507934601;55148343400;36438531500;36438705600;36237883200;","Cut marks on the Middle Pleistocene elephant carcass of Áridos 2 (Madrid, Spain)",2010,"Journal of Archaeological Science","37","10",,"2469","2476",,83,"10.1016/j.jas.2010.05.007",2-s2.0-77955268885
