Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Acosta Nieva R.","",[No title available],2003,"L'ensemble funéraire Du Site De Caseta, Jalisco, Mexique: Une Approche archéo-Anthropologique",,,,"","",,4,,2-s2.0-77952746320
"De Alcalá F.J.","","Relación de Michoacán. Moisés Franco Mendoza, coord., with paleography by Clotilde Martínez Ibáñez y Carmen Molina Ruiz",2000,"Relación De Michoacán",,,,"","",,25,,2-s2.0-80051762561
"AlQahtani S.J., Hector M.P., Liversidge H.M.","56450570300;36117792800;6602158831;","Brief communication: The London atlas of human tooth development and eruption",2010,"American Journal of Physical Anthropology","142","3",,"481","490",,385,"10.1002/ajpa.21258",2-s2.0-77953532163
"Anderson J.E.","55497544100;","Human skeletons of tehuacán",1965,"Science","148","3669",,"496","497",,28,"10.1126/science.148.3669.496",2-s2.0-0042143010
"Anderson T.W.","","Asymptotic theory for principal component analysis",1963,"Ann. Math. Stat.","34",,,"122","148",,677,,2-s2.0-0001699986
"Anton S.C.","7005809473;","Intentional cranial vault deformation and induced changes of the cranial base and face",1989,"American Journal of Physical Anthropology","79","2",,"253","267",,129,"10.1002/ajpa.1330790213",2-s2.0-0024402829
"Anton S.C., Weinstein K.J.","7005809473;9233323000;","Artificial cranial deformation and fossil Australians revisited",1999,"Journal of Human Evolution","36","2",,"195","209",,45,"10.1006/jhev.1998.0266",2-s2.0-0033081055
"Bastir M., Rosas A., O'higgins P.","6603088960;7005126537;7004722122;","Craniofacial levels and the morphological maturation of the human skull",2006,"Journal of Anatomy","209","5",,"637","654",,157,"10.1111/j.1469-7580.2006.00644.x",2-s2.0-33750380914
"Bautista J., Ortega A.","",[No title available],2005,"Catálogo de los cráneos aislados de la Colección Solórzano","483",,,"","",,1,,2-s2.0-85070683329
"Blackwood B., Danby P.M.","","A study of artificial cranial deformation in New Britain",1955,"Journal of the Royal Anthropological Institute of Great Britain and Ireland","85","1-2",,"173","191",,39,,2-s2.0-0013520271
"Blom D.E.","7005939639;","Embodying borders: Human body modification and diversity in Tiwanaku society",2005,"Journal of Anthropological Archaeology","24","1",,"1","24",,90,"10.1016/j.jaa.2004.10.001",2-s2.0-14344262303
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Bookstein F.L.","7004606384;","Biometrics, biomathematics and the morphometric synthesis",1996,"Bulletin of Mathematical Biology","58","2",,"313","365",,309,"10.1007/BF02458311",2-s2.0-0030095282
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8",2-s2.0-0031107378
"Brothwell D.R.","",[No title available],1981,"Digging Up Bones",,,,"","",,1043,,2-s2.0-0004130575
"Brothwell D.","24538519200;","Possible evidence of a cultural practice affecting head growth in some late pleistocene east Asian and Australasian populations",1975,"Journal of Archaeological Science","2","1",,"75","77",,24,"10.1016/0305-4403(75)90048-5",2-s2.0-0013488218
"Bruzek J.","6602595244;","A method for visual determination of sex, using the human hip bone",2002,"American Journal of Physical Anthropology","117","2",,"157","168",,530,"10.1002/ajpa.10012",2-s2.0-0036159009
"Brůžek J., Santos F., Dutailly B., Murail P., Cunha E.","6602595244;7202141340;25638141200;6603224146;7004257452;","Validation and reliability of the sex estimation of the human os coxae using freely available DSP2 software for bioarchaeology and forensic anthropology",2017,"American Journal of Physical Anthropology","164","2",,"440","449",,23,"10.1002/ajpa.23282",2-s2.0-85024497726
"Buikstra J.E., Ubelaker D.H.","",[No title available],1994,"Standards for data collection from human skeletal remains","44",,,"","",,1,,2-s2.0-85070674098
"Cheverud J.M., Kohn L.A.P., Konigsberg L.W., Leigh S.R.","7006680247;7101859763;7004621690;7004384016;","Effects of fronto‐occipital artificial cranial vault modification on the cranial base and face",1992,"American Journal of Physical Anthropology","88","3",,"323","345",,93,"10.1002/ajpa.1330880307",2-s2.0-0026718133
"Clark J.L., Dobson S.D., Antón S.C., Hawks J., Hunley K.L., Wolpoff M.H.","23468392100;7102260512;7005809473;7004065811;6507949459;7004633939;","Identifying artificially deformed crania",2007,"International Journal of Osteoarchaeology","17","6",,"596","607",,20,"10.1002/oa.910",2-s2.0-38349186905
"Comas J., Marquer P.","","Crânes déformés de l'île de Sacrificios",1969,"Bull. Mém. Soc. Anthropol. Paris","4",,,"209","257",,3,,2-s2.0-84869218868
"Coquerelle M., Bookstein F.L., Braga J., Halazonetis D.J., Weber G.W., Mitteroecker P.","36140239700;7004606384;7004881640;7004163207;56370482200;6507135382;","Sexual dimorphism of the human mandible and its association with dental development",2011,"American Journal of Physical Anthropology","145","2",,"192","202",,60,"10.1002/ajpa.21485",2-s2.0-79956209491
"Dembo A., Imbelloni J.","","Deformaciones Intencionales del Cuerpo Humano de Carácter Étnico",1938,"Deformaciones intencionales del cuerpo humano de carácter étnico",,,,"","",,105,,2-s2.0-0004168610
"Demirjian A., Goldstein H., Tanner J.M.","7005987478;7203025236;7201406833;","A new system of dental age assessment",1973,"Human Biology","45","2",,"211","227",,1154,,2-s2.0-0015879505
"Dingwall E.J.","",[No title available],1931,"Artificial Cranial Deformation: A Contribution to the Study of Ethnic Mutilations",,,,"","",,119,,2-s2.0-0004131391
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,2-s2.0-0003489720
"Duncan W.N.","24334877000;","Cranial modification among the Maya: Absence of evidence or evidence of absence?",2009,"Bioarchaeology and Identity in the Americas",,,,"177","193",,14,,2-s2.0-84869208291
"Duncan W.N.","","Sellamiento ritual, envoltura y vendaje en la modificación cefálica Mesoamericana",2018,"Modificaciones cefálicas culturales en Mesoamérica. Una perspectiva continental","1",,,"261","282",,1,,2-s2.0-85070711654
"Falkenburger F.","","Recherches anthropologiques sur la déformation artificielle du crâne",1938,"Journal Société de Américanistes (Paris)","30","1",,"1","69",,9,,2-s2.0-14344262266
"Fletcher A., Pearson J., Ambers J.","26037941800;10045817300;6602405346;","The manipulation of social and physical identity in the Pre-Pottery Neolithic: Radiographic evidence for cranial modification at Jericho and its implications for the plastering of skulls",2008,"Cambridge Archaeological Journal","18","3",,"309","325",,16,"10.1017/S095977430S000383",2-s2.0-61349187086
"Frieß M., Baylac M.","57215457739;6701570331;","Exploring artificial cranial deformation using elliptic fourier analysis of procrustes aligned outlines",2003,"American Journal of Physical Anthropology","122","1",,"11","22",,61,"10.1002/ajpa.10286",2-s2.0-0041418176
"Geller P.L.","23396661400;","Getting a head start in life: Pre-Columbian Maya cranial modification from infancy to ancestorhood",2011,"The Bioarchaeology of the Human Head: Decapitation, Decoration, and Deformation",,,,"241","261",,7,,2-s2.0-84894831250
"Gervais V.","",[No title available],1989,"Deformations Artificielles De Cranes Préhispaniques Au Guatemala Et Au Mexique",,,,"","",,4,,2-s2.0-84869229528
"Gervais V.","","El uso del mecapal en Guatemala y sus consecuencias sobre la columna cervical (primeras observaciones)",2001,"Estudios de Antropología Biológica","10","2",,"","",,1,,2-s2.0-85070711263
"Gill G.W.","","Cultural Implications of Artificially Modified Human Remains from Northwestern Mexico",1985,"The Archaeology of West and Northwest Mesoamerica",,,,"193","215",,2,,2-s2.0-85058764788
"Goldstein M.S., Montagu M.F.A.","35506139300;23086412200;","Notes",1940,"American Journal of Physical Anthropology","27","2",,"312","317",,9,"10.1002/ajpa.1330270231",2-s2.0-84979140755
"Gomez-Valdes J.A., Martinez J.B., Pacheco A.R.","","Morfometría geométrica aplicada al estudio De la deformación cefálica intencional",2007,"Estudios de Antropología Biológica","13",,,"117","134",,4,,2-s2.0-84874882767
"Graham Jr. J.M., Kreutzman J., Earl D., Halberg A., Samayoa C., Guo X.","7404641656;16637619100;7004703145;6508260773;6506003676;57198725470;","Deformational brachycephaly in supine-sleeping infants",2005,"Journal of Pediatrics","146","2",,"253","257",,54,"10.1016/j.jpeds.2004.10.017",2-s2.0-13444309189
"Gunz P.","","Statistical and geometric reconstruction of hominid crania: Reconstructing australopithecine ontogeny",2005,"Statistical and geometric reconstruction of hominid crania: Reconstructing australopithecine ontogeny",,,,"","",,41,,2-s2.0-41749116897
"Gunz P., Bookstein F.L., Mitteroecker P., Stadlmayr A., Seidler H., Weber G.W.","6506472733;7004606384;6507135382;26536780900;7004117563;7402213147;","Early modern human diversity suggests subdivided population structure and a complex out-of-Africa scenario",2009,"Proceedings of the National Academy of Sciences of the United States of America","106","15",,"6094","6098",,140,"10.1073/pnas.0808160106",2-s2.0-65549154351
"Gunz P., Mitteroecker P.","6506472733;6507135382;","Semilandmarks: A method for quantifying curves and surfaces",2013,"Hystrix","24","1",,"","",,291,"10.4404/hystrix-24.1-6292",2-s2.0-84877942851
"Gunz P., Mitteroecker P., Bookstein F.L.","","Semilandmarks in three dimensions",2005,"Modern Morphometrics in Physical Anthropology",,,,"73","98",,432,,2-s2.0-18944380089
"Gunz P., Mitteroecker P., Neubauer S., Weber G.W., Bookstein F.L.","6506472733;6507135382;7102853256;7402213147;7004606384;","Principles for the virtual reconstruction of hominin crania",2009,"Journal of Human Evolution","57","1",,"48","62",,204,"10.1016/j.jhevol.2009.04.004",2-s2.0-67649976615
"Hakenbeck S.","","'Hunnic' modified skulls: Physical appearance, identity and the transformative nature of migrations",2009,"Mortuary Practices and Social Identities in the middle Ages",,,,"64","80",,14,,2-s2.0-77956646548
"Hartigan J.A., Wong M.A.","","A k-means clustering algorithm",1979,"Applied Statistics","28",,,"100","108",,6323,,2-s2.0-0001138328
"Holliday D.Y.","7006359761;","Occipital lesions: A possible cost of cradleboards",1993,"American Journal of Physical Anthropology","90","3",,"283","290",,21,"10.1002/ajpa.1330900303",2-s2.0-0027447709
"Houston S., Stuart D., Taube K.","7101855738;7201612248;8712804700;","The memory of bones: Body, being, and experience among the classic maya",2006,"The Memory of Bones: Body, Being, and Experience among the Classic Maya",,,,"1","324",,254,,2-s2.0-84898380819
"Hulse F.S.","","Appendix iii: Skeletal material",1945,"Excavations at Culiacán",,,,"187","195",,4,,2-s2.0-84895659561
"Hutchison B.L., Hutchison L.A.D., Thompson J.M.D., Mitchell E.A.","35608273900;15750453200;55730141400;7201803878;","Plagiocephaly and brachycephaly in the first two years of life: A prospective cohort study",2004,"Pediatrics","114","4",,"970","980",,217,"10.1542/peds.2003-0668-F",2-s2.0-16644388109
"Khudaverdyan A.","39961631600;","Trepanation and artificial cranial deformations in ancient Armenia",2011,"Anthropological Review","74","1",,"39","55",,9,"10.2478/v10044-010-0004-1",2-s2.0-84855484190
"Klingenberg C.P.","7004588456;","Analyzing fluctuating asymmetry with geometric morphometrics: Concepts, methods, and applications",2015,"Symmetry","7","2",,"843","934",,136,"10.3390/sym7020843",2-s2.0-84934755420
"Klingenberg C.P., Barluenga M., Meyer A.","7004588456;6602901177;57203423445;","Shape analysis of symmetric structures: Quantifying variation among individuals and asymmetry",2002,"Evolution","56","10",,"1909","1920",,581,"10.1111/j.0014-3820.2002.tb00117.x",2-s2.0-0036807802
"Klingenberg C.P., Mcintyre G.S.","7004588456;35986368100;","Geometric morphometrics of developmental instability: Analyzing patterns of fluctuating asymmetry with procrustes methods",1998,"Evolution","52","5",,"1363","1375",,528,,2-s2.0-0031731745
"Kohn L.A.P., Leigh S.R., Cheverud J.M.","7101859763;7004384016;7006680247;","Asymmetric vault modification in Hopi crania",1995,"American Journal of Physical Anthropology","98","2",,"173","195",,16,"10.1002/ajpa.1330980207",2-s2.0-0029131797
"Kuzminsky S.C., Tung T.A., Hubbe M., Villaseñor-Marchal A.","42661433900;8571474900;10338946900;57192159433;","The application of 3D geometric morphometrics and laser surface scanning to investigate the standardization of cranial vault modification in the Andes",2016,"Journal of Archaeological Science: Reports","10",,,"507","513",,7,"10.1016/j.jasrep.2016.11.007",2-s2.0-84999026105
"Lagunas Rodríguez Z.","","Análisis de los restos óseos humanos procedentes de la tumba núm. 1 de Tinganio, Tingambato, Michoacán",1987,"Avances En antropología física","3",,,"7","72",,2,,2-s2.0-85037593389
"Lagunas Z.","","Los Antiguos Habitantes De Cholula: Prácticas Osteoculturales",1989,"Notas Americanas","11",,,"8","50",,2,,2-s2.0-84869229539
"Lieberman D.E., Pearson O.M., Mowbray K.M.","7202460412;7006231212;6602804788;","Basicranial influence on overall cranial shape",2000,"Journal of Human Evolution","38","2",,"291","315",,206,"10.1006/jhev.1999.0335",2-s2.0-0034070524
"López Austin A.","","Cuerpo Humano e Ideología. Las Concepciones de los Antiguos Nahuas",1980,"Cuerpo humano e ideología",,,,"","",,176,,2-s2.0-0004044560
"Lozada M.C.","8665220800;","Marking ethnicity through premortem cranial modification among the pre-inca Chiribaya, Peru",2011,"The Bioarchaeology of the Human Head: Decapitation, Decoration, and Deformation",,,,"228","240",,9,,2-s2.0-84869208310
"Lumholtz C.","",[No title available],1902,"Unknown Mexico: A Record of Five Years' Exploration among the Tribes of the Western Sierra Madre, in the Terra Caliente of Tepic and Jalisco, and among the Tarascos of Michoacan",,,,"","",,38,,2-s2.0-0008981875
