Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1199,"10.1080/11250000409356545",2-s2.0-1242321708
"Apuan D.A., Torres M.A.J., Casimero M., Sebastian L.S., Demayo C.G.","37101109500;36477917100;6508131221;7004223357;36477124400;","Describing phenotypic variability in seed shapes of weedy rice types in comparison to cultivated and wild rice types using elliptic fourier analysis",2011,"International Journal of Agriculture and Biology","13","6",,"858","864",,2,,2-s2.0-82455209071
"Baylac M.","","Rmorph: A R geometric and multivariate morphometrics library.",2012,"Rmorph: A R Geometric and Multivariate Morphometrics Library",,,,"","",,57,,2-s2.0-55349130219
"Baylac M., Friess M.","","Fourier descriptors, Procrustes superimposition, and data dimensionality: An example of cranial shape analysis in modern human populations",2005,"Modern Morphometrics in Physical Anthropology",,,,"145","165",,90,,2-s2.0-14744301944
"Boardman S., Jones G.","24368125700;8761946200;","Experiments on the effects of charring on cereal plant components",1990,"Journal of Archaeological Science","17","1",,"1","11",,152,"10.1016/0305-4403(90)90012-T",2-s2.0-38249019183
"Bouby L.","","L'orge à deux rangs (Hordeum distichum) dans l'agriculture gallo-romaine: Données archéobotaniques",2001,"Rev. d'Archéom.","25",,,"35","44",,2,,2-s2.0-33644673081
"Bouby L.","","Agriculture dans le bassin du Rhône du Bronze final à l’Antiquité. Agrobiodiversité, économie, cultures",2010,"Agriculture dans le bassin du RhÔne du Bronze final à l""Antiquité: agrobiodiversité, économie, cultures",,,,"","",,9,,2-s2.0-84886285344
"Bouby L., Terral J.-F., Ivorra S., Marinval P., Pradat B., Ruas M.-P.","","Vers une approche bio-archéologique de l'histoire de la vigne cultivée et de la viticulture: problématique, choix méthodologiques et premiers résultats",2006,"Archéologie du Midi Médiéval","23","24",,"61","74",,10,,2-s2.0-70449534549
"Bowman A.R.A.","",[No title available],1966,"Studies on the Heat Induced Carbonization of Cereal Grains",,,,"","",,5,,2-s2.0-84886271850
"Burger P., Terral J.-F., Ruas M.-P., Ivorra S., Picq S.","44760988400;6603580109;12764302600;14828273200;36091924200;","Assessing past agrobiodiversity of Prunus avium L. (Rosaceae): A morphometric approach focussed on the stones from the archaeological site Hôtel-Dieu (16th century, Tours, France)",2011,"Vegetation History and Archaeobotany","20","5",,"447","458",,15,"10.1007/s00334-011-0310-6",2-s2.0-80051860613
"Colledge S., Conolly J.","",[No title available],2007,"The Origins and Spread of Domestic Plants in Southwest Asia and Europe",,,,"","",,75,,2-s2.0-57049147553
"Colledge S., Conolly J.","","A review and synthesis of the evidence for the origins of farming on Cyprus and Crete",2007,"The Origins and Spread of Domestic Plants in Southwest Asia and Europe",,,,"53","74",,22,,2-s2.0-77953538186
"Comet G.","","Le paysan et son outil. Essai d'histoire technique des céréales (France, VIIIe-XVe siècle)",1992,"Le paysan et son outil. Essai d'histoire technique des céréales (France, VIIIe-XVe siècle)",,,,"","",,22,,2-s2.0-1842711342
"Costantini L., Stancanelli M.","","La preistoria agricola dell'Italia centro-meridionale: Il contributo delle indagini archeobotaniche",1994,"Origini","18",,,"149","244",,22,,2-s2.0-0012870263
"Diot M.F., Laborie Y.","","Palynologie et histoire urbaine. Essai sur la dynamique du payssage du ier au XV siècle autour du site de Bergerac (Dordogne)",1989,"Aquitania","7",,,"143","173",,4,,2-s2.0-0041291592
"Evin A., Cucchi T., Cardini A., Strand Vidarsdottir U., Larson G., Dobney K.","23977570900;6506822509;21933368100;55349385000;8280762100;6602595568;","The long and winding road: Identifying pig domestication through molar size and shape",2013,"Journal of Archaeological Science","40","1",,"735","743",,87,"10.1016/j.jas.2012.08.005",2-s2.0-84867907430
"Ferdière A.","",[No title available],1988,"Les campagnes en 1 Gaule romaine","2",,,"","",,1,,2-s2.0-85030437462
"Fuller D.Q., Asouti E., Purugganan M.D.","56844729800;6505927056;7006356002;","Cultivation as slow evolutionary entanglement: Comparative data on rate and sequence of domestication",2012,"Vegetation History and Archaeobotany","21","2",,"131","145",,50,"10.1007/s00334-011-0329-8",2-s2.0-84856804208
"Goodall C.R.","","Procrustes methods in the statistical analysis of shape revisited",1995,"Current Issues in Statistical Shape Analysis",,,,"18","33",,37,,2-s2.0-0002116008
"Jacomet S.","","Identification of Cereal Remains from Archaeological Sites",2006,"Identification of Cereal Remains from Archaeological Sites",,,,"","",,129,,2-s2.0-57049186375
"Jacomet S., Kreuz A.","","Archäobotanik",1999,"Archäobotanik: Aufgaben, Methoden Und Ergebnisse Vegetations- Und Agrargeschichtlicher Forschung",,,,"","",,86,,2-s2.0-0012858026
"Kotarba J.","",[No title available],1999,"Perpignan - Le Petit Clos I, Nouvelle campagne sur un vaste établissement du Haut Empire, Fouilles archéologiques preventives",,,,"","",,1,,2-s2.0-84886269011
"Kotarba J., Jandot C., Raux R.","",[No title available],2011,"LGV 66, liaison ferroviaire Perpignan - Le Perthus, Volume 11-Canohès (Pyrénées-Orientales), Manresa. Vestiges ruraux à la périphérie d'un habitat du haut Moyen Âge",,,,"","",,1,,2-s2.0-84886267582
"Pélissier P.","",[No title available],1966,"Les Paysans du Sénégal: Les Civilisations Agraires du Cayor à la Casamance",,,,"","",,173,,2-s2.0-0003866328
"Marinval P.","",[No title available],1988,"L'alimentation végétale en France du Mésolithique jusqu'à l'Age du Fer",,,,"","",,26,,2-s2.0-0347908981
"Monteiro L.R.","7103010498;","Multivariate regression models and geometric morphometrics: The search for causal factors in the analysis of shape",1999,"Systematic Biology","48","1",,"192","199",,257,"10.1080/106351599260526",2-s2.0-0033084978
"Paradis E., Claude J., Strimmer K.","57202408762;7102687004;6603571216;","APE: Analyses of phylogenetics and evolution in R language",2004,"Bioinformatics","20","2",,"289","290",,6315,"10.1093/bioinformatics/btg412",2-s2.0-1042304216
"Perez S.I., Bernal V., Gonzalez P.N.","13808174600;55930645900;55799217100;","Differences between sliding semi-landmark methods in geometric morphometrics, with an application to human craniofacial and dental variation",2006,"Journal of Anatomy","208","6",,"769","784",,244,"10.1111/j.1469-7580.2006.00576.x",2-s2.0-33744472832
"Raynaud C., Garnier B., Garnotel A., Mercier C.","","De la ferme au village: Dassargues du Ve au XIIe siècle (Lunel, Hérault)",1995,"Archéologie du midi médiéval, Centre d'Archéologie Médiévale du Languedoc","TOME 13",,,"","",,1,,2-s2.0-84886270377
"Rohlf F.J.","","TpsDig",2010,"Ecology and Evolution",,,,"","",,4,,2-s2.0-84886279151
"Rohlf F.J.","","Relative Warps",2010,"Ecology and Evolution",,,,"","",,2,,2-s2.0-84867911348
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2389,"10.2307/2992207",2-s2.0-84860428591
"James Rohlf F., Marcus L.F.","24518567800;7005305240;","A revolution morphometrics",1993,"Trends in Ecology and Evolution","8","4",,"129","132",,1263,"10.1016/0169-5347(93)90024-J",2-s2.0-0242462501
"Ros J.","",[No title available],2009,"Étude carpologique d[U+201F]un comblement de silo du Xe-XIe s. à Dassargues (Lunel, Hérault)",,,,"","",,1,,2-s2.0-84886269012
"Ros J.","",[No title available],2010,"Évolution des productions agricoles etalimentaires du Roussillon, de l'Empire romain à l'an Mil",,,,"","",,1,,2-s2.0-84886271851
"Ruas M.-P.","",[No title available],2002,"Productions Agricoles, Stockage et Finage en Montagne Noire Médiévale. Le grenier castral de Durfort (Tarn)",,,,"232","",,7,,2-s2.0-1842661286
"Ruas M.-P.","12764302600;","Aspects of early medieval farming from sites in Mediterranean France",2005,"Vegetation History and Archaeobotany","14","4",,"400","415",,27,"10.1007/s00334-005-0069-8",2-s2.0-33644691578
"Ruas M.P.","","Rapport des analyses carpologiques des sites Camps de la Ribera 42 et Les Bagueres 56 (commune de Ponteilla), de Manresa (commune de Canohès) (Pyrénées-Orientales)",2011,"Vestiges ruraux à la périphérie d'un habitat du haut Moyen Âge, tome 1-Rapport final d'opération Fouille archéologique, LGV66 - Liaison ferroviaire Perpignan-Le Perthus","11",,,"179","219",,1,,2-s2.0-84886284062
"Ruas M.P., Marinval P.","","L'alimentation végétale et l'agriculture d'après les semences archéologiques",1991,"Pour une Archéologie agraire",,,,"407","440",,1,,2-s2.0-84886267579
"Sampson P.D., Bookstein F.L., Sheehan F.H., Bolson E.L.","","Eigenshape analysis of left ventricular outlines from contrast ventriculograms",1996,"Advances in Morphometrics","284",,,"211","233",,71,,2-s2.0-0001156109
"Sarpaki A.","","The palaeoethnobotanical approach: The Mediterranean triad or is it a quartet?",1992,"Agriculture in Ancient Greece",,,,"61","76",,44,,2-s2.0-0342716247
"Sheets H.D., Keonho K., Mitchell C.E.","","A combined landmark and outline-based approach to ontogenetic shape change in the Ordovician trilobite Triarthrus becki",2004,"Applications of Morphometrics in Paleontology and Biology",,,,"67","81",,62,,2-s2.0-33244476103
"Tanno K., Willcox G.","7103288848;6701325175;","Distinguishing wild and domestic wheat and barley spikelets from early Holocene sites in the Near East",2012,"Vegetation History and Archaeobotany","21","2",,"107","115",,53,"10.1007/s00334-011-0316-0",2-s2.0-84856808964
"Terral J.-F., Alonso N., Buxó I Capdevila R., Chatti N., Fabre L., Fiorentino G., Marinval P., Jordá G.P., Pradat B., Rovira N., Alibert P.","6603580109;14018904100;6507933767;55319577000;7007048195;24340783400;7801592623;8548617000;6504509530;56585834500;6603337881;","Historical biogeography of olive domestication (Olea europaea L.) as revealed by geometrical morphometry applied to biological and archaeological material",2004,"Journal of Biogeography","31","1",,"63","77",,130,"10.1046/j.0305-0270.2003.01019.x",2-s2.0-9144266291
"Terral J.F., Tabard E., Bouby L., Ivorra S., Pastor T., Figueiral I., Picq S., Chevance J.B., Jung C., Fabre L., Tardy C., Compan M., Bacilieri R., Lacombe T., This P.","6603580109;36092051300;6602374494;14828273200;36128801200;6603067806;36091924200;36090768000;36128501700;7007048195;56662953100;36090825000;6603491440;23485802300;55780314900;","Evolution and history of grapevine (Vitis vinifera) under domestication: new morphometric perspectives to understand seed domestication syndrome and reveal origins of ancient European cultivars.",2010,"Annals of botany","105","3",,"443","455",,128,"10.1093/aob/mcp298",2-s2.0-77952960951
"Terral J.-F., Newton C., Ivorra S., Gros-Balthazard M., de Morais C.T., Picq S., Tengberg M., Pintaud J.-C.","6603580109;8316847800;14828273200;54782545300;55189753100;36091924200;7801559412;6506646308;","Insights into the historical biogeography of the date palm (Phoenix dactylifera L.) using geometric morphometry of modern and ancient seeds",2012,"Journal of Biogeography","39","5",,"929","941",,42,"10.1111/j.1365-2699.2011.02649.x",2-s2.0-84859839004
"Zelditch M., Swiderski D., Sheets H., Fink W.","6701615282;35493322600;55663863700;7005590403;","Geometric Morphometrics for Biologists",2004,"Geometric Morphometrics for Biologists",,,,"1","443",,1395,"10.1016/B978-0-12-778460-1.X5000-5",2-s2.0-84902728366
"Zohary D., Hopf M., Weiss E.","6602311596;57196901798;8292991200;","Domestication of Plants in the Old World: The origin and spread of domesticated plants in Southwest Asia, Europe, and the Mediterranean Basin",2012,"Domestication of Plants in the Old World: The Origin and Spread of Domesticated Plants in Southwest Asia, Europe, and the Mediterranean Basin",,,,"1","264",,535,"10.1093/acprof:osobl/9780199549061.001.0001",2-s2.0-84938819834
