Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
[No author name available],[No author id available],[No title available],2012,"R: A Language and Environment for Statistical Computing",,,,"","",,79302,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-84863304598
"Tukey J.W.","",[No title available],1977,"Exploratory Data Analysis",,,,"","",,9694,,,,"Tukey, J.W.",[No abstract available],,,,,,Scopus,2-s2.0-0003854151
"Chambers J.M., Cleveland W.S., Kleiner B., Tukey P.A.","",[No title available],1983,"Graphical Methods for Data Analysis",,,,"","",,2073,,,,"Chambers, J.M.; Cleveland, W.S.; Kleiner, B.; Tukey, P.A.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003780340
"Darwin C.","",[No title available],1868,"The Variation of Animals and Plants under Domestication",,,,"","",,1503,,,,"Darwin, C.",[No abstract available],,,,,,Scopus,2-s2.0-0003696589
"Von Den Driesch A.","",[No title available],1976,"A Guide to the Measurement of Animal Bones from Archaeological Sites",,,,"","",,862,,,,"Von Den Driesch, A.",[No abstract available],,,,,,Scopus,2-s2.0-0004114768
"Larson G., Dobney K., Albarella U., Fang M., Matisoo-Smith E., Robins J., Lowden S., Finlayson H., Brand T., Willerslev E., Rowley-Conwy F., Andersson L., Cooper A.","8280762100;6602595568;8267110000;16306989900;6602155766;8584142300;6602593771;6602144694;8049103900;56273625000;8280761600;7403057299;35263632400;","Worldwide phylogeography of wild boar reveals multiple centers of pig domestication",2005,"Science","307","5715",,"1618","1621",,511,"10.1126/science.1106927","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20144362963&doi=10.1126%2fscience.1106927&partnerID=40&md5=be81d8945ebd4d8f5ca06faeaf8c12e5","Henry Wellcome Anc. Biomolecules C., University of Oxford, Department of Zoology, South Parks Road, OX1 3PS, United Kingdom; Department of Archaeology, University of Durham, South Road, Durham DH1 3L, United Kingdom; Department of Archaeology, University of Sheffield, West Street, Sheffield S1 4ET, United Kingdom; Dept. of Anim. Breeding and Genetics, Swed. Univ. of Agricultural Sciences, SE-75124 Uppsala, Sweden; Dept. Med. Biochem. and Microbiol., Uppsala University, Uppsala Biomedical Center, SE-75124 Uppsala, Sweden; Department of Anthropology, Allan Wilson Ctr. Molec. Ecol. Evol., University of Auckland, P.B. 92019, Auckland, New Zealand; Jurox Pty Limited, 85 Gardiners Road, Rutherford, NSW 2320, Australia; Dept. of Genomics and Bioinformatics, Roslin Institute, Roslin, Midlothian, EH25 9PS, United Kingdom; Department of Evolutionary Biology, Zoological Institute, University of Copenhagen, Universitetsparken 15, DK-2100, Copenhagen O, Denmark; School of Environmental Sciences, University of Adelaide, Adelaide, SA 5005, Australia","Larson, G., Henry Wellcome Anc. Biomolecules C., University of Oxford, Department of Zoology, South Parks Road, OX1 3PS, United Kingdom; Dobney, K., Department of Archaeology, University of Durham, South Road, Durham DH1 3L, United Kingdom; Albarella, U., Department of Archaeology, University of Sheffield, West Street, Sheffield S1 4ET, United Kingdom; Fang, M., Dept. of Anim. Breeding and Genetics, Swed. Univ. of Agricultural Sciences, SE-75124 Uppsala, Sweden, Dept. Med. Biochem. and Microbiol., Uppsala University, Uppsala Biomedical Center, SE-75124 Uppsala, Sweden; Matisoo-Smith, E., Department of Anthropology, Allan Wilson Ctr. Molec. Ecol. Evol., University of Auckland, P.B. 92019, Auckland, New Zealand; Robins, J., Department of Anthropology, Allan Wilson Ctr. Molec. Ecol. Evol., University of Auckland, P.B. 92019, Auckland, New Zealand; Lowden, S., Jurox Pty Limited, 85 Gardiners Road, Rutherford, NSW 2320, Australia; Finlayson, H., Dept. of Genomics and Bioinformatics, Roslin Institute, Roslin, Midlothian, EH25 9PS, United Kingdom; Brand, T., Department of Evolutionary Biology, Zoological Institute, University of Copenhagen, Universitetsparken 15, DK-2100, Copenhagen O, Denmark; Willerslev, E., Henry Wellcome Anc. Biomolecules C., University of Oxford, Department of Zoology, South Parks Road, OX1 3PS, United Kingdom; Rowley-Conwy, F., Department of Archaeology, University of Durham, South Road, Durham DH1 3L, United Kingdom; Andersson, L., Dept. of Anim. Breeding and Genetics, Swed. Univ. of Agricultural Sciences, SE-75124 Uppsala, Sweden, Dept. Med. Biochem. and Microbiol., Uppsala University, Uppsala Biomedical Center, SE-75124 Uppsala, Sweden; Cooper, A., Henry Wellcome Anc. Biomolecules C., University of Oxford, Department of Zoology, South Parks Road, OX1 3PS, United Kingdom, School of Environmental Sciences, University of Adelaide, Adelaide, SA 5005, Australia","Mitochondrial DNA (mtDNA) sequences from 686 wild and domestic pig specimens place the origin of wild boar in island Southeast Asia (ISEA), where they dispersed across Eurasia. Previous morphological and genetic evidence suggested pig domestication took place in a limited number of locations (principally the Near East and Far East). In contrast, new genetic data reveal multiple centers of domestication across Eurasia and that European, rather than Near Eastern, wild boar are the principal source of modern European domestic pigs.",,"Biodiversity; Genetic engineering; Geographical regions; Morphology; Sampling; Domestic pigs; Eurasia; Mitochondria; Wild boars; DNA; mitochondrial DNA; domestication; mitochondrial DNA; phylogeography; pig; animal tissue; article; Bayes theorem; controlled study; domestic pig; domestication; Europe; Far East; Middle East; Monte Carlo method; nonhuman; phylogeny; phylogeography; priority journal; Southeast Asia; wild boar; Animals; Animals, Domestic; Animals, Wild; Asia; Australasia; Bayes Theorem; DNA, Mitochondrial; Europe; Genetics, Population; Geography; Haplotypes; India; Markov Chains; Monte Carlo Method; Phylogeny; Sequence Analysis, DNA; Sus scrofa; Time; Animalia; Sus scrofa; Sus scrofa domestica",Article,"Final",,Scopus,2-s2.0-20144362963
"Trut L.N.","7003298627;","Early canid domestication: The farm-fox experiment: Foxes bred for tamability in a 40-year experiment exhibit remarkable transformations that suggest an interplay between behavioral genetics and development",1999,"American Scientist","87","2",,"160","169",,421,"10.1511/1999.2.160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001227499&doi=10.1511%2f1999.2.160&partnerID=40&md5=fdd470acb081ed1cbbc85b4f003b0d76","Institute of Cytology and Genetics, Russian Academy of Sciences, 630090 Novosibirsk 90, Russian Federation","Trut, L.N., Institute of Cytology and Genetics, Russian Academy of Sciences, 630090 Novosibirsk 90, Russian Federation",[No abstract available],,,Article,"Final",,Scopus,2-s2.0-0001227499
"Larson G., Albarella U., Dobney K., Rowley-Conwy P., Schibler J., Tresset A., Vigne J.-D., Edwards C.J., Schlumbaum A., Dinu A., Bǎlǎçsescu A., Dolman G., Tagliacozzo A., Manaseryan N., Miracle P., Van Wijngaarden-Bakker L., Masseti M., Bradley D.G., Cooper A.","8280762100;8267110000;6602595568;57204378841;11839895900;6506727552;7006603465;7403062043;14045945100;55901883800;22133645700;8503359500;24327886200;6504363518;8885138300;6508373196;6602890606;7403122733;35263632400;","Ancient DNA, pig domestication, and the spread of the Neolithic into Europe",2007,"Proceedings of the National Academy of Sciences of the United States of America","104","39",,"15276","15281",,292,"10.1073/pnas.0703411104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848916115&doi=10.1073%2fpnas.0703411104&partnerID=40&md5=9ae742b76950ade1c6688328621dabbe","Department of Zoology, Henry Wellcome Ancient Biomolecules Centre, South Parks Road, Oxford OX1 3PS, United Kingdom; Department of Archaeology, Durham University, South Road, Durham DH1 3L, United Kingdom; Department of Medical Biochemistry and Microbiology, Uppsala Biomedical Center, Box 597, S-751 24 Uppsala, Sweden; Department of Archaeology, University of Sheffield, Northgate House, West Street, Sheffield 51 4ET, United Kingdom; Institute for Prehistory and Archaeological Science, Basel University, Spalenring 145, CH-4055 Basel, Switzerland; Department of Ecology and Biodiversity Management, Centre National de la Recherche Scientifique, Muséum National d'Histoire Naturelle, 57 rue Cuvier, F-75231 Paris Cedex 05, France; Molecular Population Genetics, Smurfit Institute, Trinity College, Dublin 2, Ireland; Department of Anthropology, University of Wisconsin, 5240 Social Science Building, 1180 Observatory Drive, Madison, WI 53706, United States; National History Museum of Romania, National Center of Pluridisciplinary Research, 12 Calea Victoriei, 30026 Bucharest, Romania; Australian Centre for Ancient DNA, University of Adelaide, SA 5005, Australia; Soprintendenza Speciale al Museo Nazionale Preistorico Etnografico L. Pigorini, Sezione di Paleontologia del Quaternario e Archeozoologia, Piazzale G. Marconi 14, 00144 Rome, Italy; Institute of Zoology, National Academy of Sciences of Armenia, 7, Sevag str, Yerevan 375014, Armenia; Department of Archaeology, University of Cambridge, Downing Street, Cambridge CB2 3DZ, United Kingdom; Amsterdam Archaeological Center, University of Amsterdam, Turfdraagsterpad 9, 1012 XT, Amsterdam, Netherlands; Dipartimento di Biologia Animale e Genetica Leo Pardi dell'Università di Firenze, Laboratori di Antropologia, 50121 Firenze, Italy","Larson, G., Department of Zoology, Henry Wellcome Ancient Biomolecules Centre, South Parks Road, Oxford OX1 3PS, United Kingdom, Department of Archaeology, Durham University, South Road, Durham DH1 3L, United Kingdom, Department of Medical Biochemistry and Microbiology, Uppsala Biomedical Center, Box 597, S-751 24 Uppsala, Sweden; Albarella, U., Department of Archaeology, University of Sheffield, Northgate House, West Street, Sheffield 51 4ET, United Kingdom; Dobney, K., Department of Archaeology, Durham University, South Road, Durham DH1 3L, United Kingdom; Rowley-Conwy, P., Department of Archaeology, Durham University, South Road, Durham DH1 3L, United Kingdom; Schibler, J., Institute for Prehistory and Archaeological Science, Basel University, Spalenring 145, CH-4055 Basel, Switzerland; Tresset, A., Department of Ecology and Biodiversity Management, Centre National de la Recherche Scientifique, Muséum National d'Histoire Naturelle, 57 rue Cuvier, F-75231 Paris Cedex 05, France; Vigne, J.-D., Department of Ecology and Biodiversity Management, Centre National de la Recherche Scientifique, Muséum National d'Histoire Naturelle, 57 rue Cuvier, F-75231 Paris Cedex 05, France; Edwards, C.J., Molecular Population Genetics, Smurfit Institute, Trinity College, Dublin 2, Ireland; Schlumbaum, A., Institute for Prehistory and Archaeological Science, Basel University, Spalenring 145, CH-4055 Basel, Switzerland; Dinu, A., Department of Anthropology, University of Wisconsin, 5240 Social Science Building, 1180 Observatory Drive, Madison, WI 53706, United States; Bǎlǎçsescu, A., National History Museum of Romania, National Center of Pluridisciplinary Research, 12 Calea Victoriei, 30026 Bucharest, Romania; Dolman, G., Australian Centre for Ancient DNA, University of Adelaide, SA 5005, Australia; Tagliacozzo, A., Soprintendenza Speciale al Museo Nazionale Preistorico Etnografico L. Pigorini, Sezione di Paleontologia del Quaternario e Archeozoologia, Piazzale G. Marconi 14, 00144 Rome, Italy; Manaseryan, N., Institute of Zoology, National Academy of Sciences of Armenia, 7, Sevag str, Yerevan 375014, Armenia; Miracle, P., Department of Archaeology, University of Cambridge, Downing Street, Cambridge CB2 3DZ, United Kingdom; Van Wijngaarden-Bakker, L., Amsterdam Archaeological Center, University of Amsterdam, Turfdraagsterpad 9, 1012 XT, Amsterdam, Netherlands; Masseti, M., Dipartimento di Biologia Animale e Genetica Leo Pardi dell'Università di Firenze, Laboratori di Antropologia, 50121 Firenze, Italy; Bradley, D.G., Molecular Population Genetics, Smurfit Institute, Trinity College, Dublin 2, Ireland; Cooper, A., Australian Centre for Ancient DNA, University of Adelaide, SA 5005, Australia","The Neolithic Revolution began 11,000 years ago in the Near East and preceded a westward migration into Europe of distinctive cultural groups and their agricultural economies, including domesticated animals and plants. Despite decades of research, no consensus has emerged about the extent of admixture between the indigenous and exotic populations or the degree to which the appearance of specific components of the ""Neolithic cultural package"" in Europe reflects truly independent development. Here, through the use of mitochondrial DNA from 323 modern and 221 ancient pig specimens sampled across western Eurasia, we demonstrate that domestic pigs of Near Eastern ancestry were definitely introduced into Europe during the Neolithic (potentially along two separate routes), reaching the Paris Basin by at least the early 4th millennium B.C. Local European wild boar were also domesticated by this time, possibly as a direct consequence of the introduction of Near Eastern domestic pigs. Once domesticated, European pigs rapidly replaced the introduced domestic pigs of Near Eastern origin throughout Europe. Domestic pigs formed a key component of the Neolithic Revolution, and this detailed genetic record of their origins reveals a complex set of interactions and processes during the spread of early farmers into Europe. © 2007 by The National Academy of Sciences of the USA.","European colonization; mtDNA; Phylogeography","mitochondrial DNA; article; DNA determination; domestic pig; domestication; Europe; evolution; human; migration; nonhuman; nucleotide sequence; phylogeny; phylogeography; priority journal; swine; unindexed sequence; Animalia; Suidae; Sus scrofa; Sus scrofa domestica",Article,"Final",Open Access,Scopus,2-s2.0-34848916115
"Ludwig A., Pruvost M., Reissmann M., Benecke N., Brockmann G.A., Castaños P., Cieslak M., Lippold S., Llorente L., Malaspinas A.-S., Slatkin M., Hofreiter M.","55587432100;8643057900;36678065800;6507420597;7004913957;26533865100;26533824400;24766950900;26534699000;36772368200;57203643592;6701450663;","Coat color variation at the beginning of Horse domestication",2009,"Science","324","5926",,"485","",,170,"10.1126/science.1172750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65449148743&doi=10.1126%2fscience.1172750&partnerID=40&md5=885050cf8885a402d2877e39e95cd6fd","Leibniz Institute for Zoo and Wildlife Research, 10252 Berlin, Germany; German Archaeological Institute, Im Dol 4-6, 14165 Berlin, Germany; Institute for Animal Sciences, Humboldt University, Berlin, 10115, Germany; Sociedad de Ciencias Aranzadi, San Sebastián, Spain; Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, 04103 Leipzig, Germany; Laboratory of Archaeozoology, Universidad Autonoma Madrid, 28049 Madrid, Spain; Department of Integrative Biology, University of California, Berkeley, CA 94720, United States","Ludwig, A., Leibniz Institute for Zoo and Wildlife Research, 10252 Berlin, Germany; Pruvost, M., Leibniz Institute for Zoo and Wildlife Research, 10252 Berlin, Germany, German Archaeological Institute, Im Dol 4-6, 14165 Berlin, Germany; Reissmann, M., Institute for Animal Sciences, Humboldt University, Berlin, 10115, Germany; Benecke, N., German Archaeological Institute, Im Dol 4-6, 14165 Berlin, Germany; Brockmann, G.A., Institute for Animal Sciences, Humboldt University, Berlin, 10115, Germany; Castaños, P., Sociedad de Ciencias Aranzadi, San Sebastián, Spain; Cieslak, M., Leibniz Institute for Zoo and Wildlife Research, 10252 Berlin, Germany; Lippold, S., Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, 04103 Leipzig, Germany; Llorente, L., Laboratory of Archaeozoology, Universidad Autonoma Madrid, 28049 Madrid, Spain; Malaspinas, A.-S., Department of Integrative Biology, University of California, Berkeley, CA 94720, United States; Slatkin, M., Department of Integrative Biology, University of California, Berkeley, CA 94720, United States; Hofreiter, M., Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, 04103 Leipzig, Germany",[No abstract available],,"domestication; horse; morphology; pigment; animal husbandry; archeology; article; color; domestication; gene mutation; genetic analysis; horse; nonhuman; priority journal; Animal Husbandry; Animals; Breeding; DNA; Europe; Evolution; Genetic Variation; Hair Color; History, Ancient; Horses; Siberia; Equidae",Article,"Final",,Scopus,2-s2.0-65449148743
"O'Regan H.J., Kitchener A.C.","6508040085;7004665755;","The effects of captivity on the morphology of captive, domesticated and feral mammals",2005,"Mammal Review","35","3-4",,"215","230",,117,"10.1111/j.1365-2907.2005.00070.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744803475&doi=10.1111%2fj.1365-2907.2005.00070.x&partnerID=40&md5=43bd4d09f471d3b0853f7018b4b55fe6","Research Centre in Evolutionary Anthropology and Palaeoecology, School of Biological and Earth Sciences, Liverpool John Moores University, Liverpool L3 3AF, United Kingdom; Department of Natural Sciences, National Museums of Scotland, Chambers Street, Edinburgh EH1 1JF, United Kingdom; Institute of Geography, School of Geosciences, University of Edinburgh, Drummond Street, Edinburgh EH8 9XP, United Kingdom","O'Regan, H.J., Research Centre in Evolutionary Anthropology and Palaeoecology, School of Biological and Earth Sciences, Liverpool John Moores University, Liverpool L3 3AF, United Kingdom; Kitchener, A.C., Department of Natural Sciences, National Museums of Scotland, Chambers Street, Edinburgh EH1 1JF, United Kingdom, Institute of Geography, School of Geosciences, University of Edinburgh, Drummond Street, Edinburgh EH8 9XP, United Kingdom","1. The effects of captivity on the behaviour of wild and domestic animals have been relatively well studied, but little has been published on morphological changes in wild animals in captivity. We review the evidence for changes in a wide variety of mammalian taxa, with non-mammalian examples where relevant. 2. We consider the morphological effects of the process of domestication, and compare changes in both hard and soft tissues in captive and domestic animals with those in their wild counterparts. These include skull shape differences, brain size reduction, postcranial adaptations and digestive tract changes. 3. We also summarize studies that have looked at morphological change in feral animals in comparison with their wild and domestic ancestors, and consider their use as an analogue for morphological change in captive-bred animals that have been released into the wild. 4. We then discuss the importance of this work for the wider aims of conservation of endangered species and captive breeding over many generations, and emphasize the importance of studying these changes now, while for many species, the process is just beginning rather than many generations down the line, or immediately prior to release, where survival of captive-bred animals may be severely compromised. © 2005 Mammal Society.","Captive breeding; Domestication; Feral; Morphological change; Phenotypic plasticity; Reintroduction","captivity; domestication; feral organism; mammal; morphology; Animalia; Mammalia",Article,"Final",,Scopus,2-s2.0-33744803475
