Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
[No author name available],[No author id available],[No title available],2012,"R: A Language and Environment for Statistical Computing",,,,"","",,79302,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-84863304598
"Schneider C.A., Rasband W.S., Eliceiri K.W.","55274348500;6505761888;6602334481;","NIH Image to ImageJ: 25 years of image analysis",2012,"Nature Methods","9","7",,"671","675",,19294,"10.1038/nmeth.2089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863205849&doi=10.1038%2fnmeth.2089&partnerID=40&md5=27f8386cad59f4df66133961b6164bae","Laboratory for Optical and Computational Instrumentation, University of Wisconsin at Madison, Madison, WI, United States; Section on Instrumentation, US National Institutes of Health, Bethesda, MD, United States","Schneider, C.A., Laboratory for Optical and Computational Instrumentation, University of Wisconsin at Madison, Madison, WI, United States; Rasband, W.S., Section on Instrumentation, US National Institutes of Health, Bethesda, MD, United States; Eliceiri, K.W., Laboratory for Optical and Computational Instrumentation, University of Wisconsin at Madison, Madison, WI, United States",[No abstract available],,"autoradiography; bioinformatics; computer; computer assisted tomography; computer program; history; image analysis; image processing; imaging; imaging system; microscopy; note; positron emission tomography; priority journal; X ray; Computational Biology; History, 20th Century; History, 21st Century; Image Processing, Computer-Assisted; National Institutes of Health (U.S.); Software; United States",Note,"Final",,Scopus,2-s2.0-84863205849
"Venables W.N., Ripley B.D.","",[No title available],1994,"Modern Applied Statistics with S-Plus",,,,"","",,14942,,,,"Venables, W.N.; Ripley, B.D.",[No abstract available],,,,,,Scopus,2-s2.0-0003895851
"Hammer Ø., Harper D.A.T., Ryan P.D.","25624260900;55745283900;7402922193;","Past: Paleontological statistics software package for education and data analysis",2001,"Palaeontologia Electronica","4","1",,"XIX","XX",,14188,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748886657&partnerID=40&md5=b32644b1c039465d71cd1c90d0cd42e6","Paleontological Museum, University of Oslo, Sars gate 1, 0562 Oslo, Norway; Geological Museum, University of Copenhagen, Øster Voldgade 5-7, DK-1350 Copenhagen K, Denmark; Department of Geology, National University of Ireland, Galway, Ireland","Hammer, Ø., Paleontological Museum, University of Oslo, Sars gate 1, 0562 Oslo, Norway; Harper, D.A.T., Geological Museum, University of Copenhagen, Øster Voldgade 5-7, DK-1350 Copenhagen K, Denmark; Ryan, P.D., Department of Geology, National University of Ireland, Galway, Ireland","A comprehensive, but simple-to-use software package for executing a range of standard numerical analysis and operations used in quantitative paleontology has been developed. The program, called PAST (PAleontological STatistics), runs on standard Windows computers and is available free of charge. PAST integrates spreadsheettype data entry with univariate and multivariate statistics, curve fitting, time-series analysis, data plotting, and simple phylogenetic analysis. Many of the functions are specific to paleontology and ecology, and these functions are not found in standard, more extensive, statistical packages. PAST also includes fourteen case studies (data files and exercises) illustrating use of the program for paleontological problems, making it a complete educational package for courses in quantitative methods. Copyright: Palaeontological Association, 22 June 2001.","Data analysis; Education; Software",,Article,"Final",,Scopus,2-s2.0-34748886657
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1201,"10.1080/11250000409356545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242321708&doi=10.1080%2f11250000409356545&partnerID=40&md5=74fa0a4ec02d5ccc6f34b38d4e228cd8","Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria; Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","Adams, D.C., Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Slice, D.E., Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria, Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","The analysis of shape is a fundamental part of much biological research. As the field of statistics developed, so have the sophistication of the analysis of these types of data. This lead to multivariate morphometrics in which suites of measurements were analyzed together using canonical variates analysis, principal components analysis, and related methods. In the 1980s, a fundamental change began in the nature of the data gathered and analyzed. This change focused on the coordinates of landmarks and the geometric information about their relative positions. As a by-product of such an approach, results of multivariate analyses could be visualized as configurations of landmarks back in the original space of the organism rather than only as statistical scatter plots. This new approach, called “geometric morphometrics”;, had benefits that lead Rohlf and Marcus (1993) to proclaim a “revolution”; in morphometrics. In this paper, we briefly update the discussion in that paper and summarize the advances in the ten years since the paper by Rohlf and Marcus. We also speculate on future directions in morphometric analysis. © 2004 Taylor & Francis Group, LLC.","Generalized Procrustes analysis; Geometric morphometrics; Shape analysis","geometry; morphometry; zoology; Procrustes",Article,"Final",Open Access,Scopus,2-s2.0-1242321708
"Zelditch M.L., Swiderski D.L., Sheets H.D., Fink W.L.","",[No title available],2004,"Geometric Morphometrics for Biologists: A Primer",,,,"","",,689,,,,"Zelditch, M.L.; Swiderski, D.L.; Sheets, H.D.; Fink, W.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-85013705089
"Pearsall D.M.","",[No title available],1989,"Paleoethnobotany: A Handbook of Procedures",,,,"","",,685,,,,"Pearsall, D.M.",[No abstract available],,,,,,Scopus,2-s2.0-0003718472
"Mitteroecker P., Gunz P.","6507135382;6506472733;","Advances in Geometric morphometrics",2009,"Evolutionary Biology","36","2",,"235","247",,576,"10.1007/s11692-009-9055-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69449097227&doi=10.1007%2fs11692-009-9055-x&partnerID=40&md5=b3ed371cd9636aa0a4ab33d0e92745b7","Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, Altenberg A-3422, Austria; Department of Theoretical Biology, University of Vienna, Althanstrasse 14, Vienna A-1091, Austria; Department of Human Evolution, Max-Planck-Institute for Evolutionary Anthropology, Deutscher Platz 6, Leipzig D-04103, Germany","Mitteroecker, P., Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, Altenberg A-3422, Austria, Department of Theoretical Biology, University of Vienna, Althanstrasse 14, Vienna A-1091, Austria; Gunz, P., Department of Human Evolution, Max-Planck-Institute for Evolutionary Anthropology, Deutscher Platz 6, Leipzig D-04103, Germany","Geometric morphometrics is the statistical analysis of form based on Cartesian landmark coordinates. After separating shape from overall size, position, and orientation of the landmark configurations, the resulting Procrustes shape coordinates can be used for statistical analysis. Kendall shape space, the mathematical space induced by the shape coordinates, is a metric space that can be approximated locally by a Euclidean tangent space. Thus, notions of distance (similarity) between shapes or of the length and direction of developmental and evolutionary trajectories can be meaningfully assessed in this space. Results of statistical techniques that preserve these convenient properties-such as principal component analysis, multivariate regression, or partial least squares analysis-can be visualized as actual shapes or shape deformations. The Procrustes distance between a shape and its relabeled reflection is a measure of bilateral asymmetry. Shape space can be extended to form space by augmenting the shape coordinates with the natural logarithm of Centroid Size, a measure of size in geometric morphometrics that is uncorrelated with shape for small isotropic landmark variation. The thin-plate spline interpolation function is the standard tool to compute deformation grids and 3D visualizations. It is also central to the estimation of missing landmarks and to the semilandmark algorithm, which permits to include outlines and surfaces in geometric morphometric analysis. The powerful visualization tools of geometric morphometrics and the typically large amount of shape variables give rise to a specific exploratory style of analysis, allowing the identification and quantification of previously unknown shape features. © The Author(s) 2009.","Asymmetry; Form space; Kendall shape space; Procrustes; Semilandmarks; Thin-plate spline",,Article,"Final",Open Access,Scopus,2-s2.0-69449097227
"Close T.J., Bhat P.R., Lonardi S., Wu Y., Rostoks N., Ramsay L., Druka A., Stein N., Svensson J.T., Wanamaker S., Bozdag S., Roose M.L., Moscou M.J., Chao S., Varshney R.K., Szucs P., Sato K., Hayes P.M., Matthews D.E., Kleinhofs A., Muehlbauer G.J., DeYoung J., Marshall D.F., Madishetty K., Fenton R.D., Condamine P., Graner A., Waugh R.","7005811436;15519009800;7003773948;55670455500;6603286729;7102039046;6602476215;7005589678;8988890100;56822284500;24472576200;7003600452;22635721500;7202623085;7006648166;9278450500;55706127500;7202785635;7402354288;7006630819;6603824463;7005446675;57209593629;11540799200;7103173443;8525607600;7003968754;9640044900;","Development and implementation of high-throughput SNP genotyping in barley",2009,"BMC Genomics","10",, 582,"","",,437,"10.1186/1471-2164-10-582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73449108400&doi=10.1186%2f1471-2164-10-582&partnerID=40&md5=b18b54e871e89a23be5c7a065c2e33ab","Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States; Department of Computer Sciences, University of California (UCR), Riverside, CA, 92521, United States; Scottish Crop Research Institute (SCRI), Invergowrie, Dundee, DD2 5DA, United Kingdom; Leibniz Institute of Plant Genetics and Crop Plant Research (IPK), Corrensstrasse 3, D-06466, Gatersleben, Germany; USDA-ARS Biosciences Research Lab, Fargo, ND, 58105-5674, United States; Department of Crop and Soil Science, Oregon State University, Corvallis, OR, 97331, United States; Research Institute for Bioresources, Okayama University, Kurashiki, 710-0046, Japan; USDA-ARS, Cornell University, Ithaca, NY, 14853, United States; Department of Crop and Soil Sciences, Washington State University, Pullman, WA, 99164, United States; Department of Agronomy and Plant Genetics, University of Minnesota, St. Paul, MN, 55108, United States; Southern California Genotyping Consortium, University of California, Los Angeles, CA, 90095, United States; Monsanto Research Centre, Bangalore, 560092, India; Google, Mountain View, CA, 94043, United States; Faculty of Biology, University of Latvia, 4 Kronvalda Boulevard, Riga, LV-1586, Latvia; University of Copenhagen, Frederiksberg C, DK-1871, Denmark; NIH National Cancer Institute, Neuro-Oncology Branch, Bethesda, MD, 20892, United States; Department of Plant Pathology, Iowa State University, Ames, Iowa, 50011, United States; International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), Patancheru - 502 324, Andhra Pradesh, India; NetSocial Marketing, Le Puech, 15600 Montmurat, France","Close, T.J., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States; Bhat, P.R., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States, Monsanto Research Centre, Bangalore, 560092, India; Lonardi, S., Department of Computer Sciences, University of California (UCR), Riverside, CA, 92521, United States; Wu, Y., Department of Computer Sciences, University of California (UCR), Riverside, CA, 92521, United States, Google, Mountain View, CA, 94043, United States; Rostoks, N., Scottish Crop Research Institute (SCRI), Invergowrie, Dundee, DD2 5DA, United Kingdom, Faculty of Biology, University of Latvia, 4 Kronvalda Boulevard, Riga, LV-1586, Latvia; Ramsay, L., Scottish Crop Research Institute (SCRI), Invergowrie, Dundee, DD2 5DA, United Kingdom; Druka, A., Scottish Crop Research Institute (SCRI), Invergowrie, Dundee, DD2 5DA, United Kingdom; Stein, N., Leibniz Institute of Plant Genetics and Crop Plant Research (IPK), Corrensstrasse 3, D-06466, Gatersleben, Germany; Svensson, J.T., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States, University of Copenhagen, Frederiksberg C, DK-1871, Denmark; Wanamaker, S., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States; Bozdag, S., Department of Computer Sciences, University of California (UCR), Riverside, CA, 92521, United States, NIH National Cancer Institute, Neuro-Oncology Branch, Bethesda, MD, 20892, United States; Roose, M.L., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States; Moscou, M.J., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States, Department of Plant Pathology, Iowa State University, Ames, Iowa, 50011, United States; Chao, S., USDA-ARS Biosciences Research Lab, Fargo, ND, 58105-5674, United States; Varshney, R.K., Leibniz Institute of Plant Genetics and Crop Plant Research (IPK), Corrensstrasse 3, D-06466, Gatersleben, Germany, International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), Patancheru - 502 324, Andhra Pradesh, India; Szucs, P., Department of Crop and Soil Science, Oregon State University, Corvallis, OR, 97331, United States; Sato, K., Research Institute for Bioresources, Okayama University, Kurashiki, 710-0046, Japan; Hayes, P.M., Department of Crop and Soil Science, Oregon State University, Corvallis, OR, 97331, United States; Matthews, D.E., USDA-ARS, Cornell University, Ithaca, NY, 14853, United States; Kleinhofs, A., Department of Crop and Soil Sciences, Washington State University, Pullman, WA, 99164, United States; Muehlbauer, G.J., Department of Agronomy and Plant Genetics, University of Minnesota, St. Paul, MN, 55108, United States; DeYoung, J., Southern California Genotyping Consortium, University of California, Los Angeles, CA, 90095, United States; Marshall, D.F., Scottish Crop Research Institute (SCRI), Invergowrie, Dundee, DD2 5DA, United Kingdom; Madishetty, K., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States; Fenton, R.D., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States; Condamine, P., Department of Botany and Plant Sciences, University of California (UCR), Riverside, CA, 92521, United States, NetSocial Marketing, Le Puech, 15600 Montmurat, France; Graner, A., Leibniz Institute of Plant Genetics and Crop Plant Research (IPK), Corrensstrasse 3, D-06466, Gatersleben, Germany; Waugh, R., Scottish Crop Research Institute (SCRI), Invergowrie, Dundee, DD2 5DA, United Kingdom","Background: High density genetic maps of plants have, nearly without exception, made use of marker datasets containing missing or questionable genotype calls derived from a variety of genic and non-genic or anonymous markers, and been presented as a single linear order of genetic loci for each linkage group. The consequences of missing or erroneous data include falsely separated markers, expansion of cM distances and incorrect marker order. These imperfections are amplified in consensus maps and problematic when fine resolution is critical including comparative genome analyses and map-based cloning. Here we provide a new paradigm, a high-density consensus genetic map of barley based only on complete and error-free datasets and genic markers, represented accurately by graphs and approximately by a best-fit linear order, and supported by a readily available SNP genotyping resource. Results: Approximately 22,000 SNPs were identified from barley ESTs and sequenced amplicons; 4,596 of them were tested for performance in three pilot phase Illumina GoldenGate assays. Data from three barley doubled haploid mapping populations supported the production of an initial consensus map. Over 200 germplasm selections, principally European and US breeding material, were used to estimate minor allele frequency (MAF) for each SNP. We selected 3,072 of these tested SNPs based on technical performance, map location, MAF and biological interest to fill two 1536-SNP ""production"" assays (BOPA1 and BOPA2), which were made available to the barley genetics community. Data were added using BOPA1 from a fourth mapping population to yield a consensus map containing 2,943 SNP loci in 975 marker bins covering a genetic distance of 1099 cM. Conclusion: The unprecedented density of genic markers and marker bins enabled a high resolution comparison of the genomes of barley and rice. Low recombination in pericentric regions is evident from bins containing many more than the average number of markers, meaning that a large number of genes are recombinationally locked into the genetic centromeric regions of several barley chromosomes. Examination of US breeding germplasm illustrated the usefulness of BOPA1 and BOPA2 in that they provide excellent marker density and sensitivity for detection of minor alleles in this genetically narrow material. © 2009 Close et al; licensee BioMed Central Ltd.",,"accuracy; amplicon; article; barley; centromere; controlled study; Europe; expressed sequence tag; gene frequency; gene locus; gene mapping; genetic distance; genetic linkage; genetic marker; genetic recombination; genotype; germplasm; haploidy; high throughput screening; marker gene; nonhuman; plant breeding; plant genetics; rice; sensitivity analysis; single nucleotide polymorphism; United States; allele; barley; genetic procedures; genetics; single nucleotide polymorphism; Hordeum; Alleles; Genetic Markers; Genetic Techniques; Genotype; Hordeum; Linkage (Genetics); Polymorphism, Single Nucleotide",Article,"Final",Open Access,Scopus,2-s2.0-73449108400
"Perez S.I., Bernal V., Gonzalez P.N.","13808174600;55930645900;55799217100;","Differences between sliding semi-landmark methods in geometric morphometrics, with an application to human craniofacial and dental variation",2006,"Journal of Anatomy","208","6",,"769","784",,244,"10.1111/j.1469-7580.2006.00576.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744472832&doi=10.1111%2fj.1469-7580.2006.00576.x&partnerID=40&md5=be4b2e614d7d51adf893425f7dca076f","División Antropología, Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata, Paseo del Bosques s/n, La Plata 1900, Argentina","Perez, S.I., División Antropología, Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata, Paseo del Bosques s/n, La Plata 1900, Argentina; Bernal, V., División Antropología, Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata, Paseo del Bosques s/n, La Plata 1900, Argentina; Gonzalez, P.N., División Antropología, Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata, Paseo del Bosques s/n, La Plata 1900, Argentina","Over the last decade, geometric morphometric methods have been applied increasingly to the study of human form. When too few landmarks are available, outlines can be digitized as series of discrete points. The individual points must be slid along a tangential direction so as to remove tangential variation, because contours should be homologous from subject to subject whereas their individual points need not. This variation can be removed by minimizing either bending energy (BE) or Procrustes distance (D) with respect to a mean reference form. Because these two criteria make different assumptions, it becomes necessary to study how these differences modify the results obtained. We performed bootstrapped-based Goodall's F-test, Foote's measurement, principal component (PC) and discriminant function analyses on human molars and craniometric data to compare the results obtained by the two criteria. Results show that: (1) F-scores and P-values were similar for both criteria; (2) results of Foote's measurement show that both criteria yield different estimates of within- and between-sample variation; (3) there is low correlation between the first PC axes obtained by D and BE; (4) the percentage of correct classification is similar for BE and D, but the ordination of groups along discriminant scores differs between them. The differences between criteria can alter the results when morphological variation in the sample is small, as in the analysis of modern human populations. © 2006 The Authors Journal compilation. © 2006 Anatomical Society of Great Britain and Ireland.","Dental and facial data; Minimum bending energy; Minimum Procrustes distance","accuracy; anthropometric parameters; article; comparative anatomy; controlled study; correlation analysis; craniofacial morphology; functional assessment; geometry; human; intermethod comparison; molar tooth; priority journal; reference value; scoring system; Adult; Anthropology, Physical; Cephalometry; Dentition; Facial Bones; Humans; Male; Models, Anatomic; Molar",Article,"Final",,Scopus,2-s2.0-33744472832
