Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Ahler S.A., Geib P.R.","15737913500;14823055800;","Why flute? Folsom point design and adaptation",2000,"Journal of Archaeological Science","27","9",,"799","820",,66,"10.1006/jasc.1999.0503",2-s2.0-0033800443
"Amick D.S.","","Folsom Diet Breadth and Land Use in the American Southwest",1994,"Folsom Diet Breadth and Land Use in the American Southwest",,,,"","",,33,,2-s2.0-0011869455
"Amick D.S.","8983642000;","Regional patterns of Folsom mobility and land use in the American Southwest",1996,"World Archaeology","27","3",,"411","426",,91,"10.1080/00438243.1996.9980317",2-s2.0-0037788722
"Andrews B.N., LaBelle J.M., Seebach J.D.","26661326100;7006206090;14833107000;","Spatial variability in the folsom archaeological record: A multi-scalar approach",2008,"American Antiquity","73","3",,"464","490",,29,"10.1017/S0002731600046825",2-s2.0-50049086946
"Bement L.C.","",[No title available],1999,"Bison Hunting at Cooper Site: Where Lightning Bolts Drew Thundering Herds",,,,"","",,92,,2-s2.0-0007841847
"Bement L.C.","7003760099;","Assessing Flint Knapping Skill: An Analysis of the Beaver River Complex Folsom Point Assemblages, Northwest Oklahoma, USA",2016,"PaleoAmerica","2","2",,"159","168",,1,"10.1080/20555563.2016.1171945",2-s2.0-85050747223
"Boldurian A.T.","","Lithic Technology at the Mitchell Locality of Blackwater Draw: A Stratified Folsom Site in Eastern New Mexico",1990,"Plains Anthropologist",,"130",,"","",,21,,2-s2.0-0012220156
"Boldurian A.T., Fitzgibbons P.T., Shelley P.H.","","Fluting devices in the Folsom tradition: Patterning in debitage formation and projectile point basal configuration",1985,"Plains Anthropologist","30",,,"293","303",,8,,2-s2.0-0041104983
"Buchanan B., Andrews B., David Kilby J., Eren M.I.","",[No title available],2018,"Settling into the Country: Comparison of Clovis and Folsom Lithic Networks in Western North America Shows Increasing Redundancy of Toolstone Use",,,,"","",,1,,2-s2.0-85055133599
"Buchanan B., Collard M.","11241802300;7102608373;","An assessment of the impact of resharpening on paleoindian projectile point blade shape using geometric morphometric techniques",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"255","273",,18,"10.1007/978-1-4419-6861-6_11",2-s2.0-84871436910
"Buchanan B., Collard M., Hamilton M.J., O'Brien M.J.","11241802300;7102608373;8578778600;36128081000;","Points and prey: A quantitative test of the hypothesis that prey size influences early Paleoindian projectile point form",2011,"Journal of Archaeological Science","38","4",,"852","864",,47,"10.1016/j.jas.2010.11.007",2-s2.0-79251608170
"Buchanan B., O'Brien M.J., Collard M.","11241802300;36128081000;7102608373;","Continent-wide or region-specific? A geometric morphometrics-based assessment of variation in Clovis point shape",2014,"Archaeological and Anthropological Sciences","6","2",,"145","162",,66,"10.1007/s12520-013-0168-x",2-s2.0-84898651207
"Buchanan B., Eren M.I., Boulanger M.T., O'Brien M.J.","11241802300;23975681200;15520464200;36128081000;","Size, shape, scars, and spatial patterning: A quantitative assessment of late Pleistocene (Clovis) point resharpening",2015,"Journal of Archaeological Science: Reports","3",,,"11","21",,24,"10.1016/j.jasrep.2015.05.011",2-s2.0-84929612436
"Buchanan B., O'Brien M.J., Kilby J.D., Huckell B.B., Collard M.","11241802300;36128081000;37040610800;15127093100;7102608373;","An assessment of the impact of hafting on paleoindian point variability",2012,"PLoS ONE","7","5", e36364,"","",,15,"10.1371/journal.pone.0036364",2-s2.0-84861621113
"Cannon M.D., Meltzer D.J.","7202419900;7004705181;","Explaining variability in Early Paleoindian foraging",2008,"Quaternary International","191","1",,"5","17",,39,"10.1016/j.quaint.2008.03.002",2-s2.0-55049113318
"Cheshier J., Kelly R.L.","16021145900;57214416068;","Projectile point shape and durability: The effect of thickness:Length",2006,"American Antiquity","71","2",,"353","363",,70,"10.2307/40035908",2-s2.0-33847251989
"Collard M., Buchanan B., Hamilton M.J., O'Brien M.J.","7102608373;11241802300;8578778600;36128081000;","Spatiotemporal dynamics of the Clovis-Folsom transition",2010,"Journal of Archaeological Science","37","10",,"2513","2519",,52,"10.1016/j.jas.2010.05.011",2-s2.0-77955268294
"Crabtree D.E.","","A stoneworker's approach to analyzing and replicating the Lindenmeier Folsom",1966,"Tebiwa","9","1",,"3","39",,67,,2-s2.0-0007836197
"DeAngelis J.A., Lyman R.L.","57200538717;57203868775;","Evaluation of the Early Paleo-Indian zooarchaeological record as evidence of diet breadth",2018,"Archaeological and Anthropological Sciences","10","3",,"555","570",,1,"10.1007/s12520-016-0377-1",2-s2.0-85025815717
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,2-s2.0-0003489720
"Emery-Wetherell M.M., McHorse B.K., Byrd Davis E.","57196296911;55070737400;57196297487;","Spatially explicit analysis sheds new light on the Pleistocene megafaunal extinction in North America",2017,"Paleobiology","43","4",,"642","655",,7,"10.1017/pab.2017.15",2-s2.0-85032570679
"Eren M.I., Lycett S.J.","23975681200;9434693200;","Why Levallois? A morphometric comparison of experimental 'preferential' Levallois flakes versus debitage flakes",2012,"PLoS ONE","7","1", e29273,"","",,81,"10.1371/journal.pone.0029273",2-s2.0-84856112566
"Fligner M.A., Killeen T.J.","6507306133;35102494900;","Distribution-free two-sample tests for scale",1976,"Journal of the American Statistical Association","71","353",,"210","213",,123,"10.1080/01621459.1976.10481517",2-s2.0-0001329467
"Frison G.C., Bradley B.A.","",[No title available],1980,"Folsom Tools and Technology at the Hanson Site, Wyoming",,,,"","",,110,,2-s2.0-0003439251
"González-José R., Charlin J.","6602423911;26658892500;","Relative Importance of Modularity and Other Morphological Attributes on Different Types of Lithic Point Weapons: Assessing Functional Variations",2012,"PLoS ONE","7","10", e48009,"","",,20,"10.1371/journal.pone.0048009",2-s2.0-84867685134
"Grayson D.K., Meltzer D.J.","7103137946;7004705181;","Revisiting Paleoindian exploitation of extinct North American mammals",2015,"Journal of Archaeological Science","56",,,"177","193",,52,"10.1016/j.jas.2015.02.009",2-s2.0-84928578900
"Hammer Ø., Harper D.A.T., Ryan P.D.","25624260900;55745283900;7402922193;","Past: Paleontological statistics software package for education and data analysis",2001,"Palaeontologia Electronica","4","1",,"XIX","XX",,14157,,2-s2.0-34748886657
"Hofman J.L.","","Folsom land use: Projectile point variability as a key to mobility",1991,"Raw Material Economies Among Prehistoric Hunter-Gatherers",,,,"335","355",,47,,2-s2.0-0000529370
"Hofman J.L.","","Recognition and Interpretation of Folsom Technological Variability on the Southern Plains",1992,"Ice Age Hunters of the Rockies",,,,"193","224",,79,,2-s2.0-0001878528
"Hofman J.L.","","Unbounded hunters: Folsom bison hunting on the Southern Plains circa 10,500 BP, the lithic evidence",1999,"Le Bison: Gibier et Moyen de Subsistance des Hommes du Paleolithique aux Paleoindiens des Grandes Plaines",,,,"383","415",,23,,2-s2.0-30544435695
"Hofman J.L.","","High points in folsom archaeology",2002,"Folsom Technology and Lifeways",,,,"399","412",,7,,2-s2.0-79957389369
