Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,,,"Dryden, I.L.; Mardia, K.V.",[No abstract available],,,,,,Scopus,2-s2.0-0003489720
"Bookstein F.L., Chernoff B., Elder R.L., Humphries J.M. Jr., Smith G.R., Strauss R.E.","",[No title available],1985,"Morphometrics in Evolutionary Biology",,,,"","",,493,,,,"Bookstein, F.L.; Chernoff, B.; Elder, R.L.; Humphries J.M., Jr.; Smith, G.R.; Strauss, R.E.",[No abstract available],,,,,,Scopus,2-s2.0-0004180435
"Bordes F.","",[No title available],1961,"Typologie du Paléolithique Ancien et Moyen",,,,"","",,485,,,,"Bordes, F.",[No abstract available],,,,,,Scopus,2-s2.0-0003911253
"Howe M.J.A., Davidson J.W., Sloboda J.A.","7202129438;7403933562;6701874747;","Innate talents: Reality or myth?",1998,"Behavioral and Brain Sciences","21","3",,"399","442",,369,"10.1017/S0140525X9800123X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031720165&doi=10.1017%2fS0140525X9800123X&partnerID=40&md5=8eefc5aa6744d4326966ef6c05921a58","Department of Psychology, University of Exeter, Exeter EX4 4QG, United Kingdom; Department of Music, University of Sheffield, Sheffield S10 2TN, United Kingdom; Department of Psychology, Keele University, Keele, Staffordshire ST5 5BG, United Kingdom","Howe, M.J.A., Department of Psychology, University of Exeter, Exeter EX4 4QG, United Kingdom; Davidson, J.W., Department of Music, University of Sheffield, Sheffield S10 2TN, United Kingdom; Sloboda, J.A., Department of Psychology, Keele University, Keele, Staffordshire ST5 5BG, United Kingdom","Talents that selectively facilitate the acquisition of high levels of skill are said to be present in some children but not others. The evidence for this includes biological correlates of specific abilities, certain rare abilities in autistic savants, and the seemingly spontaneous emergence of exceptional abilities in young children, but there is also contrary evidence indicating an absence of early precursors of high skill levels. An analysis of positive and negative evidence and arguments suggests that differences in early experiences, preferences, opportunities, habits, training, and practice are the real determinants of excellence.","Exceptional ability; Expertise; Gift; Innate capacity; Music; Potential; Prodigy; Specific ability; Talent","autism; gifted child; human; mental capacity; review; skill; training; Aptitude; Autistic Disorder; Child; Cognition; Creativeness; Female; Humans; Male; Mental Retardation",Review,"Final",,Scopus,2-s2.0-0031720165
"Isaac G.L.","",[No title available],1977,"Olorgesailie: Archaeological Studies of a Middle Pleistocene Lake Basin in Kenya",,,,"","",,252,,,,"Isaac, G.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003874881
"Stout D.","7005460155;","Skill and cognition in stone tool production: An ethnographic case study from Irian Jaya",2002,"Current Anthropology","43","5",,"693","722",,220,"10.1086/342638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43249203761&doi=10.1086%2f342638&partnerID=40&md5=c37585f89c0fa8a5b3b18b74982c7e4b","Indiana University, Bloomington, IN 47405, United States; Center for Research into the Anthropological Foundations of Technology, United States","Stout, D., Indiana University, Bloomington, IN 47405, United States, Center for Research into the Anthropological Foundations of Technology, United States","Stone tools represent some of the best remaining evidence of prehistoric behavior and cognition. Interpreting this evidence properly requires models based on observable phenomena in the modern world. For this reason, ethnographic research was undertaken among the adze makers of the village of Langda in Indonesian Irian Jaya. This research, involving observation, interviews, and analysis of lithic products, revealed a technology of great sophistication and complexity. Adze-making skill is acquired through a period of apprenticeship that may last five years or more, during which time the community of adze makers provides a social scaffold for the learning process. Adze production is itself a social phenomenon, defined as much by personal and group relations, social norms, and mythic significance as by specific reduction strategies and technical terminology. Adze-making ability is associated not only with well-developed perceptual-motor and cognitive skills but also with a wealth of technological knowledge. Although much of the complexity of the Langda adze industry would be invisible to an archaeologist, evidence of knapping skill is preserved in attributes of the durable stone artifacts produced. This evidence may be used to develop productive hypotheses about the psychological implications of prehistoric stone tools. © 2002 by The Wenner-Gren Foundation for Anthropological Research. All rights reserved.",,,Review,"Final",,Scopus,2-s2.0-43249203761
"Sackett J.R.","24442513300;","Approaches to style in lithic archaeology",1982,"Journal of Anthropological Archaeology","1","1",,"59","112",,217,"10.1016/0278-4165(82)90008-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002922342&doi=10.1016%2f0278-4165%2882%2990008-3&partnerID=40&md5=a985500be31c19066c12d9f4c31d5891","Department of Anthropology, University of California, Los Angeles, CA 90024, United States","Sackett, J.R., Department of Anthropology, University of California, Los Angeles, CA 90024, United States","A key issue in lithic archaeology is how to identify the respective roles played by ethnicity and activity-that is, style and function-in the formal variation exhibited by stone tools. This paper argues that style is most profitably regarded as the ethnic idiom imparted to lithic technology in each and all of its aspects due to the culture-historical context of its manufacture and employment. Style is thus a full complement of function, and it is to be looked for wherever artisans encounter options of form and use to ""choose"" from in pursuing a given task. Because it equates ethnicity with functionally equivalent choice, this is labeled the isochrestic approach to style. Contrasted to this is the iconological approach, which restricts style solely to those aspects of formal variation that artisans purposefully invest with symbolic content reflecting self-conscious social groups. Pottery decoration appears to reveal such investment and therefore ceramic sociology is a feasible enterprise. However, a parallel iconological approach to stone tools is much less promising. At least as it is exemplified by the writings of Lewis Binford, lithic sociology would seem to have little substantive grounding in the relevant empirical data, to be argued within what may be an unsound theoretical frame (including the distinction between curative and expedient technologies), and in any case to resist translation into a workable analytic machinery. Not least among the reasons for this last is the fact that stone tools do not possess formal variation wherein iconologically significant investment can be objectively identified and defined. The archaeological frame of reference within which the isochrestic and iconological approaches are discussed is largely contributed by the classic Paleolithic sequence of the Perigord region of southwestern France. © 1982.",,,Article,"Final",,Scopus,2-s2.0-0002922342
"Andrefsky W., Jr.","16201699100;","Lithics: Macroscopic approaches to analysis: Second edition",2005,"Lithics: Macroscopic Approaches to Analysis: Second Edition",,,,"1","301",,177,"10.1017/CBO9780511810244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924149615&doi=10.1017%2fCBO9780511810244&partnerID=40&md5=ae19b989f9642663d0ac03feef6f76db","Washington State University, Pullman, United States","Andrefsky, W., Jr., Washington State University, Pullman, United States","This book is a fully updated and revised edition of William Andrefsky Jr's ground-breaking manual on lithic analysis. Designed for students and professional archaeologists, this highly illustrated book explains the fundamental principles of the measurement, recording and analysis of stone tools and stone tool production debris. Introducing the reader to lithic raw materials, classification, terminology and key concepts, it comprehensively explores methods and techniques, presenting detailed case studies of lithic analysis from around the world. It examines new emerging techniques, such as the advances being made in lithic debitage analysis and lithic tool analysis, and includes a new section on stone tool functional studies. © William Andrefsky, Jr., 1998, 2005.",,,Book,"Final",,Scopus,2-s2.0-84924149615
"Zhao W., Krishnaswamy A., Chellappa R., Swets D., Weng J.","","Discriminant analysis of principal components for face recognition",1998,"Face Recognition: From Theory to Applications",,,,"73","85",,137,,,,"Zhao, W.; Krishnaswamy, A.; Chellappa, R.; Swets, D.; Weng, J.",[No abstract available],,,,,,Scopus,2-s2.0-0003135710
"Roe D.A.","8733223000;","British Lower and Middle Palaeolithic Handaxe Groups",1969,"Proceedings of the Prehistoric Society","34",,,"1","82",,128,"10.1017/S0079497X00013840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971109187&doi=10.1017%2fS0079497X00013840&partnerID=40&md5=bdc6ca665d9e09ab8e3e73aa3dfe2814","Department of Ethnology and Prehistory, University of Oxford, United Kingdom","Roe, D.A., Department of Ethnology and Prehistory, University of Oxford, United Kingdom",[No abstract available],,,Article,"Final",,Scopus,2-s2.0-84971109187
"Lycett S.J., Gowlett J.A.J.","9434693200;6603228354;","On questions surrounding the Acheulean 'tradition'",2008,"World Archaeology","40","3",,"295","315",,127,"10.1080/00438240802260970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49549109415&doi=10.1080%2f00438240802260970&partnerID=40&md5=c8ab997a1bf701f25089dd2538c3e769","British Academy Centenary Research Project, SACE, University of Liverpool, Liverpool, United Kingdom","Lycett, S.J., British Academy Centenary Research Project, SACE, University of Liverpool, Liverpool, United Kingdom; Gowlett, J.A.J., British Academy Centenary Research Project, SACE, University of Liverpool, Liverpool, United Kingdom","The Acheulean, sometimes known as 'the great handaxe tradition', is the longest-lasting entity in the human cultural record. The oldest sites are in Africa at around 1.6 million years ago and the most recent approach the last 100,000 years. The geographical extent is also enormous, ranging across Africa, the Middle East, most of Europe and large parts of Asia. Is it however a real tradition? The Acheulean represents a set of stone-working ideas that endure, but the strength of 'tradition' is often an assumption made by archaeologists. This paper re-examines Acheulean biface variation, looking at sets of assemblages measured in different ways, but amenable to discriminant analysis (DFA), which is able to highlight differences useful in classification. The analyses show significant differences between European and African assemblages. In the case of the Far East, in line with others, we provide further analyses suggestive of technological differences between putative 'handaxes' from Korea and some 'classic' western assemblages. However, it is not yet fully clear how far a 'typical' Acheulean tradition is represented, as matching of Far Eastern assemblages to other parts of the world depends to an extent upon the criteria used. With regard to the more general Acheulean paradox, the paper notes parallels in biological studies with the idea that a single widely extending phenomenon can incorporate elements of both unity and diversity.","Acheulean; Handaxes; Movius Line; Social transmission; Traditions; Variation","archaeological evidence; archaeology; cultural history; cultural tradition; discriminant analysis; documentary source; historical geography; human settlement; Paleolithic",Article,"Final",,Scopus,2-s2.0-49549109415
"Newcomer M.H.","7005877431;","Some quantitative experiments in handaxe manufacture",1971,"World Archaeology","3","1",,"85","94",,119,"10.1080/00438243.1971.9979493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001856631&doi=10.1080%2f00438243.1971.9979493&partnerID=40&md5=58072b1b16b8168c1c3316085d13f406","The Institute of Archaeology, London University, United Kingdom","Newcomer, M.H., The Institute of Archaeology, London University, United Kingdom","This paper describes the methods and materials used by the author to reproduce flint handaxes of late Acheulian – Mousterian of Acheulian Tradition type, using flaking tools and techniques available to palaeolithic man. Stages in the manufacture of handaxes are defined first subjectively then quantitatively by counting and weighing waste flakes in the order of their removal. Two main observations emerge from these experiments, both relevant to palaeolithic studies. One is the very large number of waste flakes and chips produced in making finely finished flint handaxes. The other is that it is possible to define stages in handaxe manufacture from a study of the waste flakes alone. © 1971 Taylor & Francis Group, LLC.",,,Article,"Final",,Scopus,2-s2.0-0001856631
"Lycett S.J., von Cramon-Taubadel N.","9434693200;23471109300;","Acheulean variability and hominin dispersals: a model-bound approach",2008,"Journal of Archaeological Science","35","3",,"553","562",,113,"10.1016/j.jas.2007.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35848956360&doi=10.1016%2fj.jas.2007.05.003&partnerID=40&md5=2e3ddda447c6950f75025b4a679f11d5","Leverhulme Centre for Human Evolutionary Studies, University of Cambridge, Fitzwilliam Street, Cambridge, CB2 1QH, United Kingdom","Lycett, S.J., Leverhulme Centre for Human Evolutionary Studies, University of Cambridge, Fitzwilliam Street, Cambridge, CB2 1QH, United Kingdom; von Cramon-Taubadel, N., Leverhulme Centre for Human Evolutionary Studies, University of Cambridge, Fitzwilliam Street, Cambridge, CB2 1QH, United Kingdom","Understanding the pattern of hominin dispersal is a fundamental component of Palaeolithic archaeology and palaeoanthropology. A widely held assumption is that bifacial handaxe (i.e. Acheulean or 'Mode 2') technologies evolved in Africa and dispersed into northern and western Eurasia via subsequent hominin migrations. To date, however, few formal tests of this hypothesis have been presented. Here, we use a combination of morphometrics, cultural transmission theory, and a dispersal model drawn from population genetics in order to test this hypothesis. The iterative founder effect (repeated bottlenecking) model is assumed to be supported if a significant inverse relationship is found between geographic distance from source along an estimated dispersal route and within-assemblage variance. The results of our analyses support the hypothesis that Acheulean technologies evolved in Africa and dispersed with migrating hominin populations into northern and western Eurasia under the assumptions of this iterative founder effect model. Based on our results we suggest that the occurrence of certain Mode 1 technologies such as those east of the Movius Line, and some assemblages assigned to the Clactonian of Britain, plausibly represent instances where effective population sizes in colonising populations dropped below levels where Mode 2 technologies could be maintained. © 2007 Elsevier Ltd. All rights reserved.","Clactonian; Cultural evolution; Demography; Dispersal; Handaxes; Mode 2; Movius Line; Social transmission","Acheulean; dispersal; hominid; modeling; morphometry; population migration; technological change; theoretical study; Africa; Eurasia",Article,"Final",,Scopus,2-s2.0-35848956360
"Pelegrin J.","","Prehistoric lithic technology: Some aspects of research",1990,"Archaeological Review from Cambridge","9","1",,"116","125",,112,,,,"Pelegrin, J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0006927647
"Debénath A., Dibble H.L.","","Handbook of Paleolithic Typology: Lower and Middle Paleolithic of Europe",1994,"Handbook of Paleolithic Typology: Lower and Middle Paleolithic of Europe",,,,"","",,105,,,,"Debénath, A.; Dibble, H.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0004217891
"Nonaka T., Bril B., Rein R.","35173363300;6602507439;35097612900;","How do stone knappers predict and control the outcome of flaking? Implications for understanding early stone tool technology",2010,"Journal of Human Evolution","59","2",,"155","167",,92,"10.1016/j.jhevol.2010.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955846248&doi=10.1016%2fj.jhevol.2010.04.006&partnerID=40&md5=5714ce94261494f8baa026f5a66b5cc5","Groupe de Recherche Apprentissage et Contexte, École des Hautes Études en Sciences Sociales, 54 Bd Raspail, 75006 Paris, France; Institute of health promotion and clinical movement science, German Sport University Cologne, Am Sportpark Müngersdorf 6, 50933 Cologne, Germany","Nonaka, T., Groupe de Recherche Apprentissage et Contexte, École des Hautes Études en Sciences Sociales, 54 Bd Raspail, 75006 Paris, France; Bril, B., Groupe de Recherche Apprentissage et Contexte, École des Hautes Études en Sciences Sociales, 54 Bd Raspail, 75006 Paris, France; Rein, R., Institute of health promotion and clinical movement science, German Sport University Cologne, Am Sportpark Müngersdorf 6, 50933 Cologne, Germany","The aim of the current study was to provide detailed data on the skill at controlling conchoidal fracture, data that may be used to help infer the processes responsible for generating the technological diversity observed in Early Stone Age sites. We conducted an experiment with modern stone knappers with different skill levels and systematically analyzed not only the products of flaking (i.e., detached flakes) but also the intentions prior to flaking, as well as the actions taken to control the shape of a flake through direct hard-hammer percussion. Only modern stone knappers with extensive knapping experience proved capable of predicting and controlling the shape of a flake, which indicated the significant difficulty of controlling the shape of flakes. Evidence was found that knowing the consequence of a strike given to a core at hand requires the acute exploration of the properties of the core and hammerstone to comply with the higher-order relationship among potential platform variables, kinetic energy of the hammerstone at impact, and flake dimension that reflects the constraints of conchoidal fracture. We argue that without this ability, controlling the shape of a flake or the organized débitage of flakes observed in some of the Early Stone Age sites may not have been possible. We further suggest that, given the difficulty and the nature of the skill, the evidence of precise control of conchoidal fracture in the Early Stone Age record may be indicative of the recurrence of a learning situation that allows the transmission of the skill, possibly through providing the opportunities for first-hand experience. © 2010 Elsevier Ltd.","Affordances; Behavior; Cognition; Early hominins; Foresight; Knapping; Lithic technology; Technical skills","cognition; hominid; learning; Stone Age; tool use",Article,"Final",,Scopus,2-s2.0-77955846248
"Bookstein F.L.","","The measurement of biological shape and shape change",1978,"Lecture Notes in Biomathematics","24",,,"","",,90,,,,"Bookstein, F.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003290392
"McNabb J., Binyon F., Hazelwood L.","7004204356;25635178300;53363569300;","The large cutting tools from the South African Acheulean and the question of social traditions",2004,"Current Anthropology","45","5",,"653","677",,89,"10.1086/423973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747638080&doi=10.1086%2f423973&partnerID=40&md5=0852887a01dff220ba1ba5d234414bdb","Centre for Archaeology of Human Origins, University of Southampton, Southampton SO17 1BF, United Kingdom","McNabb, J., Centre for Archaeology of Human Origins, University of Southampton, Southampton SO17 1BF, United Kingdom; Binyon, F.; Hazelwood, L.","Handaxes and cleavers are the keystone of the Acheulean, a stone-tool-making phenomenon which was made for over a million years (ca. < 1.7 to < 0.25 million years). These large cutting tools are considered a product of social learning within cooperating groups of Homo ergaster and Homo heidelbergensis in Africa and Europe. This paper concetrates on data from the Cave of Hearths and six other South African late Early Pleistocene and Middle Pleistocene sites. It argues that the influence of strong social learning which imposes communally sanctioned practices in manufacture and end product is absent. Individuals reproduce what they are already habituated to, but there is no cultural requirement of form or practice-this is negotiated by individuals. Many of the criteria used by archaeologists to identify benchmarks in hominin cognitive development, such as symmetry, need to be reassessed in the context of assemblage-based understandings. © 2004 by The Wenner-Gren Foundation for Anthropological Research. All rights reserved.",,,Review,"Final",,Scopus,2-s2.0-33747638080
"White M.J.","","On the significance of Acheulean biface variability in southern Britain",1998,"Proceedings of the Prehistoric Society","64",,,"15","44",,84,,,,"White, M.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0008128493
