Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Kuhl F.P., Giardina C.R.","7003979887;35548158500;","Elliptic Fourier features of a closed contour",1982,"Computer Graphics and Image Processing","18","3",,"236","258",,1115,"10.1016/0146-664X(82)90034-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019999399&doi=10.1016%2f0146-664X%2882%2990034-X&partnerID=40&md5=ea63cbddf26061fc35c2e16d85041161","U.S. Army Armament Research and Development Command, Dover, NJ 07801, United States; Fairleigh Dickinson University, Teaneck, NJ 07070, United States","Kuhl, F.P., U.S. Army Armament Research and Development Command, Dover, NJ 07801, United States; Giardina, C.R., Fairleigh Dickinson University, Teaneck, NJ 07070, United States","A direct procedure for obtaining the Fourier coefficients of a chain-encoded contour is presented. Advantages of the procedure are that it does not require integration or the use of fast Fourier transform techniques, and that bounds on the accuracy of the image contour reconstruction are easy to specify. Elliptic properties of the Fourier coefficients are shown and used for a convenient and intuitively pleasing procedure of normalizing a Fourier contour representation. Extension of the contour representation to arbitrary objects at arbitrary aspect angle is discussed. The procedures have direct application to a variety of pattern recognition problems that involve analysis of well-defined image contours. © 1982.",,"accuracy; closed contour; Fourier coefficients; image; pattern recognition; PATTERN RECOGNITION SYSTEMS",Article,"Final",,Scopus,2-s2.0-0019999399
"Rohlf F.J., Archie J.W.","7003281107;7004475040;","A comparison of fourier methods for the description of wing shape in mosquitoes (Diptera: Culicidae)",1984,"Systematic Zoology","33","3",,"302","317",,376,"10.2307/2413076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008745234&doi=10.2307%2f2413076&partnerID=40&md5=2d665f1c56a0e504d7b55738fd2567c1","Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794, United States; Department of Zoology, University of Hawaii, Honolulu, HI, 96822, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794, United States; Archie, J.W., Department of Zoology, University of Hawaii, Honolulu, HI, 96822, United States","Outlines of wings from 127 species of North American mosquitoes were digitized. Comparisons were made among several different methods of reducing the information in the resulting coordinates to a series of descriptors that could be used in multivariate analysis. Methods included Fourier analysis of both radii and tangent angle change functions. In addition, the relatively new method of elliptic Fourier analysis was tried. Cluster and ordination analyses based on the various sets of descriptors summarized well the pattern of similarities and differences in wing shapes, but clusters of similar wings do not agree well with traditional taxonomic groupings. The use of elliptic Fourier descriptors appears to be especially promising for future work. © 1984 Society of Systematic Zoology.","Feature extraction; Fourier analysis; Image analysis; Morphometrics; Mosquitoes",,Article,"Final",,Scopus,2-s2.0-85008745234
"Ferson S., Rohlf F.J., Koehn R.K.","","Measuring shape variation of two-dimensional outlines",1985,"Systematic Zoology","34",,,"59","68",,292,,,,"Ferson, S.; Rohlf, F.J.; Koehn, R.K.",[No abstract available],,,,,,Scopus,2-s2.0-0002666024
"CRAMPTON J.S.","7005574651;","Elliptic Fourier shape analysis of fossil bivalves: some practical considerations",1995,"Lethaia","28","2",,"179","186",,226,"10.1111/j.1502-3931.1995.tb01611.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029535455&doi=10.1111%2fj.1502-3931.1995.tb01611.x&partnerID=40&md5=012aa80c7ba9a17168f73f4f198140cc","Institute of Geological and Nuclear Sciences, PO Box 30 368, Lower Hutt, New Zealand","CRAMPTON, J.S., Institute of Geological and Nuclear Sciences, PO Box 30 368, Lower Hutt, New Zealand","Elliptic Fourier shape analysis is a powerful, though under‐utilized, biometric tool that is particularly suited for the description of fossils lacking many homologous landmarks, such as several common bivalve groups. The method is conceptually more parsimonious than more traditional biometric methods based on discrete linear and angular measurements. Most importantly, however, shape analysis captures a much higher proportion of the morphological information resident in any fossil than analyses based on discrete measurements. The number of harmonics required in an elliptic Fourier analysis can be estimated from a series of inverse Fourier reconstructions, or from the power spectrum. In most studies it is appropriate to normalize Fourier coefficients for size, although this information can be reincorporated at a later stage. The coefficients should probably not be standardized, unless there is evidence to suggest that high‐frequency information was genetically as important as low‐frequency information. Depending upon the aims of a particular study and the morphological disparity of the fossils in question, it might be appropriate to eliminate the first harmonic (‘best‐fitting’) ellipse from an analysis. Meaningful comparison of the left and right valves of bivalves requires the digitized coordinates of one or other to be mirrored prior to computation of the Fourier coefficients. □Biometric analysis, Bivalvia, elliptic Fourier analysis, morphometrics. Copyright © 1995, Wiley Blackwell. All rights reserved",,"biometric analysis; bivalve; Fourier shape analysis; morphometrics",Article,"Final",,Scopus,2-s2.0-0029535455
"Cucchi T., Vigne J.-D., Auffray J.-C.","6506822509;7006603465;7007054202;","First occurrence of the house mouse (Mus musculus domesticus Schwarz & Schwarz, 1943) in the Western Mediterranean: A zooarchaeological revision of subfossil occurrences",2005,"Biological Journal of the Linnean Society","84","3",,"429","445",,156,"10.1111/j.1095-8312.2005.00445.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-15944428237&doi=10.1111%2fj.1095-8312.2005.00445.x&partnerID=40&md5=30e5c69e83503c6da59043ccf92d32ce","CNRS- Mus. Natl. d'Hist. Naturelle, Dept. Ecologie Gestion Biodiversite, Bât. d'Anat. Comparée, 55 rue Buffon, France; CNRS, Université Montpellier II, Institut des Sciences de l'Evolution, France","Cucchi, T., CNRS- Mus. Natl. d'Hist. Naturelle, Dept. Ecologie Gestion Biodiversite, Bât. d'Anat. Comparée, 55 rue Buffon, France; Vigne, J.-D., CNRS- Mus. Natl. d'Hist. Naturelle, Dept. Ecologie Gestion Biodiversite, Bât. d'Anat. Comparée, 55 rue Buffon, France; Auffray, J.-C., CNRS, Université Montpellier II, Institut des Sciences de l'Evolution, France","This paper provides a critical analysis of archaeological small mammal collections in the Mediterranean area, from the Late Glacial to the first centuries AD, to validate the presence/absence of the house mouse through zooarchaeological criteria. The results have been synthesized through a diachronic map, whose chronological phases are related to socio-economic and cultural human evolution. The house mouse (Mus musculus domesticus) progression in the Mediterranean begins with a quick but limited diffusion in the Eastern Mediterranean Basin achieved around the 8th millennium BC. Until the 1st millennium BC, the invasive process seems to have stopped or drastically slowed, despite the increasing opportunities of passive transport during the Bronze Age. During the 1st millennium BC, there was mass colonization by the house mouse of the entire Western Mediterranean Basin and Northern Europe. We propose to explain this chronological gap in the colonization of the Eastern and Western Mediterranean using source-sink theory considering that the western environments acted like sinks until the first millennium BC. At that time the Western Mediterranean was fully opened to Eastern influences and migrations, and the human pressures on the environment drastically increased. This may have favoured definitively the adaptation of the house mouse to the Western commensal niches. © 2005 The Linnean Society of London.","Anthropization; Coevolution; Invasive species; Phylogeography; Source-sink; Subfossils","Bronze Age; coevolution; new record; phylogeography; source-sink dynamics; Mediterranean Region; Mediterranean Sea; oceanic regions; World; Mus musculus",Conference Paper,"Final",Open Access,Scopus,2-s2.0-15944428237
"Boursot P., Din W., Anand R., Darviche D., Dod B., Von Deimling F., Talwar G.P., Bonhomme F.","7004307542;6603599171;57200771763;6507316675;6603640184;6506328860;57213136354;7005744319;","Origin and radiation of the house mouse: Mitochondrial DNA phylogeny",1996,"Journal of Evolutionary Biology","9","4",,"391","415",,143,"10.1046/j.1420-9101.1996.9040391.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029659472&doi=10.1046%2fj.1420-9101.1996.9040391.x&partnerID=40&md5=6e66c187fb1072fa46b1155f3b2bc462","Lab. Génome et Populations, CNRS URA 1493, Université Montpellier II, F-34095 Montpellier, France; National Institute of Immunology, Shahid Jeet Singh Marg, 110067 New Delhi, India; Ferdowsi University, School of Sciences, Mashad, R. I., Iran","Boursot, P., Lab. Génome et Populations, CNRS URA 1493, Université Montpellier II, F-34095 Montpellier, France; Din, W., Lab. Génome et Populations, CNRS URA 1493, Université Montpellier II, F-34095 Montpellier, France; Anand, R., National Institute of Immunology, Shahid Jeet Singh Marg, 110067 New Delhi, India; Darviche, D., Ferdowsi University, School of Sciences, Mashad, R. I., Iran; Dod, B., Lab. Génome et Populations, CNRS URA 1493, Université Montpellier II, F-34095 Montpellier, France; Von Deimling, F., Lab. Génome et Populations, CNRS URA 1493, Université Montpellier II, F-34095 Montpellier, France; Talwar, G.P., National Institute of Immunology, Shahid Jeet Singh Marg, 110067 New Delhi, India; Bonhomme, F., Lab. Génome et Populations, CNRS URA 1493, Université Montpellier II, F-34095 Montpellier, France","On the basis of patterns of allele frequency variation in nuclear genes (Din et al., in press) it has been proposed that the house mouse M. musculus originated in the northern Indian subcontinent, from where it radiated in several directions to form the well-described peripheral subspecies (M. m. domesticus, M. m. musculus and M. m. castaneus). Here we use a mitochondrial DNA (mtDNA) phylogeny to test this hypothesis and to analyse the historical and demographic events that have accompanied this differentiation. This marker also provides a powerful means to check for genetic continuity between the central and peripheral populations. We studied restriction site polymorphism of samples from India and the Middle East as well as samples from the rest of Erusia and northern Africa. M. m. domesticus and M. m. musculus are both monophyletic for mtDNA and belong to the subspecies- specific mtDNA lineages that have been described previously. Average nucleotide diversity is low in M. m. musculus (0.2-5%). It is not only higher in M. m. domesticus (0.7-0.9%) but the distribution of pairwise divergence is wider, and the rate of evolution in this branch appears to be higher than in M. m. musculus. The nucleotide diversity found in M. m. castaneus (0.4%) is due to the existence of two rather divergent linages with little intralineage variation. These two lineages are part of a diversified bush of the phylogenetic tree that also comprises several previously undescribed branches and includes all samples from the northern Indian subcontinent and Iran. The degree of diversity found in each of the samples from this region is high (1.2-2.4%) although they come from small geographic areas. This agrees well with the idea that the origin of the radiation was in the northern Indian subcontinent. However, as neither haplotypes on the M. m. domesticus nor on the M. m. musculus branches were found in this region, there appear to be important phylogeographic discontinuities between this central region and these peripherial subspecies. On the basis of the present results and the nuclear data (Din el al., in press), we propose that M. musculus originated in the north of the Indian subcontinent. Our calibration of the evolutionary rate of mtDNA in mice suggests that the mouse settlement in this region could be as old as 900 000 years. Possibly from there, a first radiation could have reached the Middle East and the Caspian Sea, where the M. m. domesticus and M. m. musculus lineages, respectively, would have started to differentiate a few hundred thousand years ago, and from where they could have colonised the peripheral part of their ranges only recently. M. m. castaneus appears from its mtDNA to be a recent offshoot of the northern Indian population. This multiple and gradual radiation ultimately led to recent peripheral secondary contacts, such as the well-known European hybrid zone.","mitochondrial DNA; Mus musculus; phylogeography; radiation","Mus musculus; Musculus; Mus musculus castaneus; Mus musculus domesticus; Mus musculus musculus; house mouse; mitochondrial DNA; phylogeny; radiation; Africa, (North); Asia; India, (North); Middle East",Article,"Final",,Scopus,2-s2.0-0029659472
"Krinke G.J.","",[No title available],2000,"The Laboratory Rat",,,,"","",,138,,,,"Krinke, G.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003801055
"Stevanović M.","15029615700;","The Age of Clay: The Social Dynamics of House Destruction",1997,"Journal of Anthropological Archaeology","16","4",,"334","395",,133,"10.1006/jaar.1997.0310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001324090&doi=10.1006%2fjaar.1997.0310&partnerID=40&md5=bf50e5ec22e95f5216e099cd7664f9b6",,"Stevanović, M.","This study provides some fresh insight into Neolithic domestic architecture through the analysis of architectural technology and the control over the practice of house construction and destruction. Examined on a regional or local level, architecture of the Neolithic is often presented as a fairly homogenous social practice over the large area of Southeast Europe. In viewing the Neolithic houses as homogenous and uncontroversial material culture, archaeologists have overlooked not only the possible variation and multimeaning of the Neolithic houses but also their striking and extensive means of destruction. The role of house conflagration, a practice that lasted during the entire Neolithic of Southeast Europe, has not been addressed in archaeological investigations. Indeed the phenomenon of burned houses has been treated as a series of lucky accidents during the Neolithic, which are primarily responsible for the preservation of Neolithic sites. Contrary this view, I argue that it is unlikely that the houses were burned as a result of a series of accidents or for any structural and technological reasons but rather that they were destroyed by deliberate burning and most likely for reasons of a symbolic nature. The causes for the practice of house firing and house abandonment as observed through the architectural evidence at the site of Opovo are believed to have been related to the need for house replacement and securing its postutilitarian visibility in order to show social and material continuity of the Neolithic society. In my view, a struggle for social and material continuity might have been a leading mobilizing force in creating and maintaining social practices and beliefs in the Neolithic society. © 1997 Academic Press.",,,Article,"Final",,Scopus,2-s2.0-0001324090
"Rohlf F.J.","","Fitting curves to outlines",1990,"Proceedings of the Michigan Morphometrics Workshop",,,,"167","177",,124,,,,"Rohlf, F.J.",[No abstract available],,,,,,Scopus,2-s2.0-0000690066
"AUFFRAY J.‐C., VANLERBERGHE F., BRITTON‐DAVIDIAN J.","7007054202;6602999287;7003601082;","The house mouse progression in Eurasia: a palaeontological and archaeozoological approach",1990,"Biological Journal of the Linnean Society","41","1-3",,"13","25",,107,"10.1111/j.1095-8312.1990.tb00818.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025675195&doi=10.1111%2fj.1095-8312.1990.tb00818.x&partnerID=40&md5=88739c404941d92d13c0a53018a5d6a3","Institut des Sciences de l'Evolution, Université Scientifique el Technique du Languedoc, Place Eugène Bataillon, Montpellier, 34095, France","AUFFRAY, J.‐C., Institut des Sciences de l'Evolution, Université Scientifique el Technique du Languedoc, Place Eugène Bataillon, Montpellier, 34095, France; VANLERBERGHE, F., Institut des Sciences de l'Evolution, Université Scientifique el Technique du Languedoc, Place Eugène Bataillon, Montpellier, 34095, France; BRITTON‐DAVIDIAN, J., Institut des Sciences de l'Evolution, Université Scientifique el Technique du Languedoc, Place Eugène Bataillon, Montpellier, 34095, France","A palaeontological and archaeozoological survey has allowed us to establish the different steps in the colonization of western Eurasia and northern Africa by the house mouse Mus musculus. After successive immigration waves of the genus Mus into this zone from the late Pliocene to the upper Pleistocene, the house mouse appeared and remained confined to the easternmost Mediterranean Basin at the uppermost Pleistocene. The first progression of this species into the Mediterranean Basin occurred in the Middle East from the Epipaleolithic to the Neolithic. Subsequently, this species was found in the western Mediterranean Basin during the Bronze Age and in north‐west Europe during the Iron Age. In comparison to this latter zone, north central Europe was colonized relatively early, from the Neolithic to the Bronze Age which may, in fact, not only correspond to a much earlier invasion of Europe by M. musculus musculus but also suggest that the distribution of this subspecies extended much further west than it does nowadays, at a time when M. musculus domesticus was restricted to the Mediterranean zone. This archaeological survey is in agreement with genetic data which provide indications as to the speed, steps and pathways of progression of house mouse populations in western Eurasia. Copyright © 1990, Wiley Blackwell. All rights reserved","archaeozoology; Holocene; invasions; Mus; Mus musculus‐; palaeontology; Pleistocene","archaeozoology; colonization; Holocene; house mouse; mouse; Mus musculus; palaeobiogeography; palaeontology; Pleistocene; Africa; Africa, (North); Asia; Europe; Mus musculus",Article,"Final",,Scopus,2-s2.0-0025675195
