Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1199,"10.1080/11250000409356545",2-s2.0-1242321708
"Ahler S.A.","","Projectile Point Form and Function at Rodgers Shelter, Missouri.",1971,"Projectile Point Form and Function at Rodgers Shelter, Missouri",,,,"","",,71,,2-s2.0-0007789741
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Barceló J.A.","36719178900;","Visual analysis in archaeology. An artificial intelligence approach",2010,"Lecture Notes in Earth Sciences","124",,,"93","156",,8,"10.1007/978-3-540-95853-6_5",2-s2.0-84945304030
"Bell R.E.","","Guide to the Identification of Certain American Indian Projectile Points",1958,"Guide to the Identification of Certain American Indian Projectile Points",,,,"","",,24,,2-s2.0-33748066794
"Bell R.E.","","Guide to the Identification of Certain American Indian Projectile Points",1958,"Guide to the Identification of Certain American Indian Projectile Points",,,,"","",,24,,2-s2.0-33748066794
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8",2-s2.0-0031107378
"Broyles B.J.","","Preliminary report: the St. Albans Site (46KA27), Kanawha County",1966,"West Virginia Archaeologist","19",,,"1","43",,18,,2-s2.0-70449779674
"Buchanan B., Collard M.","11241802300;7102608373;","Investigating the peopling of North America through cladistic analyses of Early Paleoindian projectile points",2007,"Journal of Anthropological Archaeology","26","3",,"366","393",,104,"10.1016/j.jaa.2007.02.005",2-s2.0-34548042992
"Buchanan B., Collard M.","11241802300;7102608373;","A geometric morphometrics-based assessment of blade shape differences among Paleoindian projectile point types from western North America",2010,"Journal of Archaeological Science","37","2",,"350","359",,71,"10.1016/j.jas.2009.09.047",2-s2.0-70449670300
"Buchanan B., Collard M., Hamilton M.J., O'Brien M.J.","11241802300;7102608373;8578778600;36128081000;","Points and prey: A quantitative test of the hypothesis that prey size influences early Paleoindian projectile point form",2011,"Journal of Archaeological Science","38","4",,"852","864",,47,"10.1016/j.jas.2010.11.007",2-s2.0-79251608170
"Buchanan B.","11241802300;","An analysis of Folsom projectile point resharpening using quantitative comparisons of form and allometry",2006,"Journal of Archaeological Science","33","2",,"185","199",,69,"10.1016/j.jas.2005.07.008",2-s2.0-30544454646
"Bullen R.P.","",[No title available],1975,"A Guide to the Identification of Florida Projectile Points",,,,"","",,38,,2-s2.0-0003153022
"Cambron J.W., Hulse D.C.","",[No title available],1975,"Handbook of Alabama Archaeology: Part I, Point Types",,,,"","",,45,,2-s2.0-0346812685
"Cardillo M.","","Temporal Trends in the morphometric variation of the lithic projectile points during the Middle Holocene of Southern Andes (Puna Region) - a Coevolutionary approach",2009,"Theoretical and Methodological Issues in Evolutionary Archaeology: Toward a Unified Darwinian Paradigm",,,,"13","20",,14,,2-s2.0-84857123098
"Cardillo M.","57212772096;","Some applications of geometric morphometrics to archaeology",2010,"Lecture Notes in Earth Sciences","124",,,"325","341",,35,"10.1007/978-3-540-95853-6_15",2-s2.0-85030431181
"Coe J.L.","",[No title available],1964,"The Formative Cultures of the Carolina Piedmont",,,,"","",,21,,2-s2.0-53249128782
"Costa A.G.","36999872500;","A geometric morphometric assessment of plan shape in bone and stone acheulean bifaces from the Middle Pleistocene site of Castel di Guido, Latium, Italy",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"23","41",,58,"10.1007/978-1-4419-6861-6_2",2-s2.0-80051798141
"Daniel R., Wisenbaker M.","",[No title available],1987,"Harney Flats: A Florida Paleo-Indian Site",,,,"","",,22,,2-s2.0-3042877225
"Deetz J.","",[No title available],1977,"In Small Things Forgotten: The Archaeology of Early American Life",,,,"","",,687,,2-s2.0-0003993654
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,2-s2.0-0003489720
"Dunbar J.S., Hemmings C.A.","","Florida Paleoindian points and knives",2004,"New Perspectives on the First Americans",,,,"65","72",,19,,2-s2.0-11044233124
"Dunbar J.S., Vojnovski P.K.","12808534200;56174283200;","Early Floridians and late megamammals: Some technological and dietary evidence from four North Florida Paleoindian sites",2007,"Foragers of the Terminal Pleistocene in North America",,,,"167","202",,14,,2-s2.0-84857114169
"Goodyear A.C., Upchurch S.B., Brooks M.J., Goodyear N.N.","","Paleo-Indian Manifestations in the Tampa Bay Region, Florida",1983,"Florida Anthropologist","36","1-2",,"40","66",,7,,2-s2.0-0004784105
"Goodyear A.C.","","The Brand site: A Techno-Functional study of a Dalton site Northeast Arkansas",1974,"The Brand Site: A Techno-Functional Study of a Dalton Site in Northeast Arkansas",,,,"","",,65,,2-s2.0-0347215866
"Hammer O., Harper D.A.T.","25624260900;55745283900;","Paleontological Data Analysis",2007,"Paleontological Data Analysis",,,,"1","351",,299,"10.1002/9780470750711",2-s2.0-84889782006
"Hammer Ø.","25624260900;","Morphometrics in past: Integrating morphometrics with general data analysis software",2010,"Lecture Notes in Earth Sciences","124",,,"357","362",,2,"10.1007/978-3-540-95853-6_18",2-s2.0-84860217233
"Hoffman C.M.","","Projectile point maintenance and typology: Assessment with factor analysis and canonical correlation",1985,"For Concordance in Archaeological Analysis: Bridging Data Structure, Quantitative Technique, and Theory",,,,"566","612",,58,,2-s2.0-4243121609
"Ioviţǎ R.","6506567945;","Ontogenetic scaling and lithic systematics: method and application",2009,"Journal of Archaeological Science","36","7",,"1447","1457",,36,"10.1016/j.jas.2009.02.008",2-s2.0-67349226101
"Ioviţǎ R.","6506567945;","Comparing stone tool resharpening trajectories with the aid of elliptical fourier analysis",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"235","253",,42,"10.1007/978-1-4419-6861-6_10",2-s2.0-84892114029
"Justice N.D.","",[No title available],1987,"Stone Age Spear and Arrow Points of the Midcontinental and Eastern United States",,,,"","",,128,,2-s2.0-0003916876
"Kendall D.G.","23064672000;","Shape manifolds, procrustean metrics, and complex projective spaces",1984,"Bulletin of the London Mathematical Society","16","2",,"81","121",,821,"10.1112/blms/16.2.81",2-s2.0-0002432238
"Kimball L.R.","","Early Archaic Settlement and Technology: Lessons from Tellico",1996,"The Paleoindian and Early Archaic Southeast",,,,"149","186",,21,,2-s2.0-0346812941
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1766,"10.1111/j.1755-0998.2010.02924.x",2-s2.0-78650839801
"Lenardi M.J., Merwin D.E.","57203417618;57203408122;","Towards automating artifact analysis: A study showing potential applications of computer vision and morphometrics to artifact typology",2010,"Lecture Notes in Earth Sciences","124",,,"289","305",,7,"10.1007/978-3-540-95853-6_13",2-s2.0-84971338514
"Lycett S.J., Chauhan P.R.","9434693200;23391897300;","Analytical approaches to palaeolithic technologies: An introduction",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"1","22",,19,"10.1007/978-1-4419-6861-6_1",2-s2.0-79956112026
"Lycett S.J., von Cramon-Taubadel N., Foley R.A.","9434693200;23471109300;7102887389;","A crossbeam co-ordinate caliper for the morphometric analysis of lithic nuclei: A description, test and empirical examples of application",2006,"Journal of Archaeological Science","33","6",,"847","861",,77,"10.1016/j.jas.2005.10.014",2-s2.0-33645078897
"Mardia K.V., Bookstein F.L., Moreton I.J.","7004094586;7004606384;8245052500;","Statistical assessment of bilateral symmetry of shapes",2000,"Biometrika","87","2",,"285","300",,237,"10.1093/biomet/87.2.285",2-s2.0-0001059927
"Monnier G.F., McNulty K.P.","15023202000;7004717904;","Questioning the link between stone tool standardization and behavioral modernity",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"61","81",,9,"10.1007/978-1-4419-6861-6_4",2-s2.0-84857114170
"Nolte A.W., Sheets H.D.","9640215400;55663863700;","Shape based assignment tests suggest transgressive phenotypes in natural sculpin hybrids (Teleostei, Scorpaeniformes, Cottidae)",2005,"Frontiers in Zoology","2",,,"","",,41,"10.1186/1742-9994-2-11",2-s2.0-24044474395
"Perino G.","","Guide to the Identification of Certain American Indian Projectile Points",1968,"Guide to the Identification of Certain American Indian Projectile Points",,,,"","",,16,,2-s2.0-33748082811
"Perino G.","","Guide to the Identification of Certain American Indian Projectile Points",1968,"Guide to the Identification of Certain American Indian Projectile Points",,,,"","",,16,,2-s2.0-33748082811
"Purdy B.A.","",[No title available],1981,"Florida's Prehistoric Stone Technology",,,,"","",,18,,2-s2.0-3042874381
"Rink W.J., Dunbar J.S., Burdette K.E.","",[No title available],2012,"The Wakulla Springs Lodge Site (WA 329): 2008 Excavations and New OSL Dating Evidence",,,,"","",,1,,2-s2.0-84857113499
"Ritchie W.A.","","A typology and nomenclature for New York projectile points",1961,"A Typology and Nomenclature for New York Projectile Points",,,,"","",,35,,2-s2.0-53249103075
"Rohlf F.J.","7003281107;","Shape statistics: Procrustes superimpositions and tangent spaces",1999,"Journal of Classification","16","2",,"197","223",,537,"10.1007/s003579900054",2-s2.0-0033235691
"Rohlf F.J.","",[No title available],2010,"TPS Programs",,,,"","",,3,,2-s2.0-84857114171
"Savriama Y., Neustupa J., Klingenberg C.P.","","Geometric morphometrics of symmetry and allometry in Micrasterias rotata (Zygnemophyceae, Viridiplantae)",2010,"Nova Hedwigia Suppl","136",,,"43","54",,24,,2-s2.0-80655127189
"Sheets H.D., Covino K.M., Panasiewicz J.M., Morris S.R.","55663863700;14830225900;14830383200;7403325929;","Comparison of geometric morphometric outline methods in the discrimination of age-related differences in feather shape",2006,"Frontiers in Zoology","3",, 15,"","",,97,"10.1186/1742-9994-3-15",2-s2.0-33749530871
"Shott M., Trail B.","","Exploring New Approaches to Lithic Analysis: Laser Scanning and Geometric Morphometrics",2010,"Lithic Technology","35","2",,"195","220",,41,,2-s2.0-84857114130
"Slice D.E.","","Modern morphometrics",2005,"Modern Morphometrics in Physical Anthropology",,,,"1","45",,103,,2-s2.0-33645027471
"Smith H., Smallwood A.","",[No title available],2011,"Variability in Clovis point shape in North America using geometric morphometrics",,,,"","",,1,,2-s2.0-85030441683
"Thulman D.K.","",[No title available],2006,,,,,"","",,1,,2-s2.0-84857108562
"Tompkins C.N.","",[No title available],1993,,,,,"","",,1,,2-s2.0-84857114168
"Zelditch M., Swiderski D., Sheets H., Fink W.","6701615282;35493322600;55663863700;7005590403;","Geometric Morphometrics for Biologists",2004,"Geometric Morphometrics for Biologists",,,,"1","443",,1395,"10.1016/B978-0-12-778460-1.X5000-5",2-s2.0-84902728366
