Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Aramendi J., Maté-González M.A., Yravedra J., Ortega M.C., Arriaza M.C., González-Aguilera D., Baquedano E., Domínguez-Rodrigo M.","55827562600;56780291300;56962776200;26039376000;56786056800;24477009700;36237883200;6603679662;","Discerning carnivore agency through the three-dimensional study of tooth pits: Revisiting crocodile feeding behaviour at FLK- Zinj and FLK NN3 (Olduvai Gorge, Tanzania)",2017,"Palaeogeography, Palaeoclimatology, Palaeoecology","488",,,"93","102",,30,"10.1016/j.palaeo.2017.05.021",2-s2.0-85019375211
"Arriaza M.C., Yravedra J., Domínguez-Rodrigo M., Mate-González M.Á., García Vargas E., Palomeque-González J.F., Aramendi J., González-Aguilera D., Baquedano E.","56786056800;56962776200;6603679662;56780291300;57192955709;56780262200;55827562600;24477009700;36237883200;","On applications of micro-photogrammetry and geometric morphometrics to studies of tooth mark morphology: The modern Olduvai Carnivore Site (Tanzania)",2017,"Palaeogeography, Palaeoclimatology, Palaeoecology","488",,,"103","112",,32,"10.1016/j.palaeo.2017.01.036",2-s2.0-85013104677
"Bartosiewicz L.","","Skin and bones: taphonomy of a medieval tannery in Hungary",2009,"J. Taphon.","7","2-3",,"91","107",,5,,2-s2.0-84905655945
"Bartram Jr. L.E., Marean C.W.","6602174811;6701351179;","Explaining the 'Klasies Pattern': Kua ethnoarchaeology, the Die Kelders Middle Stone Age archaeofauna, long bone fragmentation and carnivore ravaging",1999,"Journal of Archaeological Science","26","1",,"9","29",,116,"10.1006/jasc.1998.0291",2-s2.0-0033016442
"Behrensmeyer A.K., Gordon K.D., Yanagi G.T.","6701561561;7202357942;6506234638;","Trampling as a cause of bone surface damage and pseudo-cutmarks",1986,"Nature","319","6056",,"768","771",,297,"10.1038/319768a0",2-s2.0-0022473304
"Bello S.M.","10139236300;","New Results from the Examination of Cut-Marks Using Three-Dimensional Imaging",2011,"Developments in Quaternary Science","14","C",,"249","262",,32,"10.1016/B978-0-444-53597-9.00013-3",2-s2.0-78049463323
"Bello S.M., Soligo C.","10139236300;55853593700;","A new method for the quantitative analysis of cutmark micromorphology",2008,"Journal of Archaeological Science","35","6",,"1542","1552",,133,"10.1016/j.jas.2007.10.018",2-s2.0-41949102484
"Bello S.M., Parfitt S.A., Stringer C.","10139236300;6602684782;7005875885;","Quantitative micromorphological analyses of cut marks produced by ancient and modern handaxes",2009,"Journal of Archaeological Science","36","9",,"1869","1880",,124,"10.1016/j.jas.2009.04.014",2-s2.0-67649580782
"Bello S.M., De Groote I., Delbarre G.","10139236300;35791611100;55609071600;","Application of 3-dimensional microscopy and micro-CT scanning to the analysis of Magdalenian portable art on bone and antler",2013,"Journal of Archaeological Science","40","5",,"2464","2476",,46,"10.1016/j.jas.2012.12.016",2-s2.0-84874404546
"Binford L.R.","24350669500;","Smudge pits and hide smoking: The use of analogy in archaeological reasoning",1967,"American Antiquity","32","1",,"107","108",,137,"10.2307/278774",2-s2.0-84895032914
"Binford L.R.","","Post-Pleistocene adaptations",1968,"New Perspectives in Archaeology",,,,"313","341",,401,,2-s2.0-0002888809
"Binford L.R.","",[No title available],1981,"Bones: Ancient Men and Modern Myths",,,,"","",,1762,,2-s2.0-0003747768
"Blasco R., Rosell J., Fernández Peris J., Cáceres I., Vergès J.M.","23099008800;35747067100;23099959200;6602553935;7006881093;","A new element of trampling: an experimental application on the Level XII faunal record of Bolomor Cave (Valencia, Spain)",2008,"Journal of Archaeological Science","35","6",,"1605","1618",,54,"10.1016/j.jas.2007.11.007",2-s2.0-42149160313
"Blumenschine R.J., Marean C.W., Capaldo S.D.","6602434690;6701351179;6602666562;","Blind tests of inter-analyst correspondence and accuracy in the identification of cut marks, percussion marks, and carnivore tooth marks on bone surfaces",1996,"Journal of Archaeological Science","23","4",,"493","507",,328,"10.1006/jasc.1996.0047",2-s2.0-0000445678
"Blumenschine R.J., Masao F.T., Tactikos J.C., Ebert J.I.","6602434690;6508301921;8387543300;7102431646;","Effects of distance from stone source on landscape-scale variation in Oldowan artifact assemblages in the Paleo-Olduvai Basin, Tanzania",2008,"Journal of Archaeological Science","35","1",,"76","86",,66,"10.1016/j.jas.2007.02.009",2-s2.0-35748964140
"Bonney H.","56016996900;","An investigation of the use of discriminant analysis for the classification of blade edge type from cut marks made by metal and bamboo blades",2014,"American Journal of Physical Anthropology","154","4",,"575","584",,21,"10.1002/ajpa.22558",2-s2.0-84904042270
"Bookstein F.L.","7004606384;","Principal Warps: Thin-Plate Splines and the Decomposition of Deformations",1989,"IEEE Transactions on Pattern Analysis and Machine Intelligence","11","6",,"567","585",,1254,"10.1109/34.24792",2-s2.0-79957563017
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Braun D.R., Pobiner B.L., Thompson J.C.","23972180300;16319816400;7405817918;","An experimental investigation of cut mark production and stone tool attrition",2008,"Journal of Archaeological Science","35","5",,"1216","1223",,38,"10.1016/j.jas.2007.08.015",2-s2.0-40849127166
"Braun D.R., Plummer T., Ferraro J.V., Ditchfield P., Bishop L.C.","23972180300;7006149395;8387543400;55905037700;7007061548;","Raw material quality and Oldowan hominin toolstone preferences: evidence from Kanjera South, Kenya",2009,"Journal of Archaeological Science","36","7",,"1605","1614",,109,"10.1016/j.jas.2009.03.025",2-s2.0-67349286486
"Braun D.R., Pante M., Archer W.","23972180300;21733442900;35085743300;","Cut marks on bone surfaces: Influences on variation in the form of traces of ancient behaviour",2016,"Interface Focus","6","3",,"","",7,17,"10.1098/rsfs.2016.0006",2-s2.0-84964287523
"Bunge M.","24789898900;","Analogy between systems",1981,"International Journal of General Systems","7","4",,"221","223",,21,"10.1080/03081078108934823",2-s2.0-0019728525
"Charlin J., Llosas M.I.H.","26658892500;55981910600;","Geometric morphometrics and rock art: Exploring landmark-based methods [Morfometría geométrica y representaciones rupestres: Explorando las aplicaciones de los métodos basados en landmarks]",2016,"Arqueologia","22","1",,"103","125",,4,,2-s2.0-84983433376
"Choi K., Driwantoro D.","14824760700;11641211500;","Shell tool use by early members of Homo erectus in Sangiran, central Java, Indonesia: cut mark evidence",2007,"Journal of Archaeological Science","34","1",,"48","58",,73,"10.1016/j.jas.2006.03.013",2-s2.0-33749342977
"Cooney J., Van Gelder L.","",[No title available],2011,"Child labour in the past: children as economic contributors and consumers",,,,"","",,1,,2-s2.0-85061684554
"Core Team R.","",[No title available],2014,"R: A Language and Environment for Statistical Computing",,,,"","",,1307,,2-s2.0-84965039431
"Dewbury A.G., Russell N.","","Relative frequency of butchering cutmarks produced by obsidian and flint: an experimental approach",2007,"Journal of Archaeological Science","34","3",,"354","357",,51,,2-s2.0-35248872374
"Diez-Martín F., Sánchez P., Domínguez-Rodrigo M., Mabulla A., Barba R.","24823717300;24825724000;6603679662;18133831000;21734480700;","Were Olduvai Hominins making butchering tools or battering tools? Analysis of a recently excavated lithic assemblage from BK (Bed II, Olduvai Gorge, Tanzania)",2009,"Journal of Anthropological Archaeology","28","3",,"274","289",,57,"10.1016/j.jaa.2009.03.001",2-s2.0-68849107076
"Domínguez-Rodrigo M., De La Torre I., De Luque L., Alcalá L., Mora R., Serrallonga J., Medina V.","6603679662;6602367706;8523964400;35794497000;7006807762;15743217700;15826670300;","The ST Site Complex at Peninj, West Lake Natron, Tanzania: Implications for early hominid behavioural models",2002,"Journal of Archaeological Science","29","6",,"639","665",,70,"10.1006/jasc.2001.0768",2-s2.0-0036315462
"Domínguez-Rodrigo M., de Juana S., Galán A.B., Rodríguez M.","6603679662;11839691900;25723149700;57197402162;","A new protocol to differentiate trampling marks from butchery cut marks",2009,"Journal of Archaeological Science","36","12",,"2643","2654",,255,"10.1016/j.jas.2009.07.017",2-s2.0-70349783751
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,2-s2.0-0003489720
"Faith J.T., Marean C.W., Behrensmeyer A.K.","14626138500;6701351179;6701561561;","Carnivore competition, bone destruction, and bone density",2007,"Journal of Archaeological Science","34","12",,"2025","2034",,66,"10.1016/j.jas.2007.01.017",2-s2.0-35548956491
"Fernández-Jalvo Y., Andrews P.","","Linear marks",2016,"Atlas of Taphonomic Identifications",,,,"35","100",,2,,2-s2.0-85061679053
"Galán A.B., Domínguez-Rodrigo M.","25723149700;6603679662;","An Experimental Study of the Anatomical Distribution of Cut Marks Created by Filleting and Disarticulation on Long Bone Ends",2013,"Archaeometry","55","6",,"1132","1149",,26,"10.1111/j.1475-4754.2012.00730.x",2-s2.0-84887825525
"Galán A.B., Domínguez-Rodrigo M.","25723149700;6603679662;","Testing the efficiency of simple flakes, retouched flakes and small handaxes during butchery",2014,"Archaeometry","56","6",,"1054","1074",,24,"10.1111/arcm.12064",2-s2.0-84911806002
"Gifford-Gonzalez D.","6602740917;","Bones are not enough: Analogues, knowledge, and interpretive strategies in zooarchaeology",1991,"Journal of Anthropological Archaeology","10","3",,"215","254",,162,"10.1016/0278-4165(91)90014-O",2-s2.0-0000788374
"Goodall C.","","Procrustes methods in the statistical analysis of shape",1991,"J. R. Statist. Soc. B","53","2",,"285","339",,1198,,2-s2.0-0000142472
"Goodall C.R., Mardia K.V.","","Multivariate aspects of shape theory",1993,"Ann. Statist.","21","2",,"848","866",,58,,2-s2.0-21144473010
"Greenfield H.J.","7005963340;","The origins of metallurgy: Distinguishing stone from metal cut-marks on bones from archaeological sites",1999,"Journal of Archaeological Science","26","7",,"797","808",,119,"10.1006/jasc.1998.0348",2-s2.0-0033405768
"Greenfield H.J., Selin H.","","A Zooarchaeological Perspective on the Origins of Metallurgy in the near East: Analysis of Stone and Metal Cut Marks on Bone from Israel",2008,"Encyclopedia of the History of Science, Technology, and Medicine in Non-Western Cultures",,,,"1639","1647",,3,,2-s2.0-85045564076
"Güth A.","55234210500;","Using 3D scanning in the investigation of Upper Palaeolithic engravings: First results of a pilot study",2012,"Journal of Archaeological Science","39","10",,"3105","3114",,18,"10.1016/j.jas.2012.04.029",2-s2.0-84864388370
"Hall B.K.","57203106489;","Descent with modification: The unity underlying homology and homoplasy as seen through an analysis of development and evolution",2003,"Biological Reviews of the Cambridge Philosophical Society","78","3",,"409","433",,189,"10.1017/S1464793102006097",2-s2.0-0141594724
"Hutton J.","","Experience considered as the cause of knowledge, or as an operation in which the human intellect is made to proceed, an investigation of the principles of knowledge: and of the progress of reason, from sense to science and philosophy",1794,"Strahan T Cadell Lond","2",,,"105","120",,2,,2-s2.0-85058953632
"Hiscock P.","","Looking the other way. A materialist/technological approach to classifying tools and implements, cores and retouched flakes",2007,"Tools Versus Cores: Alternative Approaches to Stone Tool Analysis",,,,"198","222",,38,,2-s2.0-43449086719
"de Juana S., Galán A.B., Domínguez-Rodrigo M.","11839691900;25723149700;6603679662;","Taphonomic identification of cut marks made with lithic handaxes: An experimental study",2010,"Journal of Archaeological Science","37","8",,"1841","1850",,75,"10.1016/j.jas.2010.02.002",2-s2.0-77953959327
"Kendall D.G.","23064672000;","A survey of the statistical theory of shape",1989,"Statistical Science","4","2",,"87","99",,311,"10.1214/ss/1177012582",2-s2.0-84972538798
"Klingenberg C.P.","7004588456;","Novelty and ""homology-free"" morphometrics: What's in a name?",2008,"Evolutionary Biology","35","3",,"186","190",,60,"10.1007/s11692-008-9029-4",2-s2.0-69549116333
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1766,"10.1111/j.1755-0998.2010.02924.x",2-s2.0-78650839801
"Lam Y.M, Chen X., Marean C.W., Frey C.J.","15020909100;14321203900;6701351179;7101760735;","Bone density and long bone representation in archaeological faunas: comparing results from CT and photon densitometry",1998,"Journal of Archaeological Science","25","6",,"559","570",,99,"10.1006/jasc.1997.0256",2-s2.0-0344193092
"Lam Y.M., Chen X., Pearson O.M.","15020909100;14321203900;7006231212;","Intertaxonomic variability in patterns of bone density and the differential representation of bovid, cervid, and equid elements in the archaeological record",1999,"American Antiquity","64","2",,"343","362",,222,"10.2307/2694283",2-s2.0-0001381810
"Lam Y.M., Pearson O.M., Marean C.W., Chen X.","15020909100;7006231212;6701351179;14321203900;","Bone density studies in zooarchaeology",2003,"Journal of Archaeological Science","30","12",,"1701","1708",,83,"10.1016/S0305-4403(03)00065-7",2-s2.0-0344961937
"Leakey M.D.","",[No title available],1971,"Olduvai Gorge: Excavations in Beds I and II, 1960-1963","3",,,"","",,554,,2-s2.0-0003471652
"Lewis J.E.","55483984700;","Identifying sword marks on bone: criteria for distinguishing between cut marks made by different classes of bladed weapons",2008,"Journal of Archaeological Science","35","7",,"2001","2008",,79,"10.1016/j.jas.2008.01.016",2-s2.0-43049172252
"Lyell C.","",[No title available],1830,"Principles of Geology",,,,"","",,994,,2-s2.0-0003982758
"Machin A.J., Hosfield R.T., Mithen S.J.","16025108100;57203352435;6602167898;","Why are some handaxes symmetrical? Testing the influence of handaxe morphology on butchery effectiveness",2007,"Journal of Archaeological Science","34","6",,"883","893",,97,"10.1016/j.jas.2006.09.008",2-s2.0-33847417563
"Manríquez G., González-Bergás F.E., Salinas J.C., Espoueys O.","8154031300;14043423400;57213843415;14043200700;","Intentional cranial deformation in archaeological populations of Arica (Chile): Preliminary geometric morphometrics analysis using craniofacial radiographs [Deformación intencional del cráneo en poblaciones arqueológicas de Arica, Chile: Análisis preliminar de morfometría geométrica con uso de radiografías craneofaciales]",2006,"Chungara","38","1",,"13","34",,18,,2-s2.0-33746113110
"Marín-Monfort M.D., Pesquero M.D., Fernández-Jalvo Y.","35750354800;16480973000;6603680696;","Compressive marks from gravel substrate on vertebrate remains: A preliminary experimental study",2014,"Quaternary International","330","1",,"118","125",,16,"10.1016/j.quaint.2013.10.028",2-s2.0-84898823760
"Maté González M.T., Yravedra J., González-Aguilera D., Palomeque-González J.F., Domínguez-Rodrigo M.","56780291300;56962776200;24477009700;56780262200;6603679662;","Micro-photogrammetric characterization of cut marks on bones",2015,"Journal of Archaeological Science","62",,,"128","142",,58,"10.1016/j.jas.2015.08.006",2-s2.0-84939196614
"Maté-González M.Á., Palomeque-González J.F., Yravedra J., González-Aguilera D., Domínguez-Rodrigo M.","56780291300;56780262200;56962776200;24477009700;6603679662;","Micro-photogrammetric and morphometric differentiation of cut marks on bones using metal knives, quartzite, and flint flakes",2018,"Archaeological and Anthropological Sciences","10","4",,"805","816",,31,"10.1007/s12520-016-0401-5",2-s2.0-85030220578
"Maté-González M.Á., Aramendi J., Yravedra J., Blasco R., González Aguilera D.","","Assessment of statistical agreement of three techniques for the study of cut marks: 3D digital microscope, laser scanning confocal microscopy and micro photogrammetry",2017,"J. Microsc.","00",,,"1","15",,2,,2-s2.0-85061679639
"Maté-González M.Á., Yravedra J., Martín-Perea D.M., Palomeque-González J., San-Juan-Blazquez M., Estaca-Gómez V., Uribelarrea D., Álvarez-Alonso D., Cuartero F., González-Aguilera D., Domínguez-Rodrigo M.","56780291300;56962776200;57192089446;56780262200;57192960468;57188553158;6507093504;55320183200;36476024800;24477009700;6603679662;","Flint and Quartzite: Distinguishing Raw Material Through Bone Cut Marks",2018,"Archaeometry","60","3",,"437","452",,18,"10.1111/arcm.12327",2-s2.0-85028314535
