Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Ashton N.M., McNabb J.","","Bifaces in perspective",1994,"Stories in Stone",,,,"182","191",,64,,2-s2.0-0002532807
"Ashton N., White M.","","Bifaces and raw materials: Flexible flaking in the British Early Paleolithic",2003,"Multiple Approaches to the Study of Bifacial Technologies",,,,"109","124",,42,,2-s2.0-40749152833
"Bordes F.","",[No title available],1961,"Typologie du Paléolithique Ancien et Moyen",,,,"","",,485,,2-s2.0-0003911253
"Bradley B., Sampson C.G.","35877180000;7005864291;","Analysis of replication of two Acheulian artefact assemblages ( Chiltern Hills).",1986,"Stone Age prehistory",,,,"29","45",,42,,2-s2.0-0022914411
"Braun D.R.B., Archer W., Walker S.","",[No title available],2008,"Variability in Acheulean technology at Elandsfontein. Poster Presented at the Paleoanthropology Society Meetings",,,,"","",,1,,2-s2.0-85030432783
"Clark J.D.","","Raw material and African lithic technology",1980,"Man and Environment","4",,,"44","55",,24,,2-s2.0-0042934224
"Debénath A., Dibble H.L.","","Handbook of Paleolithic Typology",1994,"Lower and Middle Paleolithic of Europe","1",,,"","",,14,,2-s2.0-33846675782
"Deacon H.J.","","Elandsfontein and Klasies River revisited",1998,"A Master of His Craft: Papers in Stone Age Archaeology Presented to John Wymer",,,,"23","28",,18,,2-s2.0-0002446770
"Torre I.d.l., Mora R., Martínez-Moreno J.","23471290000;7006807762;23470273200;","The early Acheulean in Peninj (Lake Natron, Tanzania)",2008,"Journal of Anthropological Archaeology","27","2",,"244","264",,64,"10.1016/j.jaa.2007.12.001",2-s2.0-43849099515
"Gowlett J.A.J.","","The elements of design form in Acheulian bifaces: modes, modalities, rules and language",2006,"Axe Age: Acheulian Tool-making from Quarry to Discard",,,,"203","221",,69,,2-s2.0-47049106160
"Gowlett J.A.J.","","Mental abilities of early Homo: Elements of constraint and choice in rule systems",1996,"Modelling the Early Human Mind",,,,"191","215",,36,,2-s2.0-0002352009
"Grosman L., Smikt O., Smilansky U.","25636007900;24492599300;7003922083;","On the application of 3-D scanning technology for the documentation and typology of lithic artifacts",2008,"Journal of Archaeological Science","35","12",,"3101","3110",,79,"10.1016/j.jas.2008.06.011",2-s2.0-51249089236
"Goren-Inbar N., Sharon G., Alperson-Afil N., Laschiver I.","6602327672;23976599500;24733937300;24724612500;","The Acheulean massive scrapers of Gesher Benot Ya'aqov-a product of the biface chaîne opératoire",2008,"Journal of Human Evolution","55","4",,"702","712",,38,"10.1016/j.jhevol.2008.07.005",2-s2.0-51549115843
"Goren-Inbar N., Sharon G.","","Invisible handaxes and visible Acheulian biface technology at Gesher Benot Ya'aqov, Israel",2006,"Axe Age: Acheulian Tool-Making from Quarry to Discard",,,,"111","135",,60,,2-s2.0-38549103585
"Harper D.A.T.","",[No title available],1999,"Numerical Palaeobiology. Computer Based Modeling and Analysis of Fossils and Their Distributions",,,,"478","",,23,,2-s2.0-5144234162
