Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Adams B.","","The Bükk Mountain Szeletian: old and new views on ""Transitional"" material from the eponymous site of the Szeletian",2009,"Sourcebook of Paleolithic Transitions",,,,"427","440",,12,,2-s2.0-84876152148
"Adams D.C.","7404054540;","Evaluating modularity in morphometric data: Challenges with the RV coefficient and a new test measure",2016,"Methods in Ecology and Evolution","7","5",,"565","572",,75,"10.1111/2041-210X.12511",2-s2.0-84953896331
"Adams D.C., Collyer M., Kaliontzopoulou A., Sherratt E.","","Geomorph: geometric morphometric analyses of 2D/3D landmark data",2016,"Geomorph: geometric morphometric analyses of 2D/3D landmark data",,,,"","",,29,,2-s2.0-84992120381
"Adams D.C., Otárola-Castillo E.","7404054540;25629989200;","Geomorph: An r package for the collection and analysis of geometric morphometric shape data",2013,"Methods in Ecology and Evolution","4","4",,"393","399",,795,"10.1111/2041-210X.12035",2-s2.0-84875761771
"Ahler S.A., Geib P.R.","15737913500;14823055800;","Why flute? Folsom point design and adaptation",2000,"Journal of Archaeological Science","27","9",,"799","820",,66,"10.1006/jasc.1999.0503",2-s2.0-0033800443
"Albrecht G.","","Testing of materials as used for bone points in the Upper Palaeolithic",1977,"Méthodologie Appliquée à l'Industrie de l'Os Préhistorique",,,,"119","124",,17,,2-s2.0-33645808203
"Albrecht G., Hahn J., Torke W.G.","","Merkmalanalyse von Geschossspitzen des mittleren Jungpleistozäns in Mittel- Und Osteuropa",1972,"Archaeologica Venatoria",,,,"","",,37,,2-s2.0-0003904061
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Archer W., Pop C.M., Gunz P., McPherron S.P.","35085743300;55860417700;6506472733;6506777264;","What is Still Bay? Human biogeography and bifacial point variability",2016,"Journal of Human Evolution","97",,,"58","72",,16,"10.1016/j.jhevol.2016.05.007",2-s2.0-84974593556
"Binford L.R.","","‘Red Ochre’ Caches from the Michigan Area: A Possible Case of Cultural Drift",1963,"Southwestern Journal of Anthropology","19","1",,"89","108",,46,,2-s2.0-85050709373
