Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Field A.","",[No title available],2005,"Discovering Statistics Using SPSS",,,,"","",,19299,,,,"Field, A.",[No abstract available],,,,"Final",,Scopus,2-s2.0-30444440069
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1201,"10.1080/11250000409356545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242321708&doi=10.1080%2f11250000409356545&partnerID=40&md5=74fa0a4ec02d5ccc6f34b38d4e228cd8","Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria; Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","Adams, D.C., Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Slice, D.E., Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria, Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","The analysis of shape is a fundamental part of much biological research. As the field of statistics developed, so have the sophistication of the analysis of these types of data. This lead to multivariate morphometrics in which suites of measurements were analyzed together using canonical variates analysis, principal components analysis, and related methods. In the 1980s, a fundamental change began in the nature of the data gathered and analyzed. This change focused on the coordinates of landmarks and the geometric information about their relative positions. As a by-product of such an approach, results of multivariate analyses could be visualized as configurations of landmarks back in the original space of the organism rather than only as statistical scatter plots. This new approach, called “geometric morphometrics”;, had benefits that lead Rohlf and Marcus (1993) to proclaim a “revolution”; in morphometrics. In this paper, we briefly update the discussion in that paper and summarize the advances in the ten years since the paper by Rohlf and Marcus. We also speculate on future directions in morphometric analysis. © 2004 Taylor & Francis Group, LLC.","Generalized Procrustes analysis; Geometric morphometrics; Shape analysis","geometry; morphometry; zoology; Procrustes",Article,"Final",Open Access,Scopus,2-s2.0-1242321708
"Dytham C.","",[No title available],1999,"Choosing and Using Statistics: A Biologist's Guide",,,,"","",,879,,,,"Dytham, C.",[No abstract available],,,,,,Scopus,2-s2.0-0003681899
"Ruff C.B., Trinkaus E., Holliday T.W.","7005423421;7005369128;7006565600;","Body mass and encephalization in Pleistocene Homo",1997,"Nature","387","6629",,"173","176",,551,"10.1038/387173a0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030619670&doi=10.1038%2f387173a0&partnerID=40&md5=df0e38e300cdeda8ef4cdae3fb411182","Dept. of Cell Biology and Anatomy, Johns Hopkins University, School of Medicine, 725 North Wolfe Street, Baltimore, MD 21205, United States; Department of Anthropology, University of New Mexico, Albuquerque, NM 87131, United States; URA 376 du C.N.R.S., Université de Bordeaux I, 33405 Talence, France; Department of Anthropology, College of William and Mary, Williamsburg, VA 23187-8795, United States","Ruff, C.B., Dept. of Cell Biology and Anatomy, Johns Hopkins University, School of Medicine, 725 North Wolfe Street, Baltimore, MD 21205, United States; Trinkaus, E., Department of Anthropology, University of New Mexico, Albuquerque, NM 87131, United States, URA 376 du C.N.R.S., Université de Bordeaux I, 33405 Talence, France; Holliday, T.W., Department of Anthropology, College of William and Mary, Williamsburg, VA 23187-8795, United States","Many dramatic changes in morphology within the genus Homo have occurred over the past 2 million years or more, including large increases in absolute brain size and decreases in postcanine dental size and skeletal robusticity. Body mass, as the 'size' variable against which other morphological features are usually judged, has been important for assessing these changes. Yet past body mass estimates for Pleistocene Homo have varied greatly, sometimes by as much as 50% for the same individuals. Here we show that two independent methods of body-mass estimation yield concordant results when applied to Pleistocene Homo specimens. On the basis of an analysis of 163 individuals, body mass in Pleistocene Homo averaged significantly (about 10%) larger than a representative sample of living humans. Relative to body mass, brain mass in late archaic H. sapiens (Neanderthals) was slightly smaller than in early 'anatomically modern' humans, but the major increase in encephalization within Homo occurred earlier during the Middle Pleistocene (600-150 thousand years before present (kyr BP)), preceded by a long period of stasis extending through the Early Pleistocene (1,800 kyr BP).",,"article; body mass; brain size; evolution; femur; fossil; priority journal; taxonomy; Animals; Body Constitution; Body Weight; Brain; Evolution; Female; Femur Head; Fossils; Hominidae; Humans; Male; body mass; encephalization; Homo; Pleistocene; Homo sapiens",Article,"Final",,Scopus,2-s2.0-0030619670
"Steinbock R.T.","",[No title available],1976,"Paleopathological Diagnosis and Interpretation",,,,"","",,530,,,,"Steinbock, R.T.",[No abstract available],,,,,,Scopus,2-s2.0-0003618201
"Gunz P., Mitteroecker P., Bookstein F.L.","","Semilandmarks in three dimensions",2005,"Modern Morphometrics in Physical Anthropology",,,,"73","98",,432,,,,"Gunz, P.; Mitteroecker, P.; Bookstein, F.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-18944380089
"Ruff C.B., Trinkaus E., Walker A., Larsen C.S.","7005423421;7005369128;57203426233;7202409564;","Postcranial robusticity in Homo. I: Temporal trends and mechanical interpretation",1993,"American Journal of Physical Anthropology","91","1",,"21","53",,393,"10.1002/ajpa.1330910103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027195461&doi=10.1002%2fajpa.1330910103&partnerID=40&md5=d0bc391c465bb71f9b5e745b18d9ff9d","Department of Cell Biology and Anatomy, Johns Hopkins University School of Medicine, Baltimore, Maryland, 21205, United States; Department of Anthropology, University of New Mexico, Albuquerque, New Mexico, 87131, United States; U. A. 376 du C. N. R. S., Laboratoire d'Anthropologie, Université de Bordeaux I, Talence, 33405, France; Department of Sociology and Anthropology, Purdue University, West Lafayette, Indiana, 47907, United States","Ruff, C.B., Department of Cell Biology and Anatomy, Johns Hopkins University School of Medicine, Baltimore, Maryland, 21205, United States; Trinkaus, E., Department of Anthropology, University of New Mexico, Albuquerque, New Mexico, 87131, United States, U. A. 376 du C. N. R. S., Laboratoire d'Anthropologie, Université de Bordeaux I, Talence, 33405, France; Walker, A., Department of Cell Biology and Anatomy, Johns Hopkins University School of Medicine, Baltimore, Maryland, 21205, United States; Larsen, C.S., Department of Sociology and Anthropology, Purdue University, West Lafayette, Indiana, 47907, United States","Temporal trends in postcranial robusticity within the genus Homo are explored by comparing cross‐sectional diaphyseal and articular properties of the femur, and to a more limited extent, the humerus, in samples of Recent and earlier Homo. Using both theoretical mechanical models and empirical observations within Recent humans, scaling relationships between structural properties and bone length are developed. The influence of body shape on these relationships is considered. These scaling factors are then used to standardize structural properties for comparisons with pre‐Recent Homo (Homo sp. and H. erectus, archaic H. sapiens, and early modern H. sapiens). Results of the comparisons lead to the following conclusions: 1) There has been a consistent, exponentially increasing decline in diaphyseal robusticity within Homo that has continued from the early Pleistocene through living humans. Early modern H. sapiens are closer in shaft robusticity to archaic H. sapiens than they are to Recent humans. The increase in diaphyseal robusticity in earlier Homo is a result of both medullary contraction and periosteal expansion relative to Recent humans. 2) There has been no similar temporal decline in articular robusticity within Homo–relative femoral head size is similar in all groups and time periods. Thus, articular to shaft proportions are different in pre‐Recent and Recent Homo. 3) These findings are most consistent with a mechanical explanation (declining mechanical loading of the postcranium), that acted primarily through developmental rather than genetic means. The environmental (behavioral) factors that brought about the decline in postcranial robusticity in Homo are ultimately linked to increases in brain size and cultural‐technological advances, although changes in robusticity lag behind changes in cognitive capabilities. © 1993 Wiley‐Liss, Inc. Copyright © 1993 Wiley‐Liss, Inc., A Wiley Company","Allometry; Biomechanics; Femur; Humerus; Skeletal adaptation","adaptation; allometry; article; biomechanics; body build; bone strength; brain size; comparative study; cultural factor; diaphysis; environmental factor; femur; femur head; human; humerus; periosteum; structure analysis; time; Animal; Biomechanics; Bone Density; Female; Femur; Hominidae; Human; Humerus; Male; Models, Biological; Support, Non-U.S. Gov't; Support, U.S. Gov't, Non-P.H.S.; Support, U.S. Gov't, P.H.S.; Time Factors",Article,"Final",,Scopus,2-s2.0-0027195461
"Larsen C.S.","","Biological changes in human populations with agriculture",1995,"Annual Review of Anthropology","24",,,"185","213",,389,,,,"Larsen, C.S.",[No abstract available],,,,,,Scopus,2-s2.0-0000285499
"Mayr E.","","Geographical character gradients and climatic adaptation",1956,"Evolution","10",,,"105","108",,374,,,,"Mayr, E.",[No abstract available],,,,,,Scopus,2-s2.0-0001332733
