Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Maddison W.P., Maddison D.R.","",[No title available],2004,"Mesquite: A Modular System for Evolutionary Analysis. Version 1.05",,,,"","",,4319,,,,"Maddison, W.P.; Maddison, D.R.",[No abstract available],,,,"Final",,Scopus,2-s2.0-3042649996
"Boyd R., Richerson P.J.","",[No title available],1985,"Culture and the Evolutionary Process",,,,"","",,3943,,,,"Boyd, R.; Richerson, P.J.",[No abstract available],,,,,,Scopus,2-s2.0-0004245022
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"Trigger B.G.","",[No title available],1989,"A History of Archaeological Thought",,,,"","",,1370,,,,"Trigger, B.G.",[No abstract available],,,,,,Scopus,2-s2.0-0004186684
"Williams G.C.","7406081713;","Adaptation and natural selection: A critique of some current evolutionary thought",2008,"Adaptation and Natural Selection: A Critique of Some Current Evolutionary Thought",,,,"1","307",,1249,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890660025&partnerID=40&md5=9d069ab3a94f146924a6cedd7c28fe59",,"Williams, G.C.","Biological evolution is a fact--but the many conflicting theories of evolution remain controversial even today. In 1966, simple Darwinism, which holds that evolution functions primarily at the level of the individual organism, was threatened by opposing concepts such as group selection, a popular idea stating that evolution acts to select entire species rather than individuals. George Williams's famous argument in favor of the Darwinists struck a powerful blow to those in opposing camps. His Adaptation and Natural Selection, now a classic of science literature, is a thorough and convincing essay in defense of Darwinism; its suggestions for developing effective principles for dealing with the evolution debate and its relevance to many fields outside biology ensure the timelessness of this critical work. © 1966 by Princeton University Press. All Rights Reserved.",,,Book,"Final",,Scopus,2-s2.0-84890660025
"Clarke D.L.","",[No title available],1968,"Analytical Archaeology",,,,"","",,751,,,,"Clarke, D.L.",[No abstract available],,,,,,Scopus,2-s2.0-0004131192
"Klingenberg C.P.","7004588456;","Morphological integration and developmental modularity",2008,"Annual Review of Ecology, Evolution, and Systematics","39",,,"115","132",,415,"10.1146/annurev.ecolsys.37.091305.110054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58549116543&doi=10.1146%2fannurev.ecolsys.37.091305.110054&partnerID=40&md5=d2f4b2eca705179045dde39baed934f5","Faculty of Life Sciences, University of Manchester, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Manchester M13 9PT, United Kingdom","Biological systems, from molecular complexes to whole organisms and ecological interactions, tend to have a modular organization. Modules are sets of traits that are internally integrated by interactions among traits, but are relatively independent from other modules. The interactions within modules rely on different mechanisms, depending on the context of a study. For morphological traits, modularity occurs in developmental, genetic, functional, and evolutionary contexts. A range of methods for quantifying integration and modularity in morphological data is available, and a number of comparative and experimental designs can be used to compare the different contexts. How development produces covariation between traits can have substantial implications for understanding genetic variation and the potential for evolutionary change, but research in this area has only begun and many questions remain unanswered. Copyright © 2008 by Annual Reviews. All rights reserved.","Constraint; Evolutionary quantitative genetics; Evolvability; Pleiotropy","biological development; evolutionary biology; experimental design; genetic variation; morphology; pleiotropy",Review,"Final",,Scopus,2-s2.0-58549116543
"Klingenberg C.P., Gidaszewski N.A.","7004588456;14068470300;","Testing and quantifying phylogenetic signals and homoplasy in morphometric data",2010,"Systematic Biology","59","3",,"245","261",,242,"10.1093/sysbio/syp106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950800361&doi=10.1093%2fsysbio%2fsyp106&partnerID=40&md5=9bc8d2be6ba9441121063a96daf973d9","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Oxford Road, Manchester M13 9PT, United Kingdom; Département Systématique et Evolution, Muséum National d'Histoire Naturelle, UMR CNRS 7205, 45 rue Buffon, 75005 Paris, France","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Oxford Road, Manchester M13 9PT, United Kingdom; Gidaszewski, N.A., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Oxford Road, Manchester M13 9PT, United Kingdom, Département Systématique et Evolution, Muséum National d'Histoire Naturelle, UMR CNRS 7205, 45 rue Buffon, 75005 Paris, France","The relationship between morphometrics and phylogenetic analysis has long been controversial. Here we propose an approach that is based on mapping morphometric traits onto phylogenies derived from other data and thus avoids the pitfalls encountered by previous studies. This method treats shape as a single, multidimensional character. We propose a test for the presence of a phylogenetic signal in morphometric data, which simulates the null hypothesis of the complete absence of phylogenetic structure by permutation of the shape data among the terminal taxa. We also propose 2 measures of the fit of morphometric data to the phylogeny that are direct extensions of the consistency index and retention index used in traditional cladistics. We apply these methods to a small study of the evolution of wing shape in the Drosophila melanogaster subgroup, for which a very strongly supported phylogeny is available. This case study reveals a significant phylogenetic signal and a relatively low degree of homoplasy. Despite the low homoplasy, the shortest tree computed from landmark data on wing shape is inconsistent with the well-supported phylogenetic tree from molecular data, underscoring that morphometric data may not provide reliable information for inferring phylogeny.","Drosophilidae; Geometric morphometrics; Homoplasy; Phylogeny; Procrustes superposition; Shape; Squared-change parsimony","animal; article; biometry; classification; Drosophila; forelimb; genetics; histology; methodology; morphometrics; phylogeny; anatomy and histology; biometry; classification; Drosophila; forelimb; morphometrics; procedures; Animals; Biometry; Body Weights and Measures; Classification; Drosophila; Phylogeny; Wing; Drosophila melanogaster; Drosophilidae; melanogaster subgroup; Animals; Biometry; Body Weights and Measures; Classification; Drosophila; Phylogeny; Wing",Article,"Final",Open Access,Scopus,2-s2.0-77950800361
"Hughes S.S.","57199311700;","Getting to the point: Evolutionary change in prehistoric weaponry",1998,"Journal of Archaeological Method and Theory","5","4",,"345","408",,174,"10.1007/BF02428421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54649083999&doi=10.1007%2fBF02428421&partnerID=40&md5=875b05f5e4808d58341dd51a759c9939","Department of Anthropology, University of Washington, Seattle, WA 98195, United States","Hughes, S.S., Department of Anthropology, University of Washington, Seattle, WA 98195, United States","The evolution of prehistoric weaponry remains an open question in North American archaeology. The traditional model argues for an early use of the throwing spear followed by the spearthrower and bow and arrow. A major difficulty in testing this model is identifying the functional variables that characterize different weaponry. The evolution of prehistoric weaponry is reexamined here from an evolutionary perspective where projectile points are considered part of the complete weapon system and variation within that system is identified. The engineering of four weapon systems, the thrusting spear, throwing spear, spearthrower, and bow, are examined to identify those point variables that enhance the success of the system. These variables are then measured on a 9000-year sequence of projectile points from northwestern Wyoming to examine time/space patterns. The patterns reveal that the spearthrower was in use prior to 7500 years ago.","Engineering of primitive weaponry; Mummy Cave © 1998 plenum publishing corporation; Prehistoric weaponry; Projectile point; Weapon evolution",,Article,"Final",,Scopus,2-s2.0-54649083999
"Gould S.J.","8780648000;","The disparity of the Burgess Shale arthropod fauna and the limits of cladistic analysis: Why we must strive to quantify morphospace",1991,"Paleobiology","17","4",,"411","423",,154,"10.1017/S0094837300010745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026269216&doi=10.1017%2fS0094837300010745&partnerID=40&md5=89d929080d232f88b38f18552f3eaffb","Museum of Comparative Zoology, Harvard University, Cambridge, Massachusetts 02138, United States","Gould, S.J., Museum of Comparative Zoology, Harvard University, Cambridge, Massachusetts 02138, United States","Three major arguments have been raised against the crucial claim, documented by Whittington and colleagues for the Burgess Shale fauna, and so contrary to traditional views, that disparity of anatomical design reached an early maximum in the history of multicellular life: (1) the presence of many early taxa with low membership and high rank is an artifact of naming; (2) cladistic analysis of Burgess arthropods negates the claim for greater early disparity; and (3) Whittington's argument is a retrospective fallacy based on assigning high rank to differentia only by virtue of their later capacity to define major branches. I show that all these arguments are either false or illogical, and that the claim for increased early disparity is justified: (1) Taxonomie rank is an artifact, but no one has ever based a claim for greater disparity on this false criterion. (2) Cladistics can only deal with branching order, whereas disparity is a phenetic issue. These two legitimate aspects of evolutionary “relationship” are logically distinct. The rooting of a cladogram only illustrates monophyletic ancestry (which no one doubts, as we are not creationists), and cannot measure disparity. (3) The active stabilization of the differentia of Baupläne (for genetic and developmental reasons only dimly understood) provides a powerful rationale for weighting these characters in considerations of disparity; nothing had so stabilized in the Burgess fauna. If these differentia were steadily changing contingencies, rather than actively stabilized features with “deep” architectural status, then the retrospective argument would be justified. Although the three arguments are wrong, the claim for greater early disparity cannot be confidently established until we develop quantitative techniques for the characterization of morphospace and its differential filling through time. This is a dauntingly difficult problem, much harder than cladistic ordering, but not intractable. © 1991, Paleontological Society. All rights reserved.",,"arthropod; Burgess Shale; cladistic analysis; morphospace",Article,"Final",,Scopus,2-s2.0-0026269216
