Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Achkar M., Domínguez A., Pesce F.","",[No title available],2004,"Diagnóstico Socioambiental Participativo en Uruguay",,,,"157","",,6,,2-s2.0-57349090061
"Ahler S.A., Geib P.R.","15737913500;14823055800;","Why flute? Folsom point design and adaptation",2000,"Journal of Archaeological Science","27","9",,"799","820",,66,"10.1006/jasc.1999.0503",2-s2.0-0033800443
"Andrefsky W., Jr.","16201699100;","Lithic technology: Measures of production, use, and curation",2008,"Lithic Technology: Measures of Production, Use, and Curation",,,,"3","22",,43,"10.1017/CBO9780511499661",2-s2.0-84928640901
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Baeza J.","","El aprovechamiento de materias primas lfficas en grupos prehistóricos",1987,"Actas de las Primeras Jomadas de Ciencias Antropológicas del Uruguay",,,,"9","13",,3,,2-s2.0-84889772655
"Baeza J., Femenías J.","","Nuevos registros de puntas líticas ""cola de pescado"" en Uruguay",2005,"Trabajo presentado al Primer Encuentro de Discusión Arqueológica del noroeste Argentino, Santa Fé",,,,"","",,1,,2-s2.0-84889862601
"Bahamodes F., Jackson D.","","Hallazgo de una punta ""cola de pescado"" en Magallanes, Chile",2006,"Magallania","34","2",,"115","118",,5,,2-s2.0-84889807005
"Ballenger J.A.M.","","Dalton settlement in the arkoma basin of eastern oklahoma",2001,"Dalton Settlement in the Arkoma Basin of Eastern Oklahoma",,"2",,"","",,11,,2-s2.0-33947501479
"Bayón C., Flegenheimer N.","","Cambio de planes a través del tiempo para el traslado de roca en la pampa bonaerense",2004,"Estudios Atacameños","28",,,"59","70",,38,,2-s2.0-55049101315
"Bird J.","","Antiquity and migrations of the early inhabitants of Patagonia",1938,"Geographical Review","28","2",,"250","275",,93,,2-s2.0-0001253190
"Bird J.","","A comparison of South Chilean and Ecuatorial ""fishtail"" projectile points",1969,"The Kroeber Anthropological Society Papers","40",,,"52","71",,39,,2-s2.0-0009274143
"Bird J.","","Travels and Archaeology in South Chile",1988,"Travels and Archaeology in South Chile",,,,"","",,105,,2-s2.0-0041749207
"Blades B.S.","8762239600;","End scraper reduction and hunter-gatherer mobility",2003,"American Antiquity","68","1",,"141","156",,69,"10.2307/3557037",2-s2.0-20544464720
"Bookstein F.L.","7004606384;","Foundations of morphometrics.",1982,"Annual review of ecology and systematics. Volume 13",,,,"451","470",,102,,2-s2.0-0020374021
"Bookstein F.L.","","Morphometric tools for landmark data",1991,"Geometry and Biology",,,,"","",,67,,2-s2.0-0000898125
"Bórmida M.","","Las industrias liticas pre-cerámicas del Arroyo Catalán Chico y del Rio Cuareim",1964,"Revista Di Scienze Preistoriche","19",,,"195","232",,4,,2-s2.0-12444298513
"Borrero L.","","Distribuciones discontinuas de puntas de proyectil en Sudamérica",1983,"Ponencia presentada en el Simposio ""Early Man in South America"" en el 1 l'h International Congress of Anthropological and Ethnological Sciences, Vancouver",,,,"","",,1,,2-s2.0-84889779878
"Borrero L.A., Franco N.V.","6602364755;7006226402;","Early Patagonian hunter-gatherers: Subsistence and technology",1997,"Journal of Anthropological Research","53","2",,"219","239",,67,"10.1086/jar.53.2.3631277",2-s2.0-0001057957
"Bosch A., Femenías J., Olivera A.","","Dispersión de las Puntas de Proyectil Pisciformes en el Uruguay",1980,"Tercer Congreso Nacional de Arqueologia Y Cuarto Encuentro de Arqueologia Del Litoral",,,,"245","261",,3,,2-s2.0-12444302760
"Brande S., Saragusti I.","","Graphic visualization of handaxes and other artifacts",1999,"Near Eastern Archaeology","62","4",,"242","245",,5,,2-s2.0-84889820081
"Bryan A.L., Gruhn R.","7102041106;6602712852;","Some difficulties in modeling the original peopling of the Americas",2003,"Quaternary International","109-110",,,"175","179",,23,"10.1016/S1040-6182(02)00211-2",2-s2.0-17344380809
"Buchanan B.","11241802300;","An analysis of Folsom projectile point resharpening using quantitative comparisons of form and allometry",2006,"Journal of Archaeological Science","33","2",,"185","199",,69,"10.1016/j.jas.2005.07.008",2-s2.0-30544454646
"Buchanan B., Collard M.","11241802300;7102608373;","A geometric morphometrics-based assessment of blade shape differences among Paleoindian projectile point types from western North America",2010,"Journal of Archaeological Science","37","2",,"350","359",,71,"10.1016/j.jas.2009.09.047",2-s2.0-70449670300
"Buchanan B., Hamilton M.J.","11241802300;8578778600;","A Formal test of the origin of variation in north american early paleoindian projectile points",2009,"American Antiquity","74","2",,"279","298",,54,"10.1017/S0002731600048605",2-s2.0-66349136208
"Cardich A., Miotti L.","","Recursos faunísticos en la economía de los cazadores-recolectores de Los Toldos (provincia de Santa Cruz, Argentina)",1983,"Relaciones de la Sociedad Argentina de Antropología","15",,,"145","157",,11,,2-s2.0-0004930910
"Cardillo M.","","Explorando la variación en las morfologías líticas a partir de la técnicas de análisis de contornos. El caso de las puntas de proyectil del holoceno medio-tardío de la Puna de Salta (San Antonio de los Cobres, Argentina)",2005,"Werken","7","2",,"77","88",,12,,2-s2.0-84889785619
"Cardillo M.","",[No title available],2009,"Variabilidad en la manufactura y diseño de artefactos en el área costera patagónica. Un enfoque integrador",,,,"","",,10,,2-s2.0-84871914663
"Cardillo M.","57212772096;","Some applications of geometric morphometrics to archaeology",2010,"Lecture Notes in Earth Sciences","124",,,"325","341",,35,"10.1007/978-3-540-95853-6_15",2-s2.0-85030431181
"Cardillo M., Charlin J.","","Tendencias observadas en la variabilidad de los raspadores de norte y sur de Patagonia",2009,"Explorando las Inte-rrelaciones Entre Forma, Tamaño e Historia de Vida","2",,,"351","359",,13,,2-s2.0-84889767300
"Cardillo M., Charlin J.","","Diversificación morfológica en las puntas de proyectil de Patagonia",2010,"Work Presented at Primer Encuentro De Morfometría “Morfometría geométrica Y Estudios filogenéticos”",,,,"","",,3,,2-s2.0-85044943699
"Castiñeira Latorre C.","","Aspectos de la colonización humana prehistórica del noroeste de Uruguay",2008,"Tesis doctoral inédita, Departamento de Posgrado de la Facultad de Filosofía y Letras, Universidad de Buenos Aires",,,,"","",,2,,2-s2.0-84889862677
"Charlin J.","","Estrategias de aprovisionamiento y utilización de las materias primas líticas en el campo volcánico Pali Aike (Prov. Santa Cruz, Argentina)",2009,"Estrategias de Aprovisionamiento y Utilización de Las Materias Primas Líticas en El Campo Volcánico Pali Aike (Prov. Santa Cruz, Argentina)",,,,"","",,30,,2-s2.0-77951162018
"Charlin J., Gónzalez-José R.","",[No title available],2011,"Size and Shape Variations in Late Holocene Projectile Points from Southern Patagonia: A Geometric Morphometrie Study",,,,"","",,1,,2-s2.0-84889818493
"Chebataroff J.","","El yacimiento lítico prehistórico del arroyo Catalán Chico",1961,"Revista National","210",,,"78","92",,1,,2-s2.0-84889781016
"Clarkson C.","36885327100;","An index of invasiveness for the measurement of unifacial and bifacial retouch: A theoretical, experimental and archaeological verification",2002,"Journal of Archaeological Science","29","1",,"65","75",,118,"10.1006/jasc.2001.0702",2-s2.0-0036173375
"Clarkson C., Hiscock P.","","Tapping into the past: exploring Palaeolithic reduction patterns through experimentation",2008,"Lithic Technology","33","2",,"1","15",,11,,2-s2.0-78149373502
"Crabtree D.E.","","A stoneworker's approach to analyzing and replicating the Lindenmeier Folsom",1966,"Tebiwa","9","1",,"3","39",,67,,2-s2.0-0007836197
"Davis Z.J., Shea J.J.","36778188600;55417552700;","Quantifying lithic curation: An experimental test of Dibble and Pelcin's original flake-tool mass predictor",1998,"Journal of Archaeological Science","25","7",,"603","610",,55,"10.1006/jasc.1997.0255",2-s2.0-0000025534
"Dibble H.L.","","Interpreting typological variation of Middle Paleolithic scrapers: Function, style, or sequence of reduction?",1984,"Journal of Field Archaeology","11",,,"431","436",,110,,2-s2.0-0000994083
"Dibble H.L.","","An experimental test of dibble and pelcin’s original flake-tool mass predictor",1998,"Journal of Archaeological Science","25",,,"611","613",,20,,2-s2.0-0001433902
"Dibble H.L., Pelcin A.","6508048550;6505973665;","The effect of hammer mass and velocity on flake mass",1995,"Journal of Archaeological Science","22","3",,"429","439",,109,"10.1006/jasc.1995.0042",2-s2.0-0001762637
"Eren M.I., Dominguez-Rodrigo M., Kuhn S.L., Adler D.S., Le I., Bar-Yosef O.","23975681200;6603679662;7103392233;14526924600;57190299351;57204304503;","Defining and measuring reduction in unifacial stone tools",2005,"Journal of Archaeological Science","32","8",,"1190","1201",,67,"10.1016/j.jas.2005.03.003",2-s2.0-20544446348
"Eugenio E.","","Una punta cola de pescado de Lobos provincia de Buenos Aires",1983,"ADEHA","2",,,"21","31",,4,,2-s2.0-84879299324
"Fiedel S.J.","",[No title available],1992,"Prehistory of the Americas",,,,"","",,89,,2-s2.0-0003978036
"Fiedel S.J.","55891955900;","Initial human colonization of the Americas: An overview of the issues and the evidence",2002,"Radiocarbon","44","2",,"407","436",,27,"10.1017/S0033822200031817",2-s2.0-0036973056
"Figueira J.H.","","Los primitivos habitantes del Uruguay",1892,"El Uruguay En La Exposición Histórica Americana De Madrid",,,,"121","219",,9,,2-s2.0-33846844186
"Flegenheimer N.","","Hallazgos de puntas colas de pescado en la Pcia. de Buenos Aires",1980,"Relaciones de la Sociedad Argentina de Antropología","14","1",,"169","176",,14,,2-s2.0-0343581969
"Flegenheimer N.","","Recent research at localities Cerro La China and Cerro El Sombrero, Argentina",1987,"Current Research in the Pleistocene","4",,,"148","149",,15,,2-s2.0-0009219107
"Flegenheimer N.","","Vista una, vistas todas? Las ""colas de pescado"" de la Cima de Cerro El Sombrero",1999,"The XIII Congreso Nacional de Arqueologia Argentina Córdoba",,,,"353","354",,4,,2-s2.0-12444269567
"Flegenheimer N., Bayón C.","","New evidence for early occupations in the Argentine Pampas, Los Helechos site",2000,"Current Research in the Pleistocene","17",,,"24","26",,9,,2-s2.0-55049122245
"Nora F., Amick D., Bayón C.","",[No title available],1997,"Early Strategies of Lithic Raw Material Acquisition and Use in the Southern Cone and Their Archaeological Implications for Paleoindian Studies",,,,"","",,1,,2-s2.0-84889779011
"Flegenheimer N., Bayón C., Valente M., Baeza J., Femenías J.","6507895887;6602869057;7102004211;7006092781;6603091199;","Long distance tool stone transport in the Argentine Pampas",2003,"Quaternary International","109-110",,,"49","64",,60,"10.1016/S1040-6182(02)00202-1",2-s2.0-17344379639
"Flegenheimer N., Martínez J.G., Colombo M.","","Un experimento de lanzamiento de puntas cola de pescado",2009,"Actas del V Congreso de Arqueología de la Región Pampeana, Santa Rosa, La Pampa, en prensa",,,,"","",,1,,2-s2.0-84889876791
"Flegenheimer N., Zárate M.","","Paleoindian Occupation at Cerro El Sombrero, Buenos Aires Province, Argentina",1989,"Current Research in the Pleistocene","6",,,"11","12",,1,,2-s2.0-84989515479
"Flenniken J.J., Raymond A.W.","7801474689;7102813728;","Morphological Projectile Point Typology: Replication Experimentation and Technological Analysis",1986,"American Antiquity","51","3",,"603","614",,97,"10.2307/281755",2-s2.0-84929535020
"Forel B., Gabillot M., Monna F., Forel S., Dommergues C.H., Gerber S., Petit C., Mordant C., Chateau C.","23485048300;36902120100;7003488151;25824843100;15126488200;57212766815;57196977730;15136707800;23484256000;","Morphometry of Middle Bronze Age palstaves by Discrete Cosine Transform",2009,"Journal of Archaeological Science","36","3",,"721","729",,10,"10.1016/j.jas.2008.10.021",2-s2.0-58149457354
"Franco N.","","Maximización en el aprovechamiento de recursos liticos. Un caso analizadoen el Area Interserrana Bonaerense",1994,"Arqueología Contemp",,,,"75","88",,15,,2-s2.0-55449121411
"Franco N.V., Borrero L.A.","","El Stress Temporal y los Artefactos Líticos: La Cuenca Superior del Río Santa Cruz",1996,"Arqueología: Sólo Patagonia",,,,"341","348",,7,,2-s2.0-0347696889
"Franco N.V., Cardillo M., Borrero L.A.","","Una aproximación a la variabilidad presente en las puntas denominadas Bird IV",2005,"Werken","6","1",,"81","95",,10,,2-s2.0-77951170394
