Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Darwin C.","",[No title available],1859,"On the Origin of Species by Means of Natural Selection",,,,"","",,11332,,,,"Darwin, C.",[No abstract available],,,,,,Scopus,2-s2.0-0003668973
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Boyd R., Richerson P.J.","",[No title available],1985,"Culture and the Evolutionary Process",,,,"","",,3943,,,,"Boyd, R.; Richerson, P.J.",[No abstract available],,,,,,Scopus,2-s2.0-0004245022
"Simon H.A.","","The architecture of complexity",1962,"Proceedings of the American Philosophical Society","106","6",,"467","482",,2948,,,,"Simon, H.A.",[No abstract available],,,,,,Scopus,2-s2.0-0000790263
"Thompson D.W., Bonner J.T.","57193059469;7202131798;","On growth and form",2014,"On Growth and Form",,,,"1","346",,2043,"10.1017/CBO9781107589070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010384444&doi=10.1017%2fCBO9781107589070&partnerID=40&md5=e4463137f1b70757391abcb80dabe746",,"Thompson, D.W.; Bonner, J.T.","Why do living things and physical phenomena take the form they do? D'Arcy Thompson's classic On Growth and Form looks at the way things grow and the shapes they take. Analysing biological processes in their mathematical and physical aspects, this historic work, first published in 1917, has also become renowned for the sheer poetry of its descriptions. A great scientist sensitive to the fascinations and beauty of the natural world tells of jumping fleas and slipper limpets; of buds and seeds; of bees' cells and rain drops; of the potter's thumb and the spider's web; of a film of soap and a bubble of oil; of a splash of a pebble in a pond. © Cambridge University Press 1961, 2014.",,,Book,"Final",,Scopus,2-s2.0-85010384444
"Cavalli-Sforza L.L., Feldman M.W.","",[No title available],1981,"Cultural Transmission and Evolution: A Quantitative Approach",,,,"","",,2016,,,,"Cavalli-Sforza, L.L.; Feldman, M.W.",[No abstract available],,,,,,Scopus,2-s2.0-0003583653
"Cosmides L., Tooby J.","","Cognitive adaptations for social exchange",1992,"The Adapted Mind: Evolutionary Psychology and the Generation of Culture",,,,"163","228",,1521,,,,"Cosmides, L.; Tooby, J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0002230120
"Gould S.J.","8780648000;","Allometry and size in ontogeny and phylogeny.",1966,"Biological reviews of the Cambridge Philosophical Society","41","4",,"587","640",,1290,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013966054&partnerID=40&md5=009e47ffeb17fe215a9ac62f433d4af1",,"Gould, S.J.",[No abstract available],,"evolution; growth; review; Evolution; Growth",Review,"Final",,Scopus,2-s2.0-0013966054
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1201,"10.1080/11250000409356545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242321708&doi=10.1080%2f11250000409356545&partnerID=40&md5=74fa0a4ec02d5ccc6f34b38d4e228cd8","Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria; Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","Adams, D.C., Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Slice, D.E., Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria, Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","The analysis of shape is a fundamental part of much biological research. As the field of statistics developed, so have the sophistication of the analysis of these types of data. This lead to multivariate morphometrics in which suites of measurements were analyzed together using canonical variates analysis, principal components analysis, and related methods. In the 1980s, a fundamental change began in the nature of the data gathered and analyzed. This change focused on the coordinates of landmarks and the geometric information about their relative positions. As a by-product of such an approach, results of multivariate analyses could be visualized as configurations of landmarks back in the original space of the organism rather than only as statistical scatter plots. This new approach, called “geometric morphometrics”;, had benefits that lead Rohlf and Marcus (1993) to proclaim a “revolution”; in morphometrics. In this paper, we briefly update the discussion in that paper and summarize the advances in the ten years since the paper by Rohlf and Marcus. We also speculate on future directions in morphometric analysis. © 2004 Taylor & Francis Group, LLC.","Generalized Procrustes analysis; Geometric morphometrics; Shape analysis","geometry; morphometry; zoology; Procrustes",Article,"Final",Open Access,Scopus,2-s2.0-1242321708
"Wagner G.P., Altenberg L.","57203216308;6603332075;","Complex adaptations and the evolution of evolvability",1996,"Evolution","50","3",,"967","976",,1125,"10.1111/j.1558-5646.1996.tb02339.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029661332&doi=10.1111%2fj.1558-5646.1996.tb02339.x&partnerID=40&md5=453b3ff7d0ef6bae145868e30fdcc417","Center for Computational Ecology, Department of Biology, Yale University, New Haven, CT 06511, United States; Hawaii Inst. Geophys. Planetology, University of Hawaii at Manoa, Manoa, HI 96822, United States; Maui High Perf. Computing Center, 550 Lipoa Parkway, Maui, HI 96753, United States","Wagner, G.P., Center for Computational Ecology, Department of Biology, Yale University, New Haven, CT 06511, United States; Altenberg, L., Hawaii Inst. Geophys. Planetology, University of Hawaii at Manoa, Manoa, HI 96822, United States, Maui High Perf. Computing Center, 550 Lipoa Parkway, Maui, HI 96753, United States","The problem of complex adaptations is studied in two largely disconnected research traditions: evolutionary biology and evolutionary computer science. This paper summarizes the results from both areas and compares their implications. In evolutionary computer science it was found that the Darwinian process of mutation, recombination and selection is not universally effective in improving complex systems like computer programs or chip designs. For adaptation to occur, these systems must possess 'evolvability,' i.e., the ability of random variations to sometimes produce improvement. It was found that evolvability critically depends on the way genetic variation maps onto phenotypic variation, an issue known as the representation problem. The genotype-phenotype map determines the variability of characters, which is the propensity to vary. Variability needs to be distinguished from variations, which are the actually realized differences between individuals. The genotype-phenotype map is the common theme underlying such varied biological phenomena as genetic canalization, developmental constraints, biological versatility, developmental dissociability, and morphological integration. For evolutionary biology the representation problem has important implications: how is it that extant species acquired a genotype-phenotype map which allows improvement by mutation and selection? Is the genotype-phenotype map able to change in evolution'? What are the selective forces, if any, that shape the genotype- phenotype map? We propose that the genotype-phenotype map can evolve by two main routes, epistatic mutations, or the creation of new genes. A common result for organismic design is modularity. By modularity we mean a genotype-phenotype map in which there are few pleiotropic effects among characters serving different functions, with pleiotropic effects falling mainly among characters that are part of a single functional complex. Such a design is expected to improve evolvability by limiting the interference between the adaptation of different functions. Several population genetic models are reviewed that are intended to explain the evolutionary origin of a modular design. While our current knowledge is insufficient to assess the plausibility of these models, they form the beginning of a framework for understanding the evolution of the genotype phenotype map.","Adaptation; evolution of development; evolutionary computation; genetic representations; modularity; pleiotropy; quantitative genetics","evolvability; genetic representation; mutation; phenotypic variation; recombination; selection",Review,"Final",,Scopus,2-s2.0-0029661332
