Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
[No author name available],[No author id available],"R: A language and environment for statistical computing",2015,"R: A Language and Environment for Statistical Computing",,,,"","",,25440,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-84964927929
"Venables W.N., Ripley B.D.","",[No title available],1994,"Modern Applied Statistics with S-Plus",,,,"","",,14942,,,,"Venables, W.N.; Ripley, B.D.",[No abstract available],,,,,,Scopus,2-s2.0-0003895851
"Ripley B.D.","16455085100;","Pattern recognition and neural networks",2014,"Pattern Recognition and Neural Networks",,,,"1","403",,3674,"10.1017/CBO9780511812651","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953405534&doi=10.1017%2fCBO9780511812651&partnerID=40&md5=931d2426cfc0e7c1cf8256ed62ea328e","University of Oxford, United Kingdom","Ripley, B.D., University of Oxford, United Kingdom","Ripley brings together two crucial ideas in pattern recognition: statistical methods and machine learning via neural networks. He brings unifying principles to the fore, and reviews the state of the subject. Ripley also includes many examples to illustrate real problems in pattern recognition and how to overcome them. © B.D. Ripley 1996.",,"Artificial intelligence; Cognitive systems; Software engineering; Real problems; Pattern recognition",Book,"Final",,Scopus,2-s2.0-84953405534
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2394,"10.2307/2992207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860428591&doi=10.2307%2f2992207&partnerID=40&md5=74ce7a85fe27c8da218b0b8e0fbb6d49","Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States; Slice, D., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Superimposition methods for comparing configurations of landmarks in two or more specimens are reviewed. These methods show differences in shape among specimens as residuals after rotation, translation, and scaling them so that they align as well as possible. A new method is presented that generalizes Siegel and Benson's (1982) resistant-fit theta-rho analysis so that more than two objects can be compared at the same time. Both least-squares and resistant-fit approaches are generalized to allow for affine transformations (uniform shape change). The methods are compared, using artificial data and data on 18 landmarks on the wings of 127 species of North American mosquitoes. Graphical techniques are also presented to help summarize the patterns of differences in shape among the objects being compared. © 1990 Society of Systematic Zoology.",,,Article,"Final",,Scopus,2-s2.0-84860428591
"Krzanowski W.J.","",[No title available],1988,"Principles of Multivariate Analysis",,,,"","",,1816,,,,"Krzanowski, W.J.",[No abstract available],,,,,,Scopus,2-s2.0-0003900252
"Wolff J.","","Das Gesetz der Transformation der Knochen",1892,"Das Gesetz der Transformation der Knochen",,,,"","",,1571,,,,"Wolff, J.",[No abstract available],,,,,,Scopus,2-s2.0-0003527888
"Rieseberg L.H., Ellstrand N.C.","35560689600;7003511838;","What can molecular and morphological markers tell us about plant hybridization?",1993,"Critical Reviews in Plant Sciences","12","3",,"213","241",,474,"10.1080/07352689309701902","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952380109&doi=10.1080%2f07352689309701902&partnerID=40&md5=bc6b7aae02f51f0c44ac445496e8cdd7","Rancho Santa Ana Botanic Garden, 1500 N. College Avenue, Claremont, CA, 91711, United States; Department of Botany and Plant Science, and Program of Genetics, University of California, Riverside, CA, 92521, United States","Rieseberg, L.H., Rancho Santa Ana Botanic Garden, 1500 N. College Avenue, Claremont, CA, 91711, United States; Ellstrand, N.C., Department of Botany and Plant Science, and Program of Genetics, University of California, Riverside, CA, 92521, United States","The study of hybrids and their evolutionary significance is often based on a number of tacit assumptions regarding character expression in hybrids. This article examines morphological, chemical, and molecular character expression in hybrids to determine whether traditionally recognized properties of hybrid plants, such as hybrid intermediacy and character coherence, are actually supported by empirical evidence, and also examines the impact of hybrids on phylogenetic analyses. We show that hybrids are a mosaic of both parental and intermediate morphological characters rather than just intermediate ones, and that a large proportion of first (64%) and later generation hybrids (89%) exhibit extreme or novel characters. Chemical character expression in hybrids is more predictable, with predominantly additive or complementary expression for both first generation hybrids (68%) and hybrid taxa (54%). Likewise, the genetic basis, and thus the expression of molecular characters, is well-worked out and predictable, although non-Mendelian inheritance has been reported in a few instances for molecular markers as well. There is even less empirical support for the concept of character coherence than hybrid intermediacy. Although morphological character coherence has been reported in both artificial and natural hybrid populations, it appears to be the exception rather than the rule. This idiosyncratic relationship among morphological characters is shown to be the norm for the relationship of morphological to molecular characters, as well as for the relationship among molecular characters. Hybrids are shown to have little impact on the topology of nonhybrid taxa in phylogenetic trees. However, the expression of primitive vs. derived character states, the placement of hybrids in cladograms, the number of equally parsimonious trees produced, and the effects of hybrids on phylogenetic topology do not appear to be predictable. Thus, cladistic identification of hybrid taxa is difficult and may not be possible based on phenotypic data, regardless of the analytical tools used. © 1993 by CRC Press, Inc.","character coherence; character expression; hybrid zones; hybridization; phylogenetic reconstruction",,Article,"Final",,Scopus,2-s2.0-84952380109
"Barone R.","",[No title available],1976,"Anatomie Comparée des Mammifères Domestiques",,,,"","",,428,,,,"Barone, R.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003614310
"White K.D.","",[No title available],1970,"Roman Farming",,,,"","",,274,,,,"White, K.D.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0004247381
"Bökönyi S.","",[No title available],1974,"History of Domestic Mammals in Central and Eastern Europe",,,,"","",,270,,,,"Bökönyi, S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003688095
