Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1201,"10.1080/11250000409356545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242321708&doi=10.1080%2f11250000409356545&partnerID=40&md5=74fa0a4ec02d5ccc6f34b38d4e228cd8","Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria; Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","Adams, D.C., Department of Ecology, Evolution, Organismal Biology, Department of Statistics, Iowa State University, Ames, IA, 50011–3223, United States; Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY, 11794–5245, United States; Slice, D.E., Institute for Anthropology, University of Vienna, Winston-Salem, NC, 27157–1022, Austria, Department of Medical Engineering, Wake Forest University School of Medicine, Winston-Salem, NC, 27157–1022, United States","The analysis of shape is a fundamental part of much biological research. As the field of statistics developed, so have the sophistication of the analysis of these types of data. This lead to multivariate morphometrics in which suites of measurements were analyzed together using canonical variates analysis, principal components analysis, and related methods. In the 1980s, a fundamental change began in the nature of the data gathered and analyzed. This change focused on the coordinates of landmarks and the geometric information about their relative positions. As a by-product of such an approach, results of multivariate analyses could be visualized as configurations of landmarks back in the original space of the organism rather than only as statistical scatter plots. This new approach, called “geometric morphometrics”;, had benefits that lead Rohlf and Marcus (1993) to proclaim a “revolution”; in morphometrics. In this paper, we briefly update the discussion in that paper and summarize the advances in the ten years since the paper by Rohlf and Marcus. We also speculate on future directions in morphometric analysis. © 2004 Taylor & Francis Group, LLC.","Generalized Procrustes analysis; Geometric morphometrics; Shape analysis","geometry; morphometry; zoology; Procrustes",Article,"Final",Open Access,Scopus,2-s2.0-1242321708
"McGarigal K., Cushman S., Stafford S.","",[No title available],2000,"Multivariate Statistics for Wildlife and Ecology Research",,,,"","",,1062,,,,"McGarigal, K.; Cushman, S.; Stafford, S.",[No abstract available],,,,,,Scopus,2-s2.0-0003588646
"Zelditch M.L., Swiderski D.L., Sheets H.D., Fink W.L.","",[No title available],2004,"Geometric Morphometrics for Biologists: A Primer",,,,"","",,689,,,,"Zelditch, M.L.; Swiderski, D.L.; Sheets, H.D.; Fink, W.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-85013705089
"Rohlf F.J.","",[No title available],2005,"TpsDig, Digitize Landmarks and Outlines",,,,"","",,606,,,,"Rohlf, F.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-18844422334
"Waters M.R., Stafford Jr. T.W.","7202770627;7004919386;","Redefining the age of Clovis: Implications for the peopling of the Americas",2007,"Science","315","5815",,"1122","1126",,450,"10.1126/science.1137166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847255950&doi=10.1126%2fscience.1137166&partnerID=40&md5=db87669f8d9a296ad52d988147f12a29","Department of Anthropology, Center for the Study of the First Americans, Texas A and M University, College Station, TX 77843-4352, United States; Stafford Research Laboratories, 200 Acadia Avenue, Lafayette, CO 80026, United States","Waters, M.R., Department of Anthropology, Center for the Study of the First Americans, Texas A and M University, College Station, TX 77843-4352, United States; Stafford Jr., T.W., Stafford Research Laboratories, 200 Acadia Avenue, Lafayette, CO 80026, United States","The Clovis complex is considered to be the oldest unequivocal evidence of humans in the Americas, dating between 11,500 and 10,900 radiocarbon years before the present (14C yr B.P.). Adjusted 14C dates and a reevaluation of the existing Clovis date record revise the Clovis time range to 11,050 to 10,800 14C yr B.P. In as few as 200 calendar years, Clovis technology originated and spread throughout North America. The revised age range for Clovis overlaps non-Clovis sites in North and South America. This and other evidence imply that humans already lived in the Americas before Clovis.",,"carbon 14; artifact; historical time (human history); prehistoric; settlement history; anthropology; archeology; article; calibration; human; isotope labeling; migration; priority journal; South America; technology; travel; United States; Archaeology; Culture; Emigration and Immigration; History, Ancient; Humans; North America; Population Dynamics; South America; Time; Clovis; New Mexico; North America; South America; United States",Article,"Final",,Scopus,2-s2.0-33847255950
"Mitteroecker P., Bookstein F.","6507135382;7004606384;","Linear Discrimination, Ordination, and the Visualization of Selection Gradients in Modern Morphometrics",2011,"Evolutionary Biology","38","1",,"100","114",,258,"10.1007/s11692-011-9109-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952312407&doi=10.1007%2fs11692-011-9109-8&partnerID=40&md5=a203885ed176c161d1e98b742aeefbfc","Department of Theoretical Biology, University of Vienna, Althanstrasse 14, 1091 Vienna, Austria; Department of Anthropology, University of Vienna, Althanstrasse 14, 1091 Vienna, Austria; Department of Statistics, University of Washington, Padelford B-207, Seattle, WA 98195-4322, United States","Mitteroecker, P., Department of Theoretical Biology, University of Vienna, Althanstrasse 14, 1091 Vienna, Austria; Bookstein, F., Department of Anthropology, University of Vienna, Althanstrasse 14, 1091 Vienna, Austria, Department of Statistics, University of Washington, Padelford B-207, Seattle, WA 98195-4322, United States","Linear discriminant analysis (LDA) is a multivariate classification technique frequently applied to morphometric data in various biomedical disciplines. Canonical variate analysis (CVA), the generalization of LDA for multiple groups, is often used in the exploratory style of an ordination technique (a low-dimensional representation of the data). In the rare case when all groups have the same covariance matrix, maximum likelihood classification can be based on these linear functions. Both LDA and CVA require full-rank covariance matrices, which is usually not the case in modern morphometrics. When the number of variables is close to the number of individuals, groups appear separated in a CVA plot even if they are samples from the same population. Hence, reliable classification and assessment of group separation require many more organisms than variables. A simple alternative to CVA is the projection of the data onto the principal components of the group averages (between-group PCA). In contrast to CVA, these axes are orthogonal and can be computed even when the data are not of full rank, such as for Procrustes shape coordinates arising in samples of any size, and when covariance matrices are heterogeneous. In evolutionary quantitative genetics, the selection gradient is identical to the coefficient vector of a linear discriminant function between the populations before vs. after selection. When the measured variables are Procrustes shape coordinates, discriminant functions and selection gradients are vectors in shape space and can be visualized as shape deformations. Except for applications in quantitative genetics and in classification, however, discriminant functions typically offer no interpretation as biological factors. © 2011 Springer Science+Business Media, LLC.","Canonical variate analysis; Linear discriminant function; Ordination; Principal component analysis; Procrustes; Selection gradient",,Article,"Final",,Scopus,2-s2.0-79952312407
"Slice D.E.","",[No title available],2005,"Modern Morphometrics in Physical Anthropology",,,,"","",,188,,,,"Slice, D.E.",[No abstract available],,,,"Final",,Scopus,2-s2.0-8644228122
"MacLeod N.","57200347364;","Generalizing and extending the eigenshape method of shape space visualization and analysis",1999,"Paleobiology","25","1",,"107","138",,173,"10.1666/0094-8373-25.1.107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032996373&doi=10.1666%2f0094-8373-25.1.107&partnerID=40&md5=53d3b80a11294770f8668695c6429853","Department of Palaeontology, Natural History Museum, Cromwell Road, London, SW7 5BD, United Kingdom","MacLeod, N., Department of Palaeontology, Natural History Museum, Cromwell Road, London, SW7 5BD, United Kingdom","Outline-based morphometric methods have been more or less restricted to the consideration of closed curves and plagued by problems related to the maintenance of close biological correspondence across all forms within a sample. Methods developed herein generalize and extend the eigenshape method of outline analysis along the following lines: (1) consideration of open curves, (2) improvement of interobject correspondence via incorporation of information provided by landmarks, and (3) extension to the analysis of three-dimensional (open and closed) curves. In addition, techniques for using eigenshape results to create models of shape variation and for more consistently assessing the digital resolution necessary to represent an object are discussed and illustrated. These improvements are then placed in context via discussions of previous attempts to extend morphometric outline analysis methods, the relation between landmark and outline-based morphometric methods, the use of morphometric analyses to test biological hypotheses, and the nature of morphometric shape spaces (with special reference to studies of morphological disparity). © 1998 The Paleontological Society.",,"eigenvalue; morphology; morphometry",Article,"Final",,Scopus,2-s2.0-0032996373
