Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Baumler M.F.","","Principles and properties of lithic core reduction: Implications for Levallois technology",1995,"The Definition and Interpretation of Levallois Technology",,,,"11","23",,18,,2-s2.0-0004630430
"Boëda E.","","Le concept laminaire: Rupture et filiation avec le concept Levallois",1988,"La Mutation","8",,,"41","59",,44,,2-s2.0-0003086436
"Boëda E.","",[No title available],1994,"Le Concept Levallois: Variabilité des Méthodes",,,,"","",,211,,2-s2.0-0012865323
"Boëda E.","","Levallois: A volumetric construction, methods, a technique",1995,"The Definition and Interpretation of Levallois Technology",,,,"41","68",,202,,2-s2.0-0003090043
"Bookstein Fred L.","7004606384;","Principal warps: Thin-plate splines and the decomposition of deformations",1992,"IEEE Transactions on Pattern Analysis and Machine Intelligence","v","n",,"567","585",,1645,,2-s2.0-34250830971
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Bordes F.","","Principes d'une méthode d'étude des techniques de débitage et de la typologie du Paléolithique ancien et moyen",1950,"L'Anthropologie","54","1-2",,"19","34",,79,,2-s2.0-0008034806
"Bordes F.","","Le débitage Levallois et ses variantes",1980,"Bulletin de la Société Préhistorique Française","77","2",,"45","49",,29,,2-s2.0-0010959387
"Brantingham P.Jeffrey, Kuhn S.L.","15519359400;7103392233;","Constraints on levallois core technology: A mathematical model",2001,"Journal of Archaeological Science","28","7",,"747","761",,83,"10.1006/jasc.2000.0594",2-s2.0-0034944672
"Brantingham P.J.","15519359400;","The mathematics of chaînes opératoires",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"183","206",,9,"10.1007/978-1-4419-6861-6_8",2-s2.0-84871427080
"Braun D.R., Plummer T., Ferraro J.V., Ditchfield P., Bishop L.C.","23972180300;7006149395;8387543400;55905037700;7007061548;","Raw material quality and Oldowan hominin toolstone preferences: evidence from Kanjera South, Kenya",2009,"Journal of Archaeological Science","36","7",,"1605","1614",,109,"10.1016/j.jas.2009.03.025",2-s2.0-67349286486
"Buchanan B., Collard M.","11241802300;7102608373;","An assessment of the impact of resharpening on paleoindian projectile point blade shape using geometric morphometric techniques",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"255","273",,18,"10.1007/978-1-4419-6861-6_11",2-s2.0-84871436910
"Buchanan B., Collard M.","11241802300;7102608373;","A geometric morphometrics-based assessment of blade shape differences among Paleoindian projectile point types from western North America",2010,"Journal of Archaeological Science","37","2",,"350","359",,71,"10.1016/j.jas.2009.09.047",2-s2.0-70449670300
"Byrne R.W., Russon A.E., Bauer P.J., Chen M., Chartrand T.L., Lee-Chai A.Y., Bargh J.A., Colman A.M., Cummins D.D., Decety J., Grezes J., De Waal F.B.M., Fishbein H.D., Gardner M., Heyes C., Gattis M., Bekkering H., Wohlschlager A., Hayne H., Heimann M., Huber L., Jorion P.J.M., Kuczai II S.A., Gory J.D., Xitco M.J. Jr., Mac Aogain E., Matheson M.D., Fragaszy D.M., Midford P.E., Miklosi A., Mitchell R.W., Motomora N., Roitblat H.L., Todt D., Tomasello M., Vereijken B., Whiting H.T.A., Vogt S., Carey D., Want S.C., Harris P.L., Whiten A., Zentall T.R.","56969100600;6603182200;7203018930;56134480600;6602090842;6506136412;7003636643;7005337320;20133635300;57203106154;6602098335;7006497218;6701853697;7401638489;7007120930;6602507217;55154252600;6603705410;7003550311;57203077493;7102868913;57152726100;6504678230;6507891922;55664893600;6506448992;57202599100;7004271317;6603048400;7003466993;7403973858;6504586460;6603714080;7004208544;7004816726;6603601384;7003960887;7101896584;7101938313;6701781521;7403636494;7004657792;7006063404;","Learning by imitation: A hierarchical approach",1998,"Behavioral and Brain Sciences","21","5",,"667","721",,464,"10.1017/S0140525X98001745",2-s2.0-0032426663
"Callahan E.","","An interview with Flintknapper Jacques Pelegrin",2016,"Contract Abstracts","3","1",,"62","70",,6,,2-s2.0-40249110505
"Cardillo M.","57212772096;","Some applications of geometric morphometrics to archaeology",2010,"Lecture Notes in Earth Sciences","124",,,"325","341",,35,"10.1007/978-3-540-95853-6_15",2-s2.0-85030431181
"Chapman R.E.","","Conventional Procrustes approaches",1990,"Proceedings of the Michigan Morphometrics Workshop",,,,"251","267",,83,,2-s2.0-0000253064
"Clarke D.L.","",[No title available],1968,"Analytical Archaeology",,,,"","",,751,,2-s2.0-0004131192
"Clarkson C.","36885327100;","Regional diversity within the core technology of the howiesons poort techno-complex",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"43","59",,33,"10.1007/978-1-4419-6861-6_3",2-s2.0-80051792012
"Commont V.","","L'industrie moustérienne dans la region de nord de la France",1909,"Bureaux de la Société Préhistorique de France, Paris",,,,"115","157",,20,,2-s2.0-0346964838
"Copeland L.","","Are Levallois flakes in the Levantine Acheulian the result of biface preparation?",1995,"The Definition and Interpretation of Levallois Technology",,,,"171","183",,18,,2-s2.0-33749168787
