Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Henshilwood C.S., Sealy J.C., Yates R., Cruz-Uribe K., Goldberg P., Grine F.E., Klein R.G., Poggenpoel C., Van Niekerk K., Watts I.","6603544431;6701859033;9636451400;6603622396;7102142818;35431800400;7404357977;14623184000;55618288400;7003776874;","Blombos Cave, southern Cape, South Africa: Preliminary report on the 1992-1999 excavations of the middle stone age levels",2001,"Journal of Archaeological Science","28","4",,"421","448",,277,"10.1006/jasc.2000.0638",2-s2.0-0035014581
"Henshilwood C.S., D'errico F., Marean C.W., Milo R.G., Yates R.","6603544431;57215198704;6701351179;7004162179;9636451400;","An early bone tool industry from the Middle Stone Age at Blombos Cave, South Africa: Implications for the origins of modern human behaviour, symbolism and language",2001,"Journal of Human Evolution","41","6",,"631","678",,249,"10.1006/jhev.2001.0515",2-s2.0-0035544221
"Rigaud J.-P., Texier P.-J., Parkington J., Poggenpoel C.","7101848076;6701556270;6701414424;14623184000;","Stillbay and Howiesons Poort stone tool techno-complexes. South African Middle Stone Age chronology and its implications [Le mobilier Stillbay et Howiesons Poort de l'abri Diepkloof. La chronologie du Middle Stone Age sud-africain et ses implications]",2006,"Comptes Rendus - Palevol","5","6",,"839","849",,70,"10.1016/j.crpv.2006.02.003",2-s2.0-33748765860
"Texier P.-J., Porraz G., Parkington J., Rigaud J.-P., Poggenpoel C., Miller C., Tribolo C., Cartwright C., Coudenneau A., Klein R., Steele T., Verna C.","6701556270;25923529200;6701414424;7101848076;14623184000;57211855893;6507847161;55406436300;26033507000;7404357977;7102735252;35254533900;","A Howiesons Poort tradition of engraving ostrich eggshell containers dated to 60,000 years ago at Diepkloof Rock Shelter, South Africa",2010,"Proceedings of the National Academy of Sciences of the United States of America","107","14",,"6180","6185",,249,"10.1073/pnas.0913047107",2-s2.0-77950874122
"Porraz G., Parkington J.E., Rigaud J.-P., Miller C.E., Poggenpoel C., Tribolo C., Archer W., Cartwright C.R., Charrié-Duhaut A., Dayet L., Igreja M., Mercier N., Schmidt P., Verna C., Texier P.-J.","25923529200;6701414424;7101848076;57211855893;14623184000;6507847161;35085743300;55406436300;6507505635;35363866600;55565488500;7006333948;57191366660;35254533900;6701556270;","The MSA sequence of Diepkloof and the history of southern African Late Pleistocene populations",2013,"Journal of Archaeological Science","40","9",,"3542","3552",,57,"10.1016/j.jas.2013.02.024",2-s2.0-84878960938
"Porraz G., Texier P.-J., Archer W., Piboule M., Rigaud J.-P., Tribolo C.","25923529200;6701556270;35085743300;6701672452;7101848076;6507847161;","Technological successions in the Middle Stone Age sequence of Diepkloof Rock Shelter, Western Cape, South Africa",2013,"Journal of Archaeological Science","40","9",,"3376","3400",,110,"10.1016/j.jas.2013.02.012",2-s2.0-84878956344
"Wadley L., Prinsloo L.C.","6602838148;6603888742;","Experimental heat treatment of silcrete implies analogical reasoning in the Middle Stone Age",2014,"Journal of Human Evolution","70","1",,"49","60",,39,"10.1016/j.jhevol.2013.11.003",2-s2.0-84899129871
"Henshilwood C., Sealy J.","6603544431;6701859033;","Bone artefacts from the middle stone age at Blombos Cave, Southern Cape, South Africa",1997,"Current Anthropology","38","5",,"890","895",,115,"10.1086/204678",2-s2.0-0000307845
"Henshilwood C.S., D'Errico F., Yates R., Jacobs Z., Tribolo C., Duller G.A.T., Mercier N., Sealy J.C., Valladas H., Watts I., Wintle A.G.","6603544431;57215198704;9636451400;23392343600;6507847161;7006321448;7006333948;6701859033;7004899709;7003776874;7005930050;","Emergence of modern human behavior: Middle stone age engravings from South Africa",2002,"Science","295","5558",,"1278","1280",,524,"10.1126/science.1067575",2-s2.0-18244371467
"Henshilwood C., D'Errico F., Vanhaeren M., Van Niekerk K., Jacobs Z.","6603544431;57215198704;6507932479;55618288400;23392343600;","Middle Stone Age Shell Beads from South Africa",2004,"Science","304","5669",,"404","",,345,"10.1126/science.1095905",2-s2.0-1942424094
