Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Manly B.F.J.","",[No title available],1994,"Multivariate Statistical Methods: A Primer",,,,"","",,2996,,,,"Manly, B.F.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003501167
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,,,"Dryden, I.L.; Mardia, K.V.",[No abstract available],,,,,,Scopus,2-s2.0-0003489720
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2394,"10.2307/2992207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860428591&doi=10.2307%2f2992207&partnerID=40&md5=74ce7a85fe27c8da218b0b8e0fbb6d49","Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States; Slice, D., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Superimposition methods for comparing configurations of landmarks in two or more specimens are reviewed. These methods show differences in shape among specimens as residuals after rotation, translation, and scaling them so that they align as well as possible. A new method is presented that generalizes Siegel and Benson's (1982) resistant-fit theta-rho analysis so that more than two objects can be compared at the same time. Both least-squares and resistant-fit approaches are generalized to allow for affine transformations (uniform shape change). The methods are compared, using artificial data and data on 18 landmarks on the wings of 127 species of North American mosquitoes. Graphical techniques are also presented to help summarize the patterns of differences in shape among the objects being compared. © 1990 Society of Systematic Zoology.",,,Article,"Final",,Scopus,2-s2.0-84860428591
"Futuyma D.J.","",[No title available],1998,"Evolutionary Biology",,,,"","",,2162,,,,"Futuyma, D.J.",[No abstract available],,,,,,Scopus,2-s2.0-0004039907
"Lande R.","","Quantitative genetic analysis of multivariate evolution, applied to brain: Body size allometry",1979,"Evolution","33",,,"402","416",,1441,,,,"Lande, R.",[No abstract available],,,,,,Scopus,2-s2.0-0001288442
"James Rohlf F., Marcus L.F.","24518567800;7005305240;","A revolution morphometrics",1993,"Trends in Ecology and Evolution","8","4",,"129","132",,1268,"10.1016/0169-5347(93)90024-J","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242462501&doi=10.1016%2f0169-5347%2893%2990024-J&partnerID=40&md5=14afd83efbc93ae5f62d49a4829a5597","Dept of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Dept of Biology, Queen's College, CUNY, Flushing, NY 11367, United States","James Rohlf, F., Dept of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Marcus, L.F., Dept of Biology, Queen's College, CUNY, Flushing, NY 11367, United States","We are now in the midst of a revolution in morphometric methodology. The new approaches are more effective in capturing information about the shape of an organism and result in more powerful statistical procedures for testing for differences in s shape. They are also more effective in enabling a researcher to visualize differences in shape and in suggesting simple traditional measurements that could be used in future studies. In this review we emphasize applications to exploratory studies in taxonomy and evolution. © 1993.",,,Review,"Final",,Scopus,2-s2.0-0242462501
"Goodall C.","","Procrustes methods in the statistical analysis of shape",1991,"J. R. Statist. Soc. B","53","2",,"285","339",,1199,,,,"Goodall, C.",[No abstract available],,,,,,Scopus,2-s2.0-0000142472
"Olson E.C., Miller R.L.","",[No title available],1958,"Morphological Integration",,,,"","",,575,,,,"Olson, E.C.; Miller, R.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003981781
"Bookstein F.L.","","Combining the tools of geometric morphometrics",1996,"Advances in Morphometrics",,,,"131","151",,313,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0000317182
