Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Adams D.C., Otárola-Castillo E.","7404054540;25629989200;","Geomorph: An r package for the collection and analysis of geometric morphometric shape data",2013,"Methods in Ecology and Evolution","4","4",,"393","399",,795,"10.1111/2041-210X.12035",2-s2.0-84875761771
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8",2-s2.0-0031107378
"Carlson D.S., Van Gerven D.P.","7403297673;6701410150;","Masticatory function and post‐pleistocene evolution in Nubia",1977,"American Journal of Physical Anthropology","46","3",,"495","506",,176,"10.1002/ajpa.1330460316",2-s2.0-0017754936
"Carson E.A.","57215445430;","Maximum likelihood estimation of human craniometric heritabilities",2006,"American Journal of Physical Anthropology","131","2",,"169","180",,87,"10.1002/ajpa.20424",2-s2.0-33748649253
"Cole J.B., Manyama M., Larson J.R., Liberton D.K., Ferrara T.M., Riccardi S.L., Li M., Mio W., Klein O.D., Santorico S.A., Hallgrímsson B., Spritz R.A.","55233572100;35622336400;56290986800;55898678600;55054615100;16064627000;56091860500;6603303827;8917319700;36610792800;6602184859;7006548083;","Human facial shape and size heritability and genetic correlations",2017,"Genetics","205","2",,"967","978",,12,"10.1534/genetics.116.193185",2-s2.0-85021848727
"Cui Y.","",[No title available],2014,"A three-dimensional surface semi-landmark based geometric morphometric study of fossil human cranium from Liujiang, China (Doctoral dissertation). University of Chinese Academy of Sciences, Beijing (in Chinese)",,,,"","",,1,,2-s2.0-85062795703
"Cui Y.","","Comparison of frontal morphology among modern major population: A 3D geometric morphometric study",2018,"Acta Anthropologica Sinica","37",,,"228","240",,1,,2-s2.0-85062798313
"Delgado M.","22333618200;","Holocene population history of the Sabana de Bogotá region, Northern South America: An assessment of the craniofacial shape variation",2017,"American Journal of Physical Anthropology","162","2",,"350","369",,7,"10.1002/ajpa.23124",2-s2.0-84996931199
"Dong G., Jia X., Elston R., Chen F., Li S., Wang L., Cai L., An C.","36138710300;54389229000;7102055311;35271403600;8558285700;55416036000;55415530700;7102018023;","Spatial and temporal variety of prehistoric human settlement and its influencing factors in the upper Yellow River valley, Qinghai Province, China",2013,"Journal of Archaeological Science","40","5",,"2538","2546",,59,"10.1016/j.jas.2012.10.002",2-s2.0-84875209704
"Dryden I.L., Mardia K.V.","6602552511;7004094586;","Statistical shape analysis, with applications in R: Second edition",2016,"Statistical Shape Analysis, with Applications in R: Second Edition",,,,"1","454",,114,"10.1002/9781119072492",2-s2.0-85017266442
"Fan Y.","",[No title available],1965,"Book of the later Han, treatise on the Western Qiang",,,,"","",,1,,2-s2.0-85062790513
"FIX A.G.","7005355473;","The role of kin‐structured migration in genetic microdifferentiation",1978,"Annals of Human Genetics","41","3",,"329","339",,50,"10.1111/j.1469-1809.1978.tb01900.x",2-s2.0-0017849312
"Flad R., Shuicheng L., Xiaohong W., Zhijun Z.","8717013400;35178717200;57083853600;17436648300;","Early wheat in China: Results from new studies at Donghuishan in the Hexi Corridor",2010,"Holocene","20","6",,"955","965",,88,"10.1177/0959683609358914",2-s2.0-77956069962
"Flad R.K., Yuan J., Li S.","8717013400;56988201600;8558285700;","Zooarcheological evidence for animal domestication in northwest China",2007,"Developments in Quaternary Science","9","C",,"167","203",,71,"10.1016/S1571-0866(07)09012-4",2-s2.0-55949105216
"Galland M., Van Gerven D.P., Von Cramon-Taubadel N., Pinhasi R.","56919438200;6701410150;23471109300;10041187600;","11,000 years of craniofacial and mandibular variation in Lower Nubia",2016,"Scientific Reports","6",, 31040,"","",,14,"10.1038/srep31040",2-s2.0-84981268393
"Ge W.","",[No title available],2010,"The application of starch analysis in archaeology (Doctoral dissertation). University of Science and Technology of China, Hefei (in Chinese)",,,,"","",,1,,2-s2.0-85062775695
"Ge W., Liu L., Chen X., Jin Z.","","The experimental study on starch damage during food processing and its application in archaeology",2010,"Archaeology","7",,,"77","86",,1,,2-s2.0-85062792770
"Gunz P., Mitteroecker P., Neubauer S., Weber G.W., Bookstein F.L.","6506472733;6507135382;7102853256;7402213147;7004606384;","Principles for the virtual reconstruction of hominin crania",2009,"Journal of Human Evolution","57","1",,"48","62",,204,"10.1016/j.jhevol.2009.04.004",2-s2.0-67649976615
"Han K.","","Human remains of Minhe Yangshan cemetery, Qinghai",1990,"Minhe Yangshan Cemetery",,,,"","",,1,,2-s2.0-85062784245
"Han K.X.","","A study of the human bones from the ancient cemetery on Ahatla Hill in Xunhua, Qinghai (in Chinese)",2000,"Acta Archaeol Sin","3",,,"395","420",,2,,2-s2.0-84872767464
"Han K., Tan J., Zhang F.","","The study of the skull from the Shangsunjiazhai ancient cemetery, Datong, Qinghai",2005,"The racial-anthropological study on ancient Northwest China",,,,"","",,1,,2-s2.0-85062787155
"Han K., Tan J., Zhang F.","","The study of the human bones from the Huoshaogou cemetery, Yumen, Gansu province",2005,"The racial-anthropological study on ancient Northwest China",,,,"","",,1,,2-s2.0-85062784211
"He H.","",[No title available],2010,"A study of the production of Setaria Italica Beauv. in ancient times of China (Doctoral dissertation). Nanjing Agricultural University, Nanjing (in Chinese)",,,,"","",,1,,2-s2.0-85062775452
"Hou G., Liu F., Liu C., Fang X.","7102306162;12038767400;35210581300;7401432922;","Prehistorical cultural transition forced by environmental change in mid-holocene in Gansu-Qinghai Region",2009,"Dili Xuebao/Acta Geographica Sinica","64","1",,"53","58",,10,,2-s2.0-65749097047
"The Institute of Archaeology, China Academy of Social Sciences","","Chinese Archaeology: Neolithic",2010,"Chinese Archaeology: Neolithic",,,,"","",,23,,2-s2.0-84891931826
