Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Tabachnick B.G., Fidell L.S.","",[No title available],1996,"Using Multivariate Statistics",,,,"","",,41182,,,,"Tabachnick, B.G.; Fidell, L.S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003976359
[No author name available],[No author id available],"R: A language and environment for statistical computing",2015,"R: A Language and Environment for Statistical Computing",,,,"","",,25440,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-84964927929
"Field A.","",[No title available],2005,"Discovering Statistics Using SPSS",,,,"","",,19299,,,,"Field, A.",[No abstract available],,,,"Final",,Scopus,2-s2.0-30444440069
"Venables W.N., Ripley B.D.","",[No title available],1994,"Modern Applied Statistics with S-Plus",,,,"","",,14942,,,,"Venables, W.N.; Ripley, B.D.",[No abstract available],,,,,,Scopus,2-s2.0-0003895851
"Quinn G.P., Keough M.J.","",[No title available],2002,"Experimental Design and Data Analysis for Biologists",,,,"","",,7965,,,,"Quinn, G.P.; Keough, M.J.",[No abstract available],,,,,,Scopus,2-s2.0-0003462293
"Fox J., Weisberg S.","",[No title available],2011,"An R Companion to Applied Regression",,,,"","",,5137,,,,"Fox, J.; Weisberg, S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77955132153
"Zuur A.F., Ieno E.N., Elphick C.S.","","A protocol for data exploration to avoid common statistical problems",2010,"Methods in Ecology and Evolution","1","1",,"3","14",,2747,,,,"Zuur, A.F.; Ieno, E.N.; Elphick, C.S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77957104527
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2394,"10.2307/2992207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860428591&doi=10.2307%2f2992207&partnerID=40&md5=74ce7a85fe27c8da218b0b8e0fbb6d49","Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States; Slice, D., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Superimposition methods for comparing configurations of landmarks in two or more specimens are reviewed. These methods show differences in shape among specimens as residuals after rotation, translation, and scaling them so that they align as well as possible. A new method is presented that generalizes Siegel and Benson's (1982) resistant-fit theta-rho analysis so that more than two objects can be compared at the same time. Both least-squares and resistant-fit approaches are generalized to allow for affine transformations (uniform shape change). The methods are compared, using artificial data and data on 18 landmarks on the wings of 127 species of North American mosquitoes. Graphical techniques are also presented to help summarize the patterns of differences in shape among the objects being compared. © 1990 Society of Systematic Zoology.",,,Article,"Final",,Scopus,2-s2.0-84860428591
"Schielzeth H.","","Simple means to improve the interpretability of regression coefficients",2010,"Methods in Ecology and Evolution","1","2",,"103","113",,1169,,,,"Schielzeth, H.",[No abstract available],,,,"Final",,Scopus,2-s2.0-77956069051
"Pebesma E.J., Bivand R.S.","","Classes and methods for spatial data in R",2005,"R News","5","2",,"9","13",,622,,,,"Pebesma, E.J.; Bivand, R.S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-35748944689
"Bivand R.S., Pebesma E., Gómez-Rubio V.","6602121571;6603459366;57202653976;","Applied Spatial Data Analysis with R: Second Edition",2013,"Applied Spatial Data Analysis with R: Second Edition",,,,"1","405",,616,"10.1007/978-1-4614-7618-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016868365&doi=10.1007%2f978-1-4614-7618-4&partnerID=40&md5=4905cc77366a6124da3b3451873de534","Norwegian School of Economics, Bergen, Norway; Westfälische Wilhelms-Universität, Münster, Germany; Department of Mathematics, Universidad de Castilla-La Mancha, Albacete, Spain","Bivand, R.S., Norwegian School of Economics, Bergen, Norway; Pebesma, E., Westfälische Wilhelms-Universität, Münster, Germany; Gómez-Rubio, V., Department of Mathematics, Universidad de Castilla-La Mancha, Albacete, Spain","Applied Spatial Data Analysis with R, second edition, is divided into two basic parts, the first presenting R packages, functions, classes and methods for handling spatial data. This part is of interest to users who need to access and visualise spatial data. Data import and export for many file formats for spatial data are covered in detail, as is the interface between R and the open source GRASS GIS and the handling of spatio-temporal data. The second part showcases more specialised kinds of spatial data analysis, including spatial point pattern analysis, interpolation and geostatistics, areal data analysis and disease mapping. The coverage of methods of spatial data analysis ranges from standard techniques to new developments, and the examples used are largely taken from the spatial statistics literature. All the examples can be run using R contributed packages available from the CRAN website, with code and additional data sets from the book's own website. Compared to the first edition, the second edition covers the more systematic approach towards handling spatial data in R, as well as a number of important and widely used CRAN packages that have appeared since the first edition. This book will be of interest to researchers who intend to use R to handle, visualise, and analyse spatial data. It will also be of interest to spatial data analysts who do not use R, but who are interested in practical aspects of implementing software for spatial data analysis. It is a suitable companion book for introductory spatial statistics courses and for applied methods courses in a wide range of subjects using spatial data, including human and physical geography, geographical information science and geoinformatics, the environmental sciences, ecology, public health and disease control, economics, public administration and political science. The book has a website where complete code examples, data sets, and other support material may be found: http://www.asdar-book.org. The authors have taken part in writing and maintaining software for spatial data handling and analysis with R in concert since 2003. © Springer Science+Business Media New York 2013.",,"Disease control; Information analysis; Open source software; Public administration; Spatial variables measurement; Websites; Environmental science; Geographical information; Political science; Spatial data analysis; Spatial point pattern analysis; Spatial statistics; Spatio-temporal data; Support materials; Data handling",Book,"Final",,Scopus,2-s2.0-85016868365
