Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Clark P.U., Dyke A.S., Shakun J.D., Carlson A.E., Clark J., Wohlfarth B., Mitrovica J.X., Hostetler S.W., McCabe A.M.","7402579336;7003706220;15021486000;7103175635;7407827798;7004321151;7006617790;7003626469;7006704095;","The Last Glacial Maximum",2009,"Science","325","5941",,"710","714",,1518,"10.1126/science.1172873",2-s2.0-68449088262
"Clarkson C., Smith M., Marwick B., Fullagar R., Wallis L.A., Faulkner P., Manne T., Hayes E., Roberts R.G., Jacobs Z., Carah X., Lowe K.M., Matthews J., Florin S.A.","36885327100;56170625300;8572128400;6602230399;7006224763;25925823700;56008100200;56622382400;7404281684;23392343600;56623168000;24470895400;54398963300;56662295400;","The archaeology, chronology and stratigraphy of Madjedbebe (Malakunanja II): A site in northern Australia with early occupation",2015,"Journal of Human Evolution","83",,,"46","64",,74,"10.1016/j.jhevol.2015.03.014",2-s2.0-84930182724
"Corny J., Détroit F.","55928735500;6504774261;","Technical Note: Anatomic identification of isolated modern human molars: Testing procrustes aligned outlines as a standardization procedure for elliptic fourier analysis",2014,"American Journal of Physical Anthropology","153","2",,"314","322",,8,"10.1002/ajpa.22428",2-s2.0-84892577862
"Corny J., Garong A.M., Sémah F., Dizon E.Z., Bolunia M.J.L.A., Bautista R., Détroit F.","55928735500;15735924300;7003586205;23391946100;48760934200;57021179400;6504774261;","Paleoanthropological significance and morphological variability of the human bones and teeth from Tabon Cave",2016,"Quaternary International","416",,,"210","218",,3,"10.1016/j.quaint.2015.10.059",2-s2.0-84951766648
"De Azevedo S., Nocera A., Paschetta C., Castillo L., González M., González-José R.","34972634100;51665584400;34973286700;35329177900;51664998600;6602423911;","Evaluating microevolutionary models for the early settlement of the New World: The importance of recurrent gene flow with Asia",2011,"American Journal of Physical Anthropology","146","4",,"539","552",,39,"10.1002/ajpa.21564",2-s2.0-80955141850
"Delfin F., Salvador J.M., Calacal G.C., Perdigon H.B., Tabbada K.A., Villamor L.P., Halos S.C., Gunnarsdóttir E., Myles S., Hughes D.A., Xu S., Jin L., Lao O., Kayser M., Hurles M.E., Stoneking M., De Ungria M.C.A.","6603277199;7101616971;7801425069;35345648000;8586097700;35081328800;6603273032;6505968257;57207592789;57192192459;35270681200;36815180100;56001576300;26643477000;6603410789;7005947824;6602253073;","The Y-chromosome landscape of the Philippines: Extensive heterogeneity and varying genetic affinities of Negrito and non-Negrito groups",2011,"European Journal of Human Genetics","19","2",,"224","230",,50,"10.1038/ejhg.2010.162",2-s2.0-78651382473
"Demeter F., Shackelford L.L., Bacon A.-M., Duringer P., Westaway K., Sayavongkhamdy T., Braga J., Sichanthongtip P., Khamdalavong P., Ponche J.-L., Wang H., Lundstrom C., Patole-Edoumba E., Karpoff A.-M.","8519621800;6701493845;7005967102;6602856004;6701812505;24339512600;7004881640;24339649700;36739222500;6602706302;55509733600;6603673601;35230968900;6603846910;","Anatomically modern human in Southeast Asia (Laos) by 46 ka",2012,"Proceedings of the National Academy of Sciences of the United States of America","109","36",,"14375","14380",,113,"10.1073/pnas.1208104109",2-s2.0-84865965394
"Demeter F., Shackelford L., Westaway K., Duringer P., Bacon A.-M., Ponche J.-L., Wu X., Sayavongkhamdy T., Zhao J.-X., Barnes L., Boyon M., Sichanthongtip P., Sénégas F., Karpoff A.-M., Patole-Edoumba E., Coppens Y., Braga J.","8519621800;6701493845;6701812505;6602856004;7005967102;6602706302;22735420900;24339512600;7410309839;56511263000;56623141900;24339649700;6603247000;6603846910;35230968900;55828175300;7004881640;","Early Modern humans and morphological variation in Southeast Asia:Fossil evidence from tam pa ling, laos",2015,"PLoS ONE","10","4", e121193,"","",,29,"10.1371/journal.pone.0121193",2-s2.0-84928911370
"Détroit F., Dizon E., Falguères C., Hameau S., Ronquillo W., Sémah F.","6504774261;23391946100;7004150340;6602322834;6504755039;7003586205;","Upper Pleistocene Homo sapiens from the Tabon cave (Palawan, The Philippines): Description and dating of new discoveries",2004,"Comptes Rendus - Palevol","3","8",,"705","712",,69,"10.1016/j.crpv.2004.06.004",2-s2.0-10944271020
"Détroit F., Corny J., Dizon E.Z., Mijares A.S.","6504774261;55928735500;23391946100;35574282200;","""Small size"" In the Philippine human fossil record: Is it meaningful for a better understanding of the evolutionary history of the negritos?",2013,"Human Biology","85","1-3",,"45","65",,23,"10.3378/027.085.0303",2-s2.0-85026451491
"Diamond J.M.","35597705900;","Taiwan's gift to the world",2000,"Nature","403","6771",,"709","710",,57,"10.1038/35001685",2-s2.0-0034677478
"Donohue M., Denham T.","7005989586;6602644857;","Farming and language in island southeast asia: Reframing austronesian history",2010,"Current Anthropology","51","2",,"223","256",,85,"10.1086/650991",2-s2.0-77949837252
"Dow M.M., Cheverud J.M.","22634344600;7006680247;","Comparison of distance matrices in studies of population structure and genetic microdifferentiation: Quadratic assignment",1985,"American Journal of Physical Anthropology","68","3",,"367","373",,97,"10.1002/ajpa.1330680307",2-s2.0-0022151384
"Ferrario V.F., Sforza C., Tartaglia G.M., Colombo A., Serrao G.","7103275852;7005225305;7003489156;57202251630;6603921995;","Size and shape of the human first permanent molar: A Fourier analysis of the occlusal and equatorial outlines",1999,"American Journal of Physical Anthropology","108","3",,"281","294",,40,"10.1002/(sici)1096-8644(199903)108:3<281::aid-ajpa4>3.0.co;2-%23",2-s2.0-0032977878
"Galland M., Friess M.","56919438200;57215457739;","A three-dimensional geometric morphometrics view of the cranial shape variation and population history in the New World",2016,"American journal of human biology : the official journal of the Human Biology Council","28","5",,"646","661",,16,"10.1002/ajhb.22845",2-s2.0-85027934568
"Gómez-Robles A., Polly P.D.","19638655200;9841533000;","Morphological integration in the hominin dentition: Evolutionary, developmental, and functional factors",2012,"Evolution","66","4",,"1024","1043",,57,"10.1111/j.1558-5646.2011.01508.x",2-s2.0-84859441468
"Gray R.D., Drummond A.J., Greenhill S.J.","7403689938;26643297100;23484821700;","Language phylogenies reveal expansion pulses and pauses in pacific settlement",2009,"Science","323","5913",,"479","483",,351,"10.1126/science.1166858",2-s2.0-58849102142
"Hanebuth T., Stattegger K., Grootes P.M.","6602427667;6701702400;7006800216;","Rapid flooding of the Sunda Shelf: A late-glacial sea-level record",2000,"Science","288","5468",,"1033","1035",,600,"10.1126/science.288.5468.1033",2-s2.0-0034640379
"Hanihara T.","7003959650;","Population prehistory of East Asia and the pacific as viewed from craniofacial morphology: The basic populations in East Asia, VII",1993,"American Journal of Physical Anthropology","91","2",,"173","187",,38,"10.1002/ajpa.1330910204",2-s2.0-0027211935
"Hanihara T.","7003959650;","Morphological variation of major human populations based on nonmetric dental traits",2008,"American Journal of Physical Anthropology","136","2",,"169","182",,93,"10.1002/ajpa.20792",2-s2.0-44449137008
"Hanihara T., Matsumura H., Kawakubo Y., Nguyen L.C., Nguyen K.T., Oxenham M.F., Dodo Y.","7003959650;8519622500;7006549626;7202156601;57198398322;8264446500;7006191408;","Population history of northern Vietnamese inferred from nonmetric cranial trait variation",2012,"Anthropological Science","120","2",,"157","165",,7,"10.1537/ase.110909",2-s2.0-84867919004
"Harpending H.C., Ward R.H.","","Chemical systematics and human populations",1982,"Biochemical Aspects of Evolutionary Biology",,,,"213","256",,182,,2-s2.0-0000189990
"Harvati K., Weaver T.D.","57203032637;57214027910;","Human cranial anatomy and the differential preservation of population history and climate signatures",2006,"Anatomical Record - Part A Discoveries in Molecular, Cellular, and Evolutionary Biology","288","12",,"1225","1233",,227,"10.1002/ar.a.20395",2-s2.0-33845396793
"Higham C., Higham T.","7003507065;7003799879;","A new chronological framework for prehistoric Southeast Asia, based on a Bayesian model from Ban Non Wat",2009,"Antiquity","83","319",,"125","144",,88,"10.1017/S0003598X00098136",2-s2.0-70450264025
"Higham C.F.W., Kijngam A.","",[No title available],2009,"The Origins of the Civilization of Angkor. Volume 3, The Excavation of Ban Non Wat: Introduction",,,,"","",,14,,2-s2.0-79957645061
"Higham C., Higham T., Ciarla R., Douka K., Kijngam A., Rispoli F.","7003507065;7003799879;54781320100;25960036700;6506018822;54781804300;","The origins of the bronze age of Southeast Asia",2011,"Journal of World Prehistory","24","4",,"227","274",,48,"10.1007/s10963-011-9054-6",2-s2.0-83555177182
"Hill C., Soares P., Mormina M., Macaulay V., Clarke D., Blumbach P.B., Vizuete-Forster M., Forster P., Bulbeck D., Oppenheimer S., Richards M.","57198400466;15061713600;15061957800;7006609633;7403502909;15757227300;6504048641;35725329700;8891931300;7101653217;7402054812;","A mitochondrial stratigraphy for Island Southeast Asia",2007,"American Journal of Human Genetics","80","1",,"29","43",,167,"10.1086/510412",2-s2.0-33846004483
"Howell F.C.","23046887200;","Paleo-demes, species clades, and extinctions in the Pleistocene hominin record",1999,"Journal of Anthropological Research","55","2",,"191","243",,72,"10.1086/jar.55.2.3631209",2-s2.0-0000563575
"Hubbe M., Neves W.A., Harvati K.","10338946900;7004541389;57203032637;","Testing evolutionary and dispersion scenarios for the settlement of the New World",2010,"PLoS ONE","5","6", e11105,"","",,67,"10.1371/journal.pone.0011105",2-s2.0-77956203274
"Hubbe M., Harvati K., Neves W.","10338946900;57203032637;7004541389;","Paleoamerican morphology in the context of European and East Asian late Pleistocene variation: Implications for human dispersion into the new world",2011,"American Journal of Physical Anthropology","144","3",,"442","453",,46,"10.1002/ajpa.21425",2-s2.0-79951474931
"Huffer D., Oxenham M.","28767646500;8264446500;","Investigating activity and mobility patterns during the mid-holocene in northern Vietnam",2016,"The Routledge Handbook of Bioarchaeology in Southeast Asia and the Pacific Islands",,,,"110","136",,2,"10.4324/9781315725444",2-s2.0-84960539714
"Jinam T.A., Hong L.-C., Phipps M.E., Stoneking M., Ameen M., Edo J., Saitou N.","35200628100;24401187800;7004889156;7005947824;36545630700;24401001600;7005896538;","Evolutionary history of continental southeast asians: Early train hypothesis based on genetic analysis of mitochondrial and autosomal DNA data",2012,"Molecular Biology and Evolution","29","11",,"3513","3527",,64,"10.1093/molbev/mss169",2-s2.0-84866609702
"Jolliffe I.T.","",[No title available],1986,"Principal Component Analysis",,,,"","",,21233,,2-s2.0-0003946510
"Karafet T.M., Hallmark B., Cox M.P., Sudoyo H., Downey S., Lansing J.S., Hammer M.F.","6603778008;22979412600;8699959500;6603548824;22979291300;7003383124;7103177762;","Major east-west division underlies y chromosome stratification across Indonesia",2010,"Molecular Biology and Evolution","27","8",,"1833","1844",,94,"10.1093/molbev/msq063",2-s2.0-77954970582
"Ko A.M.-S., Chen C.-Y., Fu Q., Delfin F., Li M., Chiu H.-L., Stoneking M., Ko Y.-C.","8596107100;56081931600;55082636100;6603277199;36342564500;56081251400;7005947824;7401678378;","Early austronesians: Into and out of Taiwan",2014,"American Journal of Human Genetics","94","3",,"426","436",,60,"10.1016/j.ajhg.2014.02.003",2-s2.0-84896789927
"Konigsberg L.W.","7004621690;","Analysis of prehistoric biological variation under a model of isolation by geographic and temporal distance",1990,"Human Biology","62","1",,"49","70",,114,,2-s2.0-0025006791
"Kuhl F.P., Giardina C.R.","7003979887;35548158500;","Elliptic Fourier features of a closed contour",1982,"Computer Graphics and Image Processing","18","3",,"236","258",,1114,"10.1016/0146-664X(82)90034-X",2-s2.0-0019999399
"Kutanan W., Kampuansai J., Srikummool M., Kangwanpong D., Ghirotto S., Brunelli A., Stoneking M.","37002729500;15822169000;15822924000;57189531955;26430767500;57191908212;7005947824;","Complete mitochondrial genomes of Thai and Lao populations indicate an ancient origin of Austroasiatic groups and demic diffusion in the spread of Tai–Kadai languages",2017,"Human Genetics","136","1",,"85","98",,9,"10.1007/s00439-016-1742-y",2-s2.0-84994777350
"Kuzmin Y.V., Keates S.G.","7005688056;16417345900;","Direct radiocarbon dating of late Pleistocene hominids in Eurasia: Current status, problems, and perspectives",2014,"Radiocarbon","56","2",,"753","766",,11,"10.2458/56.16936",2-s2.0-84899820210
"Lambeck K., Yokoyama Y., Purcell T.","7007114932;35254743600;7005219882;","Into and out of the last glacial maximum: Sea-level change during oxygen isotope stages 3 and 2",2002,"Quaternary Science Reviews","21","1-3",,"343","360",,506,"10.1016/S0277-3791(01)00071-3",2-s2.0-0036143289
"Legendre P., Fortin M.","7102941427;35568173200;","Comparison of the Mantel test and alternative approaches for detecting complex multivariate relationships in the spatial analysis of genetic data",2010,"Molecular Ecology Resources","10","5",,"831","844",,401,"10.1111/j.1755-0998.2010.02866.x",2-s2.0-77955765927
"Legendre P., Legendre L.","",[No title available],1998,"Numerical Ecology",,,,"","",,11412,,2-s2.0-0004170691
"Lipson M., Loh P.-R., Patterson N., Moorjani P., Ko Y.-C., Stoneking M., Berger B., Reich D.","55489570100;56513426500;7006515330;24069108500;7401678378;7005947824;7201838430;7102313000;","Reconstructing Austronesian population history in Island Southeast Asia",2014,"Nature Communications","5",, 4689,"","",,65,"10.1038/ncomms5689",2-s2.0-84906509720
"Liu W., Jina C.-Z., Zhang Y.-Q., Cai Y.-J., Xing S., Wu X.-J., Cheng H., Edwards R.L., Pan W.-S., Qin D.-G., An Z.-S., Trinkaus E., Wu X.-Z.","28567979400;37067504600;36441960900;7401750312;35195151700;22735420900;7404285341;22947166500;7402219642;25923979500;57196890224;7005369128;7407061389;","Human remains from zhirendong, South China, and modern human emergence in East Asia",2010,"Proceedings of the National Academy of Sciences of the United States of America","107","45",,"19201","19206",,158,"10.1073/pnas.1014386107",2-s2.0-78649468619
"Liu W., Martinón-Torres M., Cai Y.-J., Xing S., Tong H.-W., Pei S.-W., Sier M.J., Wu X.-H., Edwards R.L., Cheng H., Li Y.-Y., Yang X.-X., De Castro J.M.B., Wu X.-J.","28567979400;6505967345;7401750312;35195151700;14834577500;14627657200;35491570000;56228537300;22947166500;7404285341;56939078100;56937328000;7003670066;22735420900;","The earliest unequivocally modern humans in southern China",2015,"Nature","526","7575",,"696","699",,169,"10.1038/nature15696",2-s2.0-84945953770
"Malaspinas A.-S., Westaway M.C., Muller C., Sousa V.C., Lao O., Alves I., Bergström A., Athanasiadis G., Cheng J.Y., Crawford J.E., Heupink T.H., MacHoldt E., Peischl S., Rasmussen S., Schiffels S., Subramanian S., Wright J.L., Albrechtsen A., Barbieri C., Dupanloup I., Eriksson A., Margaryan A., Moltke I., Pugach I., Korneliussen T.S., Levkivskyi I.P., Moreno-Mayar J.V., Ni S., Racimo F., Sikora M., Xue Y., Aghakhanian F.A., Brucato N., Brunak Sø., Campos P.F., Clark W., Ellingvåg S., Fourmile G., Gerbault P., Injie D., Koki G., Leavesley M., Logan B., Lynch A., Matisoo-Smith E.A., McAllister P.J., Mentzer A.J., Metspalu M., Migliano A.B., Murgha L., Phipps M.E., Pomat W., Reynolds D., Ricaut F.-X., Siba P., Thomas M.G., Wales T., Wall C.M., Oppenheimer S.J., Tyler-Smith C., Durbin R., Dortch J., Manica A., Schierup M.H., Foley R.A., Lahr M.M., Bowern C., Wall J.D., Mailund T., Stoneking M., Nielsen R., Sandhu M.S., Excoffier L., Lambert D.M., Willerslev E.","36772368200;57202564941;53983074400;23989723700;56001576300;57197233401;55498277900;55920674600;57191538699;14015217500;16836314000;56090654500;23098253300;8977364800;54685190500;35235664700;55483308400;23032972200;36674501900;6602711154;8624767400;56437418300;24437405900;24577567100;26639439000;24529086600;55195757500;56530188600;55256329800;23670766800;7402270896;56507261500;57202568850;7005477388;16244107300;57191575643;57191581450;57191571917;29067796800;57191570823;6602555737;8539967100;57191585133;57191571335;6602155766;55960563800;57193662019;57205450001;23393347700;57191586360;7004889156;6507119687;57191586890;6603261067;12241224200;8606206600;57191586097;57191571643;7101653217;57204334101;7102868950;6506841283;6603416293;6603704923;7102887389;6603894491;25521434900;7201352010;57202558367;7005947824;56008936500;7004012378;7004470075;55622057800;56273625000;","A genomic history of Aboriginal Australia",2016,"Nature","538","7624",,"207","214",,135,"10.1038/nature18299",2-s2.0-84991632770
"Mallick S., Li H., Lipson M., Mathieson I., Gymrek M., Racimo F., Zhao M., Chennagiri N., Nordenfelt S., Tandon A., Skoglund P., Lazaridis I., Sankararaman S., Fu Q., Rohland N., Renaud G., Erlich Y., Willems T., Gallo C., Spence J.P., Song Y.S., Poletti G., Balloux F., Van Driem G., De Knijff P., Romero I.G., Jha A.R., Behar D.M., Bravi C.M., Capelli C., Hervig T., Moreno-Estrada A., Posukh O.L., Balanovska E., Balanovsky O., Karachanak-Yankova S., Sahakyan H., Toncheva D., Yepiskoposyan L., Tyler-Smith C., Xue Y., Abdullah M.S., Ruiz-Linares A., Beall C.M., Di Rienzo A., Jeong C., Starikovskaya E.B., Metspalu E., Parik J., Villems R., Henn B.M., Hodoglugil U., Mahley R., Sajantila A., Stamatoyannopoulos G., Wee J.T.S., Khusainova R., Khusnutdinova E., Litvinov S., Ayodo G., Comas D., Hammer M.F., Kivisild T., Klitz W., Winkler C.A., Labuda D., Bamshad M., Jorde L.B., Tishkoff S.A., Watkins W.S., Metspalu M., Dryomov S., Sukernik R., Singh L., Thangaraj K., Paäbo S., Kelso J., Patterson N., Reich D.","24339060900;12777127000;55489570100;54922196500;35183061200;55256329800;57191570535;56038210400;56377945300;8847457600;36465559000;56378084200;23976639800;55082636100;6506138463;14023287300;23090539900;56647837500;7103169783;57190427735;35231093900;56482959700;6701693410;8743446400;7005969770;23111689800;24174848600;7005936911;6601959158;7004189634;6603889073;23480508500;6603671828;57205450032;57215688518;56291712200;55215344100;7004062788;6506052050;57204334101;7402270896;57213787570;6701908899;7005863034;7005965083;56326014400;7801406951;6603276067;6602137590;7004629464;6508347528;57207651570;7101847176;56267974300;7102381442;16240099600;6602798130;35381528600;26654389500;56269858800;7003976031;7103177762;55804366500;7003318666;7102748704;7005256009;26642977600;7005967858;6602129816;7203059428;57205450001;55173803300;7004898454;55628587703;6603011487;7006151134;7101702542;7006515330;7102313000;","The Simons Genome Diversity Project: 300 genomes from 142 diverse populations",2016,"Nature","538","7624",,"201","206",,294,"10.1038/nature18964",2-s2.0-84991728057
"Manica A., Amos W., Balloux F., Hanihara T.","6603416293;26643113600;6701693410;7003959650;","The effect of ancient population bottlenecks on human phenotypic variation",2007,"Nature","448","7151",,"346","348",,212,"10.1038/nature05951",2-s2.0-34447521876
"Mantel N.","7006033924;","The Detection of Disease Clustering and a Generalized Regression Approach",1967,"Cancer Research","27",,,"209","220",,8423,,2-s2.0-0014054519
"Matsumura H., Hudson M.J.","8519622500;8976862700;","Dental perspectives on the population history of Southeast Asia",2005,"American Journal of Physical Anthropology","127","2",,"182","209",,81,"10.1002/ajpa.20067",2-s2.0-18644381496
"Matsumura H., Oxenham M.F.","8519622500;8264446500;","Demographic transitions and migration in prehistoric East/Southeast Asia through the lens of nonmetric dental traits",2014,"American Journal of Physical Anthropology","155","1",,"45","65",,39,"10.1002/ajpa.22537",2-s2.0-84905719611
"Matsumura H., Oxenham M.F., Cuong N.L.","8519622500;8264446500;7003365717;","Hoabinhians: A key population with which to debate the peopling of Southeast Asia",2014,"Emergence and Diversity of Modern Human Behavior in Paleolithic Asia",,,,"117","132",,10,,2-s2.0-84984602603
"Mieklejohn C., Babb J.","55926912400;8545238700;","Long Bone Length, Stature and Time in the European Late Pleistocene and Early Holocene",2011,"Human Bioarchaeology of the Transition to Agriculture",,,,"151","175",,17,"10.1002/9780470670170.ch7",2-s2.0-84857232004
"Mellars P.","6603609789;","Why did modern human populations disperse from Africa ca. 60,000 years ago? A new model",2006,"Proceedings of the National Academy of Sciences of the United States of America","103","25",,"9381","9386",,384,"10.1073/pnas.0510792103",2-s2.0-33745435794
"Michel V., Valladas H., Shen G., Wang W., Zhao J.-X., Shen C.-C., Valensi P., Bae C.J.","7005599648;7004899709;7401966814;56920780300;7410309839;35230947600;7103187742;36602128100;","The earliest modern Homo sapiens in China?",2016,"Journal of Human Evolution","101",,,"101","104",,39,"10.1016/j.jhevol.2016.07.008",2-s2.0-84994093680
"Mijares A.S., Détroit F., Piper P., Grün R., Bellwood P., Aubert M., Champion G., Cuevas N., De Leon A., Dizon E.","35574282200;6504774261;15849018500;7005143323;6602236565;16028043000;36183137700;57215765473;36183220200;23391946100;","New evidence for a 67,000-year-old human presence at Callao Cave, Luzon, Philippines",2010,"Journal of Human Evolution","59","1",,"123","132",,148,"10.1016/j.jhevol.2010.04.008",2-s2.0-77954218799
"Mitteroecker P., Gunz P.","6507135382;6506472733;","Advances in Geometric morphometrics",2009,"Evolutionary Biology","36","2",,"235","247",,573,"10.1007/s11692-009-9055-x",2-s2.0-69449097227
"Monti L., Baylac M., Lalanne-Cassou B.","7005741463;6701570331;6603303669;","Elliptic fourier analysis of the form of genitalia in two Spodoptera species and their hybrids (Lepidoptera: Noctuidae)",2001,"Biological Journal of the Linnean Society","72","3",,"391","400",,54,"10.1006/bijl.2000.0506",2-s2.0-0034961616
"Morley M.W.","35724667600;","The geoarchaeology of hominin dispersals to and from tropical Southeast Asia: A review and prognosis",2017,"Journal of Archaeological Science","77",,,"78","93",,11,"10.1016/j.jas.2016.07.009",2-s2.0-84996969485
"Mörseburg A., Pagani L., Ricaut F.-X., Yngvadottir B., Harney E., Castillo C., Hoogervorst T., Antao T., Kusuma P., Brucato N., Cardona A., Pierron D., Letellier T., Wee J., Abdullah S., Metspalu M., Kivisild T.","56688653300;49862154800;6603261067;6506402891;56441583700;36117767700;38662538600;24576454700;57191830843;57202568850;57202063331;24067448500;6603672495;16240099600;57200093954;57205450001;55804366500;","Multi-layered population structure in Island Southeast Asians",2016,"European Journal of Human Genetics","24","11",,"1605","1611",,13,"10.1038/ejhg.2016.60",2-s2.0-84974777899
"O'Connell J.F., Allen J.","7202443633;55477883800;","The process, biotic impact, and global implications of the human colonization of Sahul about 47,000 years ago",2015,"Journal of Archaeological Science","56",,,"73","84",,77,"10.1016/j.jas.2015.02.020",2-s2.0-84928533513
"Oxenham M.F.","","Bioarchaeology of Ancient Vietnam",2016,"Bioarchaeology of Ancient Vietnam",,,,"","",,7,,2-s2.0-85026811426
