Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1199,"10.1080/11250000409356545",2-s2.0-1242321708
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","A field comes of age: Geometric morphometrics in the 21st century",2013,"Hystrix","24","1",,"","",,304,"10.4404/hystrix-24.1-6283",2-s2.0-84875767161
"Álvarez M., Barberena R., Borrazo K., Borrero L.","","Diversidad tecnológica en el extremo sur de Patagonia: Tendencias y continuidades en el diseño y uso de materiales líticos",2009,"Perspectivas actuales en Arqueología Argentina",,,,"241","267",,8,,2-s2.0-84899486767
"Alvarez M.R.","","Tendencias y cambios en las practices tecnológicas de los grupos cazadores-recolectores del extremo sur Sudamericano",2010,"Arqueología de Patagonia: Una mirada desde el último confín",,,,"19","33",,6,,2-s2.0-80053135374
"Álvarez M.","","Puntas de arma del extremo sur de patagonia: Algunas consideraciones sobre diseño y contexto de uso",2011,"Armas prehispánicas: Múltiples enfoques para su estudio en sudamérica",,,,"15","36",,7,,2-s2.0-84899484368
"Beguelin M., Barrientos G.","","Variación morfométrica postcraneal en muestras tardías de restos humanos de patagonia: Una aproximación biogeográfica",2006,"Intersecciones en Antropología","7",,,"49","62",,9,,2-s2.0-77954210281
"Bird J.","","Antiquity and migrations of the early inhabitants of Patagonia",1938,"Geographical Review","28","2",,"250","275",,93,,2-s2.0-0001253190
"Bird J.","","Excavations in Northern Chile",1943,"Anthropological Papers of the American Museum of Natural History","38","4",,"173","318",,66,,2-s2.0-0005679588
"Bird J.","","The archaeology of Patagonia",1946,"Handbook of South American Indians","143","1",,"17","24",,33,,2-s2.0-0004570978
"Bird J.","","A comparison of South Chilean and Ecuatorial ""fishtail"" projectile points",1969,"The Kroeber Anthropological Society Papers","40",,,"52","71",,39,,2-s2.0-0009274143
"Bird J.","","Travels and Archaeology in South Chile",1988,"Travels and Archaeology in South Chile",,,,"","",,105,,2-s2.0-0041749207
"Bookstein F.L.","7004606384;","Size and shape spaces for landmark data in two dimensions",1986,"Statistical Science","1","2",,"181","222",,385,"10.1214/ss/1177013696",2-s2.0-84972512610
"Bookstein Fred L.","7004606384;","Principal warps: Thin-plate splines and the decomposition of deformations",1992,"IEEE Transactions on Pattern Analysis and Machine Intelligence","v","n",,"567","585",,1645,,2-s2.0-34250830971
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
