Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Adams D.C., Collyer M.L., Kaliontzopoulou A., Sherratt E.","","Geomorph: Software for geometric morphometric analyses",2017,"Geomorph: Software for Geometric Morphometric Analyses",,,,"","",,167,,2-s2.0-84991230375
"Shipman P.","",[No title available],1981,"Life History of a Fossil: An Introduction to Taphonomy and Paleoecology",,,,"","",,433,,2-s2.0-0003545416
"Andrews P., Cook J.","12769833400;56320690000;","Natural modifications to bones in a temperate setting.",1985,"Man","20","4",,"675","691",,154,,2-s2.0-0022212676
"Aramendi J., Maté-González M.A., Yravedra J., Ortega M.C., Arriaza M.C., González-Aguilera D., Baquedano E., Domínguez-Rodrigo M.","55827562600;56780291300;56962776200;26039376000;56786056800;24477009700;36237883200;6603679662;","Discerning carnivore agency through the three-dimensional study of tooth pits: Revisiting crocodile feeding behaviour at FLK- Zinj and FLK NN3 (Olduvai Gorge, Tanzania)",2017,"Palaeogeography, Palaeoclimatology, Palaeoecology","488",,,"93","102",,30,"10.1016/j.palaeo.2017.05.021",2-s2.0-85019375211
"Archer W., Braun D.R.","35085743300;23972180300;","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations",2013,"PLoS ONE","8","8", e69899,"","",,21,"10.1371/journal.pone.0069899",2-s2.0-84882617036
"Arriaza M.C., Domínguez-Rodrigo M.","56786056800;6603679662;","When felids and hominins ruled at Olduvai Gorge: A machine learning analysis of the skeletal profiles of the non-anthropogenic Bed I sites",2016,"Quaternary Science Reviews","139",,,"43","52",,17,"10.1016/j.quascirev.2016.03.005",2-s2.0-84960970713
"Arriaza M.C., Yravedra J., Domínguez-Rodrigo M., Mate-González M.Á., García Vargas E., Palomeque-González J.F., Aramendi J., González-Aguilera D., Baquedano E.","56786056800;56962776200;6603679662;56780291300;57192955709;56780262200;55827562600;24477009700;36237883200;","On applications of micro-photogrammetry and geometric morphometrics to studies of tooth mark morphology: The modern Olduvai Carnivore Site (Tanzania)",2017,"Palaeogeography, Palaeoclimatology, Palaeoecology","488",,,"103","112",,32,"10.1016/j.palaeo.2017.01.036",2-s2.0-85013104677
"Behrensmeyer A.K.","6701561561;","Taphonomic and écologie information from bone weathering",1978,"Paleobiology","4","2",,"150","162",,1433,"10.1017/S0094837300005820",2-s2.0-84971179963
"Behrensmeyer A.K., Gordon K.D., Yanagi G.T.","6701561561;7202357942;6506234638;","Trampling as a cause of bone surface damage and pseudo-cutmarks",1986,"Nature","319","6056",,"768","771",,297,"10.1038/319768a0",2-s2.0-0022473304
"Bello S.M.","10139236300;","New Results from the Examination of Cut-Marks Using Three-Dimensional Imaging",2011,"Developments in Quaternary Science","14","C",,"249","262",,32,"10.1016/B978-0-444-53597-9.00013-3",2-s2.0-78049463323
"Bello S.M., Soligo C.","10139236300;55853593700;","A new method for the quantitative analysis of cutmark micromorphology",2008,"Journal of Archaeological Science","35","6",,"1542","1552",,133,"10.1016/j.jas.2007.10.018",2-s2.0-41949102484
"Bello S.M., Parfitt S.A., Stringer C.","10139236300;6602684782;7005875885;","Quantitative micromorphological analyses of cut marks produced by ancient and modern handaxes",2009,"Journal of Archaeological Science","36","9",,"1869","1880",,124,"10.1016/j.jas.2009.04.014",2-s2.0-67649580782
