Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Anderson D.G.","","The Paleoindian colonization of eastern North America: A view from the southeastern United States",1990,"Early Paleoindian Economies of Eastern North America","5","SUPPL.",,"163","216",,95,,2-s2.0-0001037705
"Anderson D.G.","","Paleoindian Interaction Networks in the Eastern Woodlands",1995,"Native American Interaction: Multiscalar Analyses and Interpretations in the Eastern Woodlands",,,,"3","26",,52,,2-s2.0-0012909125
"Anderson D.G.","","Models of Paleoindian and early Archaic settlement in the lower Southeast",1996,"The Paleoindian and Early Archaic Southeast",,,,"29","57",,57,,2-s2.0-0042643242
"Anderson D.G., Faught M.K.","55483409400;12804937200;","Palaeoindian artefact distributions: Evidence and implications",2000,"Antiquity","74","285",,"507","513",,75,"10.1017/S0003598X00059846",2-s2.0-0033805234
"Anderson D.G., Gillam J.C.","55483409400;14320094000;","Paleoindian colonization of the Americas: Implications from an examination of physiography, demography, and artifact distribution",2000,"American Antiquity","65","1",,"43","66",,213,"10.2307/2694807",2-s2.0-0002433872
"Anderson D.G., Miller D.S., Yerka S.J., Faught M.K.","","Paleoindian database of the Americas: 2005 status report",2005,"Current Research in the Pleistocene","22",,,"91","92",,17,,2-s2.0-55949096089
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Atkisson C., O'Brien M.J., Mesoudi A.","36727153700;36128081000;23395070100;","Adult learners in a novel environment use prestige-biased social learning",2012,"Evolutionary Psychology","10","3",,"519","537",,38,,2-s2.0-84872399037
"Barton C.M., Clark G.A., Yesner D.R., Pearson G.A.","",[No title available],2004,"The Settlement of the American Continents: A Multidisciplinary Approach to Human Biogeography",,,,"","",,22,,2-s2.0-57049086170
"Bar-Yosef O., Eren M.I., Yuan J., Cohen D.J., Li Y.","57204304503;23975681200;26026148800;35725172700;56939078100;","Were bamboo tools made in prehistoric Southeast Asia? An experimental view from South China",2012,"Quaternary International","269",,,"9","21",,56,"10.1016/j.quaint.2011.03.026",2-s2.0-84863880108
"Bentley R.A.","7102498946;","Fashion versus reason - Then and now",2007,"Antiquity","81","314",,"1071","1073",,4,"10.1017/S0003598X00096149",2-s2.0-37448998952
"Bentley R.A., Hahn M.W., Shennan S.J.","7102498946;7201578309;6602927062;","Random drift and culture change",2004,"Proceedings of the Royal Society B: Biological Sciences","271","1547",,"1443","1450",,247,"10.1098/rspb.2004.2746",2-s2.0-3242712399
"Bentley R.A., Lipo C.P., Herzog H.A., Hahn M.W.","7102498946;8041655300;7201517655;7201578309;","Regular rates of popular culture change reflect random copying",2007,"Evolution and Human Behavior","28","3",,"151","158",,85,"10.1016/j.evolhumbehav.2006.10.002",2-s2.0-34247100198
