Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Apel J., Darmark K.","","Evolution and Material Culture",2009,"Current Swedish Archaeology","17",,,"11","28",,4,,2-s2.0-79953194959
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Beck C.","","Projectile point types as valid chronological units",1998,"Unit Issues in Archaeology: Measuring Time, Space, and Material",,,,"21","40",,17,,2-s2.0-0005756747
"Bettinger R.L.","7003807566;","Macroevolutionary theory and archaeology: Is there a big picture?",2009,"Macroevolution in Human Prehistory: Evolutionary Theory and Processual Archaeology",,,,"275","295",,14,"10.1007/978-1-4419-0682-3_11",2-s2.0-84883182675
"Bettinger R.L., Eerkens J.","7003807566;6701660369;","Point typologies, cultural transmission, and the spread of bow-and-arrow technology in the prehistoric Great Basin",1999,"American Antiquity","64","2",,"231","242",,153,"10.2307/2694276",2-s2.0-1842789341
"Borgerhoff Mulder M., Nunn C.L., Towner M.C.","55663776600;7006318774;6602160344;","Cultural macroevolution and the transmission of traits",2006,"Evolutionary Anthropology","15","2",,"52","64",,76,"10.1002/evan.20088",2-s2.0-33646704525
"Boyd R., Richerson P.J.","",[No title available],1985,"Culture and the Evolutionary Process",,,,"","",,3939,,2-s2.0-0004245022
"Buchanan B., Collard M.","11241802300;7102608373;","Investigating the peopling of North America through cladistic analyses of Early Paleoindian projectile points",2007,"Journal of Anthropological Archaeology","26","3",,"366","393",,104,"10.1016/j.jaa.2007.02.005",2-s2.0-34548042992
"Buchanan B., Hamilton M.J.","11241802300;8578778600;","A Formal test of the origin of variation in north american early paleoindian projectile points",2009,"American Antiquity","74","2",,"279","298",,54,"10.1017/S0002731600048605",2-s2.0-66349136208
"Castiňeira C., Cardillo M., Charlin J., Fernicola J.C., Baeza J.","","Analisis Morfometrico de los Cabezales L, ticos ‘Cola de Pescado’ del Uruguay",2007,"Arqueometría, Segundo Congreso Argentino",,,,"1","7",,3,,2-s2.0-84872150396
"Chatters J.C., Prentiss W.C.","6506986463;36964134300;","A Darwinian macro-evolutionary perspective on the development of hunter-gatherer systems in Northwestern North America",2005,"World Archaeology","37","1",,"46","65",,34,"10.1080/0043824042000329568",2-s2.0-14844328610
"Cheshier J., Kelly R.L.","16021145900;57214416068;","Projectile point shape and durability: The effect of thickness:Length",2006,"American Antiquity","71","2",,"353","363",,70,"10.2307/40035908",2-s2.0-33847251989
"Churchill S.E.","7103207229;","Weapon Technology, Prey Size Selection, and Hunting Methods in Modern Hunter‐Gatherers: Implications for Hunting in the Palaeolithic and Mesolithic",1993,"Archeological Papers of the American Anthropological Association","4","1",,"11","24",,128,"10.1525/ap3a.1993.4.1.11",2-s2.0-84982419225
"Clarke D.L.","",[No title available],1968,"Analytical Archaeology",,,,"","",,751,,2-s2.0-0004131192
"Clarkson C., Vinicius L., Lahr M.M.","36885327100;8927926800;6603894491;","Quantifying flake scar patterning on cores using 3D recording techniques",2006,"Journal of Archaeological Science","33","1",,"132","142",,23,"10.1016/j.jas.2005.07.007",2-s2.0-31144436499
"Collins M.B.","7404083672;","Discerning Clovis subsistence from stone artifacts and site distributions on the southern plains periphery",2007,"Foragers of the Terminal Pleistocene in North America",,,,"59","87",,45,,2-s2.0-77954241862
"Cundy B.J.","",[No title available],1989,"Formal Variation in Australian Spear and Spearthrower Technology",,,,"","",,24,,2-s2.0-3943083691
"Currie T.E., Greenhill S.J., MacE R.","26635059300;23484821700;7005945282;","Is horizontal transmission really a problem for phylogenetic comparative methods? A simulation study using continuous cultural traits",2010,"Philosophical Transactions of the Royal Society B: Biological Sciences","365","1559",,"3903","3912",,31,"10.1098/rstb.2010.0014",2-s2.0-78650318929
"Gould S.J.","8780648000;","The promise of paleobiology as a nomothetic, evolutionary discipline",1980,"Paleobiology","1",,,"96","118",,95,"10.1017/S0094837300012537",2-s2.0-84972113873
"Gould S.J.","8780648000;","The disparity of the Burgess Shale arthropod fauna and the limits of cladistic analysis: Why we must strive to quantify morphospace",1991,"Paleobiology","17","4",,"411","423",,154,"10.1017/S0094837300010745",2-s2.0-0026269216
"Grosman L., Smikt O., Smilansky U.","25636007900;24492599300;7003922083;","On the application of 3-D scanning technology for the documentation and typology of lithic artifacts",2008,"Journal of Archaeological Science","35","12",,"3101","3110",,79,"10.1016/j.jas.2008.06.011",2-s2.0-51249089236
"Hughes S.S.","57199311700;","Getting to the point: Evolutionary change in prehistoric weaponry",1998,"Journal of Archaeological Method and Theory","5","4",,"345","408",,173,"10.1007/BF02428421",2-s2.0-54649083999
"Kilby J.D.","","An Investigation of Clovis Caches: Content, Function, and Technological Organization",2008,"An Investigation of Clovis Caches: Content, Function, and Technological Organization",,,,"","",,64,,2-s2.0-60749116681
"Klingenberg C.P.","7004588456;","Morphological integration and developmental modularity",2008,"Annual Review of Ecology, Evolution, and Systematics","39",,,"115","132",,415,"10.1146/annurev.ecolsys.37.091305.110054",2-s2.0-58549116543
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1766,"10.1111/j.1755-0998.2010.02924.x",2-s2.0-78650839801
"Klingenberg C.P., Gidaszewski N.A.","7004588456;14068470300;","Testing and quantifying phylogenetic signals and homoplasy in morphometric data",2010,"Systematic Biology","59","3",,"245","261",,242,"10.1093/sysbio/syp106",2-s2.0-77950800361
"LaBelle J.M.","","Coffee cans and folsom points: Why we cannot continue to ignore the artifact collectors",2003,"Ethical Issues in Archaeology",,,,"115","127",,12,,2-s2.0-84857122957
"Lycett S.J.","9434693200;","Understanding ancient hominin dispersals using artefactual data: A phylogeographic analysis of acheulean handaxes",2009,"PLoS ONE","4","10", e7404,"","",,41,"10.1371/journal.pone.0007404",2-s2.0-70449346609
"MacLeod N.","57200347364;","Phylogenetic signals in morphometric data",2003,"Morphology, Shape and Phylogeny",,,,"100","138",,76,"10.1201/9780203165171",2-s2.0-55649121634
"Maddison W.P., Maddison D.R.","",[No title available],2004,"Mesquite: A Modular System for Evolutionary Analysis. Version 1.05",,,,"","",,4312,,2-s2.0-3042649996
"Mesoudi A., O'Brien M.J.","23395070100;36128081000;","The cultural transmission of great basin projectile-point technology II: An agent-based computer simulation",2008,"American Antiquity","73","4",,"627","644",,56,"10.1017/S0002731600047338",2-s2.0-57049177875
"Morrow J.E., Morrow T.A.","14322026900;14322058000;","Geographic variation in fluted projectile points: A hemispheric perspective",1999,"American Antiquity","64","2",,"215","231",,122,,2-s2.0-0000706376
"Newell N.D.","","Fossil populations",1956,"The Species Concept in Palaeontology","2",,,"63","82",,14,,2-s2.0-0005999137
"Nunn C.L., Arnold C., Matthews L., Mulder M.B.","7006318774;35408519400;25641774100;55663776600;","Simulating trait evolution for cross-cultural comparison",2010,"Philosophical Transactions of the Royal Society B: Biological Sciences","365","1559",,"3807","3819",,38,"10.1098/rstb.2010.0009",2-s2.0-78650377786
"O'Brien M.J., Lyman R.L.","","Cladistics and Archaeology",2003,"Cladistics and Archaeology",,,,"","",,121,,2-s2.0-2442499264
"O'Higgins P., Jones N.","","Tools for statistical shape analysis",2006,"Tools for Statistical Shape Analysis",,,,"","",,95,,2-s2.0-33846536610
"Polly P.D.","9841533000;","On the simulation of the evolution of morphological shape: Multivariate shape under selection and drift",2004,"Palaeontologia Electronica","7","2",,"","",28,61,,2-s2.0-27544449951
"Ratto N.","","Estrategias de caza y propiedades del registro arqueológico en la Puna de Chaschuil (Dpto. de Tinogasta, Catamarca, Argentina)",2003,"Estrategias de caza y propiedades de registro arqueológico en la Puna de Chaschuil",,,,"","",,39,,2-s2.0-34249896049
"Sepkoski D.","","The emergence of paleobiology",2009,"The Paleobiological Revolution: Essays on the Growth of Modern Paleontology",,,,"15","42",,13,,2-s2.0-78650308608
"Shott M.J.","6602942184;","Spears, Darts, and Arrows: Late Woodland Hunting Techniques in the Upper Ohio Valley",1993,"American Antiquity","58","3",,"425","443",,54,"10.2307/282105",2-s2.0-0000088355
"Shott M.J.","6602942184;","Transmission theory in the study of stone tools: A midwestern north American example",1997,"Archeological Papers of the American Anthropological Association","7","1",,"193","204",,8,"10.1525/ap3a.1997.7.1.193",2-s2.0-8744262294
