Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Saitou N., Nei M.","7005896538;7102222781;","The neighbor-joining method: a new method for reconstructing phylogenetic trees.",1987,"Molecular biology and evolution","4","4",,"406","425",,43558,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023375195&partnerID=40&md5=0266231411e31b134ad87df95b7e0ff4","Center for Demographic and Population Genetics, University of Texas Health Science Center, Houston, 77225., United States","Saitou, N., Center for Demographic and Population Genetics, University of Texas Health Science Center, Houston, 77225., United States; Nei, M., Center for Demographic and Population Genetics, University of Texas Health Science Center, Houston, 77225., United States","A new method called the neighbor-joining method is proposed for reconstructing phylogenetic trees from evolutionary distance data. The principle of this method is to find pairs of operational taxonomic units (OTUs [= neighbors]) that minimize the total branch length at each stage of clustering of OTUs starting with a starlike tree. The branch lengths as well as the topology of a parsimonious tree can quickly be obtained by using this method. Using computer simulation, we studied the efficiency of this method in obtaining the correct unrooted tree in comparison with that of five other tree-making methods: the unweighted pair group method of analysis, Farris's method, Sattath and Tversky's method, Li's method, and Tateno et al.'s modified Farris method. The new, neighbor-joining method and Sattath and Tversky's method are shown to be generally better than the other methods.",,"animal; article; biological model; biometry; evolution; frog; genetics; phylogeny; Animals; Biometry; Evolution; Models, Genetic; Phylogeny; Ranidae",Article,"Final",,Scopus,2-s2.0-0023375195
"Jolliffe I.T.","",[No title available],1986,"Principal Component Analysis",,,,"","",,21256,,,,"Jolliffe, I.T.",[No abstract available],,,,,,Scopus,2-s2.0-0003946510
"Core Team R.","","R: A language and environment for statistical computing",2013,"R: A Language and Environment for Statistical Computing",,,,"","",,15289,,,,"Core Team, R.",[No abstract available],,,,"Final",,Scopus,2-s2.0-84914179053
"Legendre P., Legendre L.","",[No title available],1998,"Numerical Ecology",,,,"","",,11425,,,,"Legendre, P.; Legendre, L.",[No abstract available],,,,,,Scopus,2-s2.0-0004170691
"Mantel N.","7006033924;","The Detection of Disease Clustering and a Generalized Regression Approach",1967,"Cancer Research","27",,,"209","220",,8427,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014054519&partnerID=40&md5=8852b586cac5a0e1450341eebe6571b1","Biometry Branch, National Cancer Institute, NIH, Bethesda, Maryland, United States","Mantel, N., Biometry Branch, National Cancer Institute, NIH, Bethesda, Maryland, United States","The problem of identifying subtle time-space clustering of disease, as may be occurring in leukemia, is described and reviewed. Published approaches, generally associated with studies of leukemia, not dependent on knowledge of the underlying population for their validity, are directed towards identifying clustering by establishing a relationship between the temporal and the spatial separations for the n(n −1)/2 possible pairs which can be formed from the n observed cases of disease. Here it is proposed that statistical power can be improved by applying a reciprocal trans form to these separations. While a permutational approach can give valid probability levels for any observed association, for reasons of practicability, it is suggested that the observed association be tested relative to its permutational variance. Formulas and computational procedures for doing so are given. While the distance measures between points represent symmetric relationships subject to mathematical and geometric regularities, the variance formula developed is appropriate for arbitrary relationships. Simplified procedures are given for the ease of symmetric and skew-symmetric relationships. The general procedure is indicated as being potentially useful in other situations as, for example, the study of interpersonal relationships. Viewing the procedure as a regression approach, the possibility for extending it to nonlinear and multivariate situations is suggested. Other aspects of the problem and of the procedure developed are discussed. © 1967, American Association for Cancer Research. All rights reserved.",,"article; epidemic; epidemiology; human; leukemia; Disease Outbreaks; Epidemiologic Methods; Human; Leukemia",Article,"Final",,Scopus,2-s2.0-0014054519
"Wright S.","","Isolation by distance",1943,"Genetics","28",,,"114","138",,3353,,,,"Wright, S.",[No abstract available],,,,,,Scopus,2-s2.0-0001024012
"Clark P.U., Dyke A.S., Shakun J.D., Carlson A.E., Clark J., Wohlfarth B., Mitrovica J.X., Hostetler S.W., McCabe A.M.","7402579336;7003706220;15021486000;7103175635;7407827798;7004321151;7006617790;7003626469;7006704095;","The Last Glacial Maximum",2009,"Science","325","5941",,"710","714",,1522,"10.1126/science.1172873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68449088262&doi=10.1126%2fscience.1172873&partnerID=40&md5=7622a9bde8476ed3bbd0eb6fe2839069","Department of Geosdences, Oregon State University, Corvallis, OR 97331, United States; Geological Survey of Canada, 601 Booth Street, Ottawa, ON K1A 0E8, Canada; Department of Geology and Geophysics, University of Wisconsin, Madison, WI 53706, United States; Department of Geology and Geochemistry, Stockholm University, SE-10691, Stockholm, Sweden; Department of Earth and Planetary Sciences, Harvard University, Cambridge, MA 02138, United States; U.S. Geological Survey, Department of Geosdences, Oregon State University, Corvallis, OR 97331, United States; School of Environmental Sdence, University of Ulster, Coleraine, County Londonderry, BT52 1SA, United Kingdom","Clark, P.U., Department of Geosdences, Oregon State University, Corvallis, OR 97331, United States; Dyke, A.S., Geological Survey of Canada, 601 Booth Street, Ottawa, ON K1A 0E8, Canada; Shakun, J.D., Department of Geosdences, Oregon State University, Corvallis, OR 97331, United States; Carlson, A.E., Department of Geology and Geophysics, University of Wisconsin, Madison, WI 53706, United States; Clark, J., Department of Geosdences, Oregon State University, Corvallis, OR 97331, United States; Wohlfarth, B., Department of Geology and Geochemistry, Stockholm University, SE-10691, Stockholm, Sweden; Mitrovica, J.X., Department of Earth and Planetary Sciences, Harvard University, Cambridge, MA 02138, United States; Hostetler, S.W., U.S. Geological Survey, Department of Geosdences, Oregon State University, Corvallis, OR 97331, United States; McCabe, A.M., School of Environmental Sdence, University of Ulster, Coleraine, County Londonderry, BT52 1SA, United Kingdom","We used 5704 14C, 10Be, and 3He ages that span the interval from 10,000 to 50,000 years ago (10 to 50 ka) to constrain the timing of the Last Glacial Maximum (LGM) in terms of global ice-sheet and mountain-glacier extent. Growth of the ice sheets to their maximum positions occurred between 33.0 and 26.5 ka in response to climate forcing from decreases in northern summer insolation, tropical Pacific sea surface temperatures, and atmospheric CO2. Nearly all ice sheets were at their LGM positions from 26.5 ka to 19 to 20 ka, corresponding to minima in these forcings. The onset of Northern Hemisphere deglaciation 19 to 20 ka was induced by an increase in northern summer insolation, providing the source for an abrupt rise in sea level. The onset of deglaciation of the West Antarctic Ice Sheet occurred between 14 and 15 ka, consistent with evidence that this was the primary source for an abrupt rise in sea level ∼14.5 ka.",,"beryllium; carbon 14; carbon dioxide; helium; deglaciation; ice sheet; insolation; Last Glacial Maximum; Northern Hemisphere; Antarctica; article; climate; deglaciation; glacial period; ice sheet; priority journal; sea level; sea surface temperature; summer; sunlight; Antarctica; Pacific Ocean; West Antarctic Ice Sheet; West Antarctica",Article,"Final",,Scopus,2-s2.0-68449088262
"Voris H.K.","7003637127;","Maps of Pleistocene sea levels in Southeast Asia: Shorelines, river systems and time durations",2000,"Journal of Biogeography","27","5",,"1153","1167",,1162,"10.1046/j.1365-2699.2000.00489.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034492377&doi=10.1046%2fj.1365-2699.2000.00489.x&partnerID=40&md5=fbf81392ae0baf8c7b82894552379d46","Field Museum of Natural History, Chicago, IL, United States; Department of Zoology, Field Museum of Natural History, 1400 S. Lake Shore Drive, Chicago, IL 60605-2496, United States","Voris, H.K., Field Museum of Natural History, Chicago, IL, United States, Department of Zoology, Field Museum of Natural History, 1400 S. Lake Shore Drive, Chicago, IL 60605-2496, United States","Aim: Glaciation and deglaciation and the accompanying lowering and rising of sea levels during the late Pleistocene are known to have greatly affected land mass configurations in Southeast Asia. The objective of this report is to provide a series of maps that estimate the areas of exposed land in the Indo-Australian region during periods of the Pleistocene when sea levels were below present day levels. Location: The maps presented here cover tropical Southeast Asia and Austral-Asia. The east-west coverage extends 8000 km from Australia to Sri Lanka. The north-south coverage extends 5000 km from Taiwan to Australia. Methods: Present-day bathymetric depth contours were used to estimate past shore lines and the locations of the major drowned river systems of the Sunda and Sahul shelves. The timing of sea level changes associated with glaciation over the past 250,000 years was taken from multiple sources that, in some cases, account for tectonic uplift and subsidence during the period in question. Results: This report provides a series of maps that estimate the areas of exposed land in the Indo-Australian region during periods of 17,000, 150,000 and 250,000 years before present. The ancient shorelines are based on present day depth contours of 10, 20, 30, 40, 50, 75, 100 and 120 m. On the maps depicting shorelines at 75, 100 and 120 m below present levels the major Pleistocene river systems of the Sunda and Sahul shelves are depicted. Estimates of the number of major sea level fluctuation events and the duration of time that sea levels were at or below the illustrated level are provided. Main conclusions: Previous reconstructions of sea-level change during the Pleistocene have emphasized the maximum lows. The perspective provided here emphasizes that sea levels were at their maximum lows for relatively short periods of time but were at or below intermediate levels (e.g. at or below 40 m below present-day levels) for more than half of each of the time periods considered.","Biogeography; Maps; Palaeogeography; Pleistocene; Sea levels; Southeast Asia","deglaciation; glaciation; Pleistocene; river system; sea level change; shoreline change; timescale; Asia",Article,"Final",,Scopus,2-s2.0-0034492377
"Kuhl F.P., Giardina C.R.","7003979887;35548158500;","Elliptic Fourier features of a closed contour",1982,"Computer Graphics and Image Processing","18","3",,"236","258",,1115,"10.1016/0146-664X(82)90034-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019999399&doi=10.1016%2f0146-664X%2882%2990034-X&partnerID=40&md5=ea63cbddf26061fc35c2e16d85041161","U.S. Army Armament Research and Development Command, Dover, NJ 07801, United States; Fairleigh Dickinson University, Teaneck, NJ 07070, United States","Kuhl, F.P., U.S. Army Armament Research and Development Command, Dover, NJ 07801, United States; Giardina, C.R., Fairleigh Dickinson University, Teaneck, NJ 07070, United States","A direct procedure for obtaining the Fourier coefficients of a chain-encoded contour is presented. Advantages of the procedure are that it does not require integration or the use of fast Fourier transform techniques, and that bounds on the accuracy of the image contour reconstruction are easy to specify. Elliptic properties of the Fourier coefficients are shown and used for a convenient and intuitively pleasing procedure of normalizing a Fourier contour representation. Extension of the contour representation to arbitrary objects at arbitrary aspect angle is discussed. The procedures have direct application to a variety of pattern recognition problems that involve analysis of well-defined image contours. © 1982.",,"accuracy; closed contour; Fourier coefficients; image; pattern recognition; PATTERN RECOGNITION SYSTEMS",Article,"Final",,Scopus,2-s2.0-0019999399
"Ramachandran S., Deshpande O., Roseman C.C., Rosenberg N.A., Feldman M.W., Cavalli-Sforza L.L.","9043766300;9039094200;6701907722;7203035546;35429106600;7102319481;","Support from the relationship of genetic and geographic in human populations for a serial founder effect originating in Africa",2005,"Proceedings of the National Academy of Sciences of the United States of America","102","44",,"15942","15947",,650,"10.1073/pnas.0507611102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644509150&doi=10.1073%2fpnas.0507611102&partnerID=40&md5=fa35a5e4f35c2567ca0673b5202201ce","Department of Biological Sciences, Stanford University, Stanford, CA 94305, United States; Department of Computer Science, Stanford University, Stanford, CA 94305, United States; Department of Anthropology, University of Illinois at Urbana-Champaign, 209 Davenport Hall, 607 South Matthews Avenue, Urbana, IL 61801, United States; Department of Human Genetics, Bioinformatics Program and Life Sciences Institute, University of Michigan, 100 Washtenaw Avenue, Ann Arbor, MI 48109-2218, United States; Department of Genetics, School of Medicine, Stanford University, Stanford, CA 94305-5120, United States","Ramachandran, S., Department of Biological Sciences, Stanford University, Stanford, CA 94305, United States; Deshpande, O., Department of Computer Science, Stanford University, Stanford, CA 94305, United States; Roseman, C.C., Department of Anthropology, University of Illinois at Urbana-Champaign, 209 Davenport Hall, 607 South Matthews Avenue, Urbana, IL 61801, United States; Rosenberg, N.A., Department of Human Genetics, Bioinformatics Program and Life Sciences Institute, University of Michigan, 100 Washtenaw Avenue, Ann Arbor, MI 48109-2218, United States; Feldman, M.W., Department of Biological Sciences, Stanford University, Stanford, CA 94305, United States; Cavalli-Sforza, L.L., Department of Genetics, School of Medicine, Stanford University, Stanford, CA 94305-5120, United States","Equilibrium models of isolation by distance predict an increase in genetic differentiation with geographic distance. Here we find a linear relationship between genetic and geographic distance in a worldwide sample of human populations, with major deviations from the fitted line explicable by admixture or extreme isolation. A close relationship is shown to exist between the correlation of geographic distance and genetic differentiation (as measured by FST) and the geographic pattern of heterozygosity across populations. Considering a worldwide set of geographic locations as possible sources of the human expansion, we find that heterozygosities in the globally distributed populations of the data set are best explained by an expansion originating in Africa and that no geographic origin outside of Africa accounts as well for the observed patterns of genetic diversity. Although the relationship between F ST and geographic distance has been interpreted in the past as the result of an equilibrium model of drift and dispersal, simulation shows that the geographic pattern of heterozygosities in this data set is consistent with a model of a serial founder effect starting at a single origin. Given this serial-founder scenario, the relationship between genetic and geographic distance allows us to derive bounds for the effects of drift and natural selection on human genetic variation. © 2005 by The National Academy of Sciences of the USA.","Genetic distance; Genetic drift; HGDP-CEPH; Human origins; Microsatellites","Africa; article; biodiversity; computer prediction; correlation analysis; founder effect; gene isolation; genetic distance; genetic linkage; geographic distribution; heterozygosity; human; major clinical study; mathematical analysis; natural selection; population genetics; priority journal; Africa; Founder Effect; Genetic Drift; Genetic Heterogeneity; Genetics, Population; Geography; Humans; Models, Genetic; Selection (Genetics); Variation (Genetics)",Article,"Final",Open Access,Scopus,2-s2.0-27644509150
