Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Bird M.I., Taylor D., Hunt C.","7102578362;57196007667;7201450822;","Palaeoenvironments of insular Southeast Asia during the Last Glacial Period: A savanna corridor in Sundaland?",2005,"Quaternary Science Reviews","24","20-21",,"2228","2242",,331,"10.1016/j.quascirev.2005.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24944441725&doi=10.1016%2fj.quascirev.2005.04.004&partnerID=40&md5=8ea1fc00e6341f665225a96e544914df","School of Geography and Geosciences, University of St. Andrews, St Andrews Fife KY16 9AL, United Kingdom; Department of Geography, Trinity College, Dublin 2, Ireland; Division of Geographical Sciences, University of Huddersfield, Queensgate, Huddersfield HD1 3DH, United Kingdom","Bird, M.I., School of Geography and Geosciences, University of St. Andrews, St Andrews Fife KY16 9AL, United Kingdom; Taylor, D., Department of Geography, Trinity College, Dublin 2, Ireland; Hunt, C., Division of Geographical Sciences, University of Huddersfield, Queensgate, Huddersfield HD1 3DH, United Kingdom","Consideration of a range of evidence from geomorphology, palynology, biogeography and vegetation/climate modelling suggests that a north-south 'savanna corridor' did exist through the continent of Sundaland (modern insular Indonesia and Malaysia) through the Last Glacial Period (LGP) at times of lowered sea-level, as originally proposed by Heaney [1991. Climatic Change 19, 53-61]. A minimal interpretation of the size of this corridor requires a narrow but continuous zone of open 'savanna' vegetation 50-150 km wide, running along the sand-covered divide between the modern South China and Java Seas. This area formed a land bridge between the Malaysian Peninsula and the major islands of Sumatra, Java and Borneo. The savanna corridor connected similar open vegetation types north and south of the equator, and served as a barrier to the dispersal of rainforest-dependent species between Sumatra and Borneo. A maximal interpretation of the available evidence is compatible with the existence of a broad savanna corridor, with forest restricted to refugia primarily in Sumatra, Borneo and the continental shelf beneath the modern South China Sea. This savanna corridor may have provided a convenient route for the rapid early dispersal of modern humans through the region and on into Australasia. © 2005 Elsevier Ltd. All rights reserved.",,"Climatology; Forestry; Geomorphology; Sea level; Biogeography; Last glacial period (LGP); Palynology; Rainforests; Vegetation; Last Glacial; paleoenvironment; Quaternary; savanna; vegetation; Forests; Geology; Meteorology; Plants; Asia; Eastern Hemisphere; Eurasia; Indonesia; Malaysia; Southeast Asia; World",Article,"Final",,Scopus,2-s2.0-24944441725
"Barker G., Barton H., Bird M., Daly P., Datan I., Dykes A., Farr L., Gilbertson D., Harrisson B., Hunt C., Higham T., Kealhofer L., Krigbaum J., Lewis H., McLaren S., Paz V., Pike A., Piper P., Pyatt B., Rabett R., Reynolds T., Rose J., Rushworth G., Stephens M., Stringer C., Thompson J., Turney C.","7202030377;56275123500;7102578362;7101813771;15847899500;7003338785;35368381800;7004660494;15848196700;7201450822;7003799879;6602327303;6507599027;35574048800;7006430993;15848946300;55566368400;15849018500;8652910100;15849163500;8539962900;16064302000;15849352300;7201574994;7005875885;57198874275;7003984281;","The 'human revolution' in lowland tropical Southeast Asia: the antiquity and behavior of anatomically modern humans at Niah Cave (Sarawak, Borneo)",2007,"Journal of Human Evolution","52","3",,"243","261",,280,"10.1016/j.jhevol.2006.08.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847034067&doi=10.1016%2fj.jhevol.2006.08.011&partnerID=40&md5=2904083637e960092487cba31783a73b","McDonald Institute for Archaeological Research, University of Cambridge, Downing Street, Cambridge, CB2 3ER, United Kingdom; School of Archaeology and Ancient History, University of Leicester, Leicester, LE1 7RH, United Kingdom; School of Geography and Geosciences, University of St. Andrews, St. Andrews, Fife KY16 9AL, United Kingdom; Asia Research Institute, National University of Singapore, Singapore, 117570, Singapore; Sarawak Museum Department, Tun Abang Haji Openg Road, 94566 Kuching, Sarawak, Malaysia; 62 Lowerhouses Lane, Huddersfield, HU5 8JY, United Kingdom; Department of Geography, Royal Holloway, University of London, Egham, TW20 0EX, United Kingdom; School of Geography, University of Plymouth, Plymouth, PL4 8AA, United Kingdom; Op e terp, Jelsum 9057 RG, Netherlands; School of Archaeology and Palaeoecology, Queen's University Belfast, Belfast, BT7 1NN, United Kingdom; Oxford Radiocarbon Accelerator Unit, Research Laboratory for Archaeology and the History of Art, University of Oxford, South Parks Rd., Oxford, OX1 3QJ, United Kingdom; Department of Anthropology, Environmental Studies Institute, Santa Clara University, Santa Clara, CA 95053, United States; Department of Anthropology, University of Florida, Gainesville, FL 32611, United States; School of Archaeology, University College Dublin, Newman Building, Belfield, Dublin 4, Ireland; Department of Geography, University of Leicester, Leicester, LE1 7RH, United Kingdom; Archaeological Studies Program, University of the Philippines, Diliman, Quezon City 1101, Philippines; Department of Archaeology, University of Bristol, 43 Woodland Road, Bristol, BS8 1UU, United Kingdom; Department of Archaeology, University of York, The King's Manor, York, YO1 7EP, United Kingdom; Interdisciplinary Biomedical Research Centre, College of Science and Technology, Nottingham Trent University, Nottingham, NG11 8NS, United Kingdom; Birkbeck College, Faculty of Continuing Education, University of London, London, WC1B 5DQ, United Kingdom; Department of Geography and Environmental Sciences, University of Bradford, Bradford, BD7 1DP, United Kingdom; Department of Palaeontology, The Natural History Museum, London, SW7 5BD, United Kingdom; Department of Archaeological Sciences, University of Bradford, Bradford, BD7 1DP, United Kingdom; GeoQuest Research Centre, School of Earth and Environmental Sciences, University of Wollongong, Wollongong, NSW 2522, Australia","Barker, G., McDonald Institute for Archaeological Research, University of Cambridge, Downing Street, Cambridge, CB2 3ER, United Kingdom; Barton, H., School of Archaeology and Ancient History, University of Leicester, Leicester, LE1 7RH, United Kingdom; Bird, M., School of Geography and Geosciences, University of St. Andrews, St. Andrews, Fife KY16 9AL, United Kingdom; Daly, P., Asia Research Institute, National University of Singapore, Singapore, 117570, Singapore; Datan, I., Sarawak Museum Department, Tun Abang Haji Openg Road, 94566 Kuching, Sarawak, Malaysia; Dykes, A., 62 Lowerhouses Lane, Huddersfield, HU5 8JY, United Kingdom; Farr, L., Department of Geography, Royal Holloway, University of London, Egham, TW20 0EX, United Kingdom; Gilbertson, D., School of Geography, University of Plymouth, Plymouth, PL4 8AA, United Kingdom; Harrisson, B., Op e terp, Jelsum 9057 RG, Netherlands; Hunt, C., School of Archaeology and Palaeoecology, Queen's University Belfast, Belfast, BT7 1NN, United Kingdom; Higham, T., Oxford Radiocarbon Accelerator Unit, Research Laboratory for Archaeology and the History of Art, University of Oxford, South Parks Rd., Oxford, OX1 3QJ, United Kingdom; Kealhofer, L., Department of Anthropology, University of Florida, Gainesville, FL 32611, United States; Krigbaum, J., Department of Anthropology, Environmental Studies Institute, Santa Clara University, Santa Clara, CA 95053, United States; Lewis, H., School of Archaeology, University College Dublin, Newman Building, Belfield, Dublin 4, Ireland; McLaren, S., Department of Geography, University of Leicester, Leicester, LE1 7RH, United Kingdom; Paz, V., Archaeological Studies Program, University of the Philippines, Diliman, Quezon City 1101, Philippines; Pike, A., Department of Archaeology, University of Bristol, 43 Woodland Road, Bristol, BS8 1UU, United Kingdom; Piper, P., Department of Archaeology, University of York, The King's Manor, York, YO1 7EP, United Kingdom; Pyatt, B., Interdisciplinary Biomedical Research Centre, College of Science and Technology, Nottingham Trent University, Nottingham, NG11 8NS, United Kingdom; Rabett, R., McDonald Institute for Archaeological Research, University of Cambridge, Downing Street, Cambridge, CB2 3ER, United Kingdom; Reynolds, T., Birkbeck College, Faculty of Continuing Education, University of London, London, WC1B 5DQ, United Kingdom; Rose, J., Department of Geography, Royal Holloway, University of London, Egham, TW20 0EX, United Kingdom; Rushworth, G., Department of Geography and Environmental Sciences, University of Bradford, Bradford, BD7 1DP, United Kingdom; Stephens, M., School of Archaeology and Ancient History, University of Leicester, Leicester, LE1 7RH, United Kingdom; Stringer, C., Department of Palaeontology, The Natural History Museum, London, SW7 5BD, United Kingdom; Thompson, J., Department of Archaeological Sciences, University of Bradford, Bradford, BD7 1DP, United Kingdom; Turney, C., GeoQuest Research Centre, School of Earth and Environmental Sciences, University of Wollongong, Wollongong, NSW 2522, Australia","Recent research in Europe, Africa, and Southeast Asia suggests that we can no longer assume a direct and exclusive link between anatomically modern humans and behavioral modernity (the 'human revolution'), and assume that the presence of either one implies the presence of the other: discussions of the emergence of cultural complexity have to proceed with greater scrutiny of the evidence on a site-by-site basis to establish secure associations between the archaeology present there and the hominins who created it. This paper presents one such case study: Niah Cave in Sarawak on the island of Borneo, famous for the discovery in 1958 in the West Mouth of the Great Cave of a modern human skull, the 'Deep Skull,' controversially associated with radiocarbon dates of ca. 40,000 years before the present. A new chronostratigraphy has been developed through a re-investigation of the lithostratigraphy left by the earlier excavations, AMS-dating using three different comparative pre-treatments including ABOX of charcoal, and U-series using the Diffusion-Absorption model applied to fragments of bones from the Deep Skull itself. Stratigraphic reasons for earlier uncertainties about the antiquity of the skull are examined, and it is shown not to be an 'intrusive' artifact. It was probably excavated from fluvial-pond-desiccation deposits that accumulated episodically in a shallow basin immediately behind the cave entrance lip, in a climate that ranged from times of comparative aridity with complete desiccation, to episodes of greater surface wetness, changes attributed to regional climatic fluctuations. Vegetation outside the cave varied significantly over time, including wet lowland forest, montane forest, savannah, and grassland. The new dates and the lithostratigraphy relate the Deep Skull to evidence of episodes of human activity that range in date from ca. 46,000 to ca. 34,000 years ago. Initial investigations of sediment scorching, pollen, palynomorphs, phytoliths, plant macrofossils, and starch grains recovered from existing exposures, and of vertebrates from the current and the earlier excavations, suggest that human foraging during these times was marked by habitat-tailored hunting technologies, the collection and processing of toxic plants for consumption, and, perhaps, the use of fire at some forest-edges. The Niah evidence demonstrates the sophisticated nature of the subsistence behavior developed by modern humans to exploit the tropical environments that they encountered in Southeast Asia, including rainforest. © 2006 Elsevier Ltd. All rights reserved.","Behavioral modernity; Dating; Subsistence; Tropical environments","archaeological evidence; chronostratigraphy; hominid; human behavior; human evolution; skull; tropical environment; uranium series dating; Asia; East Malaysia; Eurasia; Malaysia; Niah Caves; Sarawak; Southeast Asia; Vertebrata",Article,"Final",,Scopus,2-s2.0-33847034067
"BAILEY R.C., HEAD G., JENIKE M., OWEN B., RECHTMAN R., ZECHENTER E.","7402651496;35876844900;7006578935;57213959857;7004354277;7801409713;","Hunting and Gathering in Tropical Rain Forest: Is It Possible?",1989,"American Anthropologist","91","1",,"59","82",,233,"10.1525/aa.1989.91.1.02a00040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024534553&doi=10.1525%2faa.1989.91.1.02a00040&partnerID=40&md5=d3f582f82d9eb76ff6c8f7806ab4a9ed","University of California, Los Angeles, California, United States; Rutgers University, United States","BAILEY, R.C., University of California, Los Angeles, California, United States; HEAD, G., University of California, Los Angeles, California, United States; JENIKE, M., University of California, Los Angeles, California, United States; OWEN, B., University of California, Los Angeles, California, United States; RECHTMAN, R., University of California, Los Angeles, California, United States; ZECHENTER, E., Rutgers University, United States","Hunters and gatherers living in tropical forests represent an important part of the total range of variation among contemporary hunting and gathering societies. Studies of tropical forest hunting and gathering peoples have contributed to our perceptions of the foraging way of life. Yet no peoples have ever been directly observed living independently of agriculture in tropical rain forest. This article tests the hypothesis that humans do not exist nor have ever existed independently of agriculture in tropical rain forest. We find no convincing ethnographic evidence and, with the possible exception of Malaysia, no archeological evidence for pure foragers in undisturbed tropical rain forests. Negative evidence cannot be conclusive, but it suggests that we need to carefully reexamine common assumptions concerning the recent history of tropical forest dwellers, the adaptability of preagricultural humans, the geographic and environmental range of hominids, and the form and consequences of selection pressures acting on humans in warm, humid environments. The overriding purpose of this article is to stimulate further ecological and archeological research in the neglected tropical forest areas of the world. 1989 American Anthropological Association",,"ethnographic evidence; foraging; hunter-gatherers; tropical rain forest",Article,"Final",,Scopus,2-s2.0-0024534553
"Kershaw A.P.","7006072247;","Climatic change and aboriginal burning in north-east Australia during the last two glacial/interglacial cycles",1986,"Nature","322","6074",,"47","49",,231,"10.1038/322047a0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022856835&doi=10.1038%2f322047a0&partnerID=40&md5=7c5e3423da0d90384028fba6ab15e4d8","Department of Geography, Monash University, Clayton, Vic. 3168, Australia","Kershaw, A.P., Department of Geography, Monash University, Clayton, Vic. 3168, Australia","Long palynological records from continental deposits may be divided into two categories: Detailed sequences seldom extending back much further than the most recent interglacial1-3, and more generalized or discontinuous sequences which cover all or a substantial part of the Quaternary4-6. I present here a record which is unusual in that it provides, in some detail, changes through a period considered to embrace the last two glacial/interglacial cycles. It provides the opportunity to compare the results of climatically-induced changes at corresponding stages within the two cycles and also to assess the impact of Aboriginal people on the vegetation. People have been present in Australia for the past 40,000 years7 and possibly as long ago as the last interglacial period8, but are unlikely to have been present before this. © 1986 Nature Publishing Group.",,,Article,"Final",,Scopus,2-s2.0-0022856835
"Bliege Bird R., Bird D.W., Codding B.F., Parker C.H., Jones J.H.","7201728585;7201990432;16416561900;25622835900;55725769400;","The ""fire stick farming"" hypothesis: Australian Aboriginal foraging strategies, biodiversity, and anthropogenic fire mosaics",2008,"Proceedings of the National Academy of Sciences of the United States of America","105","39",,"14796","14801",,214,"10.1073/pnas.0804757105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54449087072&doi=10.1073%2fpnas.0804757105&partnerID=40&md5=5e9569446cf6220fb265eec13ea76585","Department of Anthropology, 450 Serra Mall, Stanford University, Stanford, CA 94305, United States; Department of Anthropology, University of Utah, 270 South, 1400 East, Salt Lake City, UT 84112-0060, United States","Bliege Bird, R., Department of Anthropology, 450 Serra Mall, Stanford University, Stanford, CA 94305, United States; Bird, D.W., Department of Anthropology, 450 Serra Mall, Stanford University, Stanford, CA 94305, United States; Codding, B.F., Department of Anthropology, 450 Serra Mall, Stanford University, Stanford, CA 94305, United States; Parker, C.H., Department of Anthropology, University of Utah, 270 South, 1400 East, Salt Lake City, UT 84112-0060, United States; Jones, J.H., Department of Anthropology, 450 Serra Mall, Stanford University, Stanford, CA 94305, United States","Aboriginal burning in Australia has long been assumed to be a ""resource management"" strategy, but no quantitative tests of this hypothesis have ever been conducted. We combine ethnographic observations of contemporary Aboriginal hunting and burning with satellite image analysis of anthropogenic and natural landscape structure to demonstrate the processes through which Aboriginal burning shapes arid-zone vegetational diversity. Anthropogenic landscapes contain a greater diversity of successional stages than landscapes under a lightning fire regime, and differences are of scale, not of kind. Landscape scale is directly linked to foraging for small, burrowed prey (monitor lizards), which is a specialty of Aboriginal women. The maintenance of small-scale habitat mosaics increases small-animal hunting productivity. These results have implications for understanding the unique biodiversity of the Australian continent, through time and space. In particular, anthropogenic influences on the habitat structure of paleolandscapes are likely to be spatially localized and linked to less mobile, broad-spectrum"" foraging economies. © 2008 by The National Academy of Sciences of the USA.","Fire ecology; Human behavioral ecology; Hunter-gatherers; Resource management","Aborigine; animal hunting; anthropology; article; Australia; biodiversity; burn; controlled study; ethnography; fire; foraging; human; priority journal; vegetation; Aborigine; animal; anthropology; ecology; environmental protection; female; male; Animalia; Varanus; Animals; Anthropology; Australia; Biodiversity; Conservation of Natural Resources; Ecology; Female; Fires; Humans; Male; Oceanic Ancestry Group",Article,"Final",Open Access,Scopus,2-s2.0-54449087072
"Nanson G.C., Price D.M., Short S.A.","7004130757;7403719577;7102838154;","Wetting and drying of Australia over the past 300 ka",1992,"Geology","20","9",,"791","794",,205,"10.1130/0091-7613(1992)020<0791:WADOAO>2.3.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879883821&doi=10.1130%2f0091-7613%281992%29020%3c0791%3aWADOAO%3e2.3.CO%3b2&partnerID=40&md5=86c4faf1421e4e321a9d1fb6d6fde9f8","Quaternary Research Group, Dept. of Geography, Univ. of Wollongong, PO Box 1144, Wollongong, New South Wales 2500, Australia., Australia","Nanson, G.C., Quaternary Research Group, Dept. of Geography, Univ. of Wollongong, PO Box 1144, Wollongong, New South Wales 2500, Australia., Australia; Price, D.M., Quaternary Research Group, Dept. of Geography, Univ. of Wollongong, PO Box 1144, Wollongong, New South Wales 2500, Australia., Australia; Short, S.A., Quaternary Research Group, Dept. of Geography, Univ. of Wollongong, PO Box 1144, Wollongong, New South Wales 2500, Australia., Australia","Alternately dry and wet climatic episodes across central and eastern Australia during the past 300 ka have greatly affected Australia's rivers, lakes, and dune fields. Evidence of widespread climate and flow-regime changes has been provided by 75 thermoluminescence (TL) dates and 18 U/Th dates from alluvial and eolian sediments. Fluvial conditions dominated part of the last two interglacials (stage 5 and 7), resulting in large sand loads in rivers in the present Simpson Desert and southeastern Australia. During the last interglacial, fluvial activity in central Australia peaked at ~110 ka (stage 5 pluvial), probably ~5-10 ka behind world temperature and sea-level maxima. Following the last late interglacial wet phase, aridity associated with dune building spread from central Australia toward its margins, achieving greatest intensity during the last glacial maximum. A less widespread wet phase, identified at about 55-35 ka (stage 3 subpluvial), is associated with high lake levels and paleochannel activity in southeastern Australia. -from Authors",,"Lakes; Sea level; Thermoluminescence; Climatic episodes; Eastern Australia; Eolian sediments; Last Glacial Maximum; Last interglacial; Paleo-channel; South-eastern Australia; WETTING AND DRYING; Flow of water; aeolian sediment; aridity; dune field; fluvial conditions; Last Interglacial; sea level; thermoluminescence; TL dating; uranium/thorium dating; Australia",Article,"Final",,Scopus,2-s2.0-84879883821
"Summerhayes G.R., Leavesley M., Fairbairn A., Mandui H., Field J., Ford A., Fullagar R.","23991856200;8539967100;9633898000;35109700400;35239626800;36683925300;6602230399;","Human adaptation and plant use in Highland New Guinea 49,000 to 44,000 years ago",2010,"Science","330","6000",,"78","81",,195,"10.1126/science.1193130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957349484&doi=10.1126%2fscience.1193130&partnerID=40&md5=3e4c0228efc780ae3556a3ec8a45de61","Department of Anthropology, Gender and Sociology, University of Otago, Post Office Box 56, Dunedin, New Zealand; Department of Anthropology, University of Papua New Guinea, University Post Office, National Capital District, Papua New Guinea; Department of Archaeology, School of Social Science, University of Queensland, Brisbane, QLD 4072, Australia; National Museum and Art Gallery of Papua New Guinea, Boroko National Capital District, Papua New Guinea; Australian Centre for Microscopy and Microanalysis F09, University of Sydney, Sydney, NSW 2006, Australia; Scarp Archaeology, Post Office Box 7241, South Sydney Hub, NSW 2015, Australia","Summerhayes, G.R., Department of Anthropology, Gender and Sociology, University of Otago, Post Office Box 56, Dunedin, New Zealand; Leavesley, M., Department of Anthropology, University of Papua New Guinea, University Post Office, National Capital District, Papua New Guinea; Fairbairn, A., Department of Archaeology, School of Social Science, University of Queensland, Brisbane, QLD 4072, Australia; Mandui, H., National Museum and Art Gallery of Papua New Guinea, Boroko National Capital District, Papua New Guinea; Field, J., Australian Centre for Microscopy and Microanalysis F09, University of Sydney, Sydney, NSW 2006, Australia; Ford, A., Department of Anthropology, Gender and Sociology, University of Otago, Post Office Box 56, Dunedin, New Zealand; Fullagar, R., Scarp Archaeology, Post Office Box 7241, South Sydney Hub, NSW 2015, Australia","After their emergence by 200,000 years before the present in Africa, modern humans colonized the globe, reaching Australia and New Guinea by 40,000 to 50,000 years ago. Understanding how humans lived and adapted to the range of environments in these areas has been difficult because well-preserved settlements are scarce. Data from the New Guinea Highlands (at an elevation of ∼2000 meters) demonstrate the exploitation of the endemic nut Pandanus and yams in archaeological sites dated to 49,000 to 36,000 years ago, which are among the oldest human sites in this region. The sites also contain stone tools thought to be used to remove trees, which suggests that the early inhabitants cleared forest patches to promote the growth of useful plants.",,"adaptation; archaeological evidence; emergence; growth rate; human settlement; article; evolutionary adaptation; nut; Pandanus; Papua New Guinea; plant growth; priority journal; yam; acclimatization; altitude; climate; ecosystem; environment; food; growth, development and aging; history; human; migration; Pandanaceae; Papua New Guinea; plant; plant development; radiometric dating; sediment; tree; Australia; New Guinea; Pandanus; Acclimatization; Altitude; Climate; Dioscorea; Ecosystem; Emigration and Immigration; Environment; Food; Geologic Sediments; History, Ancient; Humans; New Guinea; Nuts; Pandanaceae; Papua New Guinea; Plant Development; Plants; Radiometric Dating; Trees",Article,"Final",,Scopus,2-s2.0-77957349484
"Headland T.N., Reid L.A.","","Hunter-gatherers and their neighbors from prehistory to the present",1989,"Current Anthropology","30","1",,"43","66",,162,,,,"Headland, T.N.; Reid, L.A.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0002761137
"Kershaw A.P.","7006072247;","Pleistocene vegetation of the humid tropics of northeastern Queensland, Australia",1994,"Palaeogeography, Palaeoclimatology, Palaeoecology","109","2-4",,"399","412",,152,"10.1016/0031-0182(94)90188-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028560279&doi=10.1016%2f0031-0182%2894%2990188-0&partnerID=40&md5=5dfe7cc94a66e7e08970cef155bfd674","Centre for Palynology and Palaeoecology, Department of Geography and Environmental Science, Monash University, Clayton, Vic. 3168, Australia","Kershaw, A.P., Centre for Palynology and Palaeoecology, Department of Geography and Environmental Science, Monash University, Clayton, Vic. 3168, Australia","The humid tropics area of northeastern Queensland has provided a substantial and detailed history of rainforest and rainforest-savanna interactions from the pollen analysis of a number of sites on the volcanic Atherton Tableland through the latter part of the Quaternary period. A recent extension of the record to close to the base of the Quaternary from examination of an offshore core provides a broad regional and temporal context for evaluation of the true significance of late Quaternary changes. It is apparent that the major sustained change in the vegetation of the region occurred relatively recently, probably within the last 140,000 yr, and that this change was time transgressive. It involved the replacement of extensive moist rainforest by open eucalypt woodland and is considered to have been most likely caused by the burning activities of Aboriginal people. Some aspects of the record from this region can contribute to the history of rainforest on a global scale but other features of it re-inforce the unique nature of the development of Australian vegetation patterns. © 1994.",,"eucalypt woodland; eucalyptus woodland; humid tropics; Pleistocene; pollen analysis; rainforest; vegetation; Australia, Queensland, Atherton Tableland",Article,"Final",,Scopus,2-s2.0-0028560279
"Laland K.N., Brown G.R.","7003969474;7406444263;","Niche construction, human behavior, and the adaptive-lag hypothesis",2006,"Evolutionary Anthropology","15","3",,"95","104",,146,"10.1002/evan.20093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746166792&doi=10.1002%2fevan.20093&partnerID=40&md5=bb5c8850927f5ee5b5d8c0f1c292884b","Department of Biology, University of St Andrews, United Kingdom; St Andrews University, United Kingdom","Laland, K.N., Department of Biology, University of St Andrews, United Kingdom; Brown, G.R., St Andrews University, United Kingdom","Niche construction is the process whereby organisms modify selective environments, thereby affecting evolution. The niche-construction perspective is particularly relevant to researchers using evolutionary methods to interpret human behavior and society. On the basis of niche-construction theory, we argue against the hypothesis that modern humans experience an atypically large adaptive lag. We stress that humans construct their world largely to suit themselves and frequently buffer adaptive lag through cultural niche construction. Where they are unable to do that, natural selection of genes rapidly ensues. Our argument has implications for evolutionary psychology and human behavioral ecology, and suggests that the methods of the latter are potentially applicable to all human societies, even postindustrial ones.","Adaptive lag; Evolutionary psychology; Human behavioral ecology; Human evolution; Niche construction",,Review,"Final",,Scopus,2-s2.0-33746166792
