Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Akaike H.","7003985470;","A New Look at the Statistical Model Identification",1974,"IEEE Transactions on Automatic Control","19","6",,"716","723",,28207,"10.1109/TAC.1974.1100705",2-s2.0-0016355478
"Andrés M., Gidna A.O., Yravedra J., Domínguez-Rodrigo M.","57207157518;55123224100;56962776200;6603679662;","A study of dimensional differences of tooth marks (pits and scores) on bones modified by small and large carnivores",2012,"Archaeological and Anthropological Sciences","4","3",,"209","219",,75,"10.1007/s12520-012-0093-4",2-s2.0-84872451132
"Andrews P., Cook J.","12769833400;56320690000;","Natural modifications to bones in a temperate setting.",1985,"Man","20","4",,"675","691",,154,,2-s2.0-0022212676
"Aramendi J., Maté-González M.A., Yravedra J., Ortega M.C., Arriaza M.C., González-Aguilera D., Baquedano E., Domínguez-Rodrigo M.","55827562600;56780291300;56962776200;26039376000;56786056800;24477009700;36237883200;6603679662;","Discerning carnivore agency through the three-dimensional study of tooth pits: Revisiting crocodile feeding behaviour at FLK- Zinj and FLK NN3 (Olduvai Gorge, Tanzania)",2017,"Palaeogeography, Palaeoclimatology, Palaeoecology","488",,,"93","102",,30,"10.1016/j.palaeo.2017.05.021",2-s2.0-85019375211
"Archer W., Braun D.R.","35085743300;23972180300;","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations",2013,"PLoS ONE","8","8", e69899,"","",,21,"10.1371/journal.pone.0069899",2-s2.0-84882617036
"Armour-Chelu M., Andrews P.","","Bone dispersal by earthworms",1990,"Comunicaciones de la Reunion de Tafonomia y Fosilizacion",,,,"23","26",,3,,2-s2.0-0041628202
"Behrensmeyer A.K.","6701561561;","Taphonomic and écologie information from bone weathering",1978,"Paleobiology","4","2",,"150","162",,1433,"10.1017/S0094837300005820",2-s2.0-84971179963
"Behrensmeyer A.K., Gordon K.D., Yanagi G.T.","6701561561;7202357942;6506234638;","Trampling as a cause of bone surface damage and pseudo-cutmarks",1986,"Nature","319","6056",,"768","771",,297,"10.1038/319768a0",2-s2.0-0022473304
"Bello S.M., Galway-Witham J.","10139236300;57194499245;","Bone taphonomy inside and out: Application of 3-dimensional microscopy, scanning electron microscopy and micro-computed tomography to the study of humanly modified faunal assemblages",2019,"Quaternary International","517",,,"16","32",,4,"10.1016/j.quaint.2019.02.035",2-s2.0-85062476811
"Bello S.M., Soligo C.","10139236300;55853593700;","A new method for the quantitative analysis of cutmark micromorphology",2008,"Journal of Archaeological Science","35","6",,"1542","1552",,133,"10.1016/j.jas.2007.10.018",2-s2.0-41949102484
"Bergstra J., Bengio Y.","15080566700;7003958245;","Random search for hyper-parameter optimization",2012,"Journal of Machine Learning Research","13",,,"281","305",,1808,,2-s2.0-84857855190
"Bishop C.M.","",[No title available],1995,"Neural Networks for Pattern Recognition",,,,"","",,16769,,2-s2.0-0003487601
"Bishop C.M.","",[No title available],2006,"Pattern Recognition and Machine Learning",,,,"","",,22067,,2-s2.0-33846516584
"Blasco R., Rosell J.","23099008800;35747067100;","Who was the first? An experimental application of carnivore and hominid overlapping marks at the Pleistocene archaeological sites",2009,"Comptes Rendus - Palevol","8","6",,"579","592",,28,"10.1016/j.crpv.2009.06.003",2-s2.0-68549116971
"Blasco R., Rosell J., Fernández Peris J., Cáceres I., Vergès J.M.","23099008800;35747067100;23099959200;6602553935;7006881093;","A new element of trampling: an experimental application on the Level XII faunal record of Bolomor Cave (Valencia, Spain)",2008,"Journal of Archaeological Science","35","6",,"1605","1618",,54,"10.1016/j.jas.2007.11.007",2-s2.0-42149160313
"Bookstein F.L.","7004606384;","Principal Warps: Thin-Plate Splines and the Decomposition of Deformations",1989,"IEEE Transactions on Pattern Analysis and Machine Intelligence","11","6",,"567","585",,1254,"10.1109/34.24792",2-s2.0-79957563017
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Boschin F., Crezzini J.","52263086000;20435708700;","Morphometrical Analysis on Cut Marks Using a 3D Digital Microscope",2012,"International Journal of Osteoarchaeology","22","5",,"549","562",,54,"10.1002/oa.1272",2-s2.0-84867331436
"Brain C.K.","","Bone weathering and the problem of bone pseudo-tools",1967,"South African Journal of Science","63","3",,"97","99",,60,,2-s2.0-0002076453
"Braun D.R., Pante M., Archer W.","23972180300;21733442900;35085743300;","Cut marks on bone surfaces: Influences on variation in the form of traces of ancient behaviour",2016,"Interface Focus","6","3",,"","",7,17,"10.1098/rsfs.2016.0006",2-s2.0-84964287523
"Cortes C., Vapnik V.","8850433300;6604096045;","Support-Vector Networks",1995,"Machine Learning","20","3",,"273","297",,23936,"10.1023/A:1022627411411",2-s2.0-34249753618
"Courtenay L.A., Huguet R., González-Aguilera D., Yravedra J.","57200549280;7004123299;24477009700;56962776200;","A hybrid geometric morphometric deep learning approach for cut and trampling mark classification",2020,"Applied Sciences (Switzerland)","10","1", 150,"","",,1,"10.3390/app10010150",2-s2.0-85079169593
"Courtenay L.A., Yravedra J., Mate-González M.Á., Aramendi J., González-Aguilera D.","57200549280;56962776200;56780291300;55827562600;24477009700;","3D analysis of cut marks using a new geometric morphometric methodological approach",2019,"Archaeological and Anthropological Sciences","11","2",,"651","665",,19,"10.1007/s12520-017-0554-x",2-s2.0-85041580684
"Courtenay L.A., Yravedra J., Huguet R., Ollé A., Aramendi J., Maté-González M.Á., González-Aguilera D.","57200549280;56962776200;7004123299;6602728872;55827562600;56780291300;24477009700;","New taphonomic advances in 3D digital microscopy: A morphological characterisation of trampling marks",2019,"Quaternary International","517",,,"55","66",,11,"10.1016/j.quaint.2018.12.019",2-s2.0-85058956060
"Courtenay L.A., Yravedra J., Huguet R., Aramendi J., Maté-González M.Á., González-Aguilera D., Arriaza M.C.","57200549280;56962776200;7004123299;55827562600;56780291300;24477009700;56786056800;","Combining machine learning algorithms and geometric morphometrics: A study of carnivore tooth marks",2019,"Palaeogeography, Palaeoclimatology, Palaeoecology","522",,,"28","39",,9,"10.1016/j.palaeo.2019.03.007",2-s2.0-85062731527
"Domínguez-Rodrigo M.","6603679662;","Successful classification of experimental bone surface modifications (BSM) through machine learning algorithms: a solution to the controversial use of BSM in paleoanthropology?",2019,"Archaeological and Anthropological Sciences","11","6",,"2711","2725",,13,"10.1007/s12520-018-0684-9",2-s2.0-85053340004
"Domínguez-Rodrigo M., Barba R., Egeland C.P.","","Deconstructing Olduvai",2007,"Deconstructing Olduvai: A Taphonomic Study of the Bed I Sites",,,,"","",,154,,2-s2.0-55949107976
"Domínguez-Rodrigo M., de Juana S., Galán A.B., Rodríguez M.","6603679662;11839691900;25723149700;57197402162;","A new protocol to differentiate trampling marks from butchery cut marks",2009,"Journal of Archaeological Science","36","12",,"2643","2654",,255,"10.1016/j.jas.2009.07.017",2-s2.0-70349783751
"Domínguez-Rodrigo M., Pickering T.R.","","The meat of the matter: an evolutionary perspective on human carnivory",2016,"Azania: Archaeol. Res. Afr.",,,,"1","29",,3,,2-s2.0-85053750341
"Domínguez-Rodrigo M., Pickering T.R.","6603679662;35570740600;","Reply to McPherron et al.: Doubting Dikika is about data, not paradigms",2011,"Proceedings of the National Academy of Sciences of the United States of America","108","21",,"","",,37,"10.1073/pnas.1104647108",2-s2.0-79957763551
"Domínguez-Rodrigo M., Saladié P., Cáceres I., Huguet R., Yravedra J., Rodríguez-Hidalgo A., Martín P., Pineda A., Marín J., Gené C., Aramendi J., Cobo-Sánchez L.","6603679662;16639666300;6602553935;7004123299;56962776200;36140426200;55474866700;56286189100;56427513800;57196030359;55827562600;55826172800;","Use and abuse of cut mark analyses: The Rorschach effect",2017,"Journal of Archaeological Science","86",,,"14","23",,26,"10.1016/j.jas.2017.08.001",2-s2.0-85031126750
"Domínguez-Rodrigo M., Saladié P., Cáceres I., Huguet R., Yravedra J., Rodríguez-Hidalgo A., Patricia M., Antonio P., Juan M., Clara G., Aramendi J., Cobo-Sánchez L.","6603679662;16639666300;6602553935;7004123299;56962776200;36140426200;57203868637;56286189100;57203877820;57203876497;55827562600;55826172800;","Spilled ink blots the mind: A reply to Merrit et al. (2018) on subjectivity and bone surface modifications",2019,"Journal of Archaeological Science","102",,,"80","86",,3,"10.1016/j.jas.2018.09.003",2-s2.0-85053308018
"Dumbar J.S., Webb D., Cring D.","","Cultural and non cultural modified bone and inundated paleoindian sites in the Arcilla River, North Florida: an indicator of site integrity",1989,"Orono",,,,"99","120",,2,,2-s2.0-85046577858
"Fernández-Jalvo Y., Andrews P.","","Atlas of Taphonomic Identifications. 1001+ Images of fossil and recent mammal bone modification",2016,"Atlas of taphonomic identifications: 1001+ images of fossil and recent mammal bone modification",,,,"","",,95,,2-s2.0-85020678328
"Fernández-López S.","","Taphonomic concepts for a theoretical biochronology",1991,"Revista Española de Paleontología","6","1",,"37","49",,92,,2-s2.0-0002295290
"Fernández-López S.R.","","Temas de Tafonomía. Departamento de Paleontología",2000,"Temas de Tafonomía",,,,"","",,71,,2-s2.0-16344378061
"Fernández-López S.R., Fernández-Jalvo Y.","",[No title available],2002,"The limit between biostratinomy and fossildiagenesis",,,,"","",,1,,2-s2.0-85079730068
"Fiorillo A.R.","","An experimental study of trampling: Implications for the fossil record",1989,"Bone Modification",,,,"61","71",,124,,2-s2.0-0002894449
"Fisher Jr. J.W.","14419752700;","Bone surface modifications in zooarchaeology",1995,"Journal of Archaeological Method and Theory","2","1",,"7","68",,336,"10.1007/BF02228434",2-s2.0-6344236106
"Fyhrie D.P.","7006231361;","The Mechanical Properties of Bone",2010,"Osteoporosis in Men",,,,"51","67",,3,"10.1016/B978-0-12-374602-3.00005-5",2-s2.0-84882896651
"Gifford-Gonzalez D.P., Damrosch D.B., Damrosch D.R., Pryor J., Thunen R.L.","6602740917;57204921767;57204921766;57204905918;57204916561;","The Third Dimension in Site Structure: An Experiment in Trampling and Vertical Dispersal",1985,"American Antiquity","50","4",,"796","802",,153,"10.2307/280169",2-s2.0-85057853585
