Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,,,"Dryden, I.L.; Mardia, K.V.",[No abstract available],,,,,,Scopus,2-s2.0-0003489720
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"Jombart T., Devillard S., Balloux F.","24331843100;6506463429;6701693410;","Discriminant analysis of principal components: A new method for the analysis of genetically structured populations",2010,"BMC Genetics","11",, 94,"","",,1731,"10.1186/1471-2156-11-94","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957919360&doi=10.1186%2f1471-2156-11-94&partnerID=40&md5=efaffcb9102a311a8162c0857746c672","MRC Centre for Outbreak Analysis and Modelling, Department of Infectious Disease Epidemiology, Imperial College Faculty of Medicine, St Mary's Campus, Norfolk Place, London W2 1PG, United Kingdom; Université de Lyon, Université Lyon1, UMR 5558 - LBBE Biométrie et Biologie évolutive Bât. Grégor Mendel, 43 bd du 11 novembre 1918, 69622 Villeurbanne cedex, France","Jombart, T., MRC Centre for Outbreak Analysis and Modelling, Department of Infectious Disease Epidemiology, Imperial College Faculty of Medicine, St Mary's Campus, Norfolk Place, London W2 1PG, United Kingdom; Devillard, S., Université de Lyon, Université Lyon1, UMR 5558 - LBBE Biométrie et Biologie évolutive Bât. Grégor Mendel, 43 bd du 11 novembre 1918, 69622 Villeurbanne cedex, France; Balloux, F., MRC Centre for Outbreak Analysis and Modelling, Department of Infectious Disease Epidemiology, Imperial College Faculty of Medicine, St Mary's Campus, Norfolk Place, London W2 1PG, United Kingdom","Background: The dramatic progress in sequencing technologies offers unprecedented prospects for deciphering the organization of natural populations in space and time. However, the size of the datasets generated also poses some daunting challenges. In particular, Bayesian clustering algorithms based on pre-defined population genetics models such as the STRUCTURE or BAPS software may not be able to cope with this unprecedented amount of data. Thus, there is a need for less computer-intensive approaches. Multivariate analyses seem particularly appealing as they are specifically devoted to extracting information from large datasets. Unfortunately, currently available multivariate methods still lack some essential features needed to study the genetic structure of natural populations.Results: We introduce the Discriminant Analysis of Principal Components (DAPC), a multivariate method designed to identify and describe clusters of genetically related individuals. When group priors are lacking, DAPC uses sequential K-means and model selection to infer genetic clusters. Our approach allows extracting rich information from genetic data, providing assignment of individuals to groups, a visual assessment of between-population differentiation, and contribution of individual alleles to population structuring. We evaluate the performance of our method using simulated data, which were also analyzed using STRUCTURE as a benchmark. Additionally, we illustrate the method by analyzing microsatellite polymorphism in worldwide human populations and hemagglutinin gene sequence variation in seasonal influenza.Conclusions: Analysis of simulated data revealed that our approach performs generally better than STRUCTURE at characterizing population subdivision. The tools implemented in DAPC for the identification of clusters and graphical representation of between-group structures allow to unravel complex population structures. Our approach is also faster than Bayesian clustering algorithms by several orders of magnitude, and may be applicable to a wider range of datasets. © 2010 Jombart et al; licensee BioMed Central Ltd.",,"hemagglutinin; microsatellite DNA; allele; article; discriminant analysis; gene cluster; gene sequence; genetic analysis; genetic polymorphism; human; microsatellite marker; multivariate analysis; population genetic structure; principal component analysis; seasonal influenza; ethnic and racial groups; gene frequency; genetics; Influenza virus A H3N2; methodology; multivariate analysis; Discriminant Analysis; Gene Frequency; Hemagglutinins; Humans; Influenza A Virus, H3N2 Subtype; Microsatellite Repeats; Multivariate Analysis; Population Groups; Principal Component Analysis",Article,"Final",Open Access,Scopus,2-s2.0-77957919360
"Beck C., Jones G.T.","7402419204;7406142323;","Clovis and western stemmed: Population migration and the meeting of two technologies in the intermountain west",2010,"American Antiquity","75","1",,"81","116",,139,"10.7183/0002-7316.75.1.81","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749341369&doi=10.7183%2f0002-7316.75.1.81&partnerID=40&md5=5b04ee4a2a16fb78df0e319b6b796aae","Department of Anthropology, Hamilton College, Clinton, NY 13323, United States","Beck, C., Department of Anthropology, Hamilton College, Clinton, NY 13323, United States; Jones, G.T., Department of Anthropology, Hamilton College, Clinton, NY 13323, United States","The lntermountain West is rarely included in discussions of the North American Paleoindian record, largely because there is so little evidence for Clovis in that region. What has been ignored in these discussions is the presence of an early record in the region associated not with Clovis, but with a different technology, the main diagnostic of which is the large, contracting stemmed projectile point. Dates associated with this technology are comparable to the earliest Clovis dates on the Plains. An examination of the spatial and temporal distributions of Clóvis diagnostics suggests that elements of this technology arrived relatively late in the lntermountain West, apparently the termination of a diffusion (or migration) process that began in the southern Plains or Southeast, moved northward along the Rocky Mountain front, and eventually onto the Columbia Plateau. We argue that initial colonization of the 'intermountain region most likely involved groups moving inland from the Pacific coast carrying a non-Clovis technology, which was already in place by the time Clovis technology arrived. Copyright © 2010 by the Society for American Archaeology.",,,Article,"Final",,Scopus,2-s2.0-77749341369
"Clopton R.E.","6701746430;","Standard nomenclature and metrics of plane shapes for use in gregarine taxonomy",2004,"Comparative Parasitology","71","2",,"130","140",,111,"10.1654/4151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3543038862&doi=10.1654%2f4151&partnerID=40&md5=b3e21690cc443842377971569cc8e5f9","Department of Natural Science, Peru State College, Peru, NE 68421, United States","Clopton, R.E., Department of Natural Science, Peru State College, Peru, NE 68421, United States","Current practice in gregarine (Apicomplexa: Eugregarinorida) taxonomy does not include a standard nomenclature and metric set for plane shapes even though most taxonomic works within the group depend on shape-based descriptions. The lack of a uniform shape nomenclature and metric set has produced considerable confusion in gregarine systematics: descriptions of species often are not directly comparable even among congeneric taxa. As a step toward unifying taxonomic practice within Eugregarinorida, a standard nomenclature and metric set for 278 plane shapes in 23 shape series is delineated.","Apicomplexa; Eugregarinorida; Gregarine; Nomenclature; Shape; Taxonomy","Apicomplexa",Article,"Final",,Scopus,2-s2.0-3543038862
"Grosman L., Smikt O., Smilansky U.","25636007900;24492599300;7003922083;","On the application of 3-D scanning technology for the documentation and typology of lithic artifacts",2008,"Journal of Archaeological Science","35","12",,"3101","3110",,79,"10.1016/j.jas.2008.06.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249089236&doi=10.1016%2fj.jas.2008.06.011&partnerID=40&md5=81e7ff712f2bf310bcd485aeb25bd909","Department of Physics of Complex Systems, The Weizmann Institute of Science, Rehovot, 76100, Israel; The Institute of Archaeology, The Hebrew University, Mount Scopus, Jerusalem, 91904, Israel; Department of Computer Science and Applied Mathematics, The Weizmann Institute of Science, Rehovot, 76100, Israel; Cardiff School of Mathematics, WIMCS, Cardiff University, Senghennydd Road, Cardiff, CF24 4AG, United Kingdom","Grosman, L., Department of Physics of Complex Systems, The Weizmann Institute of Science, Rehovot, 76100, Israel, The Institute of Archaeology, The Hebrew University, Mount Scopus, Jerusalem, 91904, Israel; Smikt, O., Department of Computer Science and Applied Mathematics, The Weizmann Institute of Science, Rehovot, 76100, Israel; Smilansky, U., Department of Physics of Complex Systems, The Weizmann Institute of Science, Rehovot, 76100, Israel, Cardiff School of Mathematics, WIMCS, Cardiff University, Senghennydd Road, Cardiff, CF24 4AG, United Kingdom","A 3-D optical scanner was used to obtain precise and complete representations of lithic artifacts. A computer algorithm, which was specially developed for the purpose, was used to position the artifacts in a way which enables the extraction of the standard metric parameters (length, width, width at 1/2 length, etc.). In this way, the ambiguities which affect the traditional manual measurements were eliminated. This new methodology creates accurate and objective databases. Several other parameters (center of mass position, volume, surface area) were also computed. The advantages of our method are illustrated by the analysis of 90 scanned Lower Paleolithic handaxes. © 2008 Elsevier Ltd. All rights reserved.","3-D images; Automatic documentation; Handaxes; Lithics; Metric parameters","algorithm; artifact; database; methodology; Paleolithic; three-dimensional modeling; typology",Article,"Final",,Scopus,2-s2.0-51249089236
"Kuehn S.C., Froese D.G., Carrara P.E., Foit Jr. F.F., Pearce N.J.G., Rotheisler P.","12773639600;6603371267;7003807494;6701325361;7101772426;37047742900;","Major- and trace-element characterization, expanded distribution, and a new chronology for the latest Pleistocene Glacier Peak tephras in western North America",2009,"Quaternary Research","71","2",,"201","216",,65,"10.1016/j.yqres.2008.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60249087642&doi=10.1016%2fj.yqres.2008.11.003&partnerID=40&md5=2ec1ee9f15b6a0203a1903267902eb5c","Department of Earth and Atmospheric Sciences, University of Alberta, 1-26 Earth Sciences Building, Edmonton, AB T6G 2E3, Canada; United States Geological Survey, Box 25046, Denver Federal Center Mail Stop 980, Denver, CO 80225-0046, United States; School of Earth and Environmental Sciences, Washington State University, PO Box 642812, Pullman, WA 99164-2812, United States; Institute of Geography and Earth Sciences, Aberystwyth University, Aberystwyth, SY23 3DB Wales, United Kingdom; Department of Geography and Earth and Environmental Science, Okanagan College, 1000 KLO Road, Kelowna, BC V1Y 4X8, Canada","Kuehn, S.C., Department of Earth and Atmospheric Sciences, University of Alberta, 1-26 Earth Sciences Building, Edmonton, AB T6G 2E3, Canada; Froese, D.G., Department of Earth and Atmospheric Sciences, University of Alberta, 1-26 Earth Sciences Building, Edmonton, AB T6G 2E3, Canada; Carrara, P.E., United States Geological Survey, Box 25046, Denver Federal Center Mail Stop 980, Denver, CO 80225-0046, United States; Foit Jr., F.F., School of Earth and Environmental Sciences, Washington State University, PO Box 642812, Pullman, WA 99164-2812, United States; Pearce, N.J.G., Institute of Geography and Earth Sciences, Aberystwyth University, Aberystwyth, SY23 3DB Wales, United Kingdom; Rotheisler, P., Department of Geography and Earth and Environmental Science, Okanagan College, 1000 KLO Road, Kelowna, BC V1Y 4X8, Canada","The Glacier Peak tephra beds are among the most widespread and arguably some of the most important late Pleistocene chronostratigraphic markers in western North America. These beds represent a series of closely-spaced Plinian and sub-Plinian eruptions from Glacier Peak, Washington. The two most widespread beds, Glacier Peak 'G' and 'B', are reliably distinguished by their glass major and trace element abundances. These beds are also more broadly distributed than previously considered, covering at least 550,000 and 260,000 km2, respectively. A third bed, the Irvine bed, known only from southern Alberta, is similar in its major-element composition to the Glacier Peak G bed, but it shows considerable differences in trace element concentrations. The Irvine bed is likely considerably older than the G and B tephras and probably records an additional Plinian eruption, perhaps also from Glacier Peak but from a different magma than G through B. A review of the published radiocarbon ages, new ages in this study, and consideration in a Bayesian framework suggest that the widespread G and B beds are several hundred years older than widely assumed. Our revised age is about 11,600 14C yr BP or a calibrated age (at 2 sigma) of 13,710-13,410 cal yr BP. © 2008 University of Washington.","Bayesian calibration; Electron probe microanalysis (EPMA); Glacier Peak; Late Pleistocene; Major-element analysis; Radiocarbon dating; Tephra; Tephrochronology; Trace-element analysis","age determination; Bayesian analysis; biomarker; calibration; chronostratigraphy; electron probe analysis; Pleistocene; plinian eruption; radiocarbon dating; tephra; tephrochronology; trace element; Cascade Range; Glacier Peak; North America; United States; Washington [United States]; Plinia",Article,"Final",,Scopus,2-s2.0-60249087642
"Lycett S.J., Cramon-Taubadel N.v., Gowlett J.A.J.","9434693200;23471109300;6603228354;","A comparative 3D geometric morphometric analysis of Victoria West cores: implications for the origins of Levallois technology",2010,"Journal of Archaeological Science","37","5",,"1110","1117",,57,"10.1016/j.jas.2009.12.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649192918&doi=10.1016%2fj.jas.2009.12.011&partnerID=40&md5=de431dd4e68566bc8c5f5ace4c62da30","Department of Anthropology, University of Kent, Canterbury, CT2 7NR, United Kingdom; British Academy Centenary Research Project, SACE, University of Liverpool, Liverpool, L69 3BX, United Kingdom","Lycett, S.J., Department of Anthropology, University of Kent, Canterbury, CT2 7NR, United Kingdom, British Academy Centenary Research Project, SACE, University of Liverpool, Liverpool, L69 3BX, United Kingdom; Cramon-Taubadel, N.v., Department of Anthropology, University of Kent, Canterbury, CT2 7NR, United Kingdom, British Academy Centenary Research Project, SACE, University of Liverpool, Liverpool, L69 3BX, United Kingdom; Gowlett, J.A.J., British Academy Centenary Research Project, SACE, University of Liverpool, Liverpool, L69 3BX, United Kingdom","The 'Victoria West' is a Lower Paleolithic industry from South Africa, which includes prepared cores and has previously been noted to bear strong morphological resemblances with later Middle Paleolithic prepared core technologies (i.e. Levallois cores). Indeed, from the earliest commentaries on the Victoria West, it has frequently been thought of as a 'large Levallois' variant. The hypothesis that VW cores are accurately characterised as 'large Levallois' is tested here using a comparative 3D geometric morphometric (GM) methodology. GM methods are powerful statistical tools for shape analysis that offer many advantages over traditional means of shape quantification and comparison. The use of landmarks to capture shape variation allows for the preservation of the full geometry, as well as enabling the more precise description of shape versus size. Moreover, biological studies have shown that the use of landmarks allows for a flexible approach to comparing specific aspects of overall morphology. Here, we employ GM to analyse differences in core surface morphology in a range of Lower and Middle Palaeolithic artefacts, including Victoria West examples (total n = 639 artefacts). In comparison with cores from non-handaxe Mode 1, Acheulean handaxes, and Levallois cores, the Victoria West share shape affinities with both Acheulean handaxes and Levallois cores. However, when compared directly with a group of large Middle Palaeolithic Levallois cores from Baker's Hole (UK), the Victoria West were found to more closely resemble handaxes, while the Baker's Hole set are simply isometrically-scaled Levallois cores. These analyses show that, despite broad technological and qualitative morphological similarities with Levallois cores, Victoria West cores are morphologically more similar to Lower Palaeolithic artefact forms, such as handaxes, and are in some respects distinct from Middle Palaeolithic Levallois cores. In line with other recent analyses, our results support suggestions that the Victoria West technique is an extension of longstanding Acheulean traditions for the preparation of biface blanks, but with its own distinct characteristics. © 2009 Elsevier Ltd. All rights reserved.","Acheulean handaxes; Geometric morphometrics; Levallois; Prepared core technology; Victoria West","archaeological evidence; artifact; comparative study; geometry; morphometry; Paleolithic; three-dimensional modeling; tool use; Northern Cape; South Africa; Victoria West",Article,"Final",,Scopus,2-s2.0-77649192918
"Mehringer Jr P.J., Foit Jr F.F.","6602619485;6701325361;","Volcanic ash dating of the Clovis Cache at East Wenatchee, Washington",1990,"National Geographic Research","6","4",,"495","503",,49,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025660340&partnerID=40&md5=38776cd8a821e563de750ad164f37068","Dept. Anthropology, Washington State Univ., Pullman, WA 99164-4910, USA, United States","Mehringer Jr, P.J., Dept. Anthropology, Washington State Univ., Pullman, WA 99164-4910, USA, United States; Foit Jr, F.F., Dept. Anthropology, Washington State Univ., Pullman, WA 99164-4910, USA, United States","The association with Glacier Peak tephra may provide valuable insights into the presence of Clovis stone tools in the Pacific Northwest. There were several eruptions of Glacier Peak around 11 250 BP. Tephra analyses are mostly non-destructive of the evidence. New methods and continued study should make it possible to date the East Wenatchee site more precisely. -J.Sheail",,"age determination; archaeological dating; field evidence; stone tool; tephra analysis; tephrochronology; volcanic ash; Cascades; Clovis Cache; East Wanatchee; Glacier Peak; USA; Washington; Washington State",Article,"Final",,Scopus,2-s2.0-0025660340
"Shott M., Trail B.","","Exploring New Approaches to Lithic Analysis: Laser Scanning and Geometric Morphometrics",2010,"Lithic Technology","35","2",,"195","220",,41,,,,"Shott, M.; Trail, B.",[No abstract available],,,,"Final",,Scopus,2-s2.0-84857114130
