Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Arsuaga J.L., Martínez I., Gracia A., Lorenzo C.","6506247114;56243441600;55014692100;35346371000;","The Sima de los Huesos crania (Sierra de Atapuerca, Spain). A comparative study",1997,"Journal of Human Evolution","33","2-3",,"219","281",,275,"10.1006/jhev.1997.0133",2-s2.0-0031202616
"Bailey S.","7401729489;","Beyond shovel-shaped incisors: Neandertal dental morphology in a comparative context",2006,"Periodicum Biologorum","108","3",,"253","267",,68,,2-s2.0-33746487882
"Bailey S.E., Lynch J.M.","7401729489;25934906700;","Diagnostic differences in mandibular P4 shape between neandertals and anatomically modern humans",2005,"American Journal of Physical Anthropology","126","3",,"268","277",,90,"10.1002/ajpa.20037",2-s2.0-13544271764
"Bastir M., O'Higgins P., Rosas A.","6603088960;7004722122;7005126537;","Facial ontogeny in Neanderthals and modern humans",2007,"Proceedings of the Royal Society B: Biological Sciences","274","1614",,"1125","1132",,76,"10.1098/rspb.2006.0448",2-s2.0-34447330673
"Bastir M., Rosas A., Lieberman D.E., O'Higgins P.","6603088960;7005126537;7202460412;7004722122;","Middle cranial fossa anatomy and the origin of modern humans",2008,"Anatomical Record","291","2",,"130","140",,61,"10.1002/ar.20636",2-s2.0-41949133442
"Bastir M., Rosas A., Tabernero A.G., Peña-Melián A., Estalrrich A., de la Rasilla M., Fortea J.","6603088960;7005126537;35750656200;6602424346;35091186700;8242330500;8242330400;","Comparative morphology and morphometric assessment of the Neandertal occipital remains from the El Sidrón site (Asturias, Spain: years 2000-2008)",2010,"Journal of Human Evolution","58","1",,"68","78",,23,"10.1016/j.jhevol.2009.08.006",2-s2.0-70450233612
"Bermúdez de Castro J.","7003670066;","Dental remains from Atapuerca/Ibeas (Spain) II. Morphology",1988,"Journal of Human Evolution","17","3",,"279","304",,58,"10.1016/0047-2484(88)90072-3",2-s2.0-0000590556
"Bermúdez De Castro J.M., Arsuaga J.L., Carbonell E., Rosas A., Martínez I., Mosquera M.","7003670066;6506247114;7004942023;7005126537;56243441600;7005915345;","A hominid from the lower Pleistocene of Atapuerca, Spain: Possible ancestor to Neandertals and modern humans",1997,"Science","276","5317",,"1392","1395",,435,"10.1126/science.276.5317.1392",2-s2.0-0030861531
"Bischoff J.L., Williams R.W., Rosenbauer R.J., Aramburu A., Arsuaga J.L., García N., Cuenca-Bescós G.","7101715751;8305115900;7003888851;6507656835;6506247114;35333939400;6602363836;","High-resolution U-series dates from the Sima de los Huesos hominids yields 600- 66+ ∞ kyrs: implications for the evolution of the early Neanderthal lineage",2007,"Journal of Archaeological Science","34","5",,"763","770",,160,"10.1016/j.jas.2006.08.003",2-s2.0-33845809154
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8",2-s2.0-0031107378
"Boule M.","","L'homme fossile de la Chapelle-aux-Saints",1911,"Ann Paleontol","6",,,"111","172",,215,,2-s2.0-0001984011
"Bräuer G.","7101650530;","New evidence on the transitional period between Neanderthal and modern man",1981,"Journal of Human Evolution","10","6",,"467","468,IN3-IN4,469-474",,14,"10.1016/S0047-2484(81)80093-0",2-s2.0-0019773874
"Bräuer G.","","The 'Afro-European sapiens hypothesis' and hominid evolution in East Asia during the late Middle and Upper Pleistocene",1984,"Cour. Forsch.-Inst. Senckenberg","69",,,"145","165",,63,,2-s2.0-0000326903
"Bräuer G.","7101650530;","The origin of modern anatomy: By speciation or intraspecific evolution?",2008,"Evolutionary Anthropology","17","1",,"22","37",,103,"10.1002/evan.20157",2-s2.0-41549121971
"Bruner E., Manzi G., Arsuaga J.L.","6701840150;7003844476;6506247114;","Encephalization and allometric trajectories in the genus Homo: Evidence from the Neandertal and modern lineages",2003,"Proceedings of the National Academy of Sciences of the United States of America","100","26",,"15335","15340",,194,"10.1073/pnas.2536671100",2-s2.0-0347364653
"Bruner E., Saracino B., Ricci F., Tafuri M., Passarello P., Manzi G.","6701840150;6603322293;57197196128;14322583700;6506878005;7003844476;","Midsagittal cranial shape variation in the genus Homo by geometric morphometrics",2004,"Collegium Antropologicum","28","1",,"99","112",,37,,2-s2.0-3142547336
"Cann R.L., Stoneking M., Wilson A.C.","7005073189;7005947824;7404869644;","Mitochondrial DNA and human evolution",1987,"Nature","325","6099",,"31","36",,1730,"10.1038/325031a0",2-s2.0-0023163377
"Carretero J.M., Arsuaga J.L., Lorenzo C.","7101919497;6506247114;35346371000;","Clavicles, scapulae and humeri from the Sima de los Huesos site (Sierra de Atapuerca, Spain)",1997,"Journal of Human Evolution","33","2-3",,"357","408",,96,"10.1006/jhev.1997.0128",2-s2.0-0031205894
"Clark J.D., De Heinzelin J., Schick K.D., Hart W.K., White T.D., WoldeGabriel G., Walter R.C., Suwa G., Asfaw B., Vrba E., Selassie Y.H.","7407826057;6506139083;7003617855;57212956767;35427764800;6603789752;57203199929;6603844265;7004420438;56253878100;23081597400;","African Homo erectus: Old radiometric ages and young oldowan assemblages in the Middle Awash Valley, Ethiopia",1994,"Science","264","5167",,"1907","1910",,133,"10.1126/science.8009220",2-s2.0-0028169211
"Collard M., Wood B.","7102608373;7401873883;","How reliable are human phylogenetic hypotheses?",2000,"Proceedings of the National Academy of Sciences of the United States of America","97","9",,"5003","5006",,167,"10.1073/pnas.97.9.5003",2-s2.0-0034712946
"Cook J., Stringer C.B., Currant A.P., Schwarcz H.P., Wintle A.G.","7404185077;7005875885;6602426151;7005926560;7005930050;","A review of the chronology of the European Middle Pleistocene hominid record",1982,"American Journal of Physical Anthropology","25","3 S",,"19","65",,45,"10.1002/ajpa.1330250504",2-s2.0-0020445619
"Von Cramon-Taubadel N.","23471109300;","Congruence of individual cranial bone morphology and neutral molecular affinity patterns in modern humans",2009,"American Journal of Physical Anthropology","140","2",,"205","215",,107,"10.1002/ajpa.21041",2-s2.0-70349102576
"Crevecoeur I., Rougier H., Grine F., Froment A.","15843189200;15136670400;35431800400;7005494385;","Modern human cranial diversity in the late pleistocene of Africa and Eurasia: Evidence from Nazlet Khater, Peştera cu Oase, and Hofmeyr",2009,"American Journal of Physical Anthropology","140","2",,"347","358",,32,"10.1002/ajpa.21080",2-s2.0-70349117009
"Dean D.","","The middle Pleistocene Homo erectus/Homo sapiens transition: new evidence from space curve statistics",1993,"The middle Pleistocene Homo Erectus/Homo Sapiens Transition: New Evidence from Space Curve Statistics",,,,"","",,20,,2-s2.0-0003798722
"Dean D., Hublin J.-J., Holloway R., Ziegler R.","24922555700;6602606027;7103241626;35394457500;","On the phylogenetic position of the pre-Neandertal specimen from Reilingen, Germany",1998,"Journal of Human Evolution","34","5",,"485","508",,113,"10.1006/jhev.1998.0214",2-s2.0-0032071342
"Ducros A.","","Le chignon occipital, mesure sur le squelette",1967,"L'Anthropologie","71",,,"75","96",,10,,2-s2.0-0010238969
"Falguères C., Yokoyama Y., Shen G., Bischoff J.L., Ku T.-L., de Lumley H.","7004150340;7402992169;7401966814;7101715751;7006238881;56004932700;","New U-series dates at the Caune de l'Arago, France",2004,"Journal of Archaeological Science","31","7",,"941","952",,67,"10.1016/j.jas.2003.12.008",2-s2.0-3042824857
"Feibel C.S., Brown F.H., McDougall I.","6603873935;16471404600;7102566996;","Stratigraphic context of fossil hominids from the Omo group deposits: Northern Turkana Basin, Kenya and Ethiopia",1989,"American Journal of Physical Anthropology","78","4",,"595","622",,340,"10.1002/ajpa.1330780412",2-s2.0-0024559625
"Frayer D.W.","7006490063;","The persistence of Neanderthal features in post-Neanderthal europeans",1992,"Continuity or replacement: controversies in Homo sapiens evolution",,,,"179","188",,56,,2-s2.0-0026447966
"Freidline S., Gunz P., Harvati K., Delson E., Hublin J.J.","","How three-dimensional surface data can be used to reconstruct fragmentary fossils",2008,"Am. J. Phys. Anthropol. (S)","46",,,"99","",,2,,2-s2.0-77958165674
"Freidline S., Harvati K., Jancovic I., Gunz P., Delson E., Hublin J.J.","","3D landmark and semilandmark geometric morphometric analysis of the Zuttiyeh fronto-zygomatic fragment",2009,"Am. J. Phys. Anthropol. (S)","48",,,"164","",,1,,2-s2.0-77958194612
"Freidline S.E., Gunz P., Harvati K., Hublin J.J.","","3D semilandmark geometric morphometric quantification of modern human facial development",2010,"Am. J. Phys. Anthropol.","50",,,"93","",,2,,2-s2.0-77958164020
"Gómez-Olivencia A., Carretero J.M., Arsuaga J.L., Rodríguez-García L., García-González R., Martínez I.","16401627800;7101919497;6506247114;56645623200;16401367300;56243441600;","Metric and morphological study of the upper cervical spine from the Sima de los Huesos site (Sierra de Atapuerca, Burgos, Spain)",2007,"Journal of Human Evolution","53","1",,"6","25",,41,"10.1016/j.jhevol.2006.12.006",2-s2.0-34249740637
"Gómez-Robles A., Martinón-Torres M., Bermúdez de Castro J.M., Margvelashvili A., Bastir M., Arsuaga J.L., Pérez-Pérez A., Estebaranz F., Martínez L.M.","19638655200;6505967345;7003670066;19639204400;6603088960;6506247114;7003385730;13004474600;8208322800;","A geometric morphometric analysis of hominin upper first molar shape",2007,"Journal of Human Evolution","53","3",,"272","285",,116,"10.1016/j.jhevol.2007.02.002",2-s2.0-34548239743
