Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Rohlf F.J.","7003281107;","Shape statistics: Procrustes superimpositions and tangent spaces",1999,"Journal of Classification","16","2",,"197","223",,537,"10.1007/s003579900054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033235691&doi=10.1007%2fs003579900054&partnerID=40&md5=afe1b218ad4917ce57cf2dee9936bc68","State University of New York, Stony Brook, NY, United States; Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States","Rohlf, F.J., State University of New York, Stony Brook, NY, United States, Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States","The shape of a set of labeled points corresponds to those attributes of the configuration that are invariant to the effects of translation, rotation, and scale. Procrustes distance may be used to compare different shapes and also serve as a metric that may be used to define multidimensional shape spaces. This paper demonstrates that the preshape space of planar triangles Procrustes aligned to a reference triangle corresponds to a unit hemisphere. An overview of methods used as linear approximations of D. G. Kendall's non-Euclidean shape space is given, and the equivalence of several methods based on orthogonal projections is shown. Some problems with approximations based on stereographic projections are also discussed. A simple example using artificial data is included.","Kendall shape space; Multivariate analysis; Partial warps; Preshape space; Tangent space",,Article,"Final",,Scopus,2-s2.0-0033235691
"Rohlf F.J., Corti M.","7003281107;56232198800;","Use of two-block partial least-squares to study covariation in shape",2000,"Systematic Biology","49","4",,"740","753",,459,"10.1080/106351500750049806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034351393&doi=10.1080%2f106351500750049806&partnerID=40&md5=f5aaf8597bd3c13104f1b4468125b0ee","Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Dipto. di Biol. Animale e dell'Uomo, Universita' di Roma La Sapienza, via Borelli 50, 00161 Roma, Italy","Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Corti, M., Dipto. di Biol. Animale e dell'Uomo, Universita' di Roma La Sapienza, via Borelli 50, 00161 Roma, Italy","The relatively new two-block partial least-squares method for analyzing the covariance between two sets of variables is described and contrasted with the well-known method of canonical correlation analysis. Their statistical properties, types of answers, and visualization techniques are discussed. Examples are given to show its usefulness in comparing two sets of variables - especially when one or both of the sets of variables are shape variables from a geometric morphometric study.","Canonical correlation; Covariance; Morphometrics; Mus musculus domesticus; Partial least squares; Plethodon; Visualization","analysis of variance; animal; article; bone; classification; fibula; genetics; histology; humerus; mouse; regression analysis; skull; tibia; ulna; Analysis of Variance; Animals; Bone and Bones; Fibula; Humerus; Least-Squares Analysis; Mice; Skull; Tibia; Ulna",Article,"Final",Open Access,Scopus,2-s2.0-0034351393
"Rohlf F.J.","","Relative warp analysis and an example of its application to mosquito wings",1993,"Contributions to Morphometrics",,,,"131","159",,446,,,,"Rohlf, F.J.",[No abstract available],,,,,,Scopus,2-s2.0-0001118169
"Marcus L.F.","","Traditional morphometrics",1990,"Proceedings of the Michigan Morphometrics Workshop",,,,"77","122",,294,,,,"Marcus, L.F.",[No abstract available],,,,,,Scopus,2-s2.0-0002275679
"Klingenberg C.P.","7004588456;","Morphometric integration and modularity in configurations of landmarks: Tools for evaluating a priori hypotheses",2009,"Evolution and Development","11","4",,"405","421",,290,"10.1111/j.1525-142X.2009.00347.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649986245&doi=10.1111%2fj.1525-142X.2009.00347.x&partnerID=40&md5=81165d39bae7606cfe7c9d60d8c9dee9","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Oxford Road, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Oxford Road, Manchester M13 9PT, United Kingdom","Identifying the modular components of a configuration of landmarks is an important task of morphometric analyses in evolutionary developmental biology. Modules are integrated internally by many interactions among their component parts, but are linked to one another only by few or weak interactions. Accordingly, traits within modules are tightly correlated with each other, but relatively independent of traits in other modules. Hypotheses concerning the boundaries of modules in a landmark configuration can therefore be tested by comparing the strength of covariation among alternative partitions of the configuration into subsets of landmarks. If a subdivision coincides with the true boundaries between modules, the correlations among subsets should be minimal. This article introduces Escoufier's RV coefficient and the multi-set RV coefficient as measures of the correlation between two or more subsets of landmarks. These measures can be compared between alternative partitions of the configuration into subsets. Because developmental interactions are tissue bound, it is sensible to require that modules should be spatially contiguous. I propose a criterion for spatial contiguity for sets of landmarks using an adjacency graph. The new methods are demonstrated with data on shape of the wing in Drosophila melanogaster and the mandible of the house mouse. © 2009 Wiley Periodicals, Inc.",,"evolution; fly; morphometry; rodent; testing method; wing; animal; article; biological model; Drosophila melanogaster; forelimb; mandible; mouse; prenatal development; Animals; Drosophila melanogaster; Mandible; Mice; Models, Biological; Wing; Drosophila melanogaster; Mus musculus",Article,"Final",,Scopus,2-s2.0-67649986245
"Rohlf F.J.","7003281107;","On Applications of Geometric Morphometrics to Studies of Ontogeny and Phylogeny",1998,"Systematic Biology","47","1",,"147","158",,289,"10.1080/106351598261094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346727676&doi=10.1080%2f106351598261094&partnerID=40&md5=93a91ab4e35f86f8e4b987031df39458","Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States",[No abstract available],,"animal; article; biological model; morphogenesis; multivariate analysis; phylogeny; reproducibility; theoretical model; Animals; Models, Biological; Models, Theoretical; Morphogenesis; Multivariate Analysis; Phylogeny; Reproducibility of Results",Review,"Final",Open Access,Scopus,2-s2.0-0346727676
"Kelly R.L.","57214416068;","The three sides of a biface",1988,"American Antiquity","53","4",,"717","734",,285,"10.2307/281115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010035110&doi=10.2307%2f281115&partnerID=40&md5=09869d11e07a9c83c051e50af4f0f377","Department of Anthropology, University of Louisville, Louisville, KY  40292, United States","Kelly, R.L., Department of Anthropology, University of Louisville, Louisville, KY  40292, United States","Three different sorts of bifacial tools-by-products of the shaping process, cores, and long use-life tools-are used to consider the role mobility plays in producing variability in hunter-gatherer lithic technologies. The relations among tool roles, raw-material distribution, and mobility as well as the archaeological consequences of the different roles are key factors. An examination of temporal trends in the use of bifacial implements in the Carson Sink of western Nevada shows how the proposed perspective on lithic technology can help to elucidate change in mobility strategies. A shift from the use of bifaces as cores to an infrequent use of bifaces as tools suggests a shift from logistical to short-term residential use of the raw-material-poor Carson Sink; a later shift to the use of small, frequently unifacial, nonresharpenable points may indicate a shift to target-specific hunting strategies. © Society for American Archaeology 1988.",,,Article,"Final",,Scopus,2-s2.0-0010035110
"Hughes S.S.","57199311700;","Getting to the point: Evolutionary change in prehistoric weaponry",1998,"Journal of Archaeological Method and Theory","5","4",,"345","408",,174,"10.1007/BF02428421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54649083999&doi=10.1007%2fBF02428421&partnerID=40&md5=875b05f5e4808d58341dd51a759c9939","Department of Anthropology, University of Washington, Seattle, WA 98195, United States","Hughes, S.S., Department of Anthropology, University of Washington, Seattle, WA 98195, United States","The evolution of prehistoric weaponry remains an open question in North American archaeology. The traditional model argues for an early use of the throwing spear followed by the spearthrower and bow and arrow. A major difficulty in testing this model is identifying the functional variables that characterize different weaponry. The evolution of prehistoric weaponry is reexamined here from an evolutionary perspective where projectile points are considered part of the complete weapon system and variation within that system is identified. The engineering of four weapon systems, the thrusting spear, throwing spear, spearthrower, and bow, are examined to identify those point variables that enhance the success of the system. These variables are then measured on a 9000-year sequence of projectile points from northwestern Wyoming to examine time/space patterns. The patterns reveal that the spearthrower was in use prior to 7500 years ago.","Engineering of primitive weaponry; Mummy Cave © 1998 plenum publishing corporation; Prehistoric weaponry; Projectile point; Weapon evolution",,Article,"Final",,Scopus,2-s2.0-54649083999
"Kuhn S.L.","7103392233;","A geometric index of reduction for unifacial stone tools",1990,"Journal of Archaeological Science","17","5",,"583","593",,139,"10.1016/0305-4403(90)90038-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949286907&doi=10.1016%2f0305-4403%2890%2990038-7&partnerID=40&md5=686c4d0e62f4548bec9c1458232f5338","Department of Anthropology, University of New Mexico, Albuquerque, NM 87131, United States","Kuhn, S.L., Department of Anthropology, University of New Mexico, Albuquerque, NM 87131, United States","Issues relating to the maintenance and renewal of stone tools have become increasingly important in studies of prehistoric technologies. This paper presents an index of reduction for unifacial side-scrapers, a common tool form in many assemblages. The index is based on a simple geometric model of flake cross-sections. It is unprejudiced by varying paths of reduction and the original sizes of tools. However, the index is potentially subject to bias resulting from variation in the form of tool blanks: In spite of these constraints, experimental data suggest that the index constitutes' a reliable measure of the extent of tool reduction. © 1990.","Experimental flintknapping; Lithic technology; Scrapers; Tool reduction/resharpening",,Article,"Final",,Scopus,2-s2.0-44949286907
"Meltzer D.","","Was stone exchanged among Eastern North American Paleoindians?",1989,"Eastern Paleoindian Lithic Resource Use",,,,"11","39",,124,,,,"Meltzer, D.",[No abstract available],,,,,,Scopus,2-s2.0-0002403085
