Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Core Team R.","","R: A Language and Environment for Statistical Computing",2014,"R: A Language and Environment for Statistical Computing",,,,"","",,7274,,,,"Core Team, R.",[No abstract available],,,,"Final",,Scopus,2-s2.0-84975753826
"Buikstra J.E., Ubelaker D.H.","","Standards for data collection from human skeletal remains",1994,"Standards for Data Collection from Human Skeletal Remains",,,,"","",,2465,,,,"Buikstra, J.E.; Ubelaker, D.H.",[No abstract available],,,,,,Scopus,2-s2.0-0003655056
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"Zelditch M.L., Swiderski D.L., Sheets H.D., Fink W.L.","",[No title available],2004,"Geometric Morphometrics for Biologists: A Primer",,,,"","",,689,,,,"Zelditch, M.L.; Swiderski, D.L.; Sheets, H.D.; Fink, W.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-85013705089
"Relethford J.H., Blangero J.","7005172819;7006574110;","Detection of differential gene flow from patterns of quantitative variation",1990,"Human Biology","62","1",,"5","25",,225,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025144359&partnerID=40&md5=6cee9354165c647e48aa83e1e4ef74c3","Department of Genetics, Southwest Foundation for Biomedical Research, P.O. Box 28147, San Antonio, TX 78284, United States","Relethford, J.H., Department of Genetics, Southwest Foundation for Biomedical Research, P.O. Box 28147, San Antonio, TX 78284, United States; Blangero, J., Department of Genetics, Southwest Foundation for Biomedical Research, P.O. Box 28147, San Antonio, TX 78284, United States","A major goal in anthropological genetics is the assessment of the effects of different microevolutionary forces. Harpending and Ward (1982) developed a model that aids in this effort by comparing observed and expected heterozygosity within populations in a local region. The expected heterozygosity within a population is a function of the total heterozygosity of the entire region and the distance of the population from the regional mean centroid of allele frequencies. Greater than average gene flow from an external source will result in a population having greater heterozygosity than expected. Less than average gene flow from an external source will result in a population having less heterozygosity than expected. We extend the Harpending-Ward model to quantitative traits using an equal and additive effects model of inheritance. Here the additive genetic variance within a population is directly proportional to heterozygosity, and its expectation is directly proportional to the genetic distance from the centroid. Under certain assumptions the expectations for phenotypic variances are similar. Observed and expected genetic or phenotypic variance can then be compared to assess the effects of differential external gene flow. When the additive genetic covariance matrix or heritabilities are not known, the phenotypic covariance matrix can be used to provide a conservative application of the model. In addition, we develop new methods for estimation of the genetic relationship matrix (R) from quantitative traits. We apply these models to two data sets: (1) six principal components derived from twenty dermatoglyphic ridge count measures for nine villages in Nepal and (2) ten anthropometric measurements for seven isolated populations in western Ireland. In both cases both the univariate and multivariate analyses provide results that can be directly interpreted in terms of historically known patterns of gene flow.",,"anthropometry; conference paper; heterozygosity; human; india; ireland; mathematical model; population research; quantitative assay; Anthropology, Physical; Anthropometry; Dermatoglyphics; Gene Frequency; Genetics, Population; Human; Models, Genetic; Nepal; Northern Ireland; Support, U.S. Gov't, Non-P.H.S.; Variation (Genetics)",Conference Paper,"Final",,Scopus,2-s2.0-0025144359
"Cobo B.","","History of the Inca Empire [1653]",1979,"History of the Inca Empire",,,,"","",,154,,,,"Cobo, B.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003938970
"Dingwall E.J.","",[No title available],1931,"Artificial Cranial Deformation: A Contribution to the Study of Ethnic Mutilations",,,,"","",,119,,,,"Dingwall, E.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0004131391
"De La Vega G.","","Royal Commentaries of the Incas and General History of Peru",1966,"Royal Commentaries of the Incas and General History of Peru",,,,"","",,109,,,,"De La Vega, G.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0002345246
"Dembo A., Imbelloni J.","","Deformaciones Intencionales del Cuerpo Humano de Carácter Étnico",1938,"Deformaciones intencionales del cuerpo humano de carácter étnico",,,,"","",,105,,,,"Dembo, A.; Imbelloni, J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0004168610
"Torres-Rouff C.","13204273900;","Cranial vault modification and ethnicity in middle horizon San Pedro de Atacama, Chile",2002,"Current Anthropology","43","1",,"163","171",,100,"10.1086/338290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14344253840&doi=10.1086%2f338290&partnerID=40&md5=c880561a3ca28841bbe4fe0a20d042c4","Department of Anthropology, University of California, Santa Barbara, CA 93106, United States","Torres-Rouff, C., Department of Anthropology, University of California, Santa Barbara, CA 93106, United States",[No abstract available],,,Review,"Final",,Scopus,2-s2.0-14344253840
"Von Cramon-Taubadel N.","23471109300;","Global human mandibular variation reflects differences in agricultural and hunter-gatherer subsistence strategies",2011,"Proceedings of the National Academy of Sciences of the United States of America","108","49",,"19546","19551",,98,"10.1073/pnas.1113050108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755183406&doi=10.1073%2fpnas.1113050108&partnerID=40&md5=d716814088756bcbeeea1bb6576e9a7e","Department of Anthropology, School of Anthropology and Conservation, University of Kent, Canterbury CT2 7NR, United Kingdom","Von Cramon-Taubadel, N., Department of Anthropology, School of Anthropology and Conservation, University of Kent, Canterbury CT2 7NR, United Kingdom","Variation in the masticatory behavior of hunter-gatherer and agricultural populations is hypothesized to be one of the major forces affecting the form of the human mandible. However, this has yet to be analyzed at a global level. Here, the relationship between global mandibular shape variation and subsistence economy is tested, while controlling for the potentially confounding effects of shared population history, geography, and climate. The results demonstrate that the mandible, in contrast to the cranium, significantly reflects subsistence strategy rather than neutral genetic patterns, with hunter-gatherers having consistently longer and narrower mandibles than agriculturalists. These results support notions that a decrease in masticatory stress among agriculturalists causes the mandible to grow and develop differently. This developmental argument also explains why there is often a mismatch between the size of the lower face and the dentition, which, in turn, leads to increased prevalence of dental crowding and malocclusions in modern postindustrial populations. Therefore, these results have important implications for our understanding of human masticatory adaptation.","Diet; Mastication; Phenotypic plasticity; Skull","agriculture; animal hunting; article; climate; cold; dentition; economic aspect; face; fishing; genetics; geography; history; human; malocclusion; mandible; mastication; masticatory muscle; maxilla; palate; priority journal; skull; thermoregulation; Adaptation, Physiological; Agriculture; Animal Husbandry; Biological Evolution; Diet; Female; Humans; Life Style; Male; Mandible; Models, Anatomic; Sex Factors; Skull; Stomatognathic System; Time Factors",Article,"Final",Open Access,Scopus,2-s2.0-83755183406
"Blom D.E., Lozada M.C., HallgríMsson B., Keng L., Buikstra J.E.","7005939639;8665220800;6602184859;57196426935;6701752370;","Tiwanaku ‘colonization’: Bioarchaeological implications for migration in the moquegua valley, peru",1998,"World Archaeology","30","2",,"238","261",,92,"10.1080/00438243.1998.9980409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031728744&doi=10.1080%2f00438243.1998.9980409&partnerID=40&md5=894123f5a72e1031f9a841aa25240aa7","Department of Anthropology, University of Chicago, Chicago, IL, 60637, United States; Department of Anatomy, University of Puerto Rico, San Juan, PR, 00936-5067, United States; Department of Anthropology, University of Houston, Houston, TX, 77204-5882, United States; Department of Anthropology, University of New Mexico, Albuquerque, NM, 87131-1086, United States","Blom, D.E., Department of Anthropology, University of Chicago, Chicago, IL, 60637, United States; Lozada, M.C., Department of Anthropology, University of Chicago, Chicago, IL, 60637, United States; HallgríMsson, B., Department of Anatomy, University of Puerto Rico, San Juan, PR, 00936-5067, United States; Keng, L., Department of Anthropology, University of Houston, Houston, TX, 77204-5882, United States; Buikstra, J.E., Department of Anthropology, University of New Mexico, Albuquerque, NM, 87131-1086, United States","Nothing is more central to theories of prehispanic Andean state formation than the relationship between highland core areas and ecologically-distinct peripheral regions. Various models, ranging from direct colonization to trade relations have been proposed and are usually grounded in architectural and material cultural patterning. We examine the human biological implications of colonization from the perspective of Tiwanaku, primarily during the expansive Tiwanaku IV and V periods (c. AD 500–1000). Using inherited skeletal features and artificial cranial deformation, we explore community patterning within the Titicaca Basin in comparison to that for the Moquegua (Middle Osmore) Valley, a region known to have strong cultural ties with the highland altiplano. Based in a sample of over 500 individuals, we test archaeologically-derived models that posit mass migration into the Moquegua region. Our results are not inconsistent with a migration model. © 1998 Routledge.","Andes; Bioarchaeology; Colonization; Identity; Migration; Tiwanaku","archaeological evidence; colonization; demographic history; historical geography; migration; peripheral region; Moquegua Valley; Peru",Article,"Final",,Scopus,2-s2.0-0031728744
"Blom D.E.","7005939639;","Embodying borders: Human body modification and diversity in Tiwanaku society",2005,"Journal of Anthropological Archaeology","24","1",,"1","24",,90,"10.1016/j.jaa.2004.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14344262303&doi=10.1016%2fj.jaa.2004.10.001&partnerID=40&md5=11075816567f625765d8d1922ffe6cf7","Department of Anthropology, University of Vermont, Williams Hall 508, Burlington, VT 05405-0168, United States","Blom, D.E., Department of Anthropology, University of Vermont, Williams Hall 508, Burlington, VT 05405-0168, United States","Building upon recent studies of settlement patterns and material cultural, this paper focuses on human body modification preserved in human bone as a complementary means of studying diversity in ancient societies. A review of ethnohistorical sources in conjunction with a human osteological study of cranial shape modification offers original data regarding diversity in Tiwanaku society, which was situated in the southern Andes from ca. AD 500-1100. The study sample includes 412 individuals from the site of Tiwanaku, surrounding sites in the Tiwanaku and Katari valleys, and Tiwanaku-affiliated sites in the Moquegua valley of southern Peru. A distinct regional pattern is clear in the ways in which head form was modified. In the Moquegua valley, solely fronto-occipital modification was employed, while in the Katari valley a distinctly different, annular modification was practiced. In contrast, individuals interred in the capital city of Tiwanaku displayed both head form styles. These results suggest that diverse groups of people from neighboring areas were drawn to the Tiwanaku capital in the highlands, and cranial shape modification was involved in symbolic boundary maintenance at the juncture of two distinct environmental niches, the precise location of the capital site of Tiwanaku. © 2004 Elsevier Inc. All rights reserved.","Andes; Bioarchaeology; Cranial deformation; Cranial modification; Ethnicity; Human osteology; Identity; Style",,Article,"Final",,Scopus,2-s2.0-14344262303
