Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,,,"Dryden, I.L.; Mardia, K.V.",[No abstract available],,,,,,Scopus,2-s2.0-0003489720
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2394,"10.2307/2992207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860428591&doi=10.2307%2f2992207&partnerID=40&md5=74ce7a85fe27c8da218b0b8e0fbb6d49","Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Rohlf, F.J., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States; Slice, D., Department of Ecology and Evolution, State University of New York at Stony Brook, Stony Brook, NY, 11794-5245, United States","Superimposition methods for comparing configurations of landmarks in two or more specimens are reviewed. These methods show differences in shape among specimens as residuals after rotation, translation, and scaling them so that they align as well as possible. A new method is presented that generalizes Siegel and Benson's (1982) resistant-fit theta-rho analysis so that more than two objects can be compared at the same time. Both least-squares and resistant-fit approaches are generalized to allow for affine transformations (uniform shape change). The methods are compared, using artificial data and data on 18 landmarks on the wings of 127 species of North American mosquitoes. Graphical techniques are also presented to help summarize the patterns of differences in shape among the objects being compared. © 1990 Society of Systematic Zoology.",,,Article,"Final",,Scopus,2-s2.0-84860428591
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"James Rohlf F., Marcus L.F.","24518567800;7005305240;","A revolution morphometrics",1993,"Trends in Ecology and Evolution","8","4",,"129","132",,1268,"10.1016/0169-5347(93)90024-J","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242462501&doi=10.1016%2f0169-5347%2893%2990024-J&partnerID=40&md5=14afd83efbc93ae5f62d49a4829a5597","Dept of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Dept of Biology, Queen's College, CUNY, Flushing, NY 11367, United States","James Rohlf, F., Dept of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Marcus, L.F., Dept of Biology, Queen's College, CUNY, Flushing, NY 11367, United States","We are now in the midst of a revolution in morphometric methodology. The new approaches are more effective in capturing information about the shape of an organism and result in more powerful statistical procedures for testing for differences in s shape. They are also more effective in enabling a researcher to visualize differences in shape and in suggesting simple traditional measurements that could be used in future studies. In this review we emphasize applications to exploratory studies in taxonomy and evolution. © 1993.",,,Review,"Final",,Scopus,2-s2.0-0242462501
"Wolff J.","","The law of bone remodelling",1986,"The Law of Bone Remodelling",,,,"","",,903,,,,"Wolff, J.",[No abstract available],,,,,,Scopus,2-s2.0-0003474880
"Mitteroecker P., Gunz P.","6507135382;6506472733;","Advances in Geometric morphometrics",2009,"Evolutionary Biology","36","2",,"235","247",,576,"10.1007/s11692-009-9055-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69449097227&doi=10.1007%2fs11692-009-9055-x&partnerID=40&md5=b3ed371cd9636aa0a4ab33d0e92745b7","Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, Altenberg A-3422, Austria; Department of Theoretical Biology, University of Vienna, Althanstrasse 14, Vienna A-1091, Austria; Department of Human Evolution, Max-Planck-Institute for Evolutionary Anthropology, Deutscher Platz 6, Leipzig D-04103, Germany","Mitteroecker, P., Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, Altenberg A-3422, Austria, Department of Theoretical Biology, University of Vienna, Althanstrasse 14, Vienna A-1091, Austria; Gunz, P., Department of Human Evolution, Max-Planck-Institute for Evolutionary Anthropology, Deutscher Platz 6, Leipzig D-04103, Germany","Geometric morphometrics is the statistical analysis of form based on Cartesian landmark coordinates. After separating shape from overall size, position, and orientation of the landmark configurations, the resulting Procrustes shape coordinates can be used for statistical analysis. Kendall shape space, the mathematical space induced by the shape coordinates, is a metric space that can be approximated locally by a Euclidean tangent space. Thus, notions of distance (similarity) between shapes or of the length and direction of developmental and evolutionary trajectories can be meaningfully assessed in this space. Results of statistical techniques that preserve these convenient properties-such as principal component analysis, multivariate regression, or partial least squares analysis-can be visualized as actual shapes or shape deformations. The Procrustes distance between a shape and its relabeled reflection is a measure of bilateral asymmetry. Shape space can be extended to form space by augmenting the shape coordinates with the natural logarithm of Centroid Size, a measure of size in geometric morphometrics that is uncorrelated with shape for small isotropic landmark variation. The thin-plate spline interpolation function is the standard tool to compute deformation grids and 3D visualizations. It is also central to the estimation of missing landmarks and to the semilandmark algorithm, which permits to include outlines and surfaces in geometric morphometric analysis. The powerful visualization tools of geometric morphometrics and the typically large amount of shape variables give rise to a specific exploratory style of analysis, allowing the identification and quantification of previously unknown shape features. © The Author(s) 2009.","Asymmetry; Form space; Kendall shape space; Procrustes; Semilandmarks; Thin-plate spline",,Article,"Final",Open Access,Scopus,2-s2.0-69449097227
"Hillson S.","",[No title available],2005,"Teeth",,,,"","",,496,,,,"Hillson, S.",[No abstract available],,,,"Final",,Scopus,2-s2.0-33747187288
"Vilà C., Leonard J.A., Götherström A., Marklund S., Sandberg K., Lidén K., Wayne R.K., Ellegren H.","7005843645;7402283113;6602916497;57213377399;7005946002;7003643642;7103101948;7006386997;","Widespread origins of domestic horse lineages",2001,"Science","291","5503",,"474","477",,311,"10.1126/science.291.5503.474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035910491&doi=10.1126%2fscience.291.5503.474&partnerID=40&md5=f0335a98fc292cc05111cdd3f03a4878","Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden","Vilà, C., Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden; Leonard, J.A., Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden; Götherström, A., Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden; Marklund, S., Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden; Sandberg, K., Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden; Lidén, K., Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden; Wayne, R.K., Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden; Ellegren, H., Department of Evolutionary Biology, Uppsala University, Norbyvägen 18D, S-75236 Uppsala, Sweden","Domestication entails control of wild species and is generally regarded as a complex process confined to a restricted area and culture. Previous DNA sequence analyses of several domestic species have suggested only a limited number of origination events. We analyzed mitochondrial DNA (mtDNA) control region sequences of 191 domestic horses and found a high diversity of matrilines. Sequence analysis of equids from archaeological sites and late Pleistocene deposits showed that this diversity was not due to an accelerated mutation rate or an ancient domestication event. Consequently, high mtDNA sequence diversity of horses implies an unprecedented and widespread integration of matrilines and an extensive utilization and taming of wild horses. However, genetic variation at nuclear markers is partitioned among horse breeds and may reflect sex-biased dispersal and breeding.",,"mitochondrial DNA; allele; article; biodiversity; breeding; cell lineage; DNA sequence; gene mutation; genetic analysis; genetic variability; horse; mitochondrion; nonhuman; nucleotide sequence; priority journal; sequence analysis; species difference; Alleles; Animal Husbandry; Animals; Animals, Domestic; Animals, Wild; Breeding; DNA, Mitochondrial; Evolution; Female; Fossils; Genetics, Population; Haplotypes; Horses; Male; Microsatellite Repeats; Pedigree; Variation (Genetics); Equidae; Equus caballus",Article,"Final",,Scopus,2-s2.0-0035910491
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","A field comes of age: Geometric morphometrics in the 21st century",2013,"Hystrix","24","1",,"","",,306,"10.4404/hystrix-24.1-6283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875767161&doi=10.4404%2fhystrix-24.1-6283&partnerID=40&md5=4749c949d41fa0fce54c2e237c53f71c","Department of Ecology, Evolution, and Organismal Biology, Department of Statistics, Iowa State University, Ames IA, 50011, United States; Department of Ecology and Evolution, Stony Brook University, Stony Brook, NY, 11794-5245, United States; Department of Scientific Computing, Florida State University, Tallahassee, FL 32306, United States","Adams, D.C., Department of Ecology, Evolution, and Organismal Biology, Department of Statistics, Iowa State University, Ames IA, 50011, United States; Rohlf, F.J., Department of Ecology and Evolution, Stony Brook University, Stony Brook, NY, 11794-5245, United States; Slice, D.E., Department of Scientific Computing, Florida State University, Tallahassee, FL 32306, United States","Twenty years ago, Rohlf and Marcus proclaimed that a ""revolution in morphometrics"" was underway, where classic analyses based on sets of linear distances were being supplanted by geometric approaches making use of the coordinates of anatomical landmarks. Since that time the field of geometric morphometrics has matured into a rich and cohesive discipline for the study of shape variation and covariation. The development of the field is identified with the Procrustes paradigm, a methodological approach to shape analysis arising from the intersection of the statistical shape theory and analytical procedures for obtaining shape variables from landmark data. In this review we describe the Procrustes paradigm and the current methodological toolkit of geometric morphometrics. We highlight some of the theoretical advances that have occurred over the past ten years since our prior review (Adams et al., 2004), what types of anatomical structures are amenable to these approaches, and how they extend the reach of geometric morphometrics to more specialized applications for addressing particular biological hypotheses. We end with a discussion of some possible areas that are fertile ground for future development in the field. © 2013 Associazione Teriologica Italiana.","Morphology; Procrustes analysis; Shape analysis; Statistics",,Article,"Final",,Scopus,2-s2.0-84875767161
