Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Bradley B.A.","","Paleoindian flaked stone technology on the plains and in the rockies",2010,"Prehistoric Hunter-Gatherers of the High Plains and Rockies",,,,"463","497",,8,,2-s2.0-84879524127
"Bradley B.A., Frison G.C.","","Flaked-stone and worked-bone artifacts from the Mill Iron site",1996,"The Mill Iron Site",,,,"43","69",,19,,2-s2.0-0002482609
"Buchanan B., Andrews B., O'Brien M.J., Eren M.I.","11241802300;26661326100;36128081000;23975681200;","AN ASSESSMENT of STONE WEAPON TIP STANDARDIZATION during the CLOVIS-FOLSOM TRANSITION in the WESTERN United States",2018,"American Antiquity","83","4",,"721","734",,2,"10.1017/aaq.2018.53",2-s2.0-85055107375
"Buchanan B., Collard M.","11241802300;7102608373;","A geometric morphometrics-based assessment of blade shape differences among Paleoindian projectile point types from western North America",2010,"Journal of Archaeological Science","37","2",,"350","359",,71,"10.1016/j.jas.2009.09.047",2-s2.0-70449670300
"Buchanan B., Eren M.I., Boulanger M.T., O'Brien M.J.","11241802300;23975681200;15520464200;36128081000;","Size, shape, scars, and spatial patterning: A quantitative assessment of late Pleistocene (Clovis) point resharpening",2015,"Journal of Archaeological Science: Reports","3",,,"11","21",,24,"10.1016/j.jasrep.2015.05.011",2-s2.0-84929612436
"Buchanan B., Johnson E., Strauss R.E., Lewis P.J.","11241802300;7404680660;7202966775;7402869675;","A morphometric approach to assessing late Paleoindian projectile point variability on the southern High Plains",2007,"Plains Anthropologist","52","203",,"279","299",,19,"10.1179/pan.2007.019",2-s2.0-35748979699
"Buchanan B., Litwinionek L., Johnson E., Holliday V.T., Hicks J.K.","","Renewed investigations at Milnesand and Ted Williamson Paleoindian sites, Southern High Plains",1996,"Current Research in the Pleistocene","13",,,"8","10",,9,,2-s2.0-0346365143
"Buchanan B., O'Brien M.J., Collard M.","11241802300;36128081000;7102608373;","A geometric morphometrics-based assessment of point types on the southern high plains during plainview times",2017,"Plainview: The Enigmatic Paleoindian Artifact Style of the Great Plains",,,,"274","284",,2,,2-s2.0-85058765113
"Carlson K.A., Culleton B.J., Kennett D.J., Bement L.C.","55549517700;56213358900;35571732400;7003760099;","Tightening Chronology of Paleoindian Bison Kill Sites on the Northern and Southern Plains",2016,"PaleoAmerica","2","2",,"90","98",,4,"10.1080/20555563.2016.1171961",2-s2.0-85050742424
"Collard M., Buchanan B., Hamilton M.J., O'Brien M.J.","7102608373;11241802300;8578778600;36128081000;","Spatiotemporal dynamics of the Clovis-Folsom transition",2010,"Journal of Archaeological Science","37","10",,"2513","2519",,52,"10.1016/j.jas.2010.05.011",2-s2.0-77955268294
"Eren M.I., Buchanan B., O'Brien M.J.","23975681200;11241802300;36128081000;","Social learning and technological evolution during the Clovis colonization of the New World",2015,"Journal of Human Evolution","80",,,"159","170",,48,"10.1016/j.jhevol.2015.01.002",2-s2.0-84923363624
"Frison G.C.","7004091498;","The Carter/Kerr-Mcgee Paleoindian Site: Cultural resource management and archaeological research",1984,"American Antiquity","49","2",,"288","314",,62,"10.2307/280020",2-s2.0-85057836253
"Frison G.C.","",[No title available],1991,"Prehistoric Hunters of the High Plains",,,,"","",,454,,2-s2.0-0003516497
"Frison G.C., Haynes Jr. C.V., Larson M.L.","","Discussion and conclusions",1996,"The Mill Iron Site",,,,"205","216",,26,,2-s2.0-0009982648
"Frison G.C.","","The Mill Iron Site",1996,"The Mill Iron Site",,,,"","",,65,,2-s2.0-0003445326
"Frison G.C., Haynes Jr. C.V., Larson M.L.","","Discussion and conclusions",1996,"The Mill Iron Site",,,,"205","216",,26,,2-s2.0-0009982648
"Hartwell W.T.","","The Ryan's Site Cache: Comparisons to Plainview",1995,"Plains Anthropologist","40","152",,"165","184",,30,,2-s2.0-0006359906
"Haynes C.V.","","Contributions of radiocarbon dating to the geochronology of the peopling of the New World",1992,"Radiocarbon after Four Decades",,,,"355","374",,111,,2-s2.0-0002448307
"Haynes C.V., Jr., Hill M.E., Jr.","7102588971;36983591100;","Plainview-Goshen-Midland typological problems",2017,"Plainview: The Enigmatic Paleoindian Artifact Style of the Great Plains",,,,"249","273",,5,,2-s2.0-85049678011
"Hester T.R.","7006150520;","The St. Mary’s Hall type: The history, chronology, and distribution of St. Mary’s Hall projectile points",2017,"Plainview: The Enigmatic Paleoindian Artifact Style of the Great Plains",,,,"145","173",,1,,2-s2.0-85058772359
"Hill Jr. M.E.","36983591100;","The Milnesand site: site formation study of a paleoindian bison bonebed in Eastern New Mexico",2002,"Plains Anthropologist","47","183",,"323","337",,22,,2-s2.0-34548070600
"Hofman J.L.","","Recognition and Interpretation of Folsom Technological Variability on the Southern Plains",1992,"Ice Age Hunters of the Rockies",,,,"193","224",,79,,2-s2.0-0001878528
"Holliday V.T., Johnson E., Knudson R.","6603768395;7404680660;14423007100;","Plainview: What we know and what we think we know",2017,"Plainview: The Enigmatic Paleoindian Artifact Style of the Great Plains",,,,"285","292",,1,,2-s2.0-85058770986
"Holliday V.T., Johnson E., Miller D.S.","6603768395;7404680660;25951410900;","Stratigraphic context and chronology of plainview sites on the southern Great Plains",2017,"Plainview: The Enigmatic Paleoindian Artifact Style of the Great Plains",,,,"79","102",,3,,2-s2.0-85058746503
"Holliday V.T., Johnson E., Knudson R.","6603768395;7404680660;14423007100;","Plainview: The enigmatic paleoindian artifact style of the Great Plains",2017,"Plainview: The Enigmatic Paleoindian Artifact Style of the Great Plains",,,,"1","343",,2,,2-s2.0-85058737861
"Irwin H.T.","","The Itama: Late Pleistocene Inhabitants of the Plains of the United States and Canada and the American Southwest",1967,"The Itama: Late Pleistocene Inhabitants of the Plains of the United States and Canada and the American Southwest",,,,"","",,21,,2-s2.0-0011908446
"Irwin-Williams C., Irwin H., Agogino G., Haynes C.V.","","Hell Gap: Paleo-Indian occupation on the High Plains",1973,"Plains Anthropologist","18","59",,"40","53",,82,,2-s2.0-0002999347
"Jennings T.A.","36097566300;","Clovis, Folsom, and Midland components at the Debra L. Friedkin site, Texas: Context, chronology, and assemblages",2012,"Journal of Archaeological Science","39","10",,"3239","3247",,22,"10.1016/j.jas.2012.05.007",2-s2.0-84864378290
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1766,"10.1111/j.1755-0998.2010.02924.x",2-s2.0-78650839801
"Klingenberg C.P., Montero L.R.","7004588456;7103010498;","Distances and directions in multidimensional shape spaces: Implications for morphometric applications",2005,"Systematic Biology","54","4",,"678","688",,229,"10.1080/10635150590947258",2-s2.0-15244360917
"Kornfeld M., Frison G.C.","8687262400;7004091498;","Paleoindian occupation of the high country: The case of Middle Park, Colorado",2000,"Plains Anthropologist","45","172",,"129","153",,32,"10.1080/2052546.2000.11931998",2-s2.0-23944447179
"Kovarovic K., Aiello L.C., Cardini A., Lockwood C.A.","15827625200;7006805529;21933368100;7102516713;","Discriminant function analyses in archaeology: Are classification rates too good to be true?",2011,"Journal of Archaeological Science","38","11",,"3006","3018",,101,"10.1016/j.jas.2011.06.028",2-s2.0-80053448090
"LaBelle J.M.","","The dilts site (48CA4718) : Goshen and bison in eastern wyoming",2007,"Current Research in the Pleistocene","24",,,"114","115",,2,,2-s2.0-72549099182
"Larson M.L., Kornfeld M., Frison G.C.","",[No title available],2009,"Hell Gap: A Stratified Paleoindian Campsite at the Edge of the Rockies",,,,"","",,39,,2-s2.0-79953203321
"O’Brien M.J.","57188629943;","More on Clovis Learning: Individual-Level Processes Aggregate to Form Population-level Patterns",2019,"PaleoAmerica",,,,"","",,1,"10.1080/20555563.2019.1600126",2-s2.0-85065774351
"O'Brien M.J., Boulanger M.T., Buchanan B., Collard M., Lee Lyman R., Darwent J.","36128081000;15520464200;11241802300;7102608373;57203868775;6506853914;","Innovation and cultural transmission in the American Paleolithic: Phylogenetic analysis of eastern Paleoindian projectile-point classes",2014,"Journal of Anthropological Archaeology","34","1",,"100","119",,56,"10.1016/j.jaa.2014.03.001",2-s2.0-84898650547
"O'Brien M.J., Lyman R.L.","","Seriation, Stratigraphy, and Index Fossils: The Backbone of Archaeological Dating",1999,"Seriation, Stratigraphy, and Index Fossils: The Backbone of Archaeological Dating",,,,"","",,86,,2-s2.0-0004077490
"O'Brien M.J., Buchanan B.","36128081000;11241802300;","Cultural learning and the Clovis colonization of North America",2017,"Evolutionary Anthropology","26","6",,"270","284",,3,"10.1002/evan.21550",2-s2.0-85038421607
"Reutter S.","",[No title available],1996,"A Technological and Typological Study of a Plainview Site on the High Plains of Eastern New",,,,"","",,4,,2-s2.0-35748941513
"Rohlf F.J.","",[No title available],2006,"TpsDig, Version 2.10",,,,"","",,561,,2-s2.0-46749110881
"Rondeau M.F., Smith G.M., Dougherty J.W.","57021372300;55740919400;57205135913;","Discriminating black rock concave base points from other western Paleoindian projectile points",2017,"Plainview: The Enigmatic Paleoindian Artifact Style of the Great Plains",,,,"230","248",,2,,2-s2.0-85050738368
"Sellards E.H.","23083355900;","Fossil Bison and Associated Artifacts from Milnesand, New Mexico",1955,"American Antiquity","20","4Part1",,"336","344",,20,"10.2307/277067",2-s2.0-0345733925
"Sellards E.H., Evans G.L., Meade G.E.","23083355900;55595720300;55596941900;","Fossil bison and associated artifacts from plainview, Texas",1947,"Bulletin of the Geological Society of America","58","10",,"927","954",,54,"10.1130/0016-7606(1947)58[927:FBAAAF]2.0.CO;2",2-s2.0-0012332015
