Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
[No author name available],[No author id available],[No title available],2012,"R: A Language and Environment for Statistical Computing",,,,"","",,79302,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-84863304598
"Benjamini Y., Hochberg Y.","","Controlling the false discovery rate: A practical and powerful approach to multiple testing",1995,"J R Stat Soc","57","1",,"289","300",,40669,,,,"Benjamini, Y.; Hochberg, Y.",[No abstract available],,,,,,Scopus,2-s2.0-0001677717
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3980,,,,"Bookstein, F.L.",[No abstract available],,,,,,Scopus,2-s2.0-0003597817
"Mahalanobis P.C.","","On the generalized distance in statistics",1936,"Proc. Nat. Inst. Sci. India",,,,"49","55",,3710,,,,"Mahalanobis, P.C.",[No abstract available],,,,,,Scopus,2-s2.0-0002975203
"Mayr E.","",[No title available],1942,"Systematics and the Origin of Species",,,,"","",,3076,,,,"Mayr, E.",[No abstract available],,,,,,Scopus,2-s2.0-0003829450
"Dray S., Dufour A.-B.","7006516345;8291830900;","The ade4 package: Implementing the duality diagram for ecologists",2007,"Journal of Statistical Software","22","4",,"1","20",,2368,"10.18637/jss.v022.i04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649024043&doi=10.18637%2fjss.v022.i04&partnerID=40&md5=4d81fd4d5c4a5858e222e7782f5fb966","Université de Lyon; Laborartoire de Biométrie et Biologie Evolutive (UMR 5558), CNRS, Université Lyon 1, 43, Boulevard du 11 Novembre 1918, F-69622 Villeurbanne Cedex, France","Dray, S., Université de Lyon, Laborartoire de Biométrie et Biologie Evolutive (UMR 5558), CNRS, Université Lyon 1, 43, Boulevard du 11 Novembre 1918, F-69622 Villeurbanne Cedex, France; Dufour, A.-B., Université de Lyon, Laborartoire de Biométrie et Biologie Evolutive (UMR 5558), CNRS, Université Lyon 1, 43, Boulevard du 11 Novembre 1918, F-69622 Villeurbanne Cedex, France","Multivariate analyses are well known and widely used to identify and understand structures of ecological communities. The ade4 package for the R statistical environment proposes a great number of multivariate methods. Its implementation follows the tradition of the French school of ""Analyse des Données"" and is based on the use of the duality diagram. We present the theory of the duality diagram and discuss its implementation in ade4. Classes and main functions are presented. An example is given to illustrate the ade4 philosophy.","Ade4; Duality diagram; Ecological data; Multivariate analysis; Ordination",,Article,"Final",Open Access,Scopus,2-s2.0-37649024043
"Fick S.E., Hijmans R.J.","56798197900;6603058114;","WorldClim 2: new 1-km spatial resolution climate surfaces for global land areas",2017,"International Journal of Climatology","37","12",,"4302","4315",,1138,"10.1002/joc.5086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019264593&doi=10.1002%2fjoc.5086&partnerID=40&md5=2c4e476b2699e9cc6e0c2c1abec2536e","Department of Plant Sciences, University of California, Davis, CA, United States; Department of Environmental Science and Policy, University of California, Davis, CA, United States","Fick, S.E., Department of Plant Sciences, University of California, Davis, CA, United States; Hijmans, R.J., Department of Environmental Science and Policy, University of California, Davis, CA, United States","We created a new dataset of spatially interpolated monthly climate data for global land areas at a very high spatial resolution (approximately 1 km2). We included monthly temperature (minimum, maximum and average), precipitation, solar radiation, vapour pressure and wind speed, aggregated across a target temporal range of 1970–2000, using data from between 9000 and 60 000 weather stations. Weather station data were interpolated using thin-plate splines with covariates including elevation, distance to the coast and three satellite-derived covariates: maximum and minimum land surface temperature as well as cloud cover, obtained with the MODIS satellite platform. Interpolation was done for 23 regions of varying size depending on station density. Satellite data improved prediction accuracy for temperature variables 5–15% (0.07–0.17 °C), particularly for areas with a low station density, although prediction error remained high in such regions for all climate variables. Contributions of satellite covariates were mostly negligible for the other variables, although their importance varied by region. In contrast to the common approach to use a single model formulation for the entire world, we constructed the final product by selecting the best performing model for each region and variable. Global cross-validation correlations were ≥ 0.99 for temperature and humidity, 0.86 for precipitation and 0.76 for wind speed. The fact that most of our climate surface estimates were only marginally improved by use of satellite covariates highlights the importance having a dense, high-quality network of climate station data. © 2017 Royal Meteorological Society","climate surfaces; cloud cover; interpolation; land surface temperature; MODIS; solar radiation; vapour pressure; wind speed; WorldClim","Atmospheric temperature; Image resolution; Interpolation; Radiometers; Satellite imagery; Satellites; Solar radiation; Surface measurement; Surface properties; Weather information services; Cloud cover; Land surface temperature; MODIS; Vapour pressures; Wind speed; WorldClim; Wind; cloud cover; data set; interpolation; land surface; MODIS; solar radiation; spatial resolution; surface temperature; vapor pressure; wind velocity",Article,"Final",,Scopus,2-s2.0-85019264593
"Bergmann C.","","Uber die verhaltnisse der warmeokonomie der thiere zu ihrer grosse",1847,"Göttinger Studien",,"PART 1",,"595","708",,1131,,,,"Bergmann, C.",[No abstract available],,,,,,Scopus,2-s2.0-0001733725
"Von Den Driesch A.","",[No title available],1976,"A Guide to the Measurement of Animal Bones from Archaeological Sites",,,,"","",,862,,,,"Von Den Driesch, A.",[No abstract available],,,,,,Scopus,2-s2.0-0004114768
"Adams D.C., Otárola-Castillo E.","7404054540;25629989200;","Geomorph: An r package for the collection and analysis of geometric morphometric shape data",2013,"Methods in Ecology and Evolution","4","4",,"393","399",,799,"10.1111/2041-210X.12035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875761771&doi=10.1111%2f2041-210X.12035&partnerID=40&md5=2d3144c1d1d4ec733b4b43b8717c4368","Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States; Department of Statistics, Iowa State University, Ames, IA, 50011, United States; Department of Human Evolutionary Biology, Department of Statistics, Harvard University, Cambridge, MA, 02138, United States","Adams, D.C., Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States, Department of Statistics, Iowa State University, Ames, IA, 50011, United States; Otárola-Castillo, E., Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA, 50011, United States, Department of Human Evolutionary Biology, Department of Statistics, Harvard University, Cambridge, MA, 02138, United States","Many ecological and evolutionary studies seek to explain patterns of shape variation and its covariation with other variables. Geometric morphometrics is often used for this purpose, where a set of shape variables are obtained from landmark coordinates following a Procrustes superimposition. We introduce geomorph: a software package for performing geometric morphometric shape analysis in the r statistical computing environment. Geomorph provides routines for all stages of landmark-based geometric morphometric analyses in two and three-dimensions. It is an open source package to read, manipulate, and digitize landmark data, generate shape variables via Procrustes analysis for points, curves and surfaces, perform statistical analyses of shape variation and covariation, and to provide graphical depictions of shapes and patterns of shape variation. An important contribution of geomorph is the ability to perform Procrustes superimposition on landmark points, as well as semilandmarks from curves and surfaces. A wide range of statistical methods germane to testing ecological and evolutionary hypotheses of shape variation are provided. These include standard multivariate methods such as principal components analysis, and approaches for multivariate regression and group comparison. Methods for more specialized analyses, such as for assessing shape allometry, comparing shape trajectories, examining morphological integration, and for assessing phylogenetic signal, are also included. Several functions are provided to graphically visualize results, including routines for examining variation in shape space, visualizing allometric trajectories, comparing specific shapes to one another and for plotting phylogenetic changes in morphospace. Finally, geomorph participates to make available advanced geometric morphometric analyses through the r statistical computing platform. © 2013 The Authors. Methods in Ecology and Evolution © 2013 British Ecological Society.","Evolutionary biology; Macroevolution; Statistics",,Article,"Final",,Scopus,2-s2.0-84875761771
