Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Arriaza B.T., Standen V.G., Cassman V., Santoro C.M.","","Chinchorro culture: pioneers of the coast of the Atacama Desert",2008,"Handbook of South American Archaeology",,,,"45","58",,42,,2-s2.0-70349709489
"Arkush E., Tung T.A.","14122966900;8571474900;","Patterns of War in the Andes from the Archaic to the Late Horizon: Insights from Settlement Patterns and Cranial Trauma",2013,"Journal of Archaeological Research","21","4",,"307","369",,61,"10.1007/s10814-013-9065-1",2-s2.0-84885603901
"Benavides M.","","Cheqo Wasi, Huari",1991,"Huari Administrative Structure: Prehistoric Monumental Architecture and State Government",,,,"55","69",,23,,2-s2.0-0041151213
"Blom D.E.","7005939639;","Embodying borders: Human body modification and diversity in Tiwanaku society",2005,"Journal of Anthropological Archaeology","24","1",,"1","24",,90,"10.1016/j.jaa.2004.10.001",2-s2.0-14344262303
"Blom D.E., Lozada M.C., HallgríMsson B., Keng L., Buikstra J.E.","7005939639;8665220800;6602184859;57196426935;6701752370;","Tiwanaku ‘colonization’: Bioarchaeological implications for migration in the moquegua valley, peru",1998,"World Archaeology","30","2",,"238","261",,92,"10.1080/00438243.1998.9980409",2-s2.0-0031728744
"Boston Ch.E.","","Investigations of the Biological Consequences and Cultural Motivations of Artificial Cranial Modification among Northern Chilean Populations",2012,"Investigations of the biological conse-quences and cultural motivations of artificial cranial modifica-tion among northern chilean populations","665",,,"","",,4,,2-s2.0-84999002829
"Buikstra J.E., Ubelaker D.H.","","Standards for data collection from human skeletal remains",1994,"Standards for Data Collection from Human Skeletal Remains",,,,"","",,2464,,2-s2.0-0003655056
"Cobo B.","","History of the Inca Empire [1653]",1979,"History of the Inca Empire",,,,"","",,154,,2-s2.0-0003938970
"Dembo A., Imbelloni J.","","Deformaciones Intencionales del Cuerpo Humano de Carácter Étnico",1938,"Deformaciones intencionales del cuerpo humano de carácter étnico",,,,"","",,105,,2-s2.0-0004168610
"Bonilla M.D.-Z., Drucker D.G., Richardin P., Silva-Pinto V., Sepúlveda M., Bocherens H.","56688264200;7202919808;23091845300;37059769300;55218043300;7006654386;","Marine food consumption in coastal northern Chilean (Atacama Desert) populations during the Formative Period: Implications of isotopic evidence (C, N, S) for the Neolithic process in south central Andes",2016,"Journal of Archaeological Science: Reports","6",,,"768","776",,12,"10.1016/j.jasrep.2016.01.026",2-s2.0-84966664950
"Dingwall E.J.","",[No title available],1931,"Artificial Cranial Deformation: A Contribution to the Study of Ethnic Mutilations",,,,"","",,119,,2-s2.0-0004131391
"Fehren-Schmitz L., Llamas B., Lindauer S., Tomasto-Cagigao E., Kuzminsky S., Rohland N., Santos F.R., Kaulicke P., Valverde G., Richards S.M., Nordenfelt S., Seidenberg V., Mallick S., Cooper A., Reich D., Haak W.","35329530300;8695218700;54989373700;36959777300;42661433900;6506138463;35427023000;6507478352;56149121200;57206428063;56377945300;36959951300;24339060900;35263632400;7102313000;8879704200;","A re-appraisal of the early Andean human remains from Lauricocha in Peru",2015,"PLoS ONE","10","6", e0127141,"","",,31,"10.1371/journal.pone.0127141",2-s2.0-84936817529
"Focacci G.","","Excavaciones en Playa Miller 7",1974,"Chungara","3",,,"23","74",,41,,2-s2.0-0002331697
"De La Vega G.","","Royal Commentaries of the Incas and General History of Peru",1966,"Royal Commentaries of the Incas and General History of Peru",,,,"","",,109,,2-s2.0-0002345246
