Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Albers J., Estill C., MacDonald L.","23391787500;6603834135;7103387348;","Identification of ergonomics interventions used to reduce musculoskeletal loading for building installation tasks",2005,"Applied Ergonomics","36","4 SPEC. ISS.",,"427","439",,37,"10.1016/j.apergo.2004.07.005",2-s2.0-18844426774
"Auerbach B.M., Ruff C.B.","7003971947;7005423421;","Limb bone bilateral asymmetry: Variability and commonality among modern humans",2006,"Journal of Human Evolution","50","2",,"203","218",,271,"10.1016/j.jhevol.2005.09.004",2-s2.0-32044452186
"Auerbach B.M., Raxter M.H.","7003971947;14009130700;","Patterns of clavicular bilateral asymmetry in relation to the humerus: variation among humans",2008,"Journal of Human Evolution","54","5",,"663","674",,57,"10.1016/j.jhevol.2007.10.002",2-s2.0-42649102701
"Bejdová S., Krajíček V., Velemínská J., Horák M., Velemínský P.","37664313800;37665286000;6505794954;35388621700;8577075400;","Changes in the sexual dimorphism of the human mandible during the last 1200 years in Central Europe",2013,"HOMO- Journal of Comparative Human Biology","64","6",,"437","453",,17,"10.1016/j.jchb.2013.05.003",2-s2.0-84887819197
"Bigoni L., Velemínská J., Brůžek J.","15757075500;6505794954;6602595244;","Three-dimensional geometric morphometric analysis of cranio-facial sexual dimorphism in a Central European sample of known sex",2010,"HOMO- Journal of Comparative Human Biology","61","1",,"16","32",,80,"10.1016/j.jchb.2009.09.004",2-s2.0-77950532415
"Borsa P.A., Laudner K.G., Sauers E.L.","7006641014;6503849405;6602219665;","Mobility and stability adaptations in the shoulder of the overhead athlete: A theoretical and evidence-based perspective",2008,"Sports Medicine","38","1",,"17","36",,94,"10.2165/00007256-200838010-00003",2-s2.0-37149034031
"Bridges P.S.","7006856500;","Skeletal biology and behavior in ancient humans",1995,"Evolutionary Anthropology: Issues, News, and Reviews","4","4",,"112","120",,51,"10.1002/evan.1360040403",2-s2.0-0029524222
"Budnik A., Liczbińska G., Gumna I.","7004289473;6505736686;6504270531;","Demographic trends and biological status of historic populations from central Poland: The Ostrów Lednicki microregion",2004,"American Journal of Physical Anthropology","125","4",,"369","381",,13,"10.1002/ajpa.10272",2-s2.0-8844238315
"Buikstra J.E., Ubelaker D.H.","",[No title available],1994,,,,,"","",,1,,2-s2.0-84996577118
"Ćwirko-Godycki M.","","Early Medieval Burial Ground on the Lednicki Promontory",1956,"Materiały I Prace Antropologiczne","11",,,"1","56",,2,,2-s2.0-84946920752
"Cuk T., Leben-Seljak P., Stefancic M.","","Lateral asymmetry of human long bones",2001,"Variability and Evolution","9",,,"19","32",,44,,2-s2.0-9644311605
"Abdel Fatah E.E., Shirley N.R., Mahfouz M.R., Auerbach B.M.","16174093600;16239027200;7005145380;7003971947;","A three-dimensional analysis of bilateral directional asymmetry in the human clavicle",2012,"American Journal of Physical Anthropology","149","4",,"547","559",,27,"10.1002/ajpa.22156",2-s2.0-84869508629
"Ford J.M., Decker S.J.","55434571100;37561229800;","Computed tomography slice thickness and its effects on three-dimensional reconstruction of anatomical structures",2016,"Journal of Forensic Radiology and Imaging","4",,,"43","46",,31,"10.1016/j.jofri.2015.10.004",2-s2.0-84961133317
"Frelat M.A., Katina S., Weber G.W., Bookstein F.L.","53063418500;21934394900;56370482200;7004606384;","Technical note: A novel geometric morphometric approach to the study of long bone shape variation",2012,"American Journal of Physical Anthropology","149","4",,"628","638",,12,"10.1002/ajpa.22177",2-s2.0-84869427850
