Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Mcbrearty S., Brooks A.S.","6506368106;7202568642;","The revolution that wasn't: A new interpretation of the origin of modern human behavior",2000,"Journal of Human Evolution","39","5",,"453","563",,1436,"10.1006/jhev.2000.0435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034493580&doi=10.1006%2fjhev.2000.0435&partnerID=40&md5=df32c41b17b61683ce2591009c1075b4","Department of Anthropology, University of Connecticut, Storrs, CT, 06269, United States; Department of Anthropology, George Washington University, Washington, DC, 20052, United States","Mcbrearty, S., Department of Anthropology, University of Connecticut, Storrs, CT, 06269, United States; Brooks, A.S., Department of Anthropology, George Washington University, Washington, DC, 20052, United States","Proponents of the model known as the ""human revolution"" claim that modern human behaviors arose suddenly, and nearly simultaneously throughout the Old World ca. 40-50 ka. This fundamental behavioral shift is purported to signal a cognitive advance, a possible reorganization of the brain, and the origin of language. Because the earliest modern human fossils, Homo sapiens sensu stricto, are found in Africa and the adjacent region of the Levant at > 100 ka, the ""human revolution"" model creates a time lag between the appearance of anatomical modernity and perceived behavioral modernity, and creates the impression that the earliest modern Africans were behaviorally primitive. This view of events stems from a profound Eurocentric bias and a failure to appreciate the depth and breadth of the African archaeological record. In fact, many of the components of the ""human revolution"" claimed to appear at 40-50 ka are found in the African Middle Stone Age tens of thousands of years earlier. These features include blade and microlithic technology, bone tools, increased geographic range, specialized hunting, the use of aquatic resources, long distance trade, systematic processing and use of pigment, and art and decoration. These items do not occur suddenly together as predicted by the ""human revolution"" model, but at sites that are widely separated in space and time. This suggests a gradual assembling of the package of modern human behaviors in Africa, and its later export to other regions of the Old World. The African Middle and early Late Pleistocene hominid fossil record is fairly continuous and in it can be recognized a number of probably distinct species that provide plausible ancestors for H. sapiens. The appearance of Middle Stone Age technology and the first signs of modern behavior coincide with the appearance of fossils that have been attributed to H. helmei, suggesting the behavior of H. helmei is distinct from that of earlier hominid species and quite similar to that of modern people. If on anatomical and behavioral ground H. helmei is sunk into H. sapiens, the origin of our species is linked with the appearance of Middle Stone Age technology at 250-300 ka.","African archaeology; Middle Pleistocene; Middle Stone Age; Modern behavior; Origin of Homo sapiens","behavior; human activity; Animalia; Hominidae; Homo sapiens; Homo sapiens; Vertebrata",Article,"Final",,Scopus,2-s2.0-0034493580
"Musser G.G., Carleton M.D.","","Superfamily Muroidea",2005,"Mammal Species of the World: A Taxonomic and Geographic Reference",,,,"894","1531",,1099,,,,"Musser, G.G.; Carleton, M.D.",[No abstract available],,,,"Final",,Scopus,2-s2.0-30344481292
"Demenocal P., Ortiz J., Guilderson T., Adkins J., Sarnthein M., Baker L., Yarusinsky M.","6602677728;7203050532;7004165030;7005564625;7006792445;57198984730;8783218000;","Abrupt onset and termination of the African Humid Period: Rapid climate responses to gradual insolation forcing",2000,"Quaternary Science Reviews","19","1-5",,"347","361",,974,"10.1016/S0277-3791(99)00081-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033957744&doi=10.1016%2fS0277-3791%2899%2900081-5&partnerID=40&md5=51dc803e17f220c41e8971b66c38c547","Lamont-Doherty Earth Observ. C., Palisades, NY 10964, United States; Ctr. for Accel. Mass Spectrometry, Lawrence-Livermore Natl. Laboratory, Livermore, CA 94551, United States; Institute fuer Geowissens Chafter, Universitaet Kiel, Kiel, Germany","Demenocal, P., Lamont-Doherty Earth Observ. C., Palisades, NY 10964, United States; Ortiz, J., Lamont-Doherty Earth Observ. C., Palisades, NY 10964, United States; Guilderson, T., Ctr. for Accel. Mass Spectrometry, Lawrence-Livermore Natl. Laboratory, Livermore, CA 94551, United States; Adkins, J., Lamont-Doherty Earth Observ. C., Palisades, NY 10964, United States; Sarnthein, M., Institute fuer Geowissens Chafter, Universitaet Kiel, Kiel, Germany; Baker, L., Lamont-Doherty Earth Observ. C., Palisades, NY 10964, United States; Yarusinsky, M., Lamont-Doherty Earth Observ. C., Palisades, NY 10964, United States","A detailed (ca. 100 yr resolution) and well-dated (18 AMS 14C dates to 23 cal. ka BP) record of latest Pleistocene-Holocene variations in terrigenous (eolian) sediment deposition at ODP Site 658C off Cap Blanc, Mauritania documents very abrupt, large-scale changes in subtropical North African climate. The terrigenous record exhibits a well-defined period of low influx between 14.8 and 5.5 cal. ka BP associated with the African Humid Period, when the Sahara was nearly completely vegetated and supported numerous perennial lakes; an arid interval corresponding to the Younger Dryas Chronozone punctuates this humid period. The African Humid Period has been attributed to a strengthening of the African monsoon due to gradual orbital increases in summer season insolation. However, the onset and termination of this humid period were very abrupt, occurring within decades to centuries. Both transitions occurred when summer season insolation crossed a nearly identical threshold value; which was 4.2% greater than present. These abrupt climate responses to gradual insolation forcing require strongly non-linear feedback processes, and current coupled climate model studies invoke vegetation and ocean temperature feedbacks as candidate mechanisms for the non-linear climate sensitivity. The African monsoon climate system is thus a low-latitude corollary to the bi-stable behavior of high-latitude deep ocean thermohaline circulation, which is similarly capable of rapid and large-amplitude climate transitions.",,"climate change; climate forcing; monsoon; paleoclimate; Africa",Conference Paper,"Final",,Scopus,2-s2.0-0033957744
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031107378&doi=10.1016%2fS1361-8415%2897%2985012-8&partnerID=40&md5=13e7bb81c1f834c67647b53d0eefa883","Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Bookstein, F.L., Institute of Gerontology, University of Michigan, 300 North Ingalls Building, Ann Arbor, MI 48109-2007, United States","Morphometrics, a new branch of statistics, combines tools from geometry, computer graphics and biometrics in techniques for the multivariate analysis of biological shape variation. Although medical image analysts typically prefer to represent scenes by way of curving outlines or surfaces, the most recent developments in this associated statistical methodology have emphasized the domain of landmark data: size and shape of configurations of discrete, named points in two or three dimensions. This paper introduces a combination of Procrustes analysis and thin-plate splines, the two most powerful tools of landmark-based morphometrics, for multivariate analysis of curving outlines in samples of biomedical images. The thin-plate spline is used to assign point-to-point correspondences, called semi-landmarks, between curves of similar but variable shape, while the standard algorithm for Procrustes shape averages and shape coordinates is altered to accord with the ways in which semi-landmarks formally differ from more traditional landmark loci. Subsequent multivariate statistics and visualization proceed mainly as in the landmark-based methods. The combination provides a range of complementary filters, from high pass to low pass, for effects on outline shape in grouped studies. The low-pass version is based on the spectrum of the spline, the high pass, on a familiar special case of Procrustes analysis. This hybrid method is demonstrated in a comparison of the shape of the corpus callosum from mid-sagittal sections of MRI of 25 human brains, 12 normal and 13 with schizophrenia.","Morphometrics; Multivariate analysis; Outlines; Procrustes analysis; Thin-plate spline","algorithm; article; corpus callosum; histology; human; image processing; methodology; multivariate analysis; nuclear magnetic resonance imaging; pathology; schizophrenia; statistics; Algorithms; Corpus Callosum; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Multivariate Analysis; Schizophrenia",Article,"Final",,Scopus,2-s2.0-0031107378
"Andrews P.","",[No title available],1990,"Owls, Caves and Fossils",,,,"","",,916,,,,"Andrews, P.",[No abstract available],,,,,,Scopus,2-s2.0-0003481581
"Rohlf F.J.","",[No title available],2005,"TpsDig, Digitize Landmarks and Outlines",,,,"","",,606,,,,"Rohlf, F.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-18844422334
"Schleich H.H., Kästle W., Kabisch K.","",[No title available],1996,"Amphibians and Reptiles of North Africa",,,,"","",,343,,,,"Schleich, H.H.; Kästle, W.; Kabisch, K.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0003914125
"Jalut G., Dedoubat J.J., Fontugne M., Otto T.","6602434815;6507302111;7006220612;14016296000;","Holocene circum-Mediterranean vegetation changes: Climate forcing and human impact",2009,"Quaternary International","200","1-2",,"4","18",,249,"10.1016/j.quaint.2008.03.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64749093734&doi=10.1016%2fj.quaint.2008.03.012&partnerID=40&md5=023609c952cd1d40afa429a165d41c6e","Université Paul Sabatier, EcoLab, UMR 5245 CNRS-UPS-INPT, 29 rue Jeanne Marvig, F-31055 Toulouse Cedex 4, France; Laboratoire des Sciences du Climat et de l'Environnment (LSCE), UMR 1572 CNRS, CEA, Avenue de la Terrasse, F-91198 Gif sur Yvette Cedex, France","Jalut, G., Université Paul Sabatier, EcoLab, UMR 5245 CNRS-UPS-INPT, 29 rue Jeanne Marvig, F-31055 Toulouse Cedex 4, France; Dedoubat, J.J., Université Paul Sabatier, EcoLab, UMR 5245 CNRS-UPS-INPT, 29 rue Jeanne Marvig, F-31055 Toulouse Cedex 4, France; Fontugne, M., Laboratoire des Sciences du Climat et de l'Environnment (LSCE), UMR 1572 CNRS, CEA, Avenue de la Terrasse, F-91198 Gif sur Yvette Cedex, France; Otto, T., Université Paul Sabatier, EcoLab, UMR 5245 CNRS-UPS-INPT, 29 rue Jeanne Marvig, F-31055 Toulouse Cedex 4, France","The Mediterranean climate and its variability depend on global-scale climate patterns. Close correlations appear when comparing Holocene palaeoenvironmental data (lake levels, fluvial activity, Mediterranean surface temperature and salinity, marine sedimentation) with the main stages of the history of the circum-Mediterranean vegetation. They indicate an evolution of the Mediterranean biome controlled by the climate and emphasize the teleconnections between the climate of the Mediterranean area and the global climatic system. In the circum-Mediterranean area, the Holocene can be divided into three periods: a lower humid Holocene (11 500-7000 cal BP) interrupted by dry episodes; a transition phase (7000-5500 cal BP) during which occurred a decrease in insolation as well as the installation of the present atmosphere circulation in the northern hemisphere; and an upper Holocene (5500 cal BP-present) characterized by an aridification process. Throughout the Holocene, humans used and modified more or less strongly the environment but the climatic changes were the determining factors of the evolution of the Mediterranean biome. Societies had to adapt to natural environmental variations, their impact on the environment increasing the ecological consequences of the global changes. © 2008 Elsevier Ltd and INQUA.",,"anthropogenic effect; aridification; biome; climate change; climate forcing; environmental factor; global climate; Holocene; human activity; paleoclimate; paleoenvironment; paleosalinity; sedimentation rate; teleconnection; vegetation cover; vegetation dynamics; Mediterranean Region; Mediterranean Sea",Article,"Final",,Scopus,2-s2.0-64749093734
"Rohlf F.J.","",[No title available],2007,"TpsRelw, Relative Warps Analysis",,,,"","",,229,,,,"Rohlf, F.J.",[No abstract available],,,,"Final",,Scopus,2-s2.0-0010368722
"Smith T.M., Tafforeau P., Reid D.J., Grün R., Eggins S., Boutakiout M., Hublin J.-J.","8756438300;6507952614;7402154417;7005143323;7004080231;6507626381;6602606027;","Earliest evidence of modern human life history in North African early Homo sapiens",2007,"Proceedings of the National Academy of Sciences of the United States of America","104","15",,"6128","6133",,228,"10.1073/pnas.0700747104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547503188&doi=10.1073%2fpnas.0700747104&partnerID=40&md5=302e9516e8ad62e74869f2b4d6c7cc7b","Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany; Laboratoire de Géobiologie, Biochronologie et Paléontologie Humaine, Unité Mixte de Recherche 6046, Université de Poitiers, 40 Avenue du Recteur Pineau, 86022 Poitiers Cedex, France; European Synchrotron Radiation Facility, 6 rue Jules Horowitz, 38046 Grenoble Cedex, France; Department of Oral Biology, School of Dental Sciences, Newcastle University, Framlington Place, Newcastle upon Tyne NE2 4BW, United Kingdom; Research School of Earth Sciences, Australian National University, Canberra, ACT 0200, Australia; Department of Geology, Faculty of Sciences, University Mohammed V-Agdal, Avenue Ibn Battouta, Rabat, Morocco","Smith, T.M., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany; Tafforeau, P., Laboratoire de Géobiologie, Biochronologie et Paléontologie Humaine, Unité Mixte de Recherche 6046, Université de Poitiers, 40 Avenue du Recteur Pineau, 86022 Poitiers Cedex, France, European Synchrotron Radiation Facility, 6 rue Jules Horowitz, 38046 Grenoble Cedex, France; Reid, D.J., Department of Oral Biology, School of Dental Sciences, Newcastle University, Framlington Place, Newcastle upon Tyne NE2 4BW, United Kingdom; Grün, R., Research School of Earth Sciences, Australian National University, Canberra, ACT 0200, Australia; Eggins, S., Research School of Earth Sciences, Australian National University, Canberra, ACT 0200, Australia; Boutakiout, M., Department of Geology, Faculty of Sciences, University Mohammed V-Agdal, Avenue Ibn Battouta, Rabat, Morocco; Hublin, J.-J., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany","Recent developmental studies demonstrate that early fossil hominins possessed shorter growth periods than living humans, implying disparate life histories. Analyses of incremental features in teeth provide an accurate means of assessing the age at death of developing dentitions, facilitating direct comparisons with fossil and modern humans. It is currently unknown when and where the prolonged modern human developmental condition originated. Here, an application of x-ray synchrotron microtomography reveals that an early Homo sapiens juvenile from Morocco dated at 160,000 years before present displays an equivalent degree of tooth development to modern European children at the same age. Crown formation times in the juvenile's macrodont dentition are higher than modern human mean values, whereas root development is accelerated relative to modern humans but is less than living apes and some fossil hominins. The juvenile from Jebel Irhoud is currently the oldest-known member of Homo with a developmental pattern (degree of eruption, developmental stage, and crown formation time) that is more similar to modern H. sapiens than to earlier members of Homo. This study also underscores the continuing importance of North Africa for understanding the origins of human anatomical and behavioral modernity. Corresponding biological and cultural changes may have appeared relatively late in the course of human evolution. © 2007 by The National Academy of Sciences of the USA.","Dental development; Human evolution; Human origins; Synchrotron microtomography; Tooth growth","age determination; anatomy; article; behavior; canine tooth; death; dentition; evolution; fossil; hominid; human; human development; incisor; life history; molar tooth; Morocco; North Africa; priority journal; tomography; tooth crown; tooth development; tooth root; x ray synchrotron microtomography; Age Determination by Teeth; Age Factors; Fossils; Humans; Morocco; Paleodontology; Synchrotrons; Tomography, X-Ray Computed; Tooth; Tooth Eruption; Homo sapiens",Article,"Final",Open Access,Scopus,2-s2.0-34547503188
