Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
[No author name available],[No author id available],[No title available],2012,"R: A Language and Environment for Statistical Computing",,,,"","",,79302,,,,"",[No abstract available],,,,"Final",,Scopus,2-s2.0-84863304598
"Venables W.N., Ripley B.D.","",[No title available],1994,"Modern Applied Statistics with S-Plus",,,,"","",,14942,,,,"Venables, W.N.; Ripley, B.D.",[No abstract available],,,,,,Scopus,2-s2.0-0003895851
"Dryden I.L., Mardia K.V.","",[No title available],1998,"Statistical Shape Analysis",,,,"","",,2639,,,,"Dryden, I.L.; Mardia, K.V.",[No abstract available],,,,,,Scopus,2-s2.0-0003489720
"Binford L.R.","",[No title available],1981,"Bones: Ancient Men and Modern Myths",,,,"","",,1763,,,,"Binford, L.R.",[No abstract available],,,,,,Scopus,2-s2.0-0003747768
"Behrensmeyer A.K.","6701561561;","Taphonomic and écologie information from bone weathering",1978,"Paleobiology","4","2",,"150","162",,1434,"10.1017/S0094837300005820","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971179963&doi=10.1017%2fS0094837300005820&partnerID=40&md5=c3f305c0690d139a5f83add33476997e","Peabody Museum, Yale University, New Haven, Connecticut 06520, United States","Behrensmeyer, A.K., Peabody Museum, Yale University, New Haven, Connecticut 06520, United States","Bones of recent mammals in the Amboseli Basin, southern Kenya, exhibit distinctive weathering characteristics that can be related to the time since death and to the local conditions of temperature, humidity and soil chemistry. A categorization of weathering characteristics into six stages, recognizable on descriptive criteria, provides a basis for investigation of weathering rates and processes. The time necessary to achieve each successive weathering stage has been calibrated using known-age carcasses. Most bones decompose beyond recognition in 10 to 15 yr. Bones of animals under 100 kg and juveniles appear to weather more rapidly than bones of large animals or adults. Small-scale rather than widespread environmental factors seem to have greatest influence on weathering characteristics and rates. Bone weathering is potentially valuable as evidence for the period of time represented in recent or fossil bone assemblages, including those on archeological sites, and may also be an important tool in censusing populations of animals in modern ecosystems. © 1978, Paleontological Society. All rights reserved.",,,Article,"Final",Open Access,Scopus,2-s2.0-84971179963
"Bookstein F.L.","7004606384;","Principal Warps: Thin-Plate Splines and the Decomposition of Deformations",1989,"IEEE Transactions on Pattern Analysis and Machine Intelligence","11","6",,"567","585",,1257,"10.1109/34.24792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957563017&doi=10.1109%2f34.24792&partnerID=40&md5=cff712aaae68443780d2a30c89a6fd7d","Center for Human Growth and Development, University of Michigan, Ann Arbor, MI 48109, United States","Bookstein, F.L., Center for Human Growth and Development, University of Michigan, Ann Arbor, MI 48109, United States","One conventional tool for interpolating surfaces over scattered data, the thin-plate spline, has an elegant algebra expressing the dependence of the physical bending energy of a thin metal plate on point constraints. For interpolation of a surface over a fixed set of nodes in the plane, the bending energy is a quadratic form in the heights assigned to the surface. The spline is the superposition of eigenvectors of the bending energy matrix, of successively larger physical scales, over a tilted flat plane having no bending energy at all. When these splines are paired, one representing the x-coordinate of another form and the other the y-coordinate, they aid greatly in the modeling of biological shape change as deformation. In this context, the pair becomes an interpolation map from R2 to R2 relating two sets of landmark points. The spline maps decompose, in the same way as the spline surfaces, into a linear part (an affine transformation) together with the superposition of principal warps, which are geometrically independent, affine-free deformations of progressively smaller geometrical scales. The warps decompose an empirical deformation into orthogonal features more or less as a conventional orthogonal functional analysis decomposes the single scene. This paper demonstrates the decomposition of deformations by principal warps, extends the method to deal with curving edges between landmarks, relates this formalism to other applications of splines current in computer vision, and indicates how they might aid in the extraction of features for analysis, comparison, and diagnosis of biological and medical images. © 1989 IEEE","Affine transformations; biharmonic equation; biomedical image analysis; deformation; principal warps; quadratic variation; shape; thin-plate splines; warping",,Article,"Final",,Scopus,2-s2.0-79957563017
"Schiffer M.B.","",[No title available],1987,"Formation Processes of the Archaeological Record",,,,"","",,1157,,,,"Schiffer, M.B.",[No abstract available],,,,,,Scopus,2-s2.0-0003717184
"Lyell C.","",[No title available],1830,"Principles of Geology",,,,"","",,994,,,,"Lyell, C.",[No abstract available],,,,,,Scopus,2-s2.0-0003982758
"Rohlf F.J.","7003281107;","Shape statistics: Procrustes superimpositions and tangent spaces",1999,"Journal of Classification","16","2",,"197","223",,537,"10.1007/s003579900054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033235691&doi=10.1007%2fs003579900054&partnerID=40&md5=afe1b218ad4917ce57cf2dee9936bc68","State University of New York, Stony Brook, NY, United States; Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States","Rohlf, F.J., State University of New York, Stony Brook, NY, United States, Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States","The shape of a set of labeled points corresponds to those attributes of the configuration that are invariant to the effects of translation, rotation, and scale. Procrustes distance may be used to compare different shapes and also serve as a metric that may be used to define multidimensional shape spaces. This paper demonstrates that the preshape space of planar triangles Procrustes aligned to a reference triangle corresponds to a unit hemisphere. An overview of methods used as linear approximations of D. G. Kendall's non-Euclidean shape space is given, and the equivalence of several methods based on orthogonal projections is shown. Some problems with approximations based on stereographic projections are also discussed. A simple example using artificial data is included.","Kendall shape space; Multivariate analysis; Partial warps; Preshape space; Tangent space",,Article,"Final",,Scopus,2-s2.0-0033235691
"Shipman P., Foster G., Schoeninger M.","7004475336;57206401394;6701622166;","Burnt bones and teeth: an experimental study of color, morphology, crystal structure and shrinkage",1984,"Journal of Archaeological Science","11","4",,"307","325",,521,"10.1016/0305-4403(84)90013-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021605770&doi=10.1016%2f0305-4403%2884%2990013-X&partnerID=40&md5=42f4a8a424c473ee84667da0ec9aa443","Department of Cell Biology and Anatomy, The Johns Hopkins University School of Medicine, 725 North Wolfe Street, Baltimore, MD 21205, United States; Department of Obstetrics and Gynecology, The Johns Hopkins Hospital, Baltimore, MD 21205, United States","Shipman, P., Department of Cell Biology and Anatomy, The Johns Hopkins University School of Medicine, 725 North Wolfe Street, Baltimore, MD 21205, United States; Foster, G., Department of Obstetrics and Gynecology, The Johns Hopkins Hospital, Baltimore, MD 21205, United States; Schoeninger, M., Department of Cell Biology and Anatomy, The Johns Hopkins University School of Medicine, 725 North Wolfe Street, Baltimore, MD 21205, United States","Burnt osteological materials are one focus of interest in forensic, archaeological, and palaeontological studies. We document the effects of experimental, controlled heating on a sample of modern bones and teeth from sheep and goats. Four aspects of heating specimens to between 20 and 940°C were considered: color, microscopic morphology, crystalline structure and shrinkage. Our results show that changes in both color and microscopic morphology of burnt bones and teeth can be divided into five stages each of which is typical of a particular temperature range, although the stages based on color do not correlate exactly with those based on micromorphology. These stages can be used to determine (1) if specimens of unknown taphonomic history were burnt, and (2) the maximum temperature reached by those specimens. In addition, powder X-ray diffraction studies show that heating causes an increase in the crystal size of hydroxyapatite, the major inorganic component of bones and teeth. This fact in conjunction with the microscopic morphology can be used to confirm deduced heating to 645°C or more. The data on shrinkage are analyzed to yield a polynomial expression that summarizes percentage shrinkage as a function of the maximum temperature reached by bones. Thus, the original size of specimens can be reconstructed within limits since the maximum temperature reached by the bones can be deduced on the basis of color, microscopic morphology and/or powder X-ray diffraction patterns. Finally, because there is a discrepancy between the maximum heating device temperature and the maximum specimen temperature, caution must be exercised in distinguishing between the effects of man made and natural fires. © 1984.","burnt bones; color changes; microscopic morphology; shrinkage; temperature; x-ray diffraction","burnt bones; color changes; microscopic morphology; shrinkage; temperature.; X ray diffraction",Article,"Final",,Scopus,2-s2.0-0021605770
