Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"White T.D., Folkens P.A.","",[No title available],1991,"Human Osteology",,,,"","",,780,,,,"White, T.D.; Folkens, P.A.",[No abstract available],,,,,,Scopus,2-s2.0-0003797978
"Robert P., Escoufier Y.","","A unifying tool for linear multivariate statistical methods: The RV-coefficient",1976,"Applied Statistics","25","3",,"257","265",,525,,,,"Robert, P.; Escoufier, Y.",[No abstract available],,,,,,Scopus,2-s2.0-0001400228
"Rohlf F.J., Corti M.","7003281107;56232198800;","Use of two-block partial least-squares to study covariation in shape",2000,"Systematic Biology","49","4",,"740","753",,459,"10.1080/106351500750049806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034351393&doi=10.1080%2f106351500750049806&partnerID=40&md5=f5aaf8597bd3c13104f1b4468125b0ee","Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Dipto. di Biol. Animale e dell'Uomo, Universita' di Roma La Sapienza, via Borelli 50, 00161 Roma, Italy","Rohlf, F.J., Department of Ecology and Evolution, State University of New York, Stony Brook, NY 11794-5245, United States; Corti, M., Dipto. di Biol. Animale e dell'Uomo, Universita' di Roma La Sapienza, via Borelli 50, 00161 Roma, Italy","The relatively new two-block partial least-squares method for analyzing the covariance between two sets of variables is described and contrasted with the well-known method of canonical correlation analysis. Their statistical properties, types of answers, and visualization techniques are discussed. Examples are given to show its usefulness in comparing two sets of variables - especially when one or both of the sets of variables are shape variables from a geometric morphometric study.","Canonical correlation; Covariance; Morphometrics; Mus musculus domesticus; Partial least squares; Plethodon; Visualization","analysis of variance; animal; article; bone; classification; fibula; genetics; histology; humerus; mouse; regression analysis; skull; tibia; ulna; Analysis of Variance; Animals; Bone and Bones; Fibula; Humerus; Least-Squares Analysis; Mice; Skull; Tibia; Ulna",Article,"Final",Open Access,Scopus,2-s2.0-0034351393
"Klingenberg C.P.","7004588456;","Morphological integration and developmental modularity",2008,"Annual Review of Ecology, Evolution, and Systematics","39",,,"115","132",,415,"10.1146/annurev.ecolsys.37.091305.110054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58549116543&doi=10.1146%2fannurev.ecolsys.37.091305.110054&partnerID=40&md5=d2f4b2eca705179045dde39baed934f5","Faculty of Life Sciences, University of Manchester, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Manchester M13 9PT, United Kingdom","Biological systems, from molecular complexes to whole organisms and ecological interactions, tend to have a modular organization. Modules are sets of traits that are internally integrated by interactions among traits, but are relatively independent from other modules. The interactions within modules rely on different mechanisms, depending on the context of a study. For morphological traits, modularity occurs in developmental, genetic, functional, and evolutionary contexts. A range of methods for quantifying integration and modularity in morphological data is available, and a number of comparative and experimental designs can be used to compare the different contexts. How development produces covariation between traits can have substantial implications for understanding genetic variation and the potential for evolutionary change, but research in this area has only begun and many questions remain unanswered. Copyright © 2008 by Annual Reviews. All rights reserved.","Constraint; Evolutionary quantitative genetics; Evolvability; Pleiotropy","biological development; evolutionary biology; experimental design; genetic variation; morphology; pleiotropy",Review,"Final",,Scopus,2-s2.0-58549116543
"Hanihara K.","","Dual structure model for the population history of the Japanese",1991,"Japan Review","2",,,"1","33",,256,,,,"Hanihara, K.",[No abstract available],,,,,,Scopus,2-s2.0-0002080450
"Bookstein F.L., Gunz P., Mittercker P., Prossinger H., Schæfer K., Seidler H.","7004606384;6506472733;6504786305;6701769032;7201525302;7004117563;","Cranial integration in Homo: Singular warps analysis of the midsagittal plane in ontogeny and evolution",2003,"Journal of Human Evolution","44","2",,"167","187",,251,"10.1016/S0047-2484(02)00201-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037307376&doi=10.1016%2fS0047-2484%2802%2900201-4&partnerID=40&md5=fb615501d9d1e255562d15c036ac28c7","Institute for Anthropology, University of Vienna, Althanstrasse 14, Vienna 1091, Austria; Institute for Gerontology, University of Michigan, Ann Arbor, MI, United States","Bookstein, F.L., Institute for Anthropology, University of Vienna, Althanstrasse 14, Vienna 1091, Austria, Institute for Gerontology, University of Michigan, Ann Arbor, MI, United States; Gunz, P., Institute for Anthropology, University of Vienna, Althanstrasse 14, Vienna 1091, Austria; Mittercker, P., Institute for Anthropology, University of Vienna, Althanstrasse 14, Vienna 1091, Austria; Prossinger, H., Institute for Anthropology, University of Vienna, Althanstrasse 14, Vienna 1091, Austria; Schæfer, K., Institute for Anthropology, University of Vienna, Althanstrasse 14, Vienna 1091, Austria; Seidler, H., Institute for Anthropology, University of Vienna, Althanstrasse 14, Vienna 1091, Austria","This study addresses some enduring issues of ontogenetic and evolutionary integration in the form of the hominid cranium. Our sample consists of 38 crania: 20 modern adult Homo sapiens, 14 subadult H. sapiens, and four archaic Homo. All specimens were CT-scanned except for two infant H, sapiens, who were imaged by MR instead. For each specimen 84 landmarks and semilandmarks were located on the midsagittal plane and converted to Procrustes shape coordinates. Integration was quantified by the method of singular warps, a new geometric-statistical approach to visualizing correlations among regions. The two classic patterns of integration, evolutionary and ontogenetic, were jointly explored by comparing analyses of overlapping subsamples that span ranges of different hypothetical factors. Evolutionary integration is expressed in the subsample of 24 adult Homo, and ontogenetic integration in the subsample of 34 H. sapiens. In this data set, vault, cranial base, and face show striking and localized patterns of covariation over ontogeny, similar but not identical to the patterns seen over evolution. The principal differences between ontogeny and phylogeny pertain to the cranial base. There is also a component of cranial to height ratio not reducible to either process. Our methodology allows a separation of these independent processes (and their impact on cranial shape) that conventional methods have not found. © 2003 Elsevier Science Ltd. All rights reserved.","Cranial integration; Geometric morphometrics; Human ontogeny; Human phylogeny; Relative warps; Singular warps","cranium; evolutionary biology; ontogeny; Crania; Hominidae; Homo; Homo sapiens; Homo sapiens; Procrustes",Article,"Final",,Scopus,2-s2.0-0037307376
"Williams R., Rankin N., Smith T., Galler D., Seakins P.","55495853400;7003669549;57212258349;6603447918;7004477200;","Relationship between the humidity and temperature of inspired gas and the function of the airway mucosa",1996,"Critical Care Medicine","24","11",,"1920","1929",,238,"10.1097/00003246-199611000-00025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029803459&doi=10.1097%2f00003246-199611000-00025&partnerID=40&md5=18cf8f4b7c2a709236a65d81e6afbff0","Intensive Care Unit, Middlemore Hospital, Otahuhu, New Zealand; Fisher and Paykel Healthcare, Auckland, New Zealand; Intensive Care Unit, Middlemore Hospital, Private Bag 93311, Otahuhu, Auckland, New Zealand","Williams, R., Fisher and Paykel Healthcare, Auckland, New Zealand; Rankin, N., Intensive Care Unit, Middlemore Hospital, Otahuhu, New Zealand; Smith, T., Intensive Care Unit, Middlemore Hospital, Otahuhu, New Zealand; Galler, D., Intensive Care Unit, Middlemore Hospital, Otahuhu, New Zealand, Intensive Care Unit, Middlemore Hospital, Private Bag 93311, Otahuhu, Auckland, New Zealand; Seakins, P., Fisher and Paykel Healthcare, Auckland, New Zealand","Objective: To review the available literature on the relationship between the humidity and temperature of inspired gas and airway mucosal function. Data Sources: International computerized databases and published indices, experts in the field, conference proceedings, bibliographies. Study Selection/Data Extraction: Two hundred articles/texts on respiratory tract physiology and humidification were reviewed. Seventeen articles were selected from 40 articles for inclusion in the published data verification of the model. Selection was by independent reviewers. Extraction was by consensus, and was based on finding sufficient data. Data Synthesis: A relationship exists between inspired gas humidity and temperature, exposure time to a given humidity level, and mucosal function. This relationship can be modeled and represented as an inspired humidity magnitude vs. exposure time map. The model is predictive of mucosal function and can be partially verified by the available literature. It predicts that if inspired humidity deviates from an optimal level, a progressive mucosal dysfunction begins. The greater the humidity deviation, the faster the mucosal dysfunction progresses. Conclusions: A model for the relationship between airway mucosal dysfunction and the combination of the humidity of inspired gas and the duration over which the airway mucosa is exposed to that humidity is proposed. This model suggests that there is an optimal temperature and humidity above which, and below which, there is impaired mucosal function. This optimal level of temperature and humidity is core temperature and 100% relative humidity. However, existing data are only sufficient to test this model for gas conditions below core temperature and 100% relative humidity. These data concur with the model in that region. No studies have yet looked at this relationship beyond 24 hrs. Longer exposure times to any given level of inspired humidity and inspired gas temperatures and humidities above core temperature and 100% relative humidity need to be studied to fully verify the proposed model.","humidification; intratracheal intubation; lungs; mucociliary clearance; mucosa; respiratory mechanics; respiratory system","artificial ventilation; breathing mechanics; endotracheal intubation; human; humidity; mucociliary clearance; nonhuman; priority journal; respiratory failure; respiratory tract mucosa; review; temperature; Animals; Cilia; Heat; Humans; Humidity; Respiratory Physiology",Review,"Final",,Scopus,2-s2.0-0029803459
"Harvati K., Weaver T.D.","57203032637;57214027910;","Human cranial anatomy and the differential preservation of population history and climate signatures",2006,"Anatomical Record - Part A Discoveries in Molecular, Cellular, and Evolutionary Biology","288","12",,"1225","1233",,227,"10.1002/ar.a.20395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845396793&doi=10.1002%2far.a.20395&partnerID=40&md5=d565e25582cdd802c155ef224a32f6e8","Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Department of Anthropology, University of California, Davis, CA, United States; Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany","Harvati, K., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany, Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany; Weaver, T.D., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany, Department of Anthropology, University of California, Davis, CA, United States","Cranial morphology is widely used to reconstruct evolutionary relationships, but its reliability in reflecting phylogeny and population history has been questioned. Some cranial regions, particularly the face and neurocranium, are believed to be influenced by the environment and prone to convergence. Others, such as the temporal bone, are thought to reflect more accurately phylogenetic relationships. Direct testing of these hypotheses was not possible until the advent of large genetic data sets. The few relevant studies in human populations have had intriguing but possibly conflicting results, probably partly due to methodological differences and to the small numbers of populations used. Here we use three-dimensional (3D) geometric morphometrics methods to test explicitly the ability of cranial shape, size, and relative position/orientation of cranial regions to track population history and climate. Morphological distances among 13 recent human populations were calculated from four 3D landmark data sets, respectively reflecting facial, neurocranial, and temporal bone shape; shape and relative position; overall cranial shape; and centroid sizes. These distances were compared to neutral genetic and climatic distances among the same, or closely matched, populations. Results indicate that neurocranial and temporal bone shape track neutral genetic distances, while facial shape reflects climate; centroid size shows a weak association with climatic variables; and relative position/orientation of cranial regions does not appear correlated with any of these factors. Because different cranial regions preserve population history and climate signatures differentially, caution is suggested when using cranial anatomy for phylogenetic reconstruction. © 2006 Wiley-Liss, Inc.","Climate adaptation; Craniofacial morphology; Human variation; Neutral genetics; Population history","accuracy; article; climate; correlation analysis; evolution; face; female; genetic distance; geometry; history; human; human tissue; hypothesis; male; morphology; morphometrics; normal human; phylogeny; population research; priority journal; reliability; skull; temporal bone; Acclimatization; Adult; Anthropology, Physical; Cephalometry; Climate; Continental Population Groups; Evolution; Face; Female; Genetics, Population; Humans; Imaging, Three-Dimensional; Male; Phylogeny; Reproducibility of Results; Skull; Temporal Bone; Variation (Genetics)",Article,"Final",,Scopus,2-s2.0-33845396793
"Gunz P., Mitteroecker P., Neubauer S., Weber G.W., Bookstein F.L.","6506472733;6507135382;7102853256;7402213147;7004606384;","Principles for the virtual reconstruction of hominin crania",2009,"Journal of Human Evolution","57","1",,"48","62",,204,"10.1016/j.jhevol.2009.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649976615&doi=10.1016%2fj.jhevol.2009.04.004&partnerID=40&md5=c5d8a22b44037eb149fad6df0d0a4178","Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany; Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Department of Theoretical Biology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, A-3422 Altenberg, Austria; Department of Statistics, University of Washington, Seattle, WA, United States","Gunz, P., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany, Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Mitteroecker, P., Department of Theoretical Biology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria, Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, A-3422 Altenberg, Austria; Neubauer, S., Department of Human Evolution, Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany, Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Weber, G.W., Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria; Bookstein, F.L., Department of Anthropology, University of Vienna, Althanstrasse 14, A-1090 Vienna, Austria, Department of Statistics, University of Washington, Seattle, WA, United States","Fossils are usually discovered broken or distorted, therefore reconstruction is inevitably the first step towards any comparative analysis. We outline a general methodological framework by which missing information about biological specimens can be estimated using geometric morphometric methods and discuss how this relates to effective paleoanthropological use of incomplete and distorted crania. Combining digital data resources with geometric morphometrics, we go beyond the assembly of fragments on the computer. As in a three-dimensional jigsaw puzzle, we first assemble the virtual pieces manually. Then we use landmarks, several hundred semilandmarks, and information from complete specimens to estimate missing coordinates and correct for distortion simultaneously. One can thus incorporate information from incomplete specimens in a comparative morphometric analysis while keeping track of the uncertainties that result from partial preservation or deformation. We exemplify our approach by reconstructing the fossil crania Arago XXI, Taung, and KNM-WT 15000. As different assumptions and algorithms lead to different estimations, there exists no ""all-purpose"" reconstruction. Instead one creates multiple reconstructions-a posterior distribution in a Bayesian sense. This distribution reflects uncertainty due to missing data values and sensitivity to prior assumptions. While there will typically be shape differences among equally plausible reconstructions, these different estimates might still support a single conclusion. © 2009 Elsevier Ltd. All rights reserved.","Arago; Geometric morphometrics; Missing data; Nariokotome; Procrustes; Semilandmarks; Taung; Thin-plate spline; Virtual reconstruction","anthropology; biometry; comparative study; computer simulation; coordinate; cranium; data set; fossil record; hominid; morphometry; paleontology; preservation; reconstruction; uncertainty analysis; Crania",Article,"Final",,Scopus,2-s2.0-67649976615
"Omoto K., Saitou N.","7005875805;7005896538;","Genetic origins of the Japanese: A partial support for the dual structure hypothesis",1997,"American Journal of Physical Anthropology","102","4",,"437","446",,149,"10.1002/(SICI)1096-8644(199704)102:4<437::AID-AJPA1>3.0.CO;2-P","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030971915&doi=10.1002%2f%28SICI%291096-8644%28199704%29102%3a4%3c437%3a%3aAID-AJPA1%3e3.0.CO%3b2-P&partnerID=40&md5=6e3a49512644a3277cc293bf7ceec999","Intl. Res. Ctr. for Japanese Studies, Kyoto, 610-11, Japan; National Institute of Genetics, Mishima, 411, Japan; Intl. Res. Ctr. for Japanese Studies, 3-2 Oeyama-cho, Goryo, Nishikyo-ku, Kyoto, 610-11, Japan","Omoto, K., Intl. Res. Ctr. for Japanese Studies, Kyoto, 610-11, Japan, Intl. Res. Ctr. for Japanese Studies, 3-2 Oeyama-cho, Goryo, Nishikyo-ku, Kyoto, 610-11, Japan; Saitou, N., National Institute of Genetics, Mishima, 411, Japan","Based on the morphological characteristics of the skull and teeth, Hanihara ([1991] Japan Review 2:1-33) proposed the 'dual structure model' for the formation of modern Japanese populations. We examine this model by dividing it into two independent hypotheses: 1) the Upper Paleolithic population of Japan that gave rise to the Neolithic Jomon people was of southeast Asian origin, and 2) modern Ainu and Ryukyuan (Okinawa) populations are direct descendants of the Jomon people, while Hondo (Main Island)- Japanese are mainly derived from the migrants from the northeast Asian continent after the Aeneolithic Yayoi period. Our aim is to examine the extent to which the model is supported by genetic evidence from modern populations, particularly from Japan and other Asian areas. Based on genetic distance analyses using data from up to 25 'classic' genetic markers, we find first that the three Japanese populations including Ainu and Ryukyuan clearly belong to a northeast Asian cluster group. This negates the first hypothesis of the model. Then, we find that Ainu and Ryukyuans share a group contrasting with Hondo-Japanese and Korean, supporting the second hypothesis of the model. Based on these results, we propose a modified version of the dual structure model which may explain the genetic, morphological, and archaeological evidence concerning the formation of modern Japanese populations.","Ainu; Asian populations; genetic distance; origins of Japanese; Ryukyuan","article; evolution; genetic distance; genetic marker; human; hypothesis; Japan; paleoanthropology; physical anthropology",Article,"Final",,Scopus,2-s2.0-0030971915
