Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Adams D.C., Otárola-Castillo E.","7404054540;25629989200;","Geomorph: An r package for the collection and analysis of geometric morphometric shape data",2013,"Methods in Ecology and Evolution","4","4",,"393","399",,795,"10.1111/2041-210X.12035",2-s2.0-84875761771
"Aiken L.S., West S.G.","","Multiple regression: Testing and interpreting interactions",1991,"Multiple Regression: Testing and Interpreting Interactions",,,,"","",,27322,,2-s2.0-0003622514
"Antón S.C.","7005809473;","Early Homo: Who, when, and where",2012,"Current Anthropology","53","SUPPL. 6",,"S278","S298",,51,"10.1086/667695",2-s2.0-84871413267
"Antón S.C., Potts R., Aiello L.C.","","Evolution of early Homo: An integrated biological perspective",2014,"Science","345","6192",,"","",,23,,2-s2.0-84922273700
"Archer W., Braun D.R.","35085743300;23972180300;","Variability in bifacial technology at Elandsfontein, Western cape, South Africa: a geometric morphometric approach",2010,"Journal of Archaeological Science","37","1",,"201","209",,74,"10.1016/j.jas.2009.09.033",2-s2.0-70350780084
"Archer W., Gunz P., Van Niekerk K.L., Henshilwood C.S., McPherron S.P.","35085743300;6506472733;55618288400;6603544431;6506777264;","Diachronic change within the Still Bay at Blombos Cave, South Africa",2015,"PLoS ONE","10","7", e0132428,"","",,23,"10.1371/journal.pone.0132428",2-s2.0-84940055265
"Archer W., Pop C.M., Gunz P., McPherron S.P.","35085743300;55860417700;6506472733;6506777264;","What is Still Bay? Human biogeography and bifacial point variability",2016,"Journal of Human Evolution","97",,,"58","72",,16,"10.1016/j.jhevol.2016.05.007",2-s2.0-84974593556
"Archer W., Pop C.M., Rezek Z., Schlager S., Lin S.C., Weiss M., Dogandžić T., Desta D., McPherron S.P.","","A geometric morphometric relationship predicts stone flake shape and size variability",2017,"Archaeological and Anthropological Sciences",,,,"1","13",,1,,2-s2.0-85056551062
"Ashton N.M., McNabb J.","","Bifaces in perspective",1994,"Stories in Stone",,,,"182","191",,64,,2-s2.0-0002532807
"Atance C.M., O'Neill D.K.","7801356407;7101811098;","Episodic future thinking",2001,"Trends in Cognitive Sciences","5","12",,"533","539",,565,"10.1016/S1364-6613(00)01804-0",2-s2.0-0035577836
"Baab K.L., Mcnulty K.P., Rohlf F.J.","23388659700;7004717904;7003281107;","The shape of human evolution: A geometric morphometrics perspective",2012,"Evolutionary Anthropology","21","4",,"151","165",,36,"10.1002/evan.21320",2-s2.0-84865331150
"Beaumont P.B., Vogel J.C.","7102929244;7403035000;","On a timescale for the past million years of human history in central South Africa",2006,"South African Journal of Science","102","5-6",,"217","228",,102,,2-s2.0-33751070833
"Bennett M.R., Harris J.W.K., Richmond B.G., Braun D.R., Mbua E., Kiura P., Olago D., Kibunjia M., Omuombo C., Behrensmeyer A.K., Huddart D., Gonzalez S.","55367293600;55740177800;7006651844;23972180300;6505959301;26039221300;6602432331;6506717232;26039462300;6701561561;7004053776;7202199428;","Early hominin foot morphology based on 1.5-million-year-old footprints from Ileret, Kenya",2009,"Science","323","5918",,"1197","1201",,132,"10.1126/science.1168132",2-s2.0-61349164871
"Beyene Y., Zeleke Y., Uzawa L.","","The Acheulean at Konso-Gardula: Results from locality KGA4-A2",1997,"Ethiopia in Broader Perspective: Papers of the XIIIth International Conference of Ethiopian Studies",,,,"376","381",,3,,2-s2.0-26844526263
"Beyene Y., Katoh S., Woldegabriel G., Hart W.K., Uto K., Sudo M., Kondo M., Hyodo M., Renne P.R., Suwa G., Asfaw B.","6603755127;7202864453;6603789752;57212956767;57208490851;7102210423;8901887900;36776444500;7006738539;6603844265;7004420438;","The characteristics and chronology of the earliest Acheulean at Konso, Ethiopia",2013,"Proceedings of the National Academy of Sciences of the United States of America","110","5",,"1584","1591",,173,"10.1073/pnas.1221285110",2-s2.0-84873168564
"Binford L.R.","","Behavioral archaeology and the 'Pompeii premise'",1981,"Journal of Anthropological Research","37","3",,"195","208",,736,,2-s2.0-0000545961
"Bleed P.","57204378192;","The optimal design of hunting weapons: Maintainability or reliability",1986,"American Antiquity","51","4",,"737","747",,322,"10.2307/280862",2-s2.0-84991253179
"Blumenschine R.J., Masao F.T., Stollhofen H., Stanistreet I.G., Bamford M.K., Albert R.M., Njau J.K., Prassack K.A.","6602434690;6508301921;6602776803;7003879986;7005097649;7202686146;6504092583;21733533900;","Landscape distribution of Oldowan stone artifact assemblages across the fault compartments of the eastern Olduvai Lake Basin during early lowermost Bed II times",2012,"Journal of Human Evolution","63","2",,"384","394",,41,"10.1016/j.jhevol.2011.05.003",2-s2.0-84864551602
"Blumenschine R.J., Masao F.T., Tactikos J.C., Ebert J.I.","6602434690;6508301921;8387543300;7102431646;","Effects of distance from stone source on landscape-scale variation in Oldowan artifact assemblages in the Paleo-Olduvai Basin, Tanzania",2008,"Journal of Archaeological Science","35","1",,"76","86",,66,"10.1016/j.jas.2007.02.009",2-s2.0-35748964140
"Bobe R., Behrensmeyer A.K.","6603731660;6701561561;","The expansion of grassland ecosystems in Africa in relation to mammalian evolution and the origin of the genus Homo",2004,"Palaeogeography, Palaeoclimatology, Palaeoecology","207","3-4",,"399","420",,230,"10.1016/j.palaeo.2003.09.033",2-s2.0-2642542713
"Boëda E., Geneste J.-M., Meignen L.","","Identification de chaînes opératoires lithiques du Paléolithique ancien et moyen",1990,"Paléo","2",,,"43","80",,268,,2-s2.0-0002581902
"Boëda É.","","Steinartefakt-Produktionssequenzen im Micoquien der Kulna-Höhle",1995,"Quartär","45","46",,"75","98",,11,,2-s2.0-79958754540
"Bookstein F.L.","7004606384;","Landmark methods for forms without landmarks: Morphometrics of group differences in outline shape",1997,"Medical Image Analysis","1","3",,"225","243",,957,"10.1016/S1361-8415(97)85012-8",2-s2.0-0031107378
"Bousman C.B.","6507455571;","Hunter-gatherer adaptations, economic risk and tool design",1993,"Lithic Technology","18","1-2",,"59","86",,97,"10.1080/01977261.1993.11720897",2-s2.0-84976728193
"Brain C.K., Churcher C.S., Clark J.D., Grine F.E., Shipman P., Susman R.L., Turner A., Watson V.","","New evidence of early hominids, their culture and environment from the Swartkrans cave, South Africa",1988,"South African Journal of Science","84",,,"828","835",,65,,2-s2.0-0001681853
"Braun D.R.","","Early Industries of Africa",2015,,,,,"65","79",,1,,2-s2.0-85053867028
"Braun D.R., Harris J.W.K.","","Technological developments in the Oldowan of Koobi Fora: Innovative techniques of artifact analysis",2003,"Oldowan: Rather More than Smashing Stones",,,,"117","144",,34,,2-s2.0-55949086424
"Braun D.R., Rogers M.J., Harris J.W.K., Walker S.J.","23972180300;36519538000;55740177800;25032036900;","Landscape-scale variation in hominin tool use: Evidence from the Developed Oldowan",2008,"Journal of Human Evolution","55","6",,"1053","1063",,68,"10.1016/j.jhevol.2008.05.020",2-s2.0-55949136829
"Braun D.R., Tactikos J.C., Ferraro J.V., Arnow S.L., Harris J.W.K.","23972180300;8387543300;8387543400;23972459300;55740177800;","Oldowan reduction sequences: methodological considerations",2008,"Journal of Archaeological Science","35","8",,"2153","2163",,28,"10.1016/j.jas.2008.01.015",2-s2.0-44449127030
"Braun D.R., Harris J.W.K., Maina D.N.","23972180300;55740177800;6701727161;","Oldowan raw material procurement and use: Evidence from the Koobi Fora formation",2009,"Archaeometry","51","1",,"26","42",,36,"10.1111/j.1475-4754.2008.00393.x",2-s2.0-58549103550
"Braun D.R., Plummer T., Ferraro J.V., Ditchfield P., Bishop L.C.","23972180300;7006149395;8387543400;55905037700;7007061548;","Raw material quality and Oldowan hominin toolstone preferences: evidence from Kanjera South, Kenya",2009,"Journal of Archaeological Science","36","7",,"1605","1614",,109,"10.1016/j.jas.2009.03.025",2-s2.0-67349286486
"Braun D.R., Plummer T.W., Ditchfield P.W., Bishop L.C., Ferraro J.V.","23972180300;7006149395;55905037700;7007061548;8387543400;","Oldowan Technology and Raw Material Variability at Kanjera South",2009,"Vertebrate Paleobiology and Paleoanthropology",,"9781402090592",,"99","110",,28,"10.1007/978-1-4020-9060-8_9",2-s2.0-84922979952
