Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1769,"10.1111/j.1755-0998.2010.02924.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650839801&doi=10.1111%2fj.1755-0998.2010.02924.x&partnerID=40&md5=d30b5ebcfc053aa3854553146529e97f","Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Klingenberg, C.P., Faculty of Life Sciences, University of Manchester, Michael Smith Building, Manchester M13 9PT, United Kingdom","Increasingly, data on shape are analysed in combination with molecular genetic or ecological information, so that tools for geometric morphometric analysis are required. Morphometric studies most often use the arrangements of morphological landmarks as the data source and extract shape information from them by Procrustes superimposition. The MorphoJ software combines this approach with a wide range of methods for shape analysis in different biological contexts. The program offers an integrated and user-friendly environment for standard multivariate analyses such as principal components, discriminant analysis and multivariate regression as well as specialized applications including phylogenetics, quantitative genetics and analyses of modularity in shape data. MorphoJ is written in Java and versions for the Windows, Macintosh and Unix/Linux platforms are freely available from © 2010 Blackwell Publishing Ltd.","Geometric morphometrics; Multivariate statistics; Phylogeny; Procrustes superimposition; Quantitative genetics; Shape","article; computer interface; computer program; genetic procedures; instrumentation; multivariate analysis; phylogeny; Genetic Techniques; Multivariate Analysis; Phylogeny; Software; User-Computer Interface",Article,"Final",,Scopus,2-s2.0-78650839801
"Scheuer L., Black S.","",[No title available],2000,"Developmental Juvenile Osteology",,,,"","",,1288,,,,"Scheuer, L.; Black, S.",[No abstract available],,,,,,Scopus,2-s2.0-0004177176
"McIntosh A.R., Bookstein F.L., Haxby J.V., Grady C.L.","35465675000;7004606384;7004857212;35432986800;","Spatial pattern analysis of functional brain images using partial least squares",1996,"NeuroImage","3","3 I",,"143","157",,761,"10.1006/nimg.1996.0016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029941179&doi=10.1006%2fnimg.1996.0016&partnerID=40&md5=f4eaaba5e42cbc4565476544c891353d","Rotman Res. Inst. of Baycrest Centre, University of Toronto, 3560 Bathurst Street, Toronto, Ont. M6A 2E1, Canada; Institute of Gerontology, University of Michigan, Ann Arbor, MI 48109, United States; Functional Brain Imaging Section, Lab. of Psychol. and Psychopathology, National Institute of Mental Health, Bethesda, MD 20892, United States; Laboratory of Neurosciences, National Institute on Aging, Bethesda, MD 20892, United States","McIntosh, A.R., Rotman Res. Inst. of Baycrest Centre, University of Toronto, 3560 Bathurst Street, Toronto, Ont. M6A 2E1, Canada; Bookstein, F.L., Institute of Gerontology, University of Michigan, Ann Arbor, MI 48109, United States; Haxby, J.V., Functional Brain Imaging Section, Lab. of Psychol. and Psychopathology, National Institute of Mental Health, Bethesda, MD 20892, United States; Grady, C.L., Rotman Res. Inst. of Baycrest Centre, University of Toronto, 3560 Bathurst Street, Toronto, Ont. M6A 2E1, Canada, Laboratory of Neurosciences, National Institute on Aging, Bethesda, MD 20892, United States","This paper introduces a new tool for functional neuroimage analysis: partial least squares (PLS). It is unique as a multivariate method in its choice of emphasis for analysis, that being the covariance between brain images and exogenous blocks representing either the experiment design or some behavioral measure. What emerges are spatial patterns of brain activity that represent the optimal association between the images and either of the blocks. This process differs substantially from other multivariate methods in that rather than attempting to predict the individual values of the image pixels, PLS attempts to explain the relation between image pixels and task or behavior. Data from a face encoding and recognition PET rCBF study are used to illustrate two types of PLS analysis: an activation analysis of task with images and a brain-behavior analysis. The commonalities across the two analyses are suggestive of a general face memory network differentially engaged during encoding and recognition. PLS thus serves as an important extension by extracting new information from imaging data that is not accessible through other currently used univariate and multivariate image analysis tools.",,"brain blood flow; brain function; image analysis; imaging; mathematical analysis; positron emission tomography; priority journal; review",Article,"Final",,Scopus,2-s2.0-0029941179
"Mitteroecker P., Gunz P.","6507135382;6506472733;","Advances in Geometric morphometrics",2009,"Evolutionary Biology","36","2",,"235","247",,576,"10.1007/s11692-009-9055-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69449097227&doi=10.1007%2fs11692-009-9055-x&partnerID=40&md5=b3ed371cd9636aa0a4ab33d0e92745b7","Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, Altenberg A-3422, Austria; Department of Theoretical Biology, University of Vienna, Althanstrasse 14, Vienna A-1091, Austria; Department of Human Evolution, Max-Planck-Institute for Evolutionary Anthropology, Deutscher Platz 6, Leipzig D-04103, Germany","Mitteroecker, P., Konrad Lorenz Institute for Evolution and Cognition Research, Adolf Lorenz Gasse 2, Altenberg A-3422, Austria, Department of Theoretical Biology, University of Vienna, Althanstrasse 14, Vienna A-1091, Austria; Gunz, P., Department of Human Evolution, Max-Planck-Institute for Evolutionary Anthropology, Deutscher Platz 6, Leipzig D-04103, Germany","Geometric morphometrics is the statistical analysis of form based on Cartesian landmark coordinates. After separating shape from overall size, position, and orientation of the landmark configurations, the resulting Procrustes shape coordinates can be used for statistical analysis. Kendall shape space, the mathematical space induced by the shape coordinates, is a metric space that can be approximated locally by a Euclidean tangent space. Thus, notions of distance (similarity) between shapes or of the length and direction of developmental and evolutionary trajectories can be meaningfully assessed in this space. Results of statistical techniques that preserve these convenient properties-such as principal component analysis, multivariate regression, or partial least squares analysis-can be visualized as actual shapes or shape deformations. The Procrustes distance between a shape and its relabeled reflection is a measure of bilateral asymmetry. Shape space can be extended to form space by augmenting the shape coordinates with the natural logarithm of Centroid Size, a measure of size in geometric morphometrics that is uncorrelated with shape for small isotropic landmark variation. The thin-plate spline interpolation function is the standard tool to compute deformation grids and 3D visualizations. It is also central to the estimation of missing landmarks and to the semilandmark algorithm, which permits to include outlines and surfaces in geometric morphometric analysis. The powerful visualization tools of geometric morphometrics and the typically large amount of shape variables give rise to a specific exploratory style of analysis, allowing the identification and quantification of previously unknown shape features. © The Author(s) 2009.","Asymmetry; Form space; Kendall shape space; Procrustes; Semilandmarks; Thin-plate spline",,Article,"Final",Open Access,Scopus,2-s2.0-69449097227
"White T., Folkens P.","35427764800;25638415900;","The Human Bone Manual",2005,"The Human Bone Manual",,,,"","",464,367,"10.1016/C2009-0-00102-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013823175&doi=10.1016%2fC2009-0-00102-0&partnerID=40&md5=21da982a376225f2140bfad1bfd54fd5","Human Evolution Research Center (HERC), The Department of Integrative Biology, The University of California, Berkeley, CA, United States","White, T., Human Evolution Research Center (HERC), The Department of Integrative Biology, The University of California, Berkeley, CA, United States; Folkens, P.","Tim White and Pieter Folkens, the team behind the bestselling text, Human Osteology, Second Edition, have created the ideal concise guide for professional anthropologists, osteologists, law enforcement officers, and forensic specialists working with human bones in the field or laboratory. In addition to essential text information, hundreds of photographs are included, showing a maximum amount of anatomical information and providing a valuable tool in comparing specimens for rapid identification across the broad landscapes of law enforcement, forensics, anatomy, archaeology, and paleontology. Book jacket. © 2005 Elsevier Inc. All rights reserved.",,,Book,"Final",,Scopus,2-s2.0-85013823175
"Zelditch M., Swiderski D., Sheets H.","6701615282;35493322600;55663863700;","Geometric Morphometrics for Biologists",2012,"Geometric Morphometrics for Biologists",,,,"","",478,327,"10.1016/C2010-0-66209-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013710796&doi=10.1016%2fC2010-0-66209-2&partnerID=40&md5=9fa6c4eb0f9b1322a93839d9f872d4f5","Museum of Paleontology, University of Michigan, Ann Arbor, MI, United States; University of Michigan Medical Center, Ann Arbor, MI, United States; Department of Physics, Canisius College, Buffalo, NY, United States","Zelditch, M., Museum of Paleontology, University of Michigan, Ann Arbor, MI, United States; Swiderski, D., University of Michigan Medical Center, Ann Arbor, MI, United States; Sheets, H., Department of Physics, Canisius College, Buffalo, NY, United States","The first edition of Geometric Morphometrics for Biologists has been the primary resource for teaching modern geometric methods of shape analysis to biologists who have a stronger background in biology than in multivariate statistics and matrix algebra. These geometric methods are appealing to biologists who approach the study of shape from a variety of perspectives, from clinical to evolutionary, because they incorporate the geometry of organisms throughout the data analysis. The second edition of this book retains the emphasis on accessible explanations, and the copious illustrations and examples of the first, updating the treatment of both theory and practice. The second edition represents the current state-of-the-art and adds new examples and summarizes recent literature, as well as provides an overview of new software and step-by-step guidance through details of carrying out the analyses. Contains updated coverage of methods, especially for sampling complex curves and 3D forms and a new chapter on applications of geometric morphometrics to forensics Offers a reorganization of chapters to streamline learning basic concepts Presents detailed instructions for conducting analyses with freely available, easy to use software Provides numerous illustrations, including graphical presentations of important theoretical concepts and demonstrations of alternative approaches to presenting results. © 2012 Elsevier Inc. All rights reserved.",,,Book,"Final",,Scopus,2-s2.0-85013710796
"Auerbach B.M., Ruff C.B.","7003971947;7005423421;","Limb bone bilateral asymmetry: Variability and commonality among modern humans",2006,"Journal of Human Evolution","50","2",,"203","218",,271,"10.1016/j.jhevol.2005.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-32044452186&doi=10.1016%2fj.jhevol.2005.09.004&partnerID=40&md5=b285bc0f3aa61f2d711e85ded82c7c79","Center for Functional Anatomy and Evolution, The Johns Hopkins University School of Medicine, 1830 East Monument Street, Baltimore, MD 21205, United States","Auerbach, B.M., Center for Functional Anatomy and Evolution, The Johns Hopkins University School of Medicine, 1830 East Monument Street, Baltimore, MD 21205, United States; Ruff, C.B., Center for Functional Anatomy and Evolution, The Johns Hopkins University School of Medicine, 1830 East Monument Street, Baltimore, MD 21205, United States","Humans demonstrate species-wide bilateral asymmetry in long bone dimensions. Previous studies have documented greater right-biases in upper limb bone dimensions - especially in length and diaphyseal breadth - as well as more asymmetry in the upper limb when compared with the lower limb. Some studies have reported left-bias in lower limb bone dimensions, which, combined with the contralateral asymmetry in upper limbs, has been termed ""crossed symmetry."" The examination of sexual dimorphism and population variation in asymmetry has been limited. This study re-examines these topics in a large, geographically and temporally diverse sample of 780 Holocene adult humans. Fourteen bilateral measures were taken, including maximum lengths, articular and peri-articular breadths, and diaphyseal breadths of the femur, tibia, humerus, and radius. Dimensions were converted into percentage directional (%DA) and absolute (%AA) asymmetries. Results reveal that average diaphyseal breadths in both the upper and lower limbs have the greatest absolute and directional asymmetry among all populations, with lower asymmetry evident in maximum lengths or articular dimensions. Upper limb bones demonstrate a systematic right-bias in all dimensions, while lower limb elements have biases closer to zero %DA, but with slight left-bias in diaphyseal breadths and femoral length. Crossed symmetry exists within individuals between similar dimensions of the upper and lower limbs. Females have more asymmetric and right-biased upper limb maximum lengths, while males have greater humeral diaphyseal and head breadth %DAs. The lower limb demonstrates little sexual dimorphism in asymmetry. Industrial groups exhibit relatively less asymmetry than pre-industrial humans and less dimorphism in asymmetry. A mixture of influences from both genetic and behavioral factors is implicated as the source of these patterns. © 2005 Elsevier Ltd. All rights reserved.","Bone plasticity; Crossed symmetry; Hominin; Laterality; Postcranial variation; Secular trends","asymmetry; bone; human evolution",Article,"Final",,Scopus,2-s2.0-32044452186
"Soslowsky L.J., Flatow E.L., Bigliani L.U., Pawluk R.J., Ateshian G.A., Mow V.C.","7005311902;7005575203;7006666981;7003661032;35555813600;7101894825;","Quantitation of in situ contact areas at the glenohumeral joint: A biomechanical study",1992,"Journal of Orthopaedic Research","10","4",,"524","534",,163,"10.1002/jor.1100100407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026898331&doi=10.1002%2fjor.1100100407&partnerID=40&md5=5cf349bbfdc8fc4fe74ecf5d4e17fae1","Orthopaedic Research Laboratories, The University of Michigan, Ann Arbor, Michigan, United States; Orthopaedic Research Laboratory, Columbia University, New York, New York, United States","Soslowsky, L.J., Orthopaedic Research Laboratories, The University of Michigan, Ann Arbor, Michigan, United States; Flatow, E.L., Orthopaedic Research Laboratory, Columbia University, New York, New York, United States; Bigliani, L.U., Orthopaedic Research Laboratory, Columbia University, New York, New York, United States; Pawluk, R.J., Orthopaedic Research Laboratory, Columbia University, New York, New York, United States; Ateshian, G.A., Orthopaedic Research Laboratory, Columbia University, New York, New York, United States; Mow, V.C., Orthopaedic Research Laboratory, Columbia University, New York, New York, United States","Glenohumeral arthritis may result from abnormal articular mechanics, and shoulder reconstructive procedures often rely implicitly on the belief that the restoration of normal articular mechanics is required to obtain satisfactory clinical results. Despite this, limited knowledge of normal or pathologic glenohumeral joint articular mechanics and contact is available. This study uses a stereophotogrammetry technique to determine contact areas in normal cadaver glenohumeral joints with intact ligaments and capsule through a large range of motion using simulated forces of the four rotator cuff muscles and three deltoid heads. All shoulders were first elevated to their maximum elevation in the scapular plane at an external rotation (starting rotation = 40 ± 8°), which allowed each shoulder to attain its maximal elevation in the scapular plane, and then repeated at 20° internal to this rotation. Contact areas consistently increased with increasing elevation until 120° to an average of 5.07 cm2 before decreasing with further increased elevation to an average of 2.59 cm2 at 180° of total arm elevation. At 20° internal to the starting rotation, contact areas reached high values 60° earlier (averaged 4.56 cm2 at 60° of total arm elevation) and then remained fairly constant through 120° before decreasing with further increased elevation to 2.51 cm2 at 180° total arm elevation. With increasing elevation in the external starting rotation, humeral head contact dramatically migrates from an inferior region to a superocentral‐posterior region while glenoid contact shifts posteriorly. When the humeral shaft is positioned 20° internal to the starting rotation, humeral head contact shifts from inferocentral‐anterior to superocentral‐posterior regions. Simultaneously, a similar posterior shift in glenoid contact is observed. Furthermore, whereas only a small portion of the humeral head surface area is in contact in any given position, contact on the glenoid surface is much more uniformly distributed over its entire articulating surface. Copyright © 1992 Orthopaedic Research Society","Biomechanics; Cartilage degeneration; Contact areas; Glenohumeral joint; Shoulder; Stereophotogrammetry","Biological Materials - Ligaments; Biomechanics - Musculoskeletal Systems; Biomedical Engineering - Orthopedics; Photogrammetry - Medical Applications; Cartilage Degeneration; Glenohumeral Joints; Stereophotogrammetry; Biomechanics; aged; article; biomechanics; cadaver; clinical article; female; human; human tissue; male; pressure measurement; shoulder; stereophotogrammetry; Aged; Arthritis; Biomechanics; Cartilage, Articular; Human; Muscles; Photogrammetry; Range of Motion, Articular; Shoulder Joint; Support, Non-U.S. Gov't",Article,"Final",,Scopus,2-s2.0-0026898331
"Ruff C.B., Jones H.H.","7005423421;57213204779;","Bilateral asymmetry in cortical bone of the humerus and tibia: Sex and age factors",1981,"Human Biology","53","1",,"69","86",,114,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019436360&partnerID=40&md5=4b9ed1f38c94bba900457895dc7530f1","Dept. Hlth Sci., Boston Univ., Boston, Mass. 02215, United States","Ruff, C.B., Dept. Hlth Sci., Boston Univ., Boston, Mass. 02215, United States; Jones, H.H., Dept. Hlth Sci., Boston Univ., Boston, Mass. 02215, United States","Bone cross-sectional breadths and areas, determined from A-P and M-L radiographs, were compared in right and left tibiae and humeri in an archaeological sample from California. Both bones showed significant bilateral asymmetry in size and shape, although the pattern of asymmetry varied by sex and age group. Males were more asymmetric in humeral dimensions (right side larger), females in tibial dimensions (left side larger). Bilateral asymmetry in both tibiae and humeri decreased with age, primarily due to greater losses of cortical bone from the sides with more bone in early adulthood (left tibiae in females, right humeri in both sexes). Intercorrelations between humeral and tibial bone areas showed the male right humerus to be less highly correlated with other areas of the skeleton than any other bone compared. Results are discussed in terms of sex and age factors, the setting of bone volume evaluation standards, and general relationships between activity levels and patterns of bone growth and remodeling.",,"age; bone; bone malformation; humerus; sex difference; sex differentiation; tibia; Adult; Age Factors; Bone Development; Female; Human; Humerus; Male; Middle Age; Sex Factors; Tibia",Article,"Final",,Scopus,2-s2.0-0019436360
"Weber G.W., Bookstein F.L.","","Virtual Anthropology: A Guide to a New Interdisciplinary Field",2011,"Virtual Anthropology: A Guide to A New Interdisciplinary Field",,,,"","",,106,,,,"Weber, G.W.; Bookstein, F.L.",[No abstract available],,,,"Final",,Scopus,2-s2.0-79955473584
